Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1961","1961","ha","16079","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1962","1962","ha","12000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1963","1963","ha","17500","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1964","1964","ha","18200","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1965","1965","ha","19106","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1966","1966","ha","20600","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1967","1967","ha","20030","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1968","1968","ha","26450","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1969","1969","ha","23100","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1970","1970","ha","23100","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1971","1971","ha","15240","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1972","1972","ha","15230","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1973","1973","ha","15000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1974","1974","ha","15000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1975","1975","ha","14000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1976","1976","ha","15000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1977","1977","ha","16000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1978","1978","ha","14000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1979","1979","ha","10000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1980","1980","ha","12000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1981","1981","ha","13000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1982","1982","ha","14000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1983","1983","ha","15000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1984","1984","ha","16000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1985","1985","ha","18000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1986","1986","ha","19000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1987","1987","ha","19000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1988","1988","ha","19000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1989","1989","ha","20000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1990","1990","ha","21000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1991","1991","ha","22000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1992","1992","ha","22391","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1993","1993","ha","22500","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1994","1994","ha","23500","T","Unofficial figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1995","1995","ha","24000","T","Unofficial figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1996","1996","ha","30000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1997","1997","ha","31000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1998","1998","ha","31073","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","1999","1999","ha","32000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2000","2000","ha","30726","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2001","2001","ha","34489","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2002","2002","ha","34500","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2003","2003","ha","33000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2004","2004","ha","32000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2005","2005","ha","29980","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2006","2006","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2007","2007","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2008","2008","ha","32000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2009","2009","ha","33000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2010","2010","ha","34726","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2011","2011","ha","31968","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2012","2012","ha","31075","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2013","2013","ha","30792","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2014","2014","ha","30530","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2015","2015","ha","31547","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2016","2016","ha","32279","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2017","2017","ha","35138","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2018","2018","ha","36839","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2019","2019","ha","44173","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2020","2020","ha","66084","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01312","Bananas","2021","2021","ha","72731","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1961","1961","hg/ha","80851","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1962","1962","hg/ha","83333","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1963","1963","hg/ha","85714","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1964","1964","hg/ha","87912","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1965","1965","hg/ha","66471","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1966","1966","hg/ha","64563","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1967","1967","hg/ha","76385","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1968","1968","hg/ha","51493","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1969","1969","hg/ha","57987","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1970","1970","hg/ha","57965","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1971","1971","hg/ha","56490","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1972","1972","hg/ha","56467","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1973","1973","hg/ha","61333","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1974","1974","hg/ha","60000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1975","1975","hg/ha","57143","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1976","1976","hg/ha","58667","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1977","1977","hg/ha","57500","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1978","1978","hg/ha","55714","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1979","1979","hg/ha","55000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1980","1980","hg/ha","54167","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1981","1981","hg/ha","53846","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1982","1982","hg/ha","53571","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1983","1983","hg/ha","54667","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1984","1984","hg/ha","52500","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1985","1985","hg/ha","51111","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1986","1986","hg/ha","52632","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1987","1987","hg/ha","55789","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1988","1988","hg/ha","57895","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1989","1989","hg/ha","56000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1990","1990","hg/ha","54762","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1991","1991","hg/ha","54545","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1992","1992","hg/ha","54486","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1993","1993","hg/ha","55556","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1994","1994","hg/ha","54894","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1995","1995","hg/ha","55000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1996","1996","hg/ha","46667","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1997","1997","hg/ha","46774","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1998","1998","hg/ha","46987","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","1999","1999","hg/ha","45938","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2000","2000","hg/ha","47517","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2001","2001","hg/ha","42332","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2002","2002","hg/ha","42319","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2003","2003","hg/ha","42424","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2004","2004","hg/ha","41875","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2005","2005","hg/ha","43029","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2006","2006","hg/ha","43333","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2007","2007","hg/ha","43333","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2008","2008","hg/ha","47188","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2009","2009","hg/ha","46364","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2010","2010","hg/ha","45428","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2011","2011","hg/ha","44460","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2012","2012","hg/ha","44928","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2013","2013","hg/ha","44976","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2014","2014","hg/ha","45194","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2015","2015","hg/ha","45671","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2016","2016","hg/ha","43428","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2017","2017","hg/ha","43202","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2018","2018","hg/ha","44967","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2019","2019","hg/ha","45276","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2020","2020","hg/ha","45397","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5419","Yield","01312","Bananas","2021","2021","hg/ha","45517","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1961","1961","tonnes","130000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1962","1962","tonnes","100000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1963","1963","tonnes","150000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1964","1964","tonnes","160000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1965","1965","tonnes","127000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1966","1966","tonnes","133000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1967","1967","tonnes","153000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1968","1968","tonnes","136200","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1969","1969","tonnes","133950","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1970","1970","tonnes","133900","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1971","1971","tonnes","86090","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1972","1972","tonnes","86000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1973","1973","tonnes","92000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1974","1974","tonnes","90000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1975","1975","tonnes","80000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1976","1976","tonnes","88000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1977","1977","tonnes","92000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1978","1978","tonnes","78000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1979","1979","tonnes","55000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1980","1980","tonnes","65000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1981","1981","tonnes","70000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1982","1982","tonnes","75000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1983","1983","tonnes","82000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1984","1984","tonnes","84000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1985","1985","tonnes","92000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1986","1986","tonnes","100000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1987","1987","tonnes","106000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1988","1988","tonnes","110000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1989","1989","tonnes","112000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1990","1990","tonnes","115000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1991","1991","tonnes","120000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1992","1992","tonnes","122000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1993","1993","tonnes","125000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1994","1994","tonnes","129000","T","Unofficial figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1995","1995","tonnes","132000","T","Unofficial figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1996","1996","tonnes","140000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1997","1997","tonnes","145000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1998","1998","tonnes","146000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","1999","1999","tonnes","147000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2000","2000","tonnes","146000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2001","2001","tonnes","146000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2002","2002","tonnes","146000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2003","2003","tonnes","140000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2004","2004","tonnes","134000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2005","2005","tonnes","129000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2006","2006","tonnes","130000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2007","2007","tonnes","130000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2008","2008","tonnes","151000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2009","2009","tonnes","153000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2010","2010","tonnes","157752.61","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2011","2011","tonnes","142129.61","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2012","2012","tonnes","139615.68","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2013","2013","tonnes","138488.83","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2014","2014","tonnes","137979.86","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2015","2015","tonnes","144076.62","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2016","2016","tonnes","140181.77","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2017","2017","tonnes","151799.85","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2018","2018","tonnes","165652.82","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2019","2019","tonnes","200000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2020","2020","tonnes","300000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5510","Production","01312","Bananas","2021","2021","tonnes","331051.7","I","Imputed value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1961","1961","ha","35037","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1962","1962","ha","32686","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1963","1963","ha","50000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1964","1964","ha","45000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1965","1965","ha","47200","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1966","1966","ha","47900","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1967","1967","ha","53900","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1968","1968","ha","61800","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1969","1969","ha","53300","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1970","1970","ha","30600","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1971","1971","ha","35500","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1972","1972","ha","28800","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1973","1973","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1974","1974","ha","30000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1975","1975","ha","28000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1976","1976","ha","31000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1977","1977","ha","33000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1978","1978","ha","28000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1979","1979","ha","20000","E","Estimated value"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1980","1980","ha","16000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1981","1981","ha","39000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1982","1982","ha","37000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1983","1983","ha","40000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1984","1984","ha","35000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1985","1985","ha","39000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1986","1986","ha","26000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1987","1987","ha","29000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1988","1988","ha","44000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1989","1989","ha","26000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1990","1990","ha","25000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1991","1991","ha","27000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1992","1992","ha","24000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1993","1993","ha","20830","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1994","1994","ha","26000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1995","1995","ha","25150","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1996","1996","ha","26756","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1997","1997","ha","27420","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1998","1998","ha","16463","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","1999","1999","ha","26747","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2000","2000","ha","22895","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2001","2001","ha","27108","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2002","2002","ha","35174","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2003","2003","ha","43335","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2004","2004","ha","37199","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2005","2005","ha","54366","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2006","2006","ha","75486","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2007","2007","ha","65000","A","Official figure"
"QCL","Crops and livestock products","116","Cambodia","5312","Area harvested","01701","Beans, dry","2008","2008","ha","45605","A","Official figure"
