STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00190736,"BLUE HILL, MA US",7/29/1932,0.21,80,66,
USC00190736,"BLUE HILL, MA US",7/30/1932,0.1,70,59,
USC00190736,"BLUE HILL, MA US",7/31/1932,0.01,77,53,
USC00190736,"BLUE HILL, MA US",8/1/1932,0,77,55,
USC00190736,"BLUE HILL, MA US",8/2/1932,0,81,60,
USC00190736,"BLUE HILL, MA US",8/3/1932,0.5,76,64,
USC00190736,"BLUE HILL, MA US",8/4/1932,0.78,83,64,
USC00190736,"BLUE HILL, MA US",8/5/1932,0,85,64,
USC00190736,"BLUE HILL, MA US",8/6/1932,0,84,65,
USC00190736,"BLUE HILL, MA US",8/7/1932,0.01,84,68,
USC00190736,"BLUE HILL, MA US",8/8/1932,0.46,80,68,
USC00190736,"BLUE HILL, MA US",8/9/1932,0,82,65,
USC00190736,"BLUE HILL, MA US",8/10/1932,0,82,65,
USC00190736,"BLUE HILL, MA US",8/11/1932,1.38,73,61,
USC00190736,"BLUE HILL, MA US",8/12/1932,0,74,58,
USC00190736,"BLUE HILL, MA US",8/13/1932,0,77,57,
USC00190736,"BLUE HILL, MA US",8/14/1932,0,77,59,
USC00190736,"BLUE HILL, MA US",8/15/1932,0,82,61,
USC00190736,"BLUE HILL, MA US",8/16/1932,0,80,63,
USC00190736,"BLUE HILL, MA US",8/17/1932,0,80,62,
USC00190736,"BLUE HILL, MA US",8/18/1932,0,79,65,
USC00190736,"BLUE HILL, MA US",8/19/1932,1.24,74,67,
USC00190736,"BLUE HILL, MA US",8/20/1932,0,79,61,
USC00190736,"BLUE HILL, MA US",8/21/1932,0,76,57,
USC00190736,"BLUE HILL, MA US",8/22/1932,0,83,62,
USC00190736,"BLUE HILL, MA US",8/23/1932,0,74,59,
USC00190736,"BLUE HILL, MA US",8/24/1932,0,77,58,
USC00190736,"BLUE HILL, MA US",8/25/1932,0,84,60,
USC00190736,"BLUE HILL, MA US",8/26/1932,0,85,64,
USC00190736,"BLUE HILL, MA US",8/27/1932,0,80,62,
USC00190736,"BLUE HILL, MA US",8/28/1932,0.25,75,63,
USC00190736,"BLUE HILL, MA US",8/29/1932,0,74,59,
USC00190736,"BLUE HILL, MA US",8/30/1932,0,73,61,
USC00190736,"BLUE HILL, MA US",8/31/1932,0,78,63,
USC00190736,"BLUE HILL, MA US",9/1/1932,0,72,64,
USC00190736,"BLUE HILL, MA US",9/2/1932,1.33,84,66,
USC00190736,"BLUE HILL, MA US",9/3/1932,0,74,63,
USC00190736,"BLUE HILL, MA US",9/4/1932,0,73,59,
USC00190736,"BLUE HILL, MA US",9/5/1932,0,82,69,
USC00190736,"BLUE HILL, MA US",9/6/1932,0,80,61,
USC00190736,"BLUE HILL, MA US",9/7/1932,0,63,51,
USC00190736,"BLUE HILL, MA US",9/8/1932,0,58,52,
USC00190736,"BLUE HILL, MA US",9/9/1932,0,71,57,
USC00190736,"BLUE HILL, MA US",9/10/1932,0,68,45,
USC00190736,"BLUE HILL, MA US",9/11/1932,0,72,47,
USC00190736,"BLUE HILL, MA US",9/12/1932,0,81,54,
USC00190736,"BLUE HILL, MA US",9/13/1932,0,71,57,
USC00190736,"BLUE HILL, MA US",9/14/1932,0,74,57,
USC00190736,"BLUE HILL, MA US",9/15/1932,0,79,55,
USC00190736,"BLUE HILL, MA US",9/16/1932,3.5,65,61,
USC00190736,"BLUE HILL, MA US",9/17/1932,0.18,66,55,
USC00190736,"BLUE HILL, MA US",9/18/1932,0,64,50,
USC00190736,"BLUE HILL, MA US",9/19/1932,0,65,44,
USC00190736,"BLUE HILL, MA US",9/20/1932,0,69,52,
USC00190736,"BLUE HILL, MA US",9/21/1932,0,70,54,
USC00190736,"BLUE HILL, MA US",9/22/1932,0,69,52,
USC00190736,"BLUE HILL, MA US",9/23/1932,0.21,77,58,
USC00190736,"BLUE HILL, MA US",9/24/1932,0,68,53,
USC00190736,"BLUE HILL, MA US",9/25/1932,0.25,60,45,
USC00190736,"BLUE HILL, MA US",9/26/1932,0,68,45,
USC00190736,"BLUE HILL, MA US",9/27/1932,0,62,50,
USC00190736,"BLUE HILL, MA US",9/28/1932,0.65,64,55,
USC00190736,"BLUE HILL, MA US",9/29/1932,0,60,45,
USC00190736,"BLUE HILL, MA US",9/30/1932,0,52,35,
USC00190736,"BLUE HILL, MA US",10/1/1932,0,51,42,
USC00190736,"BLUE HILL, MA US",10/2/1932,0,73,46,
USC00190736,"BLUE HILL, MA US",10/3/1932,0,73,57,
USC00190736,"BLUE HILL, MA US",10/4/1932,0,74,57,
USC00190736,"BLUE HILL, MA US",10/5/1932,0,72,61,
USC00190736,"BLUE HILL, MA US",10/6/1932,0.06,71,65,
USC00190736,"BLUE HILL, MA US",10/7/1932,0.08,68,45,
USC00190736,"BLUE HILL, MA US",10/8/1932,0,70,42,
USC00190736,"BLUE HILL, MA US",10/9/1932,0,77,55,
USC00190736,"BLUE HILL, MA US",10/10/1932,0,74,52,
USC00190736,"BLUE HILL, MA US",10/11/1932,0.27,66,46,
USC00190736,"BLUE HILL, MA US",10/12/1932,0,52,37,
USC00190736,"BLUE HILL, MA US",10/13/1932,0,47,34,
USC00190736,"BLUE HILL, MA US",10/14/1932,0,53,30,
USC00190736,"BLUE HILL, MA US",10/15/1932,0,59,40,
USC00190736,"BLUE HILL, MA US",10/16/1932,0,65,45,
USC00190736,"BLUE HILL, MA US",10/17/1932,0.02,69,56,
USC00190736,"BLUE HILL, MA US",10/18/1932,2.57,60,54,
USC00190736,"BLUE HILL, MA US",10/19/1932,3.64,55,50,
USC00190736,"BLUE HILL, MA US",10/20/1932,1.01,51,49,
USC00190736,"BLUE HILL, MA US",10/21/1932,0,54,45,
USC00190736,"BLUE HILL, MA US",10/22/1932,0,60,43,
USC00190736,"BLUE HILL, MA US",10/23/1932,0,56,42,
USC00190736,"BLUE HILL, MA US",10/24/1932,0,47,36,
USC00190736,"BLUE HILL, MA US",10/25/1932,0,53,36,
USC00190736,"BLUE HILL, MA US",10/26/1932,0.04,61,42,
USC00190736,"BLUE HILL, MA US",10/27/1932,1.2,64,53,
USC00190736,"BLUE HILL, MA US",10/28/1932,0,53,41,
USC00190736,"BLUE HILL, MA US",10/29/1932,0,57,37,
USC00190736,"BLUE HILL, MA US",10/30/1932,0,53,42,
USC00190736,"BLUE HILL, MA US",10/31/1932,0,46,35,
USC00190736,"BLUE HILL, MA US",11/1/1932,0.7,57,43,
USC00190736,"BLUE HILL, MA US",11/2/1932,0,47,35,
USC00190736,"BLUE HILL, MA US",11/3/1932,0,40,31,
USC00190736,"BLUE HILL, MA US",11/4/1932,0,47,27,
USC00190736,"BLUE HILL, MA US",11/5/1932,0,61,41,
USC00190736,"BLUE HILL, MA US",11/6/1932,0,58,42,
USC00190736,"BLUE HILL, MA US",11/7/1932,1.35,48,44,
USC00190736,"BLUE HILL, MA US",11/8/1932,0.69,46,40,
USC00190736,"BLUE HILL, MA US",11/9/1932,0.03,42,35,
USC00190736,"BLUE HILL, MA US",11/10/1932,1.68,59,39,
USC00190736,"BLUE HILL, MA US",11/11/1932,0,55,36,
USC00190736,"BLUE HILL, MA US",11/12/1932,0.07,52,36,
USC00190736,"BLUE HILL, MA US",11/13/1932,0,42,29,
USC00190736,"BLUE HILL, MA US",11/14/1932,0,47,27,
USC00190736,"BLUE HILL, MA US",11/15/1932,0,57,38,
USC00190736,"BLUE HILL, MA US",11/16/1932,0.11,64,41,
USC00190736,"BLUE HILL, MA US",11/17/1932,0.46,57,35,
USC00190736,"BLUE HILL, MA US",11/18/1932,0,36,27,
USC00190736,"BLUE HILL, MA US",11/19/1932,0.48,60,31,
USC00190736,"BLUE HILL, MA US",11/20/1932,0.01,59,30,
USC00190736,"BLUE HILL, MA US",11/21/1932,0,45,26,
USC00190736,"BLUE HILL, MA US",11/22/1932,0,39,21,
USC00190736,"BLUE HILL, MA US",11/23/1932,0,35,15,
USC00190736,"BLUE HILL, MA US",11/24/1932,0,45,30,
USC00190736,"BLUE HILL, MA US",11/25/1932,0,51,30,
USC00190736,"BLUE HILL, MA US",11/26/1932,0.05,51,12,
USC00190736,"BLUE HILL, MA US",11/27/1932,0,24,5,
USC00190736,"BLUE HILL, MA US",11/28/1932,0,27,14,
USC00190736,"BLUE HILL, MA US",11/29/1932,0,36,20,
USC00190736,"BLUE HILL, MA US",11/30/1932,0,50,33,
USC00190736,"BLUE HILL, MA US",12/1/1932,0,54,35,
USC00190736,"BLUE HILL, MA US",12/2/1932,0,59,41,
USC00190736,"BLUE HILL, MA US",12/3/1932,0,61,45,
USC00190736,"BLUE HILL, MA US",12/4/1932,0,53,41,
USC00190736,"BLUE HILL, MA US",12/5/1932,0.08,51,39,
USC00190736,"BLUE HILL, MA US",12/6/1932,0,51,37,
USC00190736,"BLUE HILL, MA US",12/7/1932,0,62,47,
USC00190736,"BLUE HILL, MA US",12/8/1932,0.12,55,26,
USC00190736,"BLUE HILL, MA US",12/9/1932,0,31,17,
USC00190736,"BLUE HILL, MA US",12/10/1932,0.08,30,20,
USC00190736,"BLUE HILL, MA US",12/11/1932,0.14,28,18,
USC00190736,"BLUE HILL, MA US",12/12/1932,0.37,35,20,
USC00190736,"BLUE HILL, MA US",12/13/1932,0.01,32,23,
USC00190736,"BLUE HILL, MA US",12/14/1932,0.18,30,22,
USC00190736,"BLUE HILL, MA US",12/15/1932,0,25,14,
USC00190736,"BLUE HILL, MA US",12/16/1932,0,15,3,
USC00190736,"BLUE HILL, MA US",12/17/1932,0.04,12,-4,
USC00190736,"BLUE HILL, MA US",12/18/1932,0.11,26,12,
USC00190736,"BLUE HILL, MA US",12/19/1932,0,28,12,
USC00190736,"BLUE HILL, MA US",12/20/1932,0,34,19,
USC00190736,"BLUE HILL, MA US",12/21/1932,0,41,26,
USC00190736,"BLUE HILL, MA US",12/22/1932,0,45,34,
USC00190736,"BLUE HILL, MA US",12/23/1932,0.07,43,29,
USC00190736,"BLUE HILL, MA US",12/24/1932,0.06,41,34,
USC00190736,"BLUE HILL, MA US",12/25/1932,0.07,53,34,
USC00190736,"BLUE HILL, MA US",12/26/1932,0,55,36,
USC00190736,"BLUE HILL, MA US",12/27/1932,0.12,39,31,
USC00190736,"BLUE HILL, MA US",12/28/1932,0.4,40,35,
USC00190736,"BLUE HILL, MA US",12/29/1932,0,44,30,
USC00190736,"BLUE HILL, MA US",12/30/1932,0.01,46,33,
USC00190736,"BLUE HILL, MA US",12/31/1932,0,61,36,
USC00190736,"BLUE HILL, MA US",1/1/1933,0,36,6,
USC00190736,"BLUE HILL, MA US",1/2/1933,0,41,17,
USC00190736,"BLUE HILL, MA US",1/3/1933,0,42,23,
USC00190736,"BLUE HILL, MA US",1/4/1933,0,53,40,
USC00190736,"BLUE HILL, MA US",1/5/1933,0,46,33,
USC00190736,"BLUE HILL, MA US",1/6/1933,0,44,27,
USC00190736,"BLUE HILL, MA US",1/7/1933,0.07,51,34,
USC00190736,"BLUE HILL, MA US",1/8/1933,0,45,22,
USC00190736,"BLUE HILL, MA US",1/9/1933,0.9,37,24,
USC00190736,"BLUE HILL, MA US",1/10/1933,0.07,37,23,
USC00190736,"BLUE HILL, MA US",1/11/1933,0,55,32,
USC00190736,"BLUE HILL, MA US",1/12/1933,0.18,51,23,
USC00190736,"BLUE HILL, MA US",1/13/1933,0,23,14,
USC00190736,"BLUE HILL, MA US",1/14/1933,0,29,21,
USC00190736,"BLUE HILL, MA US",1/15/1933,0,41,23,
USC00190736,"BLUE HILL, MA US",1/16/1933,0,50,28,
USC00190736,"BLUE HILL, MA US",1/17/1933,0,52,37,
USC00190736,"BLUE HILL, MA US",1/18/1933,0,46,30,
USC00190736,"BLUE HILL, MA US",1/19/1933,0.4,47,28,
USC00190736,"BLUE HILL, MA US",1/20/1933,0,49,31,
USC00190736,"BLUE HILL, MA US",1/21/1933,0,41,26,
USC00190736,"BLUE HILL, MA US",1/22/1933,0.42,45,32,
USC00190736,"BLUE HILL, MA US",1/23/1933,0.02,54,38,
USC00190736,"BLUE HILL, MA US",1/24/1933,0,43,30,
USC00190736,"BLUE HILL, MA US",1/25/1933,0,41,25,
USC00190736,"BLUE HILL, MA US",1/26/1933,0.11,37,30,
USC00190736,"BLUE HILL, MA US",1/27/1933,0.1,31,27,
USC00190736,"BLUE HILL, MA US",1/28/1933,0.03,31,26,
USC00190736,"BLUE HILL, MA US",1/29/1933,0,30,23,
USC00190736,"BLUE HILL, MA US",1/30/1933,0,35,23,
USC00190736,"BLUE HILL, MA US",1/31/1933,0,39,24,
USC00190736,"BLUE HILL, MA US",2/1/1933,0,43,26,
USC00190736,"BLUE HILL, MA US",2/2/1933,0.17,49,36,
USC00190736,"BLUE HILL, MA US",2/3/1933,,38,29,
USC00190736,"BLUE HILL, MA US",2/4/1933,0.03,32,22,
USC00190736,"BLUE HILL, MA US",2/5/1933,0.1,25,19,
USC00190736,"BLUE HILL, MA US",2/6/1933,,20,4,
USC00190736,"BLUE HILL, MA US",2/7/1933,0.01,43,18,
USC00190736,"BLUE HILL, MA US",2/8/1933,0.59,59,37,
USC00190736,"BLUE HILL, MA US",2/9/1933,0.11,50,1,
USC00190736,"BLUE HILL, MA US",2/10/1933,,18,3,
USC00190736,"BLUE HILL, MA US",2/11/1933,0.74,28,14,
USC00190736,"BLUE HILL, MA US",2/12/1933,,23,7,
USC00190736,"BLUE HILL, MA US",2/13/1933,,39,10,
USC00190736,"BLUE HILL, MA US",2/14/1933,0,41,27,
USC00190736,"BLUE HILL, MA US",2/15/1933,0.11,39,26,
USC00190736,"BLUE HILL, MA US",2/16/1933,,29,13,
USC00190736,"BLUE HILL, MA US",2/17/1933,,41,24,
USC00190736,"BLUE HILL, MA US",2/18/1933,,47,32,
USC00190736,"BLUE HILL, MA US",2/19/1933,,35,24,
USC00190736,"BLUE HILL, MA US",2/20/1933,1.04,49,27,
USC00190736,"BLUE HILL, MA US",2/21/1933,0,45,25,
USC00190736,"BLUE HILL, MA US",2/22/1933,,42,23,
USC00190736,"BLUE HILL, MA US",2/23/1933,0.03,52,29,
USC00190736,"BLUE HILL, MA US",2/24/1933,,45,34,
USC00190736,"BLUE HILL, MA US",2/25/1933,0.14,35,25,
USC00190736,"BLUE HILL, MA US",2/26/1933,1.2,30,21,
USC00190736,"BLUE HILL, MA US",2/27/1933,,33,25,
USC00190736,"BLUE HILL, MA US",2/28/1933,0,32,23,
USC00190736,"BLUE HILL, MA US",3/1/1933,0.23,32,28,
USC00190736,"BLUE HILL, MA US",3/2/1933,0.54,33,31,
USC00190736,"BLUE HILL, MA US",3/3/1933,0.48,33,30,
USC00190736,"BLUE HILL, MA US",3/4/1933,0.06,37,28,
USC00190736,"BLUE HILL, MA US",3/5/1933,0,31,19,
USC00190736,"BLUE HILL, MA US",3/6/1933,0,30,11,
USC00190736,"BLUE HILL, MA US",3/7/1933,0.21,40,26,
USC00190736,"BLUE HILL, MA US",3/8/1933,1.73,47,35,
USC00190736,"BLUE HILL, MA US",3/9/1933,0,39,28,
USC00190736,"BLUE HILL, MA US",3/10/1933,0,28,11,
USC00190736,"BLUE HILL, MA US",3/11/1933,0,22,6,
USC00190736,"BLUE HILL, MA US",3/12/1933,0,35,15,
USC00190736,"BLUE HILL, MA US",3/13/1933,0.15,32,26,
USC00190736,"BLUE HILL, MA US",3/14/1933,0.53,34,32,
USC00190736,"BLUE HILL, MA US",3/15/1933,0.25,37,29,
USC00190736,"BLUE HILL, MA US",3/16/1933,0,32,18,
USC00190736,"BLUE HILL, MA US",3/17/1933,0,53,27,
USC00190736,"BLUE HILL, MA US",3/18/1933,0,43,32,
USC00190736,"BLUE HILL, MA US",3/19/1933,0.17,33,26,
USC00190736,"BLUE HILL, MA US",3/20/1933,0.7,33,29,
USC00190736,"BLUE HILL, MA US",3/21/1933,0.6,37,31,
USC00190736,"BLUE HILL, MA US",3/22/1933,0,39,33,
USC00190736,"BLUE HILL, MA US",3/23/1933,0,37,30,
USC00190736,"BLUE HILL, MA US",3/24/1933,0,37,22,
USC00190736,"BLUE HILL, MA US",3/25/1933,0,44,25,
USC00190736,"BLUE HILL, MA US",3/26/1933,0.05,35,31,
USC00190736,"BLUE HILL, MA US",3/27/1933,0,42,30,
USC00190736,"BLUE HILL, MA US",3/28/1933,0.2,47,30,
USC00190736,"BLUE HILL, MA US",3/29/1933,0.27,45,30,
USC00190736,"BLUE HILL, MA US",3/30/1933,0,47,29,
USC00190736,"BLUE HILL, MA US",3/31/1933,0,55,31,
USC00190736,"BLUE HILL, MA US",4/1/1933,0.63,42,35,
USC00190736,"BLUE HILL, MA US",4/2/1933,0.15,46,34,
USC00190736,"BLUE HILL, MA US",4/3/1933,0,40,35,
USC00190736,"BLUE HILL, MA US",4/4/1933,1.31,41,33,
USC00190736,"BLUE HILL, MA US",4/5/1933,0,56,31,
USC00190736,"BLUE HILL, MA US",4/6/1933,0,55,37,
USC00190736,"BLUE HILL, MA US",4/7/1933,0.42,47,40,
USC00190736,"BLUE HILL, MA US",4/8/1933,0,46,34,
USC00190736,"BLUE HILL, MA US",4/9/1933,0,52,33,
USC00190736,"BLUE HILL, MA US",4/10/1933,0,47,36,
USC00190736,"BLUE HILL, MA US",4/11/1933,0,46,35,
USC00190736,"BLUE HILL, MA US",4/12/1933,0.69,37,34,
USC00190736,"BLUE HILL, MA US",4/13/1933,1.95,36,30,
USC00190736,"BLUE HILL, MA US",4/14/1933,0.1,41,33,
USC00190736,"BLUE HILL, MA US",4/15/1933,0.04,55,41,
USC00190736,"BLUE HILL, MA US",4/16/1933,0.04,53,43,
USC00190736,"BLUE HILL, MA US",4/17/1933,0.17,61,42,
USC00190736,"BLUE HILL, MA US",4/18/1933,1.03,52,40,
USC00190736,"BLUE HILL, MA US",4/19/1933,0.33,41,35,
USC00190736,"BLUE HILL, MA US",4/20/1933,0,41,33,
USC00190736,"BLUE HILL, MA US",4/21/1933,0,63,33,
USC00190736,"BLUE HILL, MA US",4/22/1933,0,46,33,
USC00190736,"BLUE HILL, MA US",4/23/1933,0,49,25,
USC00190736,"BLUE HILL, MA US",4/24/1933,0,69,38,
USC00190736,"BLUE HILL, MA US",4/25/1933,0.09,68,47,
USC00190736,"BLUE HILL, MA US",4/26/1933,0.09,49,40,
USC00190736,"BLUE HILL, MA US",4/27/1933,0,45,30,
USC00190736,"BLUE HILL, MA US",4/28/1933,0,55,30,
USC00190736,"BLUE HILL, MA US",4/29/1933,0,71,43,
USC00190736,"BLUE HILL, MA US",4/30/1933,0,72,46,
USC00190736,"BLUE HILL, MA US",5/1/1933,0,73,50,
USC00190736,"BLUE HILL, MA US",5/2/1933,0,76,56,
USC00190736,"BLUE HILL, MA US",5/3/1933,0,75,55,
USC00190736,"BLUE HILL, MA US",5/4/1933,0,59,43,
USC00190736,"BLUE HILL, MA US",5/5/1933,0,61,38,
USC00190736,"BLUE HILL, MA US",5/6/1933,0,59,45,
USC00190736,"BLUE HILL, MA US",5/7/1933,0,71,43,
USC00190736,"BLUE HILL, MA US",5/8/1933,0,59,36,
USC00190736,"BLUE HILL, MA US",5/9/1933,0,62,38,
USC00190736,"BLUE HILL, MA US",5/10/1933,0.53,48,41,
USC00190736,"BLUE HILL, MA US",5/11/1933,0,67,41,
USC00190736,"BLUE HILL, MA US",5/12/1933,0,68,45,
USC00190736,"BLUE HILL, MA US",5/13/1933,0,67,47,
USC00190736,"BLUE HILL, MA US",5/14/1933,0,72,55,
USC00190736,"BLUE HILL, MA US",5/15/1933,0,71,53,
USC00190736,"BLUE HILL, MA US",5/16/1933,0,70,48,
USC00190736,"BLUE HILL, MA US",5/17/1933,0,69,45,
USC00190736,"BLUE HILL, MA US",5/18/1933,0,79,44,
USC00190736,"BLUE HILL, MA US",5/19/1933,0,82,52,
USC00190736,"BLUE HILL, MA US",5/20/1933,0.08,84,57,
USC00190736,"BLUE HILL, MA US",5/21/1933,0.48,59,48,
USC00190736,"BLUE HILL, MA US",5/22/1933,0,71,47,
USC00190736,"BLUE HILL, MA US",5/23/1933,0,76,51,
USC00190736,"BLUE HILL, MA US",5/24/1933,0.05,70,57,
USC00190736,"BLUE HILL, MA US",5/25/1933,0,78,56,
USC00190736,"BLUE HILL, MA US",5/26/1933,0,83,61,
USC00190736,"BLUE HILL, MA US",5/27/1933,0.04,74,45,
USC00190736,"BLUE HILL, MA US",5/28/1933,0.06,70,45,
USC00190736,"BLUE HILL, MA US",5/29/1933,0,67,50,
USC00190736,"BLUE HILL, MA US",5/30/1933,0.06,63,47,
USC00190736,"BLUE HILL, MA US",5/31/1933,1.77,65,55,
USC00190736,"BLUE HILL, MA US",6/1/1933,0,62,51,
USC00190736,"BLUE HILL, MA US",6/2/1933,0,72,45,
USC00190736,"BLUE HILL, MA US",6/3/1933,0,84,49,
USC00190736,"BLUE HILL, MA US",6/4/1933,0.02,77,60,
USC00190736,"BLUE HILL, MA US",6/5/1933,0,78,59,
USC00190736,"BLUE HILL, MA US",6/6/1933,0.29,73,58,
USC00190736,"BLUE HILL, MA US",6/7/1933,0,79,59,
USC00190736,"BLUE HILL, MA US",6/8/1933,0,89,57,
USC00190736,"BLUE HILL, MA US",6/9/1933,0.31,88,65,
USC00190736,"BLUE HILL, MA US",6/10/1933,0.05,81,64,
USC00190736,"BLUE HILL, MA US",6/11/1933,0,81,64,
USC00190736,"BLUE HILL, MA US",6/12/1933,0,87,63,
USC00190736,"BLUE HILL, MA US",6/13/1933,0.07,74,56,
USC00190736,"BLUE HILL, MA US",6/14/1933,0,64,44,
USC00190736,"BLUE HILL, MA US",6/15/1933,0,63,45,
USC00190736,"BLUE HILL, MA US",6/16/1933,0.01,63,49,
USC00190736,"BLUE HILL, MA US",6/17/1933,0.54,74,53,
USC00190736,"BLUE HILL, MA US",6/18/1933,0.18,58,45,
USC00190736,"BLUE HILL, MA US",6/19/1933,0,64,50,
USC00190736,"BLUE HILL, MA US",6/20/1933,0,75,52,
USC00190736,"BLUE HILL, MA US",6/21/1933,0.29,71,54,
USC00190736,"BLUE HILL, MA US",6/22/1933,0.39,81,58,
USC00190736,"BLUE HILL, MA US",6/23/1933,0,75,59,
USC00190736,"BLUE HILL, MA US",6/24/1933,0,74,55,
USC00190736,"BLUE HILL, MA US",6/25/1933,0,80,59,
USC00190736,"BLUE HILL, MA US",6/26/1933,0,75,65,
USC00190736,"BLUE HILL, MA US",6/27/1933,0,80,64,
USC00190736,"BLUE HILL, MA US",6/28/1933,0,86,63,
USC00190736,"BLUE HILL, MA US",6/29/1933,0,94,66,
USC00190736,"BLUE HILL, MA US",6/30/1933,0,83,65,
USC00190736,"BLUE HILL, MA US",7/1/1933,0,88,69,
USC00190736,"BLUE HILL, MA US",7/2/1933,0,74,56,
USC00190736,"BLUE HILL, MA US",7/3/1933,0,59,53,
USC00190736,"BLUE HILL, MA US",7/4/1933,0,61,52,
USC00190736,"BLUE HILL, MA US",7/5/1933,0.45,58,49,
USC00190736,"BLUE HILL, MA US",7/6/1933,0.01,85,55,
USC00190736,"BLUE HILL, MA US",7/7/1933,0,88,67,
USC00190736,"BLUE HILL, MA US",7/8/1933,0.25,83,58,
USC00190736,"BLUE HILL, MA US",7/9/1933,0.18,70,58,
USC00190736,"BLUE HILL, MA US",7/10/1933,1.68,78,59,
USC00190736,"BLUE HILL, MA US",7/11/1933,0.18,69,57,
USC00190736,"BLUE HILL, MA US",7/12/1933,0,62,53,
USC00190736,"BLUE HILL, MA US",7/13/1933,0,74,53,
USC00190736,"BLUE HILL, MA US",7/14/1933,0,74,54,
USC00190736,"BLUE HILL, MA US",7/15/1933,0,66,54,
USC00190736,"BLUE HILL, MA US",7/16/1933,0,70,56,
USC00190736,"BLUE HILL, MA US",7/17/1933,0,75,60,
USC00190736,"BLUE HILL, MA US",7/18/1933,0,83,65,
USC00190736,"BLUE HILL, MA US",7/19/1933,0,82,62,
USC00190736,"BLUE HILL, MA US",7/20/1933,0,81,66,
USC00190736,"BLUE HILL, MA US",7/21/1933,0.62,78,60,
USC00190736,"BLUE HILL, MA US",7/22/1933,0,76,62,
USC00190736,"BLUE HILL, MA US",7/23/1933,0,88,65,
USC00190736,"BLUE HILL, MA US",7/24/1933,0,89,66,
USC00190736,"BLUE HILL, MA US",7/25/1933,0.23,78,58,
USC00190736,"BLUE HILL, MA US",7/26/1933,0,72,56,
USC00190736,"BLUE HILL, MA US",7/27/1933,0,77,60,
USC00190736,"BLUE HILL, MA US",7/28/1933,0,82,61,
USC00190736,"BLUE HILL, MA US",7/29/1933,0,89,65,
USC00190736,"BLUE HILL, MA US",7/30/1933,0,92,71,
USC00190736,"BLUE HILL, MA US",7/31/1933,0.05,77,68,
USC00190736,"BLUE HILL, MA US",8/1/1933,0,87,67,
USC00190736,"BLUE HILL, MA US",8/2/1933,0.12,90,72,
USC00190736,"BLUE HILL, MA US",8/3/1933,0.01,79,63,
USC00190736,"BLUE HILL, MA US",8/4/1933,1.03,65,54,
USC00190736,"BLUE HILL, MA US",8/5/1933,0.04,75,57,
USC00190736,"BLUE HILL, MA US",8/6/1933,0,72,55,
USC00190736,"BLUE HILL, MA US",8/7/1933,0,78,57,
USC00190736,"BLUE HILL, MA US",8/8/1933,0.18,75,61,
USC00190736,"BLUE HILL, MA US",8/9/1933,0.07,72,61,
USC00190736,"BLUE HILL, MA US",8/10/1933,0,71,55,
USC00190736,"BLUE HILL, MA US",8/11/1933,0,68,59,
USC00190736,"BLUE HILL, MA US",8/12/1933,0.13,73,58,
USC00190736,"BLUE HILL, MA US",8/13/1933,0,79,64,
USC00190736,"BLUE HILL, MA US",8/14/1933,0.05,72,65,
USC00190736,"BLUE HILL, MA US",8/15/1933,0,77,57,
USC00190736,"BLUE HILL, MA US",8/16/1933,0,81,59,
USC00190736,"BLUE HILL, MA US",8/17/1933,0.01,72,63,
USC00190736,"BLUE HILL, MA US",8/18/1933,0,76,61,
USC00190736,"BLUE HILL, MA US",8/19/1933,0.03,79,66,
USC00190736,"BLUE HILL, MA US",8/20/1933,0.16,70,62,
USC00190736,"BLUE HILL, MA US",8/21/1933,1.01,63,60,
USC00190736,"BLUE HILL, MA US",8/22/1933,0.29,68,59,
USC00190736,"BLUE HILL, MA US",8/23/1933,0.03,66,61,
USC00190736,"BLUE HILL, MA US",8/24/1933,0.44,79,66,
USC00190736,"BLUE HILL, MA US",8/25/1933,0,77,65,
USC00190736,"BLUE HILL, MA US",8/26/1933,0,82,64,
USC00190736,"BLUE HILL, MA US",8/27/1933,0,84,65,
USC00190736,"BLUE HILL, MA US",8/28/1933,0.18,82,66,
USC00190736,"BLUE HILL, MA US",8/29/1933,0.39,70,59,
USC00190736,"BLUE HILL, MA US",8/30/1933,0,76,55,
USC00190736,"BLUE HILL, MA US",8/31/1933,0,77,57,
USC00190736,"BLUE HILL, MA US",9/1/1933,0,71,59,
USC00190736,"BLUE HILL, MA US",9/2/1933,0,80,59,
USC00190736,"BLUE HILL, MA US",9/3/1933,0.08,75,61,
USC00190736,"BLUE HILL, MA US",9/4/1933,1.58,71,63,
USC00190736,"BLUE HILL, MA US",9/5/1933,0,75,62,
USC00190736,"BLUE HILL, MA US",9/6/1933,0.21,77,59,
USC00190736,"BLUE HILL, MA US",9/7/1933,0.22,68,62,
USC00190736,"BLUE HILL, MA US",9/8/1933,0,78,61,
USC00190736,"BLUE HILL, MA US",9/9/1933,0.07,78,63,
USC00190736,"BLUE HILL, MA US",9/10/1933,0,72,57,
USC00190736,"BLUE HILL, MA US",9/11/1933,0,60,44,
USC00190736,"BLUE HILL, MA US",9/12/1933,0,65,44,
USC00190736,"BLUE HILL, MA US",9/13/1933,0,69,48,
USC00190736,"BLUE HILL, MA US",9/14/1933,0.4,65,50,
USC00190736,"BLUE HILL, MA US",9/15/1933,0.14,55,51,
