STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00190736,"BLUE HILL, MA US",01/01/1893,0,38,22,
USC00190736,"BLUE HILL, MA US",01/02/1893,0.22,53,34,
USC00190736,"BLUE HILL, MA US",01/03/1893,0.73,32,13,
USC00190736,"BLUE HILL, MA US",01/04/1893,0,16,3,
USC00190736,"BLUE HILL, MA US",01/05/1893,0,27,13,
USC00190736,"BLUE HILL, MA US",01/06/1893,0,17,8,
USC00190736,"BLUE HILL, MA US",01/07/1893,0,20,6,
USC00190736,"BLUE HILL, MA US",01/08/1893,0,20,11,
USC00190736,"BLUE HILL, MA US",01/09/1893,0,27,3,
USC00190736,"BLUE HILL, MA US",01/10/1893,0,31,4,
USC00190736,"BLUE HILL, MA US",01/11/1893,0,7,-5,
USC00190736,"BLUE HILL, MA US",01/12/1893,0,12,-1,
USC00190736,"BLUE HILL, MA US",01/13/1893,0,11,3,
USC00190736,"BLUE HILL, MA US",01/14/1893,0,16,3,
USC00190736,"BLUE HILL, MA US",01/15/1893,0,13,7,
USC00190736,"BLUE HILL, MA US",01/16/1893,0,12,0,
USC00190736,"BLUE HILL, MA US",01/17/1893,0,13,-2,
USC00190736,"BLUE HILL, MA US",01/18/1893,0,13,3,
USC00190736,"BLUE HILL, MA US",01/19/1893,0,25,8,
USC00190736,"BLUE HILL, MA US",01/20/1893,0,18,5,
USC00190736,"BLUE HILL, MA US",01/21/1893,0,21,4,
USC00190736,"BLUE HILL, MA US",01/22/1893,0,26,4,
USC00190736,"BLUE HILL, MA US",01/23/1893,0,31,14,
USC00190736,"BLUE HILL, MA US",01/24/1893,0,33,23,
USC00190736,"BLUE HILL, MA US",01/25/1893,0,39,25,
USC00190736,"BLUE HILL, MA US",01/26/1893,0,37,20,
USC00190736,"BLUE HILL, MA US",01/27/1893,0,33,18,
USC00190736,"BLUE HILL, MA US",01/28/1893,0,21,12,
USC00190736,"BLUE HILL, MA US",01/29/1893,0.36,43,15,
USC00190736,"BLUE HILL, MA US",01/30/1893,0,42,26,
USC00190736,"BLUE HILL, MA US",01/31/1893,0,32,23,
USC00190736,"BLUE HILL, MA US",03/01/1893,0,36,27,
USC00190736,"BLUE HILL, MA US",03/02/1893,0,28,19,
USC00190736,"BLUE HILL, MA US",03/03/1893,0,32,14,
USC00190736,"BLUE HILL, MA US",03/04/1893,0,28,23,
USC00190736,"BLUE HILL, MA US",03/05/1893,0,24,9,
USC00190736,"BLUE HILL, MA US",03/06/1893,0,27,9,
USC00190736,"BLUE HILL, MA US",03/07/1893,0,39,22,
USC00190736,"BLUE HILL, MA US",03/08/1893,0,44,25,
USC00190736,"BLUE HILL, MA US",03/09/1893,1.81,40,31,
USC00190736,"BLUE HILL, MA US",03/10/1893,0.18,38,30,
USC00190736,"BLUE HILL, MA US",03/11/1893,0,34,31,
USC00190736,"BLUE HILL, MA US",03/12/1893,0.39,47,34,
USC00190736,"BLUE HILL, MA US",03/13/1893,0,48,42,
USC00190736,"BLUE HILL, MA US",03/14/1893,0,51,34,
USC00190736,"BLUE HILL, MA US",03/15/1893,0.92,43,18,
USC00190736,"BLUE HILL, MA US",03/16/1893,0,23,11,
USC00190736,"BLUE HILL, MA US",03/17/1893,0,33,16,
USC00190736,"BLUE HILL, MA US",03/18/1893,0,34,22,
USC00190736,"BLUE HILL, MA US",03/19/1893,0,28,13,
USC00190736,"BLUE HILL, MA US",03/20/1893,0,37,19,
USC00190736,"BLUE HILL, MA US",03/21/1893,0.05,44,24,
USC00190736,"BLUE HILL, MA US",03/22/1893,0,40,29,
USC00190736,"BLUE HILL, MA US",03/23/1893,0,31,26,
USC00190736,"BLUE HILL, MA US",03/24/1893,0.08,54,29,
USC00190736,"BLUE HILL, MA US",03/25/1893,0,50,38,
USC00190736,"BLUE HILL, MA US",03/26/1893,0,39,30,
USC00190736,"BLUE HILL, MA US",03/27/1893,0,36,28,
USC00190736,"BLUE HILL, MA US",03/28/1893,0,31,24,
USC00190736,"BLUE HILL, MA US",03/29/1893,0,42,23,
USC00190736,"BLUE HILL, MA US",03/30/1893,0,49,29,
USC00190736,"BLUE HILL, MA US",03/31/1893,0,46,32,
USC00190736,"BLUE HILL, MA US",04/01/1893,0,60,33,
USC00190736,"BLUE HILL, MA US",04/02/1893,0,57,32,
USC00190736,"BLUE HILL, MA US",04/03/1893,0,47,25,
USC00190736,"BLUE HILL, MA US",04/04/1893,0.04,55,39,
USC00190736,"BLUE HILL, MA US",04/05/1893,0,53,36,
USC00190736,"BLUE HILL, MA US",04/06/1893,0.23,43,25,
USC00190736,"BLUE HILL, MA US",04/07/1893,0.32,32,24,
USC00190736,"BLUE HILL, MA US",04/08/1893,0.46,51,31,
USC00190736,"BLUE HILL, MA US",04/09/1893,0,55,40,
USC00190736,"BLUE HILL, MA US",04/10/1893,0,45,31,
USC00190736,"BLUE HILL, MA US",04/11/1893,0,49,32,
USC00190736,"BLUE HILL, MA US",04/12/1893,0,59,36,
USC00190736,"BLUE HILL, MA US",04/13/1893,0.01,48,36,
USC00190736,"BLUE HILL, MA US",04/14/1893,0.11,67,42,
USC00190736,"BLUE HILL, MA US",04/15/1893,0.63,43,31,
USC00190736,"BLUE HILL, MA US",04/16/1893,0,44,29,
USC00190736,"BLUE HILL, MA US",04/17/1893,0,39,32,
USC00190736,"BLUE HILL, MA US",04/18/1893,0,49,30,
USC00190736,"BLUE HILL, MA US",04/19/1893,0,54,31,
USC00190736,"BLUE HILL, MA US",04/20/1893,0.32,42,31,
USC00190736,"BLUE HILL, MA US",04/21/1893,0.64,53,33,
USC00190736,"BLUE HILL, MA US",04/22/1893,0,55,33,
USC00190736,"BLUE HILL, MA US",04/23/1893,0,54,33,
USC00190736,"BLUE HILL, MA US",04/24/1893,0,56,34,
USC00190736,"BLUE HILL, MA US",04/25/1893,0.09,48,36,
USC00190736,"BLUE HILL, MA US",04/26/1893,0,50,24,
USC00190736,"BLUE HILL, MA US",04/27/1893,0.18,42,35,
USC00190736,"BLUE HILL, MA US",04/28/1893,0.01,64,35,
USC00190736,"BLUE HILL, MA US",04/29/1893,0,62,47,
USC00190736,"BLUE HILL, MA US",04/30/1893,0.01,62,40,
USC00190736,"BLUE HILL, MA US",05/01/1893,0.08,45,39,
USC00190736,"BLUE HILL, MA US",05/02/1893,0.59,43,38,
USC00190736,"BLUE HILL, MA US",05/03/1893,0.36,41,38,
USC00190736,"BLUE HILL, MA US",05/04/1893,1.92,53,36,
USC00190736,"BLUE HILL, MA US",05/05/1893,0,56,42,
USC00190736,"BLUE HILL, MA US",05/06/1893,0.04,57,41,
USC00190736,"BLUE HILL, MA US",05/07/1893,0,54,37,
USC00190736,"BLUE HILL, MA US",05/08/1893,0,63,39,
USC00190736,"BLUE HILL, MA US",05/09/1893,0,65,42,
USC00190736,"BLUE HILL, MA US",05/10/1893,0,79,46,
USC00190736,"BLUE HILL, MA US",05/11/1893,0,82,57,
USC00190736,"BLUE HILL, MA US",05/12/1893,0,84,53,
USC00190736,"BLUE HILL, MA US",05/13/1893,0.28,56,43,
USC00190736,"BLUE HILL, MA US",05/14/1893,0.06,59,41,
USC00190736,"BLUE HILL, MA US",05/15/1893,0,71,45,
USC00190736,"BLUE HILL, MA US",05/16/1893,0.07,61,37,
USC00190736,"BLUE HILL, MA US",05/17/1893,0.89,69,48,
USC00190736,"BLUE HILL, MA US",05/18/1893,0.03,57,45,
USC00190736,"BLUE HILL, MA US",05/19/1893,0,59,45,
USC00190736,"BLUE HILL, MA US",05/20/1893,0,72,41,
USC00190736,"BLUE HILL, MA US",05/21/1893,0,84,48,
USC00190736,"BLUE HILL, MA US",05/22/1893,0,79,56,
USC00190736,"BLUE HILL, MA US",05/23/1893,0,83,54,
USC00190736,"BLUE HILL, MA US",05/24/1893,0.07,69,53,
USC00190736,"BLUE HILL, MA US",05/25/1893,0,69,47,
USC00190736,"BLUE HILL, MA US",05/26/1893,0.06,65,45,
USC00190736,"BLUE HILL, MA US",05/27/1893,0,52,45,
USC00190736,"BLUE HILL, MA US",05/28/1893,0.04,64,43,
USC00190736,"BLUE HILL, MA US",05/29/1893,0,61,46,
USC00190736,"BLUE HILL, MA US",05/30/1893,0,69,48,
USC00190736,"BLUE HILL, MA US",05/31/1893,0,64,46,
USC00190736,"BLUE HILL, MA US",06/01/1893,0,73,47,
USC00190736,"BLUE HILL, MA US",06/02/1893,0,74,45,
USC00190736,"BLUE HILL, MA US",06/03/1893,0.02,68,55,
USC00190736,"BLUE HILL, MA US",06/04/1893,0,72,56,
USC00190736,"BLUE HILL, MA US",06/05/1893,0,89,62,
USC00190736,"BLUE HILL, MA US",06/06/1893,0,87,67,
USC00190736,"BLUE HILL, MA US",06/07/1893,0,70,61,
USC00190736,"BLUE HILL, MA US",06/08/1893,0,73,53,
USC00190736,"BLUE HILL, MA US",06/09/1893,0,72,52,
USC00190736,"BLUE HILL, MA US",06/10/1893,0,81,56,
USC00190736,"BLUE HILL, MA US",06/11/1893,0,86,65,
USC00190736,"BLUE HILL, MA US",06/12/1893,0.11,66,53,
USC00190736,"BLUE HILL, MA US",06/13/1893,0.05,67,54,
USC00190736,"BLUE HILL, MA US",06/14/1893,0.37,71,53,
USC00190736,"BLUE HILL, MA US",06/15/1893,0,85,63,
USC00190736,"BLUE HILL, MA US",06/16/1893,0,73,50,
USC00190736,"BLUE HILL, MA US",06/17/1893,0.3,54,49,
USC00190736,"BLUE HILL, MA US",06/18/1893,0.01,71,52,
USC00190736,"BLUE HILL, MA US",06/19/1893,0,82,59,
USC00190736,"BLUE HILL, MA US",06/20/1893,0,89,65,
USC00190736,"BLUE HILL, MA US",06/21/1893,0,83,64,
USC00190736,"BLUE HILL, MA US",06/22/1893,1.05,66,53,
USC00190736,"BLUE HILL, MA US",06/23/1893,0.66,55,51,
USC00190736,"BLUE HILL, MA US",06/24/1893,0.1,61,52,
USC00190736,"BLUE HILL, MA US",06/25/1893,0.02,65,51,
USC00190736,"BLUE HILL, MA US",06/26/1893,0,59,50,
USC00190736,"BLUE HILL, MA US",06/27/1893,0,60,50,
USC00190736,"BLUE HILL, MA US",06/28/1893,0,63,50,
USC00190736,"BLUE HILL, MA US",06/29/1893,0,73,50,
USC00190736,"BLUE HILL, MA US",06/30/1893,0,74,53,
USC00190736,"BLUE HILL, MA US",07/01/1893,,76,53,
USC00190736,"BLUE HILL, MA US",07/02/1893,,83,55,
USC00190736,"BLUE HILL, MA US",07/03/1893,0.01,75,59,
USC00190736,"BLUE HILL, MA US",07/04/1893,,77,62,
USC00190736,"BLUE HILL, MA US",07/05/1893,0,78,57,
USC00190736,"BLUE HILL, MA US",07/06/1893,0.25,74,59,
USC00190736,"BLUE HILL, MA US",07/07/1893,,80,57,
USC00190736,"BLUE HILL, MA US",07/08/1893,,80,60,
USC00190736,"BLUE HILL, MA US",07/09/1893,0,81,65,
USC00190736,"BLUE HILL, MA US",07/10/1893,,73,55,
USC00190736,"BLUE HILL, MA US",07/11/1893,,79,55,
USC00190736,"BLUE HILL, MA US",07/12/1893,0.01,80,59,
USC00190736,"BLUE HILL, MA US",07/13/1893,0.32,77,58,
USC00190736,"BLUE HILL, MA US",07/14/1893,,73,53,
USC00190736,"BLUE HILL, MA US",07/15/1893,,75,58,
USC00190736,"BLUE HILL, MA US",07/16/1893,,87,63,
USC00190736,"BLUE HILL, MA US",07/17/1893,,86,67,
USC00190736,"BLUE HILL, MA US",07/18/1893,0.91,87,62,
USC00190736,"BLUE HILL, MA US",07/19/1893,0.05,81,63,
USC00190736,"BLUE HILL, MA US",07/20/1893,,79,55,
USC00190736,"BLUE HILL, MA US",07/21/1893,,85,59,
USC00190736,"BLUE HILL, MA US",07/22/1893,0.28,90,65,
USC00190736,"BLUE HILL, MA US",07/23/1893,0.18,73,55,
USC00190736,"BLUE HILL, MA US",07/24/1893,,69,49,
USC00190736,"BLUE HILL, MA US",07/25/1893,0.07,74,52,
USC00190736,"BLUE HILL, MA US",07/26/1893,0.06,89,59,
USC00190736,"BLUE HILL, MA US",07/27/1893,0.25,71,51,
USC00190736,"BLUE HILL, MA US",07/28/1893,,79,55,
USC00190736,"BLUE HILL, MA US",07/29/1893,0.09,68,60,
USC00190736,"BLUE HILL, MA US",07/30/1893,,83,60,
USC00190736,"BLUE HILL, MA US",07/31/1893,,83,63,
USC00190736,"BLUE HILL, MA US",08/01/1893,0.03,76,63,
USC00190736,"BLUE HILL, MA US",08/02/1893,0,80,58,
USC00190736,"BLUE HILL, MA US",08/03/1893,0,83,63,
USC00190736,"BLUE HILL, MA US",08/04/1893,0,80,58,
USC00190736,"BLUE HILL, MA US",08/05/1893,3.03,67,60,
USC00190736,"BLUE HILL, MA US",08/06/1893,0.42,81,59,
USC00190736,"BLUE HILL, MA US",08/07/1893,0.6,77,56,
USC00190736,"BLUE HILL, MA US",08/08/1893,0,81,55,
USC00190736,"BLUE HILL, MA US",08/09/1893,0,86,64,
USC00190736,"BLUE HILL, MA US",08/10/1893,0,87,66,
USC00190736,"BLUE HILL, MA US",08/11/1893,0,84,61,
USC00190736,"BLUE HILL, MA US",08/12/1893,0,81,66,
USC00190736,"BLUE HILL, MA US",08/13/1893,0.01,70,58,
USC00190736,"BLUE HILL, MA US",08/14/1893,0,72,48,
USC00190736,"BLUE HILL, MA US",08/15/1893,0,79,57,
USC00190736,"BLUE HILL, MA US",08/16/1893,0,67,54,
USC00190736,"BLUE HILL, MA US",08/17/1893,0.05,66,58,
USC00190736,"BLUE HILL, MA US",08/18/1893,0.05,64,57,
USC00190736,"BLUE HILL, MA US",08/19/1893,0.02,67,54,
USC00190736,"BLUE HILL, MA US",08/20/1893,0.07,68,56,
USC00190736,"BLUE HILL, MA US",08/21/1893,2,61,56,
USC00190736,"BLUE HILL, MA US",08/22/1893,0,77,56,
USC00190736,"BLUE HILL, MA US",08/23/1893,0,76,61,
USC00190736,"BLUE HILL, MA US",08/24/1893,0.31,73,61,
USC00190736,"BLUE HILL, MA US",08/25/1893,0,89,65,
USC00190736,"BLUE HILL, MA US",08/26/1893,0,83,68,
USC00190736,"BLUE HILL, MA US",08/27/1893,0,81,65,
USC00190736,"BLUE HILL, MA US",08/28/1893,0,82,66,
USC00190736,"BLUE HILL, MA US",08/29/1893,0.29,78,68,
USC00190736,"BLUE HILL, MA US",08/30/1893,0,73,56,
USC00190736,"BLUE HILL, MA US",08/31/1893,0,75,53,
USC00190736,"BLUE HILL, MA US",09/01/1893,0,69,54,
USC00190736,"BLUE HILL, MA US",09/02/1893,0.46,67,54,
USC00190736,"BLUE HILL, MA US",09/03/1893,0,65,43,
USC00190736,"BLUE HILL, MA US",09/04/1893,0,63,48,
USC00190736,"BLUE HILL, MA US",09/05/1893,0,77,50,
USC00190736,"BLUE HILL, MA US",09/06/1893,0,67,54,
USC00190736,"BLUE HILL, MA US",09/07/1893,0.4,65,49,
USC00190736,"BLUE HILL, MA US",09/08/1893,0,63,53,
USC00190736,"BLUE HILL, MA US",09/09/1893,0,71,47,
USC00190736,"BLUE HILL, MA US",09/10/1893,0,74,51,
USC00190736,"BLUE HILL, MA US",09/11/1893,0,61,45,
USC00190736,"BLUE HILL, MA US",09/12/1893,0,69,47,
USC00190736,"BLUE HILL, MA US",09/13/1893,0,71,48,
USC00190736,"BLUE HILL, MA US",09/14/1893,0,75,55,
USC00190736,"BLUE HILL, MA US",09/15/1893,0.05,73,60,
USC00190736,"BLUE HILL, MA US",09/16/1893,0.71,71,51,
USC00190736,"BLUE HILL, MA US",09/17/1893,0.01,62,47,
USC00190736,"BLUE HILL, MA US",09/18/1893,0,63,45,
USC00190736,"BLUE HILL, MA US",09/19/1893,0.11,67,55,
USC00190736,"BLUE HILL, MA US",09/20/1893,0,71,52,
USC00190736,"BLUE HILL, MA US",09/21/1893,0,61,40,
USC00190736,"BLUE HILL, MA US",09/22/1893,0.01,65,44,
USC00190736,"BLUE HILL, MA US",09/23/1893,0.02,68,55,
USC00190736,"BLUE HILL, MA US",09/24/1893,0,67,50,
USC00190736,"BLUE HILL, MA US",09/25/1893,0.09,65,53,
USC00190736,"BLUE HILL, MA US",09/26/1893,0.03,65,44,
USC00190736,"BLUE HILL, MA US",09/27/1893,0.02,51,45,
USC00190736,"BLUE HILL, MA US",09/28/1893,0,55,42,
USC00190736,"BLUE HILL, MA US",09/29/1893,0.02,49,41,
USC00190736,"BLUE HILL, MA US",09/30/1893,0.06,57,39,
USC00190736,"BLUE HILL, MA US",10/01/1893,0,56,40,
USC00190736,"BLUE HILL, MA US",10/02/1893,0,67,47,
USC00190736,"BLUE HILL, MA US",10/03/1893,0,57,45,
USC00190736,"BLUE HILL, MA US",10/04/1893,0.03,53,49,
USC00190736,"BLUE HILL, MA US",10/05/1893,0,64,48,
USC00190736,"BLUE HILL, MA US",10/06/1893,0,65,51,
USC00190736,"BLUE HILL, MA US",10/07/1893,0,70,53,
USC00190736,"BLUE HILL, MA US",10/08/1893,0,70,49,
USC00190736,"BLUE HILL, MA US",10/09/1893,0.01,76,51,
USC00190736,"BLUE HILL, MA US",10/10/1893,0,63,43,
USC00190736,"BLUE HILL, MA US",10/11/1893,0,68,41,
USC00190736,"BLUE HILL, MA US",10/12/1893,0,73,49,
USC00190736,"BLUE HILL, MA US",10/13/1893,0,70,49,
USC00190736,"BLUE HILL, MA US",10/14/1893,1.15,71,57,
USC00190736,"BLUE HILL, MA US",10/15/1893,0,59,47,
USC00190736,"BLUE HILL, MA US",10/16/1893,0,50,36,
USC00190736,"BLUE HILL, MA US",10/17/1893,0,52,32,
USC00190736,"BLUE HILL, MA US",10/18/1893,0,54,42,
USC00190736,"BLUE HILL, MA US",10/19/1893,0,50,37,
USC00190736,"BLUE HILL, MA US",10/20/1893,0,59,40,
USC00190736,"BLUE HILL, MA US",10/21/1893,0,69,47,
USC00190736,"BLUE HILL, MA US",10/22/1893,0,65,50,
USC00190736,"BLUE HILL, MA US",10/23/1893,0.51,59,50,
USC00190736,"BLUE HILL, MA US",10/24/1893,1.58,71,56,
USC00190736,"BLUE HILL, MA US",10/25/1893,0,66,46,
USC00190736,"BLUE HILL, MA US",10/26/1893,0,49,39,
USC00190736,"BLUE HILL, MA US",10/27/1893,0,59,41,
USC00190736,"BLUE HILL, MA US",10/28/1893,0.3,59,47,
USC00190736,"BLUE HILL, MA US",10/29/1893,,49,36,
USC00190736,"BLUE HILL, MA US",10/30/1893,,44,29,
USC00190736,"BLUE HILL, MA US",10/31/1893,,41,25,
USC00190736,"BLUE HILL, MA US",11/01/1893,,54,31,
USC00190736,"BLUE HILL, MA US",11/02/1893,,61,41,
USC00190736,"BLUE HILL, MA US",11/03/1893,,65,47,
USC00190736,"BLUE HILL, MA US",11/04/1893,0,49,36,
USC00190736,"BLUE HILL, MA US",11/05/1893,0.56,43,32,
USC00190736,"BLUE HILL, MA US",11/06/1893,0.39,53,34,
USC00190736,"BLUE HILL, MA US",11/07/1893,,48,33,
USC00190736,"BLUE HILL, MA US",11/08/1893,,57,37,
USC00190736,"BLUE HILL, MA US",11/09/1893,,61,40,
USC00190736,"BLUE HILL, MA US",11/10/1893,,43,24,
USC00190736,"BLUE HILL, MA US",11/11/1893,,49,28,
USC00190736,"BLUE HILL, MA US",11/12/1893,,45,35,
USC00190736,"BLUE HILL, MA US",11/13/1893,,52,37,
USC00190736,"BLUE HILL, MA US",11/14/1893,0,53,40,
USC00190736,"BLUE HILL, MA US",11/15/1893,0,45,30,
USC00190736,"BLUE HILL, MA US",11/16/1893,,35,24,
USC00190736,"BLUE HILL, MA US",11/17/1893,,53,25,
USC00190736,"BLUE HILL, MA US",11/18/1893,,54,35,
USC00190736,"BLUE HILL, MA US",11/19/1893,0.03,37,29,
USC00190736,"BLUE HILL, MA US",11/20/1893,,33,27,
USC00190736,"BLUE HILL, MA US",11/21/1893,0,39,33,
USC00190736,"BLUE HILL, MA US",11/22/1893,,53,32,
USC00190736,"BLUE HILL, MA US",11/23/1893,0.55,44,38,
USC00190736,"BLUE HILL, MA US",11/24/1893,,37,28,
USC00190736,"BLUE HILL, MA US",11/25/1893,,32,22,
USC00190736,"BLUE HILL, MA US",11/26/1893,,27,18,
USC00190736,"BLUE HILL, MA US",11/27/1893,,38,16,
USC00190736,"BLUE HILL, MA US",11/28/1893,,56,25,
USC00190736,"BLUE HILL, MA US",11/29/1893,,49,36,
USC00190736,"BLUE HILL, MA US",11/30/1893,,50,38,
USC00190736,"BLUE HILL, MA US",12/01/1893,0.43,42,29,
USC00190736,"BLUE HILL, MA US",12/02/1893,0,29,18,
USC00190736,"BLUE HILL, MA US",12/03/1893,0.68,50,20,
USC00190736,"BLUE HILL, MA US",12/04/1893,0.46,52,15,
USC00190736,"BLUE HILL, MA US",12/05/1893,0.45,19,11,
USC00190736,"BLUE HILL, MA US",12/06/1893,0.07,37,17,
USC00190736,"BLUE HILL, MA US",12/07/1893,0,43,26,
USC00190736,"BLUE HILL, MA US",12/08/1893,0,33,19,
USC00190736,"BLUE HILL, MA US",12/09/1893,0.34,39,28,
USC00190736,"BLUE HILL, MA US",12/10/1893,0.06,43,32,
USC00190736,"BLUE HILL, MA US",12/11/1893,0,39,13,
USC00190736,"BLUE HILL, MA US",12/12/1893,0,26,11,
USC00190736,"BLUE HILL, MA US",12/13/1893,0,21,0,
USC00190736,"BLUE HILL, MA US",12/14/1893,0.04,11,-6,
USC00190736,"BLUE HILL, MA US",12/15/1893,0.87,27,11,
USC00190736,"BLUE HILL, MA US",12/16/1893,0.45,52,22,
USC00190736,"BLUE HILL, MA US",12/17/1893,0.18,46,26,
USC00190736,"BLUE HILL, MA US",12/18/1893,0,26,12,
USC00190736,"BLUE HILL, MA US",12/19/1893,0.06,40,21,
USC00190736,"BLUE HILL, MA US",12/20/1893,0,33,14,
USC00190736,"BLUE HILL, MA US",12/21/1893,0,40,11,
USC00190736,"BLUE HILL, MA US",12/22/1893,0,37,29,
USC00190736,"BLUE HILL, MA US",12/23/1893,0,51,29,
USC00190736,"BLUE HILL, MA US",12/24/1893,0.02,53,39,
USC00190736,"BLUE HILL, MA US",12/25/1893,0,55,43,
USC00190736,"BLUE HILL, MA US",12/26/1893,0,52,16,
USC00190736,"BLUE HILL, MA US",12/27/1893,0,33,13,
USC00190736,"BLUE HILL, MA US",12/28/1893,0,39,21,
USC00190736,"BLUE HILL, MA US",12/29/1893,0.05,44,36,
USC00190736,"BLUE HILL, MA US",12/30/1893,0.24,37,22,
USC00190736,"BLUE HILL, MA US",12/31/1893,0.11,23,13,
USC00190736,"BLUE HILL, MA US",01/01/1894,0,29,16,
USC00190736,"BLUE HILL, MA US",01/02/1894,0,38,19,
USC00190736,"BLUE HILL, MA US",01/03/1894,0,39,27,
USC00190736,"BLUE HILL, MA US",01/04/1894,0,45,33,
USC00190736,"BLUE HILL, MA US",01/05/1894,0.07,44,33,
USC00190736,"BLUE HILL, MA US",01/06/1894,0.03,34,29,
USC00190736,"BLUE HILL, MA US",01/07/1894,0,37,29,
USC00190736,"BLUE HILL, MA US",01/08/1894,0,30,19,
USC00190736,"BLUE HILL, MA US",01/09/1894,0,25,16,
USC00190736,"BLUE HILL, MA US",01/10/1894,0.11,25,15,
USC00190736,"BLUE HILL, MA US",01/11/1894,0.07,30,12,
USC00190736,"BLUE HILL, MA US",01/12/1894,0.14,32,7,
USC00190736,"BLUE HILL, MA US",01/13/1894,0,20,-1,
USC00190736,"BLUE HILL, MA US",01/14/1894,0,32,14,
USC00190736,"BLUE HILL, MA US",01/15/1894,0,39,24,
USC00190736,"BLUE HILL, MA US",01/16/1894,0.27,41,32,
USC00190736,"BLUE HILL, MA US",01/17/1894,0,33,16,
USC00190736,"BLUE HILL, MA US",01/18/1894,0,33,15,
USC00190736,"BLUE HILL, MA US",01/19/1894,0.12,38,27,
USC00190736,"BLUE HILL, MA US",01/20/1894,0,29,17,
USC00190736,"BLUE HILL, MA US",01/21/1894,0,33,20,
USC00190736,"BLUE HILL, MA US",01/22/1894,0,45,29,
USC00190736,"BLUE HILL, MA US",01/23/1894,0,39,27,
USC00190736,"BLUE HILL, MA US",01/24/1894,0.09,53,31,
USC00190736,"BLUE HILL, MA US",01/25/1894,0.46,54,17,
USC00190736,"BLUE HILL, MA US",01/26/1894,0,27,9,
USC00190736,"BLUE HILL, MA US",01/27/1894,0.96,31,17,
USC00190736,"BLUE HILL, MA US",01/28/1894,0,27,14,
USC00190736,"BLUE HILL, MA US",01/29/1894,0.15,33,21,
USC00190736,"BLUE HILL, MA US",01/30/1894,0.71,37,20,
USC00190736,"BLUE HILL, MA US",01/31/1894,0,34,22,
USC00190736,"BLUE HILL, MA US",02/01/1894,0,25,21,
USC00190736,"BLUE HILL, MA US",02/02/1894,0,24,11,
USC00190736,"BLUE HILL, MA US",02/03/1894,0,37,19,
USC00190736,"BLUE HILL, MA US",02/04/1894,0.16,35,25,
USC00190736,"BLUE HILL, MA US",02/05/1894,0.06,25,8,
USC00190736,"BLUE HILL, MA US",02/06/1894,0,28,8,
USC00190736,"BLUE HILL, MA US",02/07/1894,0,41,20,
USC00190736,"BLUE HILL, MA US",02/08/1894,0,41,32,
USC00190736,"BLUE HILL, MA US",02/09/1894,0.12,37,29,
USC00190736,"BLUE HILL, MA US",02/10/1894,0.33,34,29,
USC00190736,"BLUE HILL, MA US",02/11/1894,0,34,24,
USC00190736,"BLUE HILL, MA US",02/12/1894,0.27,24,10,
USC00190736,"BLUE HILL, MA US",02/13/1894,0.83,24,6,
USC00190736,"BLUE HILL, MA US",02/14/1894,0.01,25,5,
USC00190736,"BLUE HILL, MA US",02/15/1894,0.75,34,22,
USC00190736,"BLUE HILL, MA US",02/16/1894,0,24,8,
USC00190736,"BLUE HILL, MA US",02/17/1894,0,31,-2,
USC00190736,"BLUE HILL, MA US",02/18/1894,0.39,47,31,
USC00190736,"BLUE HILL, MA US",02/19/1894,0.33,44,30,
USC00190736,"BLUE HILL, MA US",02/20/1894,0.1,38,28,
USC00190736,"BLUE HILL, MA US",02/21/1894,0,32,24,
USC00190736,"BLUE HILL, MA US",02/22/1894,0,37,17,
USC00190736,"BLUE HILL, MA US",02/23/1894,0,25,7,
USC00190736,"BLUE HILL, MA US",02/24/1894,0,7,-11,
USC00190736,"BLUE HILL, MA US",02/25/1894,0,19,-10,
USC00190736,"BLUE HILL, MA US",02/26/1894,0.18,27,11,
USC00190736,"BLUE HILL, MA US",02/27/1894,0,29,17,
USC00190736,"BLUE HILL, MA US",02/28/1894,0,39,22,
USC00190736,"BLUE HILL, MA US",03/01/1894,0,54,31,
USC00190736,"BLUE HILL, MA US",03/02/1894,0,51,31,
USC00190736,"BLUE HILL, MA US",03/03/1894,0,44,35,
USC00190736,"BLUE HILL, MA US",03/04/1894,0,53,31,
USC00190736,"BLUE HILL, MA US",03/05/1894,0,61,38,
USC00190736,"BLUE HILL, MA US",03/06/1894,0,66,41,
USC00190736,"BLUE HILL, MA US",03/07/1894,0,55,43,
USC00190736,"BLUE HILL, MA US",03/08/1894,0,42,32,
USC00190736,"BLUE HILL, MA US",03/09/1894,0,42,32,
USC00190736,"BLUE HILL, MA US",03/10/1894,0.01,51,33,
USC00190736,"BLUE HILL, MA US",03/11/1894,0.03,59,34,
USC00190736,"BLUE HILL, MA US",03/12/1894,0.03,49,37,
USC00190736,"BLUE HILL, MA US",03/13/1894,0,47,30,
USC00190736,"BLUE HILL, MA US",03/14/1894,0.08,40,30,
USC00190736,"BLUE HILL, MA US",03/15/1894,0.14,40,24,
USC00190736,"BLUE HILL, MA US",03/16/1894,0.01,47,25,
USC00190736,"BLUE HILL, MA US",03/17/1894,0,51,31,
USC00190736,"BLUE HILL, MA US",03/18/1894,0,59,34,
USC00190736,"BLUE HILL, MA US",03/19/1894,0,65,49,
USC00190736,"BLUE HILL, MA US",03/20/1894,0,52,33,
