STATION,NAME,DATE,TAVG
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/7/2017,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/8/2017,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/9/2017,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/10/2017,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/11/2017,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/12/2017,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/13/2017,21
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/14/2017,19
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/15/2017,15
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/16/2017,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/17/2017,18
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/18/2017,24
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/19/2017,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/20/2017,38
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/21/2017,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/22/2017,21
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/23/2017,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/24/2017,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/25/2017,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/26/2017,20
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/27/2017,10
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/28/2017,4
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/29/2017,4
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/30/2017,7
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/31/2017,3
