time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-04T13:02:47.400Z,53.5647,108.6615,10,4.6,mb,,64,5.797,0.7,us,us1000jabm,2019-03-04T14:12:06.040Z,"24km WNW of Ust'-Barguzin, Russia",earthquake,9.4,1.9,0.062,77,reviewed,us,us
2019-03-04T12:12:58.530Z,-5.1779,146.2135,10,4.8,mb,,58,3.319,0.72,us,us1000jab5,2019-03-04T12:31:18.040Z,"46km E of Madang, Papua New Guinea",earthquake,8.8,1.9,0.09,38,reviewed,us,us
2019-03-04T11:03:02.050Z,-13.5377,-76.5554,38.92,4.5,mb,,146,1.566,0.49,us,us1000jaaz,2019-03-04T11:25:42.040Z,"40km WNW of Pisco, Peru",earthquake,8.9,5.3,0.104,27,reviewed,us,us
2019-03-04T10:06:01.230Z,-5.2349,146.188,10,5.9,mww,,24,3.381,0.77,us,us1000jaaq,2019-03-05T19:18:35.040Z,"43km E of Madang, Papua New Guinea",earthquake,7.6,1.8,0.073,18,reviewed,us,us
2019-03-04T04:49:29.200Z,-56.0893,-27.4671,103.59,4.8,mb,,68,5.476,0.56,us,us1000ja9v,2019-03-04T06:40:43.040Z,"69km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,4.8,8.6,0.076,54,reviewed,us,us
2019-03-04T00:47:41.840Z,-18.0451,-172.792,10,4.6,mb,,145,4.226,1.02,us,us1000ja94,2019-03-04T01:12:32.040Z,"142km ENE of Neiafu, Tonga",earthquake,7.6,1.7,0.068,64,reviewed,us,us
2019-03-03T22:51:46.050Z,-8.0968,122.9604,10,4.6,mb,,94,0.893,0.96,us,us1000ja7p,2019-03-03T23:06:03.040Z,"49km NE of Palue, Indonesia",earthquake,4.9,1.9,0.098,31,reviewed,us,us
2019-03-03T16:57:34.290Z,16.466,-95.0564,79.92,4.6,mb,,124,2.808,0.58,us,us1000ja5n,2019-03-04T03:14:44.749Z,"3km S of Asuncion Ixtaltepec, Mexico",earthquake,9.3,10.9,0.091,36,reviewed,us,us
2019-03-03T15:25:55.760Z,18.5914,-101.2742,66.28,4.9,mww,,85,1.05,0.99,us,us1000ja57,2019-03-04T18:05:07.169Z,"34km WNW of Zirandaro, Mexico",earthquake,7.5,4.8,0.078,16,reviewed,us,us
2019-03-03T10:45:06.310Z,-1.4962,120.1585,10,4.9,mww,,58,2.651,0.89,us,us1000ja3i,2019-03-03T11:01:05.040Z,"55km W of Kasiguncu, Indonesia",earthquake,5.8,1.9,0.073,18,reviewed,us,us
2019-03-03T10:31:17.090Z,-30.5749,-178.006,10,5.4,mww,,55,1.327,0.69,us,us1000ja3d,2019-03-05T19:22:21.040Z,"127km NE of L'Esperance Rock, New Zealand",earthquake,6.5,1.8,0.073,18,reviewed,us,us
2019-03-03T06:33:21.800Z,28.8336,67.4096,16.49,4.5,mb,,83,5.857,0.49,us,us1000ja2b,2019-03-03T06:59:28.040Z,"25km NNW of Gandava, Pakistan",earthquake,8,4.7,0.089,37,reviewed,us,us
2019-03-03T03:00:33.600Z,-12.7994,45.5036,10,4.5,mb,,114,6.402,0.84,us,us1000ja1g,2019-03-03T03:26:23.040Z,"24km E of Pamandzi, Mayotte",earthquake,5.2,1.9,0.131,17,reviewed,us,us
2019-03-02T20:54:39.170Z,-18.6486,169.2997,270.45,4.6,mb,,78,4.309,0.71,us,us1000j9z9,2019-03-08T03:47:28.040Z,"99km N of Isangel, Vanuatu",earthquake,10.2,6.1,0.064,74,reviewed,us,us
2019-03-02T20:46:29.450Z,2.7944,128.5383,230.03,4.5,mb,,110,2.325,0.68,us,us1000j9z4,2019-03-08T04:03:32.040Z,"131km NNE of Tobelo, Indonesia",earthquake,10.3,8.1,0.09,36,reviewed,us,us
2019-03-02T20:34:25.700Z,20.8894,121.6035,62.57,4.5,mb,,102,1.979,0.8,us,us1000j9z2,2019-03-08T04:12:54.040Z,"27km WNW of Itbayat, Philippines",earthquake,6.3,8,0.084,42,reviewed,us,us
2019-03-02T20:21:51.550Z,-33.664,-72.6378,10.9,5.5,mww,,80,0.853,1.08,us,us1000j9yt,2019-03-03T21:35:45.181Z,"94km W of San Antonio, Chile",earthquake,2.4,3.9,0.062,25,reviewed,us,us
