Date & Time,Barometer - in Hg,Inside Temp - °F,Inside Hum - %,Inside Dew Point - °F,Inside Heat Index - °F,Inside EMC,Temp - °F,High Temp - °F,Low Temp - °F,Hum - %,Dew Point - °F,Wet Bulb - °F,Wind Speed - mph,Wind Direction,Wind Run - mi,High Wind Speed - mph,High Wind Direction,Wind Chill - °F,Heat Index - °F,THW Index - °F,THSW Index - °F,Rain - in,Rain Rate - in/h,Solar Rad - W/m^2,Solar Energy - Ly,High Solar Rad - W/m^2,ET - in,UV Index,UV Dose - MEDs,High UV Index,Heating Degree Days,Cooling Degree Days
4/17/2020 17:00,30.02,80,15,28,77,3.5,47,47,47,38,23,34,8,W,4,19,W,43,45,41,45,0,0,194,8.35,220,0.01,1,0.2,1,0.377,0
4/17/2020 17:30,30.02,80,15,28,77,3.5,47,47,47,40,24,34,5,WNW,2.5,18,WSW,44,45,43,46,0,0,139,5.98,165,0,1,0.1,1,0.379,0
4/17/2020 18:00,30.01,80,15,28,77,3.5,47,47,47,40,24,34,4,WNW,2,17,W,45,45,44,45,0,0,97,4.17,121,0,0,0.1,1,0.381,0
4/17/2020 18:30,30,80,15,28,77,3.5,46,47,46,41,24,34,7,W,3.5,17,W,42,45,41,38,0,0,56,2.41,76,0,0,0,1,0.394,0
4/17/2020 19:00,30,79,15,28,76,3.5,45,46,45,45,25,35,9,W,4.5,21,W,40,44,39,36,0,0,27,1.16,39,0,0,0,0,0.412,0
4/17/2020 19:30,30.01,79,15,28,76,3.5,44,45,44,53,28,36,10,WSW,5,20,WSW,38,43,37,34,0,0,11,0.47,18,0,0,0,0,0.44,0
4/17/2020 20:00,30.01,79,15,28,76,3.5,43,44,43,58,29,36,7,W,3.5,16,WSW,39,42,38,34,0,0,0,0,0,0,0,0,0,0.458,0
4/17/2020 20:30,30.02,79,15,28,76,3.5,42,43,42,64,30,36,7,W,3.5,15,NNW,37,41,36,33,0,0,0,0,0,0,0,0,0,0.485,0
4/17/2020 21:00,30.02,79,16,29,77,3.8,41,42,41,70,32,36,6,W,3,14,W,37,40,36,32,0,0,0,0,0,0,0,0,0,0.506,0
4/17/2020 21:30,30.03,79,16,29,77,3.8,39,41,39,76,32,36,4,W,2,10,W,37,39,36,32,0,0,0,0,0,0,0,0,0,0.533,0
4/17/2020 22:00,30.02,79,17,31,77,3.9,38,39,38,82,33,36,3,W,1.5,11,W,36,38,36,32,0.01,0,0,0,0,0,0,0,0,0.56,0
4/17/2020 22:30,30,79,17,31,77,3.9,37,38,37,85,33,35,0,,0,4,WNW,37,37,37,33,0.02,0.04,0,0,0,0,0,0,0,0.577,0
4/17/2020 23:00,29.98,79,17,31,77,3.9,37,37,37,87,33,35,0,,0,0,,37,36,36,33,0.02,0.06,0,0,0,0,0,0,0,0.592,0
4/17/2020 23:30,29.96,79,18,32,77,4.1,35,36,35,88,32,34,0,,0,0,,35,35,35,31,0.03,0.05,0,0,0,0,0,0,0,0.619,0
4/18/2020 0:00,29.96,79,18,32,77,4.1,35,35,35,89,32,33,0,,0,0,,35,35,35,31,0.01,0.04,0,0,0,0,0,0,0,0.631,0
4/18/2020 0:30,29.95,79,18,32,77,4.1,34,35,34,90,32,33,0,,0,0,,34,34,34,30,0,0,0,0,0,0,0,0,0,0.64,0
4/18/2020 1:00,29.93,79,18,32,77,4.1,34,34,34,91,32,33,1,ESE,0.5,6,ESE,34,34,34,30,0.01,0,0,0,0,0,0,0,0,0.648,0
4/18/2020 1:30,29.91,79,18,32,77,4.1,34,34,34,92,32,33,0,,0,4,ESE,34,34,34,30,0.01,0,0,0,0,0,0,0,0,0.648,0
4/18/2020 2:00,29.89,79,18,32,77,4.1,34,34,34,92,32,33,1,ESE,0.5,7,E,34,34,34,30,0.01,0,0,0,0,0,0,0,0,0.648,0
4/18/2020 2:30,29.88,79,19,33,77,4.3,34,34,34,93,32,33,1,E,0.5,5,E,34,34,34,30,0,0,0,0,0,0,0,0,0,0.65,0
4/18/2020 3:00,29.86,79,19,33,77,4.3,34,34,34,93,32,33,1,E,0.5,5,ENE,34,34,34,30,0.01,0,0,0,0,0,0,0,0,0.648,0
4/18/2020 3:30,29.85,79,19,33,77,4.3,34,34,34,93,32,33,2,E,1,7,E,33,34,33,29,0.01,0,0,0,0,0,0,0,0,0.648,0
4/18/2020 4:00,29.85,79,19,33,77,4.3,34,34,34,93,32,33,0,,0,3,E,34,34,34,30,0.01,0,0,0,0,0,0,0,0,0.65,0
4/18/2020 4:30,29.84,79,19,33,77,4.3,34,34,34,94,32,33,1,ENE,0.5,7,E,34,34,34,30,0,0,0,0,0,0,0,0,0,0.648,0
4/18/2020 5:00,29.82,79,19,33,77,4.3,34,34,34,94,33,33,1,ENE,0.5,8,ENE,34,34,34,30,0.01,0,0,0,0,0,0,0,0,0.644,0
4/18/2020 5:30,29.82,79,19,33,76,4.3,34,34,34,94,33,34,1,ENE,0.5,5,E,34,34,34,31,0.01,0,0,0,0,0,0,0,0,0.637,0
4/18/2020 6:00,29.81,79,19,33,76,4.3,34,34,34,94,33,33,2,ENE,1,11,ENE,33,34,33,29,0,0,0,0,0,0,0,0,0,0.644,0
4/18/2020 6:30,29.81,79,19,33,76,4.3,34,34,34,94,32,33,4,ENE,2,11,E,30,34,30,26,0.01,0,0,0,0,0,0,0,0,0.65,0
4/18/2020 7:00,29.82,79,19,33,76,4.3,34,34,34,94,32,33,3,ENE,1.5,11,ENE,31,34,31,27,0,0,2,0.09,7,0,0,0,0,0.652,0
4/18/2020 7:30,29.84,79,19,33,76,4.3,33,34,33,94,32,33,2,ENE,1,10,ENE,33,33,32,29,0.01,0,9,0.39,12,0,0,0,0,0.658,0
4/18/2020 8:00,29.84,79,19,33,76,4.3,33,33,33,94,32,33,2,NE,1,11,NE,32,33,32,31,0,0,22,0.95,35,0,0,0,0,0.66,0
4/18/2020 8:30,29.84,79,19,33,76,4.3,33,33,33,94,32,33,3,ENE,1.5,10,NE,31,33,31,30,0.01,0,46,1.98,53,0,0,0,0,0.66,0
4/18/2020 9:00,29.84,79,19,33,76,4.3,34,34,33,94,32,33,3,ENE,1.5,11,ENE,31,33,31,31,0.01,0,69,2.97,93,0,1,0.1,1,0.654,0
4/18/2020 9:30,29.85,79,19,33,76,4.3,34,34,34,94,32,33,3,NE,1.5,10,NE,31,34,31,31,0.02,0.04,83,3.57,98,0,1,0.2,1,0.652,0
4/18/2020 10:00,29.85,79,19,33,76,4.3,34,34,34,95,33,34,3,NE,1.5,11,NE,32,34,32,33,0.02,0.04,121,5.21,141,0,1,0.2,2,0.644,0
4/18/2020 10:30,29.85,79,19,33,76,4.3,35,35,34,95,33,34,3,NNE,1.5,11,N,32,35,32,35,0.02,0.04,162,6.97,211,0,1,0.3,2,0.631,0
4/18/2020 11:00,29.85,79,19,33,77,4.3,36,36,35,95,34,35,4,NE,2,13,NNE,32,36,32,36,0.01,0.04,230,9.9,279,0,2,0.4,2,0.61,0
4/18/2020 11:30,29.85,79,19,33,77,4.3,37,37,36,95,36,36,3,NE,1.5,12,ENE,35,37,35,41,0,0,355,15.27,573,0,3,0.6,4,0.583,0
4/18/2020 12:00,29.85,79,19,33,77,4.3,38,38,37,94,36,37,4,N,2,11,N,35,38,35,38,0,0,222,9.55,353,0,2,0.4,3,0.571,0
4/18/2020 12:30,29.85,79,19,33,77,4.3,39,39,38,92,37,38,2,NNE,1,12,N,39,39,39,44,0,0,338,14.54,450,0,3,0.6,4,0.542,0
4/18/2020 13:00,29.84,79,19,33,77,4.3,40,40,39,88,37,38,4,N,2,11,N,37,40,37,42,0,0,293,12.61,378,0,2,0.5,3,0.523,0
4/18/2020 13:30,29.83,79,19,33,77,4.3,41,41,40,82,36,39,3,N,1.5,13,N,40,41,39,44,0,0,279,12,429,0,2,0.5,3,0.496,0
4/18/2020 14:00,29.82,79,20,35,77,4.6,42,42,41,80,36,39,3,N,1.5,10,NE,40,41,40,43,0,0,195,8.39,311,0,2,0.3,3,0.488,0
4/18/2020 14:30,29.81,79,19,33,77,4.3,43,43,42,80,37,40,1,NW,0.5,8,NNW,43,42,42,47,0,0,287,12.35,478,0,2,0.5,4,0.463,0
4/18/2020 15:00,29.8,79,19,33,77,4.3,43,43,43,76,36,39,1,NW,0.5,9,N,43,43,43,45,0,0,172,7.4,352,0,1,0.3,3,0.456,0
4/18/2020 15:30,29.8,79,19,33,77,4.3,43,43,43,75,36,39,5,NW,2.5,14,NW,40,43,40,44,0,0,223,9.59,371,0,2,0.3,2,0.454,0
4/18/2020 16:00,29.8,79,19,33,77,4.3,45,45,43,74,37,41,4,NW,2,15,NW,43,44,43,50,0,0,361,15.53,793,0.01,2,0.5,4,0.419,0
4/18/2020 16:30,29.8,79,19,33,77,4.3,45,45,45,68,35,40,3,NW,1.5,13,WNW,44,45,44,51,0,0,296,12.73,445,0,2,0.4,3,0.41,0
4/18/2020 17:00,29.8,79,19,33,77,4.3,45,45,45,66,35,40,3,NW,1.5,15,NNW,44,45,44,48,0,0,196,8.43,278,0,1,0.3,2,0.41,0
4/18/2020 17:30,29.8,79,19,33,77,4.3,47,47,45,63,35,40,2,NW,1,13,N,47,46,46,56,0,0,354,15.23,508,0,1,0.3,2,0.377,0
4/18/2020 18:00,29.81,79,19,33,77,4.3,48,48,47,60,34,40,2,NW,1,14,WNW,48,47,47,57,0,0,317,13.64,439,0.01,1,0.2,1,0.36,0
4/18/2020 18:30,29.8,79,19,33,77,4.3,47,48,47,60,34,40,2,WNW,1,14,W,47,47,47,47,0,0,176,7.57,251,0,0,0.1,1,0.367,0
4/18/2020 19:00,29.8,79,19,33,77,4.3,48,48,47,54,32,39,3,WNW,1.5,14,NW,47,47,46,44,0,0,93,4,146,0,0,0,1,0.363,0
4/18/2020 19:30,29.8,79,18,32,77,4.1,46,48,46,52,30,37,3,WNW,1.5,17,WNW,46,45,45,41,0,0,25,1.08,47,0,0,0,0,0.385,0
4/18/2020 20:00,29.82,79,18,32,76,4.1,45,46,45,50,28,36,3,WNW,1.5,16,WNW,44,44,43,39,0,0,4,0.17,12,0,0,0,0,0.415,0
4/18/2020 20:30,29.83,79,18,32,76,4.1,44,45,44,51,27,35,4,WNW,2,18,NNW,42,43,41,37,0,0,0,0,0,0,0,0,0,0.438,0
4/18/2020 21:00,29.84,79,17,30,76,3.9,43,44,43,51,26,34,5,NW,2.5,20,WNW,40,42,39,35,0,0,0,0,0,0,0,0,0,0.454,0
4/18/2020 21:30,29.85,79,17,30,76,3.9,43,43,43,50,25,34,3,WNW,1.5,22,NW,41,42,40,36,0,0,0,0,0,0,0,0,0,0.465,0
4/18/2020 22:00,29.85,79,16,29,76,3.8,42,43,42,50,25,34,4,WNW,2,15,WSW,40,41,39,35,0,0,0,0,0,0,0,0,0,0.471,0
4/18/2020 22:30,29.85,79,16,29,76,3.8,42,42,42,51,25,33,1,WNW,0.5,14,WNW,42,41,41,36,0,0,0,0,0,0,0,0,0,0.483,0
4/18/2020 23:00,29.86,79,16,29,76,3.8,41,42,41,52,25,33,1,WNW,0.5,11,NW,41,40,40,36,0,0,0,0,0,0,0,0,0,0.494,0
4/18/2020 23:30,29.87,79,16,29,76,3.8,40,41,40,53,25,33,1,WNW,0.5,10,WNW,40,39,39,35,0,0,0,0,0,0,0,0,0,0.512,0
4/19/2020 0:00,29.87,79,16,29,76,3.8,40,40,40,55,25,32,1,W,0.5,4,W,40,39,39,34,0,0,0,0,0,0,0,0,0,0.529,0
4/19/2020 0:30,29.87,79,16,29,76,3.8,39,40,39,56,25,32,1,W,0.5,3,W,39,38,38,34,0,0,0,0,0,0,0,0,0,0.54,0
4/19/2020 1:00,29.88,79,16,29,76,3.8,40,40,39,55,25,32,2,WNW,1,11,W,39,39,38,34,0,0,0,0,0,0,0,0,0,0.529,0
4/19/2020 1:30,29.87,79,16,29,76,3.8,38,40,38,58,25,32,2,W,1,6,W,38,37,37,33,0,0,0,0,0,0,0,0,0,0.556,0
4/19/2020 2:00,29.86,79,16,29,76,3.8,38,38,38,59,25,32,2,W,1,7,W,37,37,37,32,0,0,0,0,0,0,0,0,0,0.565,0
4/19/2020 2:30,29.86,79,16,29,76,3.8,37,38,37,61,25,32,2,WSW,1,6,W,37,37,36,32,0,0,0,0,0,0,0,0,0,0.577,0
4/19/2020 3:00,29.86,79,16,29,76,3.8,37,37,37,64,26,32,1,WSW,0.5,7,W,37,36,36,32,0,0,0,0,0,0,0,0,0,0.59,0
4/19/2020 3:30,29.86,79,16,29,76,3.8,36,37,36,65,26,31,1,SSW,0.5,4,WSW,36,36,36,31,0,0,0,0,0,0,0,0,0,0.6,0
4/19/2020 4:00,29.86,79,16,29,76,3.8,36,36,36,66,26,31,1,WSW,0.5,3,WSW,36,35,35,31,0,0,0,0,0,0,0,0,0,0.604,0
4/19/2020 4:30,29.85,79,16,29,76,3.8,35,36,35,69,26,31,0,,0,2,WSW,35,34,34,30,0,0,0,0,0,0,0,0,0,0.625,0
4/19/2020 5:00,29.85,79,16,29,76,3.8,35,35,35,71,26,31,0,,0,1,WSW,35,34,34,30,0,0,0,0,0,0,0,0,0,0.631,0
4/19/2020 5:30,29.84,78,17,30,76,3.9,34,35,34,71,26,31,0,,0,2,S,34,34,34,30,0,0,0,0,0,0,0,0,0,0.637,0
4/19/2020 6:00,29.83,79,17,30,76,3.9,34,34,34,73,27,31,0,,0,3,S,34,34,34,30,0,0,0,0,0,0,0,0,0,0.637,0
4/19/2020 6:30,29.83,79,17,30,76,3.9,34,34,34,76,28,31,1,SSW,0.5,7,S,34,34,34,30,0,0,11,0.47,26,0,0,0,0,0.637,0
4/19/2020 7:00,29.83,79,16,29,76,3.8,35,35,34,78,28,32,2,SSW,1,9,S,34,34,33,31,0,0,54,2.32,102,0,0,0,0,0.633,0
4/19/2020 7:30,29.83,79,17,30,76,3.9,36,36,35,78,30,33,1,SSW,0.5,7,SSW,36,35,35,35,0,0,147,6.32,199,0,0,0,1,0.608,0
4/19/2020 8:00,29.83,79,17,30,76,3.9,37,37,36,76,30,34,2,SSW,1,7,SW,37,37,36,41,0,0,204,8.78,279,0,1,0.1,1,0.577,0
4/19/2020 8:30,29.82,79,17,31,77,3.9,40,40,37,72,32,36,2,SSW,1,7,SSW,40,39,39,47,0,0,329,14.15,373,0,1,0.2,2,0.521,0
4/19/2020 9:00,29.81,80,17,31,77,3.9,43,43,40,67,33,38,3,SSW,1.5,8,SSW,42,42,41,50,0,0,423,18.2,464,0.01,2,0.3,2,0.46,0
4/19/2020 9:30,29.79,80,17,31,77,3.9,46,46,43,63,34,40,2,S,1,8,S,46,45,45,55,0,0,505,21.73,552,0,2,0.5,2,0.394,0
4/19/2020 10:00,29.78,78,17,30,76,3.9,48,48,46,60,35,41,3,SSW,1.5,9,SSE,47,47,47,57,0,0,585,25.17,631,0.01,3,0.6,3,0.356,0
4/19/2020 10:30,29.77,77,17,29,75,3.9,51,51,48,57,36,42,3,SSW,1.5,11,SSW,51,50,50,60,0,0,666,28.65,696,0,4,0.8,4,0.296,0
4/19/2020 11:00,29.75,77,17,28,74,3.9,54,54,51,54,37,44,4,SSW,2,12,SW,53,52,51,62,0,0,732,31.49,763,0.01,4,0.9,5,0.24,0
4/19/2020 11:30,29.74,78,17,30,75,3.9,56,56,54,52,39,45,4,SSW,2,15,WSW,56,54,54,65,0,0,783,33.69,805,0,5,1.1,6,0.19,0
4/19/2020 12:00,29.72,78,18,31,76,4.1,57,57,56,48,38,45,7,SSW,3.5,23,WSW,56,55,54,64,0,0,818,35.19,835,0.02,6,1.2,6,0.162,0
4/19/2020 12:30,29.7,78,18,31,76,4.1,58,58,57,45,37,45,11,W,5.5,24,W,54,56,52,60,0,0,807,34.72,861,0,6,1.2,6,0.144,0
4/19/2020 13:00,29.68,78,17,30,76,3.9,59,60,58,44,37,45,11,W,5.5,26,W,55,57,53,62,0,0,858,36.91,863,0.02,6,1.3,6,0.125,0
4/19/2020 13:30,29.66,78,17,30,76,3.9,60,60,59,42,37,45,13,W,6.5,33,WSW,56,58,53,62,0,0,852,36.65,861,0,6,1.3,6,0.1,0
4/19/2020 14:00,29.64,78,17,30,76,3.9,62,62,60,40,37,46,10,W,5,26,W,59,59,56,66,0,0,836,35.97,851,0.02,6,1.2,6,0.065,0
4/19/2020 14:30,29.62,78,17,30,76,3.9,62,62,61,42,38,46,14,WSW,7,27,W,57,59,54,63,0,0,796,34.25,816,0,5,1.1,6,0.067,0
4/19/2020 15:00,29.61,78,17,30,76,3.9,63,63,62,41,39,47,13,W,6.5,30,WSW,58,60,56,63,0,0,643,27.66,824,0.02,4,0.9,5,0.048,0
4/19/2020 15:30,29.6,78,17,30,75,3.9,64,64,62,41,39,47,10,W,5,22,SW,61,61,58,64,0,0,300,12.91,884,0,2,0.5,4,0.031,0
4/19/2020 16:00,29.58,78,17,30,75,3.9,63,64,63,42,39,47,11,WSW,5.5,24,W,59,60,57,60,0,0,192,8.26,279,0.01,1,0.3,2,0.048,0
4/19/2020 16:30,29.58,78,18,31,75,4.1,63,63,63,43,40,48,11,W,5.5,28,WSW,60,60,57,58,0,0,97,4.17,192,0,0,0.1,1,0.046,0
4/19/2020 17:00,29.58,78,18,31,75,4.1,63,63,63,43,40,48,11,W,5.5,22,W,60,61,58,61,0,0,170,7.31,288,0.01,1,0.2,1,0.037,0
4/19/2020 17:30,29.58,78,18,31,75,4.1,63,64,63,44,41,48,11,W,5.5,29,WSW,60,61,58,61,0,0,162,6.97,320,0,0,0.1,1,0.037,0
4/19/2020 18:00,29.58,77,18,30,75,4.1,63,63,63,45,41,48,8,W,4,23,W,62,60,59,59,0,0,53,2.28,156,0.01,0,0,0,0.05,0
4/19/2020 18:30,29.58,77,18,30,75,4.1,62,63,62,46,41,48,7,W,3.5,22,WSW,62,60,59,57,0,0,27,1.16,37,0,0,0,0,0.062,0
4/19/2020 19:00,29.59,77,19,32,75,4.3,59,62,59,55,43,49,5,NW,2.5,18,NW,59,57,57,55,0,0,22,0.95,30,0,0,0,0,0.125,0
4/19/2020 19:30,29.6,77,20,33,75,4.6,57,59,57,62,44,49,4,WNW,2,15,NW,57,56,55,53,0,0,14,0.6,21,0,0,0,0,0.171,0
4/19/2020 20:00,29.62,77,21,34,75,4.8,54,57,54,67,44,48,4,NW,2,16,WSW,54,53,53,50,0,0,1,0.04,7,0,0,0,0,0.221,0
4/19/2020 20:30,29.67,77,21,34,75,4.8,53,54,53,71,43,47,5,NW,2.5,16,WNW,51,52,51,48,0,0,0,0,0,0,0,0,0,0.258,0
4/19/2020 21:00,29.69,78,22,36,75,4.8,51,53,51,75,44,47,5,NW,2.5,21,NNW,50,51,49,46,0,0,0,0,0,0,0,0,0,0.287,0
4/19/2020 21:30,29.7,78,22,36,76,4.8,50,51,50,76,43,46,4,NW,2,16,NW,49,50,49,46,0,0,0,0,0,0,0,0,0,0.306,0
4/19/2020 22:00,29.7,78,22,36,76,4.8,50,50,50,75,42,45,3,WNW,1.5,19,NNW,49,49,49,46,0,0,0,0,0,0,0,0,0,0.319,0
4/19/2020 22:30,29.7,78,22,36,76,4.8,50,50,50,74,42,45,4,W,2,14,W,48,49,48,45,0,0,0,0,0,0,0,0,0,0.321,0
4/19/2020 23:00,29.7,78,22,36,76,4.8,50,50,50,74,42,45,5,W,2.5,16,W,48,49,48,45,0,0,0,0,0,0,0,0,0,0.319,0
4/19/2020 23:30,29.7,78,22,36,76,4.8,50,50,50,75,42,45,4,WSW,2,11,W,49,49,48,45,0,0,0,0,0,0,0,0,0,0.319,0
4/20/2020 0:00,29.7,78,22,36,76,4.8,49,50,49,77,42,45,4,W,2,18,W,48,49,48,45,0,0,0,0,0,0,0,0,0,0.325,0
4/20/2020 0:30,29.72,78,22,36,76,4.8,48,49,48,78,42,45,4,NW,2,20,W,47,48,47,44,0,0,0,0,0,0,0,0,0,0.348,0
4/20/2020 1:00,29.72,78,22,36,76,4.8,48,48,48,78,41,44,3,W,1.5,12,W,47,48,47,44,0,0,0,0,0,0,0,0,0,0.358,0
4/20/2020 1:30,29.73,78,22,36,76,4.8,47,48,47,75,39,43,5,WNW,2.5,18,N,45,47,44,41,0,0,0,0,0,0,0,0,0,0.375,0
4/20/2020 2:00,29.71,78,22,36,76,4.8,46,47,46,76,39,42,3,WNW,1.5,15,NW,45,46,45,42,0,0,0,0,0,0,0,0,0,0.396,0
4/20/2020 2:30,29.72,78,22,36,76,4.8,45,46,45,77,38,41,5,WNW,2.5,18,W,42,45,42,39,0,0,0,0,0,0,0,0,0,0.417,0
4/20/2020 3:00,29.72,78,22,36,76,4.8,44,45,44,75,36,40,3,WNW,1.5,14,WNW,43,44,42,39,0,0,0,0,0,0,0,0,0,0.44,0
4/20/2020 3:30,29.73,78,21,35,76,4.8,44,44,44,76,36,40,2,WNW,1,11,W,44,43,43,40,0,0,0,0,0,0,0,0,0,0.448,0
4/20/2020 4:00,29.74,78,21,35,76,4.8,43,44,43,76,36,39,4,WNW,2,17,NNW,40,42,40,37,0,0,0,0,0,0,0,0,0,0.465,0
4/20/2020 4:30,29.75,78,21,35,76,4.8,42,43,42,77,35,39,3,WNW,1.5,15,WNW,41,42,40,37,0,0,0,0,0,0,0,0,0,0.481,0
4/20/2020 5:00,29.73,78,21,35,76,4.8,41,42,41,79,35,38,2,NW,1,10,NNW,41,41,41,38,0,0,0,0,0,0,0,0,0,0.494,0
4/20/2020 5:30,29.73,78,21,35,76,4.8,40,41,40,79,34,37,2,NNW,1,10,NNW,40,40,40,36,0,0,0,0,0,0,0,0,0,0.515,0
4/20/2020 6:00,29.75,78,21,35,76,4.8,39,40,39,79,33,36,1,NW,0.5,9,NNW,39,39,39,36,0,0,0,0,5,0,0,0,0,0.535,0
4/20/2020 6:30,29.75,78,20,34,76,4.6,39,39,39,79,33,36,2,NW,1,11,NNW,38,38,38,35,0,0,11,0.47,23,0,0,0,0,0.548,0
4/20/2020 7:00,29.77,78,20,34,76,4.6,38,39,38,79,33,36,2,NW,1,10,NNW,38,38,38,36,0,0,52,2.24,81,0,0,0,1,0.552,0
4/20/2020 7:30,29.76,78,20,34,76,4.6,39,39,38,77,32,36,2,NNW,1,11,NNW,39,39,38,38,0,0,144,6.2,169,0,0,0,1,0.542,0
4/20/2020 8:00,29.76,78,19,33,76,4.3,40,40,39,71,31,36,1,NNW,0.5,8,NW,40,40,40,45,0,0,231,9.94,311,0,1,0.1,1,0.519,0
4/20/2020 8:30,29.75,79,19,33,76,4.3,41,41,40,63,30,35,3,NNE,1.5,12,NNE,40,41,39,47,0,0,319,13.72,345,0,1,0.2,2,0.494,0
4/20/2020 9:00,29.74,79,19,33,77,4.3,42,42,41,62,30,36,4,N,2,14,NNE,39,41,39,47,0,0,390,16.78,462,0.01,2,0.3,2,0.483,0
4/20/2020 9:30,29.74,79,18,32,77,4.1,42,42,42,61,30,36,3,ENE,1.5,10,N,41,41,40,49,0,0,410,17.64,496,0,2,0.4,3,0.475,0
4/20/2020 10:00,29.74,79,18,32,77,4.1,42,42,42,56,28,35,4,NE,2,13,ENE,40,41,39,48,0,0,443,19.06,540,0.01,2,0.5,3,0.471,0
4/20/2020 10:30,29.74,79,18,32,77,4.1,43,43,42,49,25,33,4,ENE,2,13,N,40,41,39,48,0,0,503,21.64,573,0,3,0.7,4,0.467,0
4/20/2020 11:00,29.74,79,17,31,77,3.9,43,44,42,51,26,34,3,NE,1.5,13,N,42,42,41,50,0,0,604,25.99,680,0.01,4,0.8,4,0.456,0
4/20/2020 11:30,29.74,79,17,31,77,3.9,43,43,43,51,26,34,4,ENE,2,14,E,41,42,40,49,0,0,607,26.11,729,0,4,0.9,5,0.458,0
4/20/2020 12:00,29.73,79,17,31,77,3.9,43,43,43,52,27,35,3,E,1.5,15,E,42,42,41,51,0,0,693,29.81,814,0.01,5,1.1,6,0.45,0
4/20/2020 12:30,29.72,79,17,31,77,3.9,44,44,43,50,26,35,4,NNE,2,13,NE,42,43,40,50,0,0,719,30.93,791,0,5,1.1,6,0.444,0
4/20/2020 13:00,29.71,80,17,31,77,3.9,45,45,44,44,24,34,4,E,2,13,ENE,43,43,41,50,0,0,773,33.26,947,0.01,6,1.3,7,0.425,0
4/20/2020 13:30,29.69,80,17,31,77,3.9,46,46,44,42,24,34,5,E,2.5,15,E,43,44,42,53,0,0,889,38.25,969,0,6,1.4,7,0.402,0
4/20/2020 14:00,29.68,80,16,29,77,3.8,48,48,46,39,24,35,3,E,1.5,15,ENE,47,46,46,57,0,0,883,37.99,909,0.02,6,1.3,7,0.358,0
4/20/2020 14:30,29.67,80,16,29,77,3.8,50,50,48,39,26,37,2,E,1,13,ESE,50,49,49,61,0,0,853,36.7,953,0,5,1.2,6,0.304,0
4/20/2020 15:00,29.65,80,16,29,77,3.8,50,50,50,41,27,37,3,NE,1.5,12,NNE,50,49,48,60,0,0,794,34.16,900,0.01,5,1,6,0.312,0
4/20/2020 15:30,29.65,80,16,29,77,3.8,50,50,50,40,27,37,3,ENE,1.5,12,NNE,50,49,48,61,0,0,748,32.18,830,0,4,0.9,5,0.308,0
4/20/2020 16:00,29.64,80,16,29,77,3.8,53,53,50,39,28,38,2,NNE,1,9,E,53,51,51,63,0,0,659,28.35,752,0.01,3,0.7,4,0.256,0
4/20/2020 16:30,29.62,79,15,28,76,3.5,53,54,53,39,29,39,1,E,0.5,11,NE,53,51,51,64,0,0,618,26.59,763,0,3,0.6,3,0.244,0
4/20/2020 17:00,29.62,79,14,26,76,3.3,53,54,53,39,28,38,2,ENE,1,8,ENE,53,51,51,64,0,0,517,22.24,594,0.01,2,0.4,2,0.254,0
4/20/2020 17:30,29.62,79,14,25,76,3.3,53,53,52,40,29,39,2,ESE,1,10,E,53,51,51,63,0,0,421,18.11,496,0,1,0.3,2,0.258,0
4/20/2020 18:00,29.62,78,14,25,75,3.3,54,54,52,39,30,39,1,E,0.5,7,E,54,52,52,62,0,0,315,13.55,376,0.01,1,0.2,1,0.227,0
4/20/2020 18:30,29.61,78,14,25,75,3.3,54,54,54,39,29,39,1,SE,0.5,5,SE,54,51,51,52,0,0,208,8.95,264,0,0,0.1,1,0.238,0
4/20/2020 19:00,29.61,78,14,25,75,3.3,54,54,54,37,29,39,0,,0,4,WNW,54,52,52,50,0,0,102,4.39,151,0,0,0,1,0.221,0
4/20/2020 19:30,29.61,78,14,25,75,3.3,52,54,52,39,28,38,0,,0,4,NNW,52,50,50,47,0,0,28,1.2,56,0,0,0,0,0.26,0
4/20/2020 20:00,29.62,78,14,25,75,3.3,51,52,51,42,28,38,0,,0,1,SE,51,49,49,45,0,0,5,0.22,12,0,0,0,0,0.298,0
4/20/2020 20:30,29.62,78,16,28,75,3.8,50,51,50,46,30,38,0,,0,0,,50,48,48,44,0,0,0,0,0,0,0,0,0,0.323,0
4/20/2020 21:00,29.64,78,16,28,75,3.8,48,50,48,46,28,37,0,,0,0,,48,47,47,43,0,0,0,0,0,0,0,0,0,0.348,0
4/20/2020 21:30,29.65,78,17,30,76,3.9,47,48,47,52,30,38,0,,0,2,N,47,46,46,42,0,0,0,0,0,0,0,0,0,0.375,0
4/20/2020 22:00,29.66,78,17,30,76,3.9,46,47,46,50,29,37,0,,0,6,NNW,46,45,45,41,0,0,0,0,0,0,0,0,0,0.392,0
4/20/2020 22:30,29.66,78,17,30,76,3.9,46,46,46,49,28,36,0,,0,2,N,46,45,45,41,0,0,0,0,0,0,0,0,0,0.396,0
4/20/2020 23:00,29.66,78,17,30,76,3.9,45,46,45,52,28,36,0,,0,0,,45,44,44,40,0,0,0,0,0,0,0,0,0,0.417,0
4/20/2020 23:30,29.66,78,17,30,76,3.9,43,45,43,59,30,36,0,,0,0,,43,43,43,39,0,0,0,0,0,0,0,0,0,0.45,0
