"Union College, Schenectady, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/20 12:00 AM : 1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway,Gateway
,"Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled","Vantage Pro2 Plus, Cabled"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date & Time,Barometer - in Hg,Inside Temp - °F,Inside Hum - %,Inside Dew Point - °F,Inside Heat Index - °F,Inside EMC,Temp - °F,High Temp - °F,Low Temp - °F,Hum - %,Dew Point - °F,Wet Bulb - °F,Wind Speed - mph,Wind Direction,Wind Run - mi,High Wind Speed - mph,High Wind Direction,Wind Chill - °F,Heat Index - °F,THW Index - °F,THSW Index - °F,Rain - in,Rain Rate - in/h,Solar Rad - W/m^2,Solar Energy - Ly,High Solar Rad - W/m^2,ET - in,UV Index,UV Dose - MEDs,High UV Index,Heating Degree Days,Cooling Degree Days
1/1/2020 0:00,29.58,76,21,34,74,4.8,34,34,34,90,31,33,3,WNW,1.5,14,WNW,31,34,31,28,0,0,0,0,0,0,0,0,0,0.65,0
1/1/2020 0:30,29.58,76,21,34,74,4.8,34,34,34,85,30,32,2,WNW,1,12,W,33,34,33,30,0,0,0,0,0,0,0,0,0,0.646,0
1/1/2020 1:00,29.58,76,20,32,74,4.6,34,34,34,84,30,32,2,WNW,1,8,WNW,33,34,33,30,0,0,0,0,0,0,0,0,0,0.64,0
1/1/2020 1:30,29.58,77,20,33,74,4.6,34,34,34,80,29,32,5,W,2.5,14,W,30,34,30,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 2:00,29.59,77,20,33,74,4.6,34,34,34,77,28,32,6,W,3,15,WNW,29,34,29,25,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 2:30,29.59,77,20,33,74,4.6,34,34,34,77,28,32,5,WNW,2.5,14,W,30,34,29,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 3:00,29.59,76,20,32,74,4.6,34,34,34,78,28,32,5,WNW,2.5,11,W,30,34,29,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 3:30,29.6,76,20,32,74,4.6,34,34,34,77,28,32,5,W,2.5,12,W,30,34,29,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 4:00,29.61,76,20,32,74,4.6,34,34,34,77,28,32,6,WNW,3,16,W,29,34,29,25,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 4:30,29.61,77,19,31,74,4.3,34,34,34,78,28,32,5,W,2.5,15,WNW,30,34,29,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 5:00,29.6,76,19,31,74,4.3,34,34,34,79,28,32,5,W,2.5,20,W,30,34,29,26,0,0,0,0,0,0,0,0,0,0.644,0
1/1/2020 5:30,29.6,76,19,31,74,4.3,34,34,34,80,28,31,6,WNW,3,18,W,28,33,28,25,0,0,0,0,0,0,0,0,0,0.65,0
1/1/2020 6:00,29.61,76,20,32,74,4.6,34,34,34,80,28,31,4,WNW,2,17,W,30,33,30,26,0,0,0,0,0,0,0,0,0,0.652,0
1/1/2020 6:30,29.61,76,20,32,74,4.6,34,34,34,80,28,31,4,WNW,2,15,WNW,30,33,30,26,0,0,0,0,0,0,0,0,0,0.652,0
1/1/2020 7:00,29.62,76,20,32,74,4.6,34,34,34,79,28,31,4,WNW,2,15,NNW,30,33,30,26,0,0,0,0,0,0,0,0,0,0.65,0
1/1/2020 7:30,29.62,76,19,31,74,4.3,34,34,34,76,27,31,5,WNW,2.5,16,WNW,29,33,29,25,0,0,0,0,0,0,0,0,0,0.65,0
1/1/2020 8:00,29.63,77,19,31,74,4.3,34,34,34,76,27,31,4,NW,2,13,W,30,33,30,27,0,0,20,0.86,37,0,0,0,0,0.652,0
1/1/2020 8:30,29.63,77,18,30,74,4.1,34,34,34,76,27,31,5,NW,2.5,14,WNW,29,33,29,27,0,0,89,3.83,162,0,0,0,1,0.65,0
1/1/2020 9:00,29.64,77,19,31,74,4.3,34,34,34,76,27,31,7,WNW,3.5,19,WNW,28,33,27,29,0,0,107,4.6,179,0,0,0,1,0.648,0
1/1/2020 9:30,29.65,77,19,31,74,4.3,34,34,34,76,27,31,6,WNW,3,18,WNW,29,34,28,29,0,0,88,3.79,116,0,0,0.1,1,0.644,0
1/1/2020 10:00,29.66,77,19,31,74,4.3,34,34,34,74,27,31,7,WNW,3.5,21,W,28,34,28,30,0,0,123,5.29,179,0,1,0.2,1,0.637,0
1/1/2020 10:30,29.67,77,19,31,74,4.3,35,35,34,72,27,31,7,WNW,3.5,21,W,29,35,29,32,0,0,155,6.67,338,0,1,0.2,1,0.623,0
1/1/2020 11:00,29.67,77,19,31,74,4.3,35,35,35,71,27,31,7,WNW,3.5,21,WSW,29,35,29,33,0.01,0,177,7.61,211,0,1,0.2,2,0.621,0
1/1/2020 11:30,29.66,77,18,30,74,4.1,36,36,35,70,27,32,8,W,4,18,WNW,29,35,29,33,0,0,208,8.95,255,0,1,0.3,2,0.615,0
1/1/2020 12:00,29.66,77,18,30,74,4.1,37,37,36,69,27,32,8,W,4,20,W,31,36,30,38,0,0,377,16.22,587,0,2,0.3,2,0.59,0
1/1/2020 12:30,29.65,77,18,30,74,4.1,37,37,37,68,27,32,7,WNW,3.5,21,W,31,36,30,35,0,0,198,8.52,267,0,1,0.3,2,0.592,0
1/1/2020 13:00,29.65,76,18,30,74,4.1,37,38,37,68,28,33,6,WNW,3,16,NNW,33,37,32,39,0.01,0,290,12.48,520,0,1,0.3,2,0.575,0
1/1/2020 13:30,29.65,76,18,30,74,4.1,36,37,36,69,27,32,8,WNW,4,23,W,30,36,30,33,0,0,159,6.84,207,0,1,0.2,1,0.596,0
1/1/2020 14:00,29.66,76,18,30,74,4.1,36,36,36,69,27,32,8,WNW,4,22,W,30,36,30,33,0,0,167,7.18,214,0,1,0.2,1,0.596,0
1/1/2020 14:30,29.67,76,18,30,74,4.1,37,37,36,67,27,32,8,WNW,4,19,WNW,31,36,30,34,0,0,215,9.25,392,0,1,0.2,1,0.588,0
1/1/2020 15:00,29.69,76,18,30,74,4.1,36,37,36,68,27,32,7,NW,3.5,22,W,30,35,30,31,0,0,88,3.79,292,0,0,0.1,1,0.602,0
1/1/2020 15:30,29.7,76,18,30,74,4.1,36,36,36,68,26,32,7,NW,3.5,17,NNE,30,35,30,27,0,0,47,2.02,63,0,0,0,0,0.604,0
1/1/2020 16:00,29.71,76,18,29,74,4.1,36,36,36,67,26,31,7,WNW,3.5,21,NNW,30,35,29,27,0.01,0,47,2.02,74,0,0,0,1,0.61,0
1/1/2020 16:30,29.73,76,18,29,74,4.1,35,36,35,69,26,31,5,WNW,2.5,16,NNW,31,35,30,27,0,0,15,0.65,26,0,0,0,0,0.621,0
1/1/2020 17:00,29.74,76,18,29,74,4.1,35,35,35,69,26,31,6,WNW,3,23,W,30,35,30,26,0,0,1,0.04,5,0,0,0,0,0.621,0
1/1/2020 17:30,29.75,76,18,29,74,4.1,34,35,34,70,26,31,6,WNW,3,17,W,29,34,29,25,0,0,0,0,0,0,0,0,0,0.635,0
1/1/2020 18:00,29.76,76,18,30,74,4.1,34,35,34,71,26,31,5,WNW,2.5,13,NW,30,34,29,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 18:30,29.78,76,18,30,74,4.1,34,34,34,71,26,31,5,WNW,2.5,19,W,30,34,29,26,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 19:00,29.79,76,18,30,74,4.1,34,34,34,70,26,31,3,WNW,1.5,13,W,32,34,32,28,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 19:30,29.81,77,18,30,74,4.1,34,34,34,71,26,31,2,WNW,1,10,W,34,34,33,29,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 20:00,29.82,77,18,30,74,4.1,34,34,34,71,26,31,4,WNW,2,15,W,31,34,30,27,0,0,0,0,0,0,0,0,0,0.637,0
1/1/2020 20:30,29.82,77,18,30,74,4.1,34,34,34,71,26,31,3,NW,1.5,13,WNW,32,34,31,28,0,0,0,0,0,0,0,0,0,0.64,0
1/1/2020 21:00,29.82,77,18,30,74,4.1,34,34,34,71,26,31,3,WNW,1.5,13,WNW,32,34,31,28,0,0,0,0,0,0,0,0,0,0.642,0
1/1/2020 21:32,29.82,77,18,30,74,4.1,34,34,34,72,26,31,4,WNW,2,14,WNW,31,34,30,26,0,0,0,0,0,0,0,0,0,0.642,0
1/1/2020 22:00,29.83,77,18,30,74,4.1,33,34,33,72,25,30,0,,0,5,WSW,33,33,33,29,0,0,0,0,0,0,0,0,0,0.658,0
1/1/2020 22:30,29.84,77,18,30,74,4.1,33,33,33,73,25,30,0,,0,2,WSW,33,33,33,29,0,0,0,0,0,0,0,0,0,0.662,0
1/1/2020 23:00,29.83,77,18,30,74,4.1,33,33,33,73,26,30,0,,0,6,SW,33,33,33,29,0,0,0,0,0,0,0,0,0,0.658,0
1/1/2020 23:30,29.83,77,18,30,74,4.1,34,34,33,72,26,30,0,,0,2,SW,34,33,33,29,0,0,0,0,0,0,0,0,0,0.652,0
1/2/2020 0:00,29.83,77,18,30,74,4.1,34,34,34,72,26,30,0,,0,2,WSW,34,33,33,29,0,0,0,0,0,0,0,0,0,0.652,0
1/2/2020 0:30,29.84,77,18,30,74,4.1,33,34,33,73,25,30,0,,0,1,WSW,33,33,33,29,0,0,0,0,0,0,0,0,0,0.662,0
1/2/2020 1:00,29.84,77,18,30,74,4.1,32,33,32,73,24,29,0,,0,0,,32,32,32,28,0,0,0,0,0,0,0,0,0,0.685,0
1/2/2020 1:30,29.84,77,18,30,74,4.1,31,32,31,74,24,28,0,,0,1,ESE,31,31,31,27,0,0,0,0,0,0,0,0,0,0.708,0
1/2/2020 2:00,29.85,77,17,29,74,3.9,32,33,30,70,24,29,3,WSW,1.5,10,WSW,30,32,29,26,0,0,0,0,0,0,0,0,0,0.677,0
1/2/2020 2:30,29.85,77,18,30,74,4.1,32,32,32,76,25,29,2,SW,1,8,WSW,31,32,31,27,0,0,0,0,0,0,0,0,0,0.688,0
1/2/2020 3:00,29.86,77,17,29,74,3.9,32,32,32,71,24,28,3,SW,1.5,12,W,29,31,29,25,0,0,0,0,0,0,0,0,0,0.69,0
1/2/2020 3:30,29.86,77,17,29,74,3.9,32,32,32,71,23,28,2,SW,1,10,SW,31,31,30,26,0,0,0,0,0,0,0,0,0,0.694,0
1/2/2020 4:03,29.87,77,17,29,74,3.9,32,32,32,72,24,28,1,SW,0.5,10,WSW,32,31,31,27,0,0,0,0,0,0,0,0,0,0.698,0
1/2/2020 4:30,29.88,77,17,29,74,3.9,30,31,30,74,23,27,0,,0,3,SW,30,30,30,26,0,0,0,0,0,0,0,0,0,0.723,0
1/2/2020 5:00,29.86,77,17,29,74,3.9,30,30,30,76,23,27,1,S,0.5,5,SW,30,30,30,26,0,0,0,0,0,0,0,0,0,0.727,0
1/2/2020 5:30,29.89,77,17,29,74,3.9,30,30,30,76,24,28,0,,0,4,SSE,30,30,30,26,0,0,0,0,0,0,0,0,0,0.725,0
1/2/2020 6:00,29.89,77,17,29,74,3.9,31,31,30,75,24,28,1,S,0.5,6,SW,31,30,30,26,0,0,0,0,0,0,0,0,0,0.715,0
1/2/2020 6:30,29.89,77,17,29,74,3.9,31,31,31,74,24,28,1,SSW,0.5,6,SSW,31,31,31,27,0,0,0,0,0,0,0,0,0,0.704,0
1/2/2020 7:00,29.88,77,17,29,74,3.9,32,32,31,73,24,28,2,SSW,1,9,SSE,30,31,30,26,0,0,0,0,0,0,0,0,0,0.698,0
1/2/2020 7:30,29.88,77,17,29,75,3.9,31,32,31,75,24,28,3,SSW,1.5,9,SSE,28,31,28,24,0,0,0,0,0,0,0,0,0,0.706,0
1/2/2020 8:00,29.87,77,17,29,74,3.9,31,31,31,77,24,28,2,SSW,1,9,S,30,30,29,26,0,0,12,0.52,28,0,0,0,0,0.715,0
1/2/2020 8:30,29.88,77,17,29,74,3.9,30,31,30,78,24,28,2,SSW,1,9,SSW,29,30,29,26,0,0,36,1.55,58,0,0,0,1,0.719,0
1/2/2020 9:00,29.89,77,17,29,75,3.9,31,31,30,79,25,28,0,,0,4,SSW,31,30,30,31,0,0,85,3.66,132,0,0,0,1,0.713,0
1/2/2020 9:30,29.89,77,17,29,75,3.9,32,32,31,77,25,29,2,SSW,1,7,SW,31,31,30,34,0,0,155,6.67,260,0,0,0.1,1,0.692,0
1/2/2020 10:00,29.89,77,17,29,75,3.9,32,32,32,76,26,30,3,SSW,1.5,12,SW,30,32,29,32,0,0,124,5.33,130,0,1,0.1,1,0.679,0
1/2/2020 10:30,29.88,77,17,29,75,3.9,33,33,32,75,26,30,2,SSW,1,9,S,32,33,32,35,0,0,157,6.75,178,0,1,0.2,1,0.667,0
1/2/2020 11:00,29.87,77,17,29,75,3.9,34,34,33,74,27,31,1,SSW,0.5,8,SE,34,34,34,38,0,0,189,8.13,202,0,1,0.2,2,0.646,0
1/2/2020 11:30,29.86,77,18,31,75,4.1,36,36,34,72,27,32,0,,0,6,SSE,36,35,35,39,0,0,181,7.79,183,0,1,0.2,1,0.615,0
1/2/2020 12:00,29.85,78,17,29,75,3.9,37,37,36,69,28,33,0,,0,1,WSW,37,36,36,40,0,0,179,7.7,179,0,1,0.2,1,0.583,0
1/2/2020 12:30,29.83,78,17,29,75,3.9,39,39,37,66,29,34,0,,0,1,ENE,39,38,38,42,0,0,179,7.7,179,0,1,0.2,1,0.54,0
1/2/2020 13:00,29.82,78,17,29,75,3.9,40,41,39,64,29,35,0,,0,3,SSW,40,40,40,44,0,0,179,7.7,179,0,1,0.2,1,0.512,0
1/2/2020 13:30,29.81,78,17,29,75,3.9,40,40,40,65,29,34,0,,0,2,WSW,40,39,39,43,0,0,179,7.7,179,0,1,0.2,1,0.527,0
1/2/2020 14:00,29.8,78,17,29,75,3.9,42,42,40,64,31,37,2,SSW,1,11,SW,42,42,42,49,0,0,306,13.16,322,0,1,0.2,1,0.473,0
1/2/2020 14:30,29.81,78,18,31,75,4.1,44,44,42,62,32,37,1,SSW,0.5,9,SSW,44,43,43,50,0,0,265,11.4,288,0,1,0.2,1,0.442,0
1/2/2020 15:00,29.82,78,18,31,75,4.1,44,44,44,62,32,38,2,SSW,1,12,S,44,43,43,46,0,0,142,6.11,237,0,1,0.1,1,0.44,0
1/2/2020 15:30,29.81,78,18,31,75,4.1,43,44,43,65,32,37,2,SSW,1,11,SSE,43,42,42,39,0,0,46,1.98,54,0,0,0,0,0.458,0
1/2/2020 16:00,29.8,78,18,31,75,4.1,43,43,43,66,32,38,2,SSW,1,8,SSW,43,42,42,39,0,0,45,1.94,54,0,0,0,0,0.458,0
1/2/2020 16:30,29.79,78,18,31,75,4.1,43,43,43,66,32,37,1,SSW,0.5,10,SW,43,42,42,39,0,0,16,0.69,33,0,0,0,0,0.46,0
1/2/2020 17:00,29.79,78,18,31,75,4.1,43,43,43,67,32,37,3,SSW,1.5,7,S,41,42,41,37,0,0,0,0,0,0,0,0,0,0.467,0
1/2/2020 17:30,29.78,78,18,31,75,4.1,42,42,42,68,32,37,1,SSW,0.5,7,S,42,41,41,37,0,0,0,0,0,0,0,0,0,0.481,0
1/2/2020 18:00,29.79,78,19,32,75,4.3,42,42,42,69,32,37,0,,0,5,SSE,42,41,41,37,0,0,0,0,0,0,0,0,0,0.49,0
1/2/2020 18:30,29.77,78,19,32,75,4.3,42,42,41,68,32,37,2,SSW,1,10,SSE,42,41,41,37,0,0,0,0,0,0,0,0,0,0.481,0
1/2/2020 19:00,29.77,78,19,32,75,4.3,42,42,42,67,32,37,1,SSW,0.5,7,S,42,42,42,38,0,0,0,0,0,0,0,0,0,0.469,0
1/2/2020 19:30,29.77,78,19,32,75,4.3,41,42,41,67,31,36,0,,0,4,SSW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.492,0
1/2/2020 20:00,29.78,78,18,31,75,4.1,41,41,41,67,31,36,0,,0,1,WNW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.496,0
1/2/2020 20:30,29.79,78,19,32,75,4.3,42,42,41,66,31,36,0,,0,1,W,42,41,41,37,0,0,0,0,0,0,0,0,0,0.485,0
1/2/2020 21:00,29.79,78,19,32,75,4.3,42,42,42,64,30,36,0,,0,2,E,42,41,41,37,0,0,0,0,0,0,0,0,0,0.485,0
1/2/2020 21:30,29.79,78,18,31,75,4.1,41,42,41,68,31,36,0,,0,1,E,41,40,40,36,0,0,0,0,0,0,0,0,0,0.504,0
1/2/2020 22:00,29.79,78,19,32,75,4.3,40,41,40,73,32,36,0,,0,2,E,40,39,39,35,0,0,0,0,0,0,0,0,0,0.529,0
1/2/2020 22:30,29.8,78,19,32,75,4.3,39,40,39,73,31,35,0,,0,0,,39,39,39,35,0,0,0,0,0,0,0,0,0,0.54,0
1/2/2020 23:00,29.78,78,19,32,75,4.3,40,40,39,69,31,36,0,,0,1,SW,40,39,39,35,0,0,0,0,0,0,0,0,0,0.519,0
1/2/2020 23:30,29.77,78,19,32,75,4.3,40,40,40,67,30,35,0,,0,1,WSW,40,40,40,36,0,0,0,0,0,0,0,0,0,0.515,0
1/3/2020 0:00,29.77,78,19,32,75,4.3,40,40,40,68,30,35,0,,0,1,SE,40,39,39,35,0,0,0,0,0,0,0,0,0,0.527,0
1/3/2020 0:30,29.77,78,19,32,75,4.3,41,41,39,68,31,36,0,,0,0,,41,40,40,36,0,0,0,0,0,0,0,0,0,0.508,0
1/3/2020 1:00,29.77,78,18,31,75,4.1,40,41,40,69,31,36,0,,0,2,SSW,40,39,39,35,0,0,0,0,0,0,0,0,0,0.519,0
1/3/2020 1:30,29.77,78,19,32,76,4.3,39,40,39,72,31,35,0,,0,0,,39,39,39,35,0,0,0,0,0,0,0,0,0,0.535,0
1/3/2020 2:00,29.77,78,19,32,76,4.3,39,39,39,74,31,35,0,,0,0,,39,38,38,34,0,0,0,0,0,0,0,0,0,0.544,0
1/3/2020 2:30,29.79,78,19,32,76,4.3,38,39,38,76,31,35,0,,0,0,,38,38,38,34,0,0,0,0,0,0,0,0,0,0.558,0
1/3/2020 3:00,29.79,78,19,32,76,4.3,38,38,38,78,32,35,0,,0,0,,38,37,37,33,0,0,0,0,0,0,0,0,0,0.567,0
1/3/2020 3:30,29.78,78,19,32,75,4.3,37,38,37,79,31,35,0,,0,0,,37,37,37,33,0,0,0,0,0,0,0,0,0,0.575,0
1/3/2020 4:00,29.79,78,19,32,76,4.3,37,37,37,80,31,34,0,,0,1,SSW,37,37,37,33,0,0,0,0,0,0,0,0,0,0.583,0
1/3/2020 4:30,29.78,78,19,32,75,4.3,37,37,37,81,32,35,0,,0,0,,37,37,37,33,0,0,0,0,0,0,0,0,0,0.583,0
1/3/2020 5:00,29.78,77,19,32,75,4.3,37,37,37,82,32,35,0,,0,1,SSW,37,37,37,33,0,0,0,0,0,0,0,0,0,0.583,0
1/3/2020 5:30,29.78,77,19,31,74,4.3,37,37,37,82,32,35,0,,0,0,,37,37,37,33,0,0,0,0,0,0,0,0,0,0.585,0
1/3/2020 6:00,29.77,76,19,31,74,4.3,37,37,37,82,32,35,0,,0,0,,37,37,37,33,0,0,0,0,0,0,0,0,0,0.585,0
1/3/2020 6:30,29.78,76,19,31,74,4.3,37,37,37,82,32,34,0,,0,1,SSW,37,36,36,32,0,0,0,0,0,0,0,0,0,0.592,0
1/3/2020 7:00,29.78,76,19,30,73,4.3,36,37,36,81,31,34,0,,0,4,SSW,36,36,36,32,0,0,0,0,0,0,0,0,0,0.594,0
1/3/2020 7:30,29.78,75,19,30,73,4.3,37,37,36,80,31,34,0,,0,3,SW,37,37,37,33,0,0,0,0,0,0,0,0,0,0.585,0
1/3/2020 8:00,29.78,75,18,29,72,4.2,37,37,37,79,31,35,0,,0,3,SW,37,37,37,33,0,0,7,0.3,16,0,0,0,0,0.575,0
1/3/2020 8:30,29.78,75,18,28,72,4.2,38,38,37,79,32,35,0,,0,0,,38,37,37,34,0,0,31,1.33,53,0,0,0,0,0.573,0
1/3/2020 9:00,29.8,74,18,28,72,4.2,38,38,38,78,32,35,0,,0,0,,38,38,38,38,0,0,56,2.41,81,0,0,0,1,0.554,0
1/3/2020 9:30,29.8,74,18,28,71,4.2,39,39,38,77,32,36,0,,0,0,,39,38,38,38,0,0,46,1.98,63,0,0,0,1,0.546,0
1/3/2020 10:02,29.8,74,18,28,71,4.2,39,39,39,77,32,36,0,,0,0,,39,39,39,40,0,0,90,3.87,130,0,0,0.1,1,0.54,0
1/3/2020 10:30,29.79,74,18,28,71,4.2,40,40,39,77,33,37,0,,0,0,,40,40,40,41,0,0,105,4.52,128,0,1,0.1,1,0.519,0
1/3/2020 11:00,29.79,74,19,29,71,4.3,40,41,40,76,34,37,0,,0,2,W,40,40,40,42,0,0,111,4.78,146,0,1,0.2,1,0.51,0
1/3/2020 11:30,29.77,74,19,29,71,4.3,41,41,40,76,34,37,0,,0,0,,41,40,40,41,0,0,99,4.26,118,0,1,0.2,1,0.508,0
1/3/2020 12:00,29.75,74,19,29,71,4.3,41,41,41,75,34,37,0,,0,0,,41,41,41,41,0,0,78,3.36,100,0,1,0.1,1,0.498,0
1/3/2020 12:30,29.74,74,19,29,71,4.3,41,41,41,75,34,38,0,,0,1,W,41,41,41,42,0,0,99,4.26,132,0,1,0.2,1,0.492,0
1/3/2020 13:00,29.73,74,20,30,71,4.6,43,43,41,74,35,39,0,,0,3,SSW,43,43,43,45,0,0,129,5.55,162,0,1,0.2,1,0.456,0
1/3/2020 13:30,29.74,74,20,30,71,4.6,43,43,43,72,35,39,0,,0,0,,43,43,43,44,0,0,91,3.91,127,0,1,0.1,1,0.452,0
1/3/2020 14:00,29.73,74,21,31,71,4.8,43,43,43,72,35,39,0,,0,2,WSW,43,43,43,44,0,0,99,4.26,114,0,1,0.1,1,0.454,0
1/3/2020 14:30,29.74,74,21,31,71,4.8,43,43,43,73,35,39,0,,0,2,WSW,43,43,43,44,0,0,86,3.7,105,0,0,0.1,1,0.45,0
1/3/2020 15:00,29.75,74,21,31,71,4.8,44,44,43,72,35,39,0,,0,1,WSW,44,43,43,43,0,0,54,2.32,69,0,0,0,0,0.448,0
1/3/2020 15:30,29.77,73,21,31,71,4.8,43,44,43,72,35,39,0,,0,1,WSW,43,43,43,40,0,0,32,1.38,39,0,0,0,0,0.45,0
1/3/2020 16:01,29.76,73,22,32,70,4.9,43,43,43,73,35,39,0,,0,0,,43,43,43,40,0,0,19,0.82,26,0,0,0,0,0.452,0
1/3/2020 16:30,29.75,73,22,32,71,4.9,43,43,43,75,36,39,0,,0,0,,43,43,43,40,0,0,5,0.22,12,0,0,0,0,0.454,0
1/3/2020 17:00,29.77,74,23,34,71,5.1,43,43,43,77,36,40,0,,0,1,WSW,43,43,43,40,0,0,0,0,0,0,0,0,0,0.454,0
1/3/2020 17:30,29.78,74,23,34,72,5.1,43,43,43,77,37,40,0,,0,0,,43,43,43,40,0,0,0,0,0,0,0,0,0,0.452,0
1/3/2020 18:00,29.77,75,23,34,72,5.1,43,43,43,78,37,40,0,,0,0,,43,43,43,40,0,0,0,0,0,0,0,0,0,0.452,0
1/3/2020 18:30,29.79,75,23,35,73,5.1,43,43,43,78,37,40,0,,0,2,WNW,43,43,43,40,0,0,0,0,0,0,0,0,0,0.456,0
1/3/2020 19:00,29.79,75,23,35,73,5.1,43,43,43,79,37,40,0,,0,2,WNW,43,43,43,39,0,0,0,0,0,0,0,0,0,0.46,0
1/3/2020 19:30,29.79,75,23,35,73,5.1,43,43,43,79,37,40,0,,0,0,,43,43,43,40,0,0,0,0,0,0,0,0,0,0.456,0
1/3/2020 20:00,29.81,76,23,35,73,5.1,43,43,43,80,37,40,0,,0,0,,43,43,43,40,0,0,0,0,0,0,0,0,0,0.456,0
1/3/2020 20:30,29.81,76,23,35,74,5.1,43,43,43,80,37,40,0,,0,0,,43,42,42,39,0,0,0,0,0,0,0,0,0,0.465,0
1/3/2020 21:00,29.82,76,22,34,74,4.8,42,43,42,81,36,39,0,,0,0,,42,41,41,38,0,0,0,0,0,0,0,0,0,0.485,0
1/3/2020 21:30,29.82,76,22,34,74,4.8,42,42,42,82,36,39,0,,0,0,,42,41,41,38,0,0,0,0,0,0,0,0,0,0.49,0
1/3/2020 22:00,29.83,76,22,34,74,4.8,41,42,41,82,36,39,0,,0,0,,41,41,41,38,0,0,0,0,0,0,0,0,0,0.494,0
1/3/2020 22:30,29.82,76,22,34,74,4.8,41,41,41,83,36,39,0,,0,0,,41,41,41,38,0,0,0,0,0,0,0,0,0,0.5,0
1/3/2020 23:00,29.82,76,22,35,74,4.8,41,41,41,83,36,39,0,,0,0,,41,41,41,37,0,0,0,0,0,0,0,0,0,0.502,0
1/3/2020 23:30,29.81,76,22,35,74,4.8,40,41,40,84,36,38,0,,0,0,,40,40,40,37,0,0,0,0,0,0,0,0,0,0.51,0
1/4/2020 0:00,29.78,76,22,35,74,4.8,40,40,40,85,36,38,0,,0,1,WNW,40,40,40,37,0,0,0,0,0,0,0,0,0,0.51,0
1/4/2020 0:30,29.78,76,22,35,74,4.8,41,41,40,85,37,39,0,,0,0,,41,41,41,37,0,0,0,0,0,0,0,0,0,0.504,0
1/4/2020 1:00,29.78,76,22,35,74,4.8,41,41,41,86,37,39,0,,0,0,,41,41,41,38,0,0,0,0,0,0,0,0,0,0.502,0
1/4/2020 1:30,29.78,76,22,35,74,4.8,41,41,41,86,37,39,0,,0,0,,41,41,41,37,0,0,0,0,0,0,0,0,0,0.506,0
1/4/2020 2:00,29.78,76,23,36,74,5.1,40,41,40,86,37,39,0,,0,0,,40,40,40,37,0,0,0,0,0,0,0,0,0,0.51,0
1/4/2020 2:30,29.79,76,23,36,74,5.1,40,41,40,87,37,39,0,,0,2,WNW,40,40,40,37,0,0,0,0,0,0,0,0,0,0.51,0
1/4/2020 3:00,29.78,77,23,36,75,5.1,41,41,40,88,38,39,0,,0,0,,41,41,41,38,0,0,0,0,0,0,0,0,0,0.502,0
1/4/2020 3:30,29.76,77,23,36,75,5.1,41,41,41,89,38,40,0,,0,0,,41,41,41,38,0,0,0,0,0,0,0,0,0,0.498,0
1/4/2020 4:00,29.76,77,23,36,75,5.1,41,41,41,89,38,39,0,,0,1,WNW,41,41,41,37,0,0,0,0,0,0,0,0,0,0.504,0
