Year,Month,Day,flow_cfs
1900,10,21,1980
1900,10,22,2020
1900,10,23,1960
1900,10,24,2250
1900,10,25,2200
1900,10,26,2170
1900,10,27,2200
1900,10,28,2320
1900,10,29,2580
1900,10,30,3290
1900,10,31,3120
1900,11,1,2530
1900,11,2,2090
1900,11,3,2410
1900,11,4,2160
1900,11,5,1980
1900,11,6,1920
1900,11,7,1580
1900,11,8,1670
1900,11,9,2030
1900,11,10,2520
1900,11,11,3860
1900,11,12,4330
1900,11,13,3820
1900,11,14,3800
1900,11,15,3320
1900,11,16,3140
1900,11,17,2910
1900,11,18,3040
1900,11,19,3290
1900,11,20,3830
1900,11,21,5290
1900,11,22,9330
1900,11,23,10100
1900,11,24,9320
1900,11,25,8800
1900,11,26,9480
1900,11,27,11000
1900,11,28,11700
1900,11,29,11300
1900,11,30,9670
1900,12,1,9110
1900,12,2,8320
1900,12,3,7440
1900,12,4,6460
1900,12,5,10700
1900,12,6,9030
1900,12,7,7920
1900,12,8,7620
1900,12,9,6880
1900,12,10,6180
1900,12,11,5020
1900,12,12,4660
1900,12,13,4990
1900,12,14,4860
1900,12,15,4250
1900,12,16,4250
1900,12,17,4200
1900,12,18,4260
1900,12,19,3910
1900,12,20,4130
1900,12,21,3950
1900,12,22,4000
1900,12,23,4210
1900,12,24,5240
1900,12,25,3760
1900,12,26,6540
1900,12,27,4700
1900,12,28,4680
1900,12,29,4460
1900,12,30,4590
1900,12,31,4540
1901,1,1,4090
1901,1,2,3780
1901,1,3,3400
1901,1,4,2880
1901,1,5,2830
1901,1,6,2040
1901,1,7,2830
1901,1,8,2900
1901,1,9,2880
1901,1,10,2930
1901,1,11,2970
1901,1,12,2930
1901,1,13,2040
1901,1,14,3080
1901,1,15,3100
1901,1,16,2990
1901,1,17,4600
1901,1,18,3970
1901,1,19,3740
1901,1,20,2830
1901,1,21,2800
1901,1,22,2890
1901,1,23,2870
1901,1,24,2860
1901,1,25,2850
1901,1,26,2850
1901,1,27,2800
1901,1,28,3640
1901,1,29,3580
1901,1,30,2810
1901,1,31,2670
1901,2,1,2640
1901,2,2,2520
1901,2,3,6100
1901,2,4,2940
1901,2,5,3170
1901,2,6,2970
1901,2,7,3510
1901,2,8,2640
1901,2,9,2540
1901,2,10,2000
1901,2,11,3070
1901,2,12,3080
1901,2,13,2580
1901,2,14,2710
1901,2,15,2680
1901,2,16,2800
1901,2,17,4280
1901,2,18,2910
1901,2,19,2740
1901,2,20,2490
1901,2,21,2650
1901,2,22,2190
1901,2,23,1960
1901,2,24,3750
1901,2,25,2140
1901,2,26,2340
1901,2,27,2100
1901,2,28,2460
1901,3,1,2280
1901,3,2,2200
1901,3,3,3550
1901,3,4,1910
1901,3,5,2740
1901,3,6,2530
1901,3,7,2340
1901,3,8,2330
1901,3,9,2320
1901,3,10,2520
1901,3,11,5970
1901,3,12,10700
1901,3,13,5500
1901,3,14,4910
1901,3,15,5060
1901,3,16,4480
1901,3,17,2040
1901,3,18,3540
1901,3,19,6420
1901,3,20,5420
1901,3,21,16500
1901,3,22,17600
1901,3,23,11400
1901,3,24,8990
1901,3,25,11300
1901,3,26,15500
1901,3,27,21700
1901,3,28,20600
1901,3,29,17700
1901,3,30,16200
1901,3,31,15200
1901,4,1,15400
1901,4,2,14200
1901,4,3,14400
1901,4,4,17800
1901,4,5,18500
1901,4,6,19800
1901,4,7,32300
1901,4,8,37500
1901,4,9,34300
1901,4,10,31500
1901,4,11,27500
1901,4,12,24800
1901,4,13,23600
1901,4,14,22300
1901,4,15,24000
1901,4,16,23000
1901,4,17,24800
1901,4,18,26100
1901,4,19,26500
1901,4,20,26000
1901,4,21,24600
1901,4,22,41100
1901,4,23,49600
1901,4,24,54900
1901,4,25,50600
1901,4,26,43000
1901,4,27,33200
1901,4,28,23500
1901,4,29,22000
1901,4,30,21200
1901,5,1,19700
1901,5,2,17800
1901,5,3,15500
1901,5,4,14500
1901,5,5,14000
1901,5,6,11500
1901,5,7,9570
1901,5,8,9350
1901,5,9,9130
1901,5,10,8200
1901,5,11,8300
1901,5,12,8600
1901,5,13,9560
1901,5,14,10300
1901,5,15,10700
1901,5,16,10600
1901,5,17,8320
1901,5,18,9470
1901,5,19,10700
1901,5,20,15500
1901,5,21,14000
1901,5,22,11800
1901,5,23,11700
1901,5,24,11400
1901,5,25,10900
1901,5,26,9410
1901,5,27,9560
1901,5,28,11900
1901,5,29,13100
1901,5,30,13200
1901,5,31,13100
1901,6,1,12200
1901,6,2,10300
1901,6,3,11700
1901,6,4,11500
1901,6,5,11400
1901,6,6,10400
1901,6,7,10000
1901,6,8,13700
1901,6,9,12600
1901,6,10,13100
1901,6,11,11400
1901,6,12,9690
1901,6,13,8310
1901,6,14,7330
1901,6,15,6140
1901,6,16,4230
1901,6,17,5510
1901,6,18,4690
1901,6,19,4130
1901,6,20,3880
1901,6,21,4120
1901,6,22,5980
1901,6,23,5100
1901,6,24,7140
1901,6,25,7040
1901,6,26,5880
1901,6,27,5380
1901,6,28,4960
1901,6,29,4180
1901,6,30,2240
1901,7,1,4000
1901,7,2,3770
1901,7,3,3590
1901,7,4,2490
1901,7,5,4580
1901,7,6,3830
1901,7,7,2770
1901,7,8,5070
1901,7,9,4150
1901,7,10,3720
1901,7,11,3420
1901,7,12,3940
1901,7,13,3890
1901,7,14,3400
1901,7,15,3330
1901,7,16,3890
1901,7,17,3860
1901,7,18,2370
1901,7,19,3390
1901,7,20,4070
1901,7,21,2880
1901,7,22,4110
1901,7,23,3660
1901,7,24,3470
1901,7,25,2890
1901,7,26,2450
1901,7,27,2890
1901,7,28,1380
1901,7,29,2910
1901,7,30,5000
1901,7,31,5350
1901,8,1,5690
1901,8,2,4800
1901,8,3,4180
1901,8,4,2320
1901,8,5,3730
1901,8,6,3190
1901,8,7,3430
1901,8,8,5190
1901,8,9,5590
1901,8,10,5910
1901,8,11,4680
1901,8,12,6010
1901,8,13,5550
1901,8,14,4860
1901,8,15,4060
1901,8,16,4190
1901,8,17,4920
1901,8,18,4200
1901,8,19,4710
1901,8,20,3730
1901,8,21,5680
1901,8,22,3180
1901,8,23,5410
1901,8,24,4860
1901,8,25,4600
1901,8,26,6690
1901,8,27,5540
1901,8,28,4860
1901,8,29,4330
1901,8,30,4260
1901,8,31,3680
1901,9,1,2990
1901,9,2,4730
1901,9,3,6220
1901,9,4,6140
1901,9,5,5560
1901,9,6,5150
1901,9,7,4430
1901,9,8,2890
1901,9,9,4090
1901,9,10,3660
1901,9,11,3200
1901,9,12,3220
1901,9,13,3340
1901,9,14,4080
1901,9,15,3150
1901,9,16,4900
1901,9,17,5220
1901,9,18,5870
1901,9,19,3750
1901,9,20,4660
1901,9,21,4070
1901,9,22,2450
1901,9,23,3830
1901,9,24,3580
1901,9,25,3340
1901,9,26,2860
1901,9,27,2710
1901,9,28,3660
1901,9,29,2450
1901,9,30,4510
1901,10,1,3860
1901,10,2,3830
1901,10,3,3830
1901,10,4,3270
1901,10,5,3250
1901,10,6,2490
1901,10,7,3670
1901,10,8,3710
1901,10,9,3640
1901,10,10,3530
1901,10,11,3530
1901,10,12,3400
1901,10,13,1910
1901,10,14,4690
1901,10,15,6660
1901,10,16,7870
1901,10,17,7380
1901,10,18,6490
1901,10,19,5500
1901,10,20,4010
1901,10,21,5540
1901,10,22,4640
1901,10,23,4860
1901,10,24,4540
1901,10,25,4130
1901,10,26,3930
1901,10,27,2500
1901,10,28,4310
1901,10,29,3770
1901,10,30,3520
1901,10,31,3410
1901,11,1,3320
1901,11,2,3830
1901,11,3,2430
1901,11,4,4170
1901,11,5,3770
1901,11,6,3880
1901,11,7,3890
1901,11,8,3660
1901,11,9,3620
1901,11,10,2060
1901,11,11,3780
1901,11,12,3610
1901,11,13,5500
1901,11,14,5440
1901,11,15,4970
1901,11,16,5020
1901,11,17,2750
1901,11,18,4560
1901,11,19,4150
1901,11,20,3880
1901,11,21,3580
1901,11,22,3500
1901,11,23,3510
1901,11,24,1400
1901,11,25,3840
1901,11,26,3830
1901,11,27,3950
1901,11,28,3720
1901,11,29,3020
1901,11,30,3320
1901,12,1,1800
1901,12,2,2450
1901,12,3,3630
1901,12,4,3910
1901,12,5,4180
1901,12,6,4120
1901,12,7,3780
1901,12,8,3480
1901,12,9,5750
1901,12,10,5250
1901,12,11,8060
1901,12,12,6660
1901,12,13,5840
1901,12,14,6590
1901,12,15,25600
1901,12,16,31900
1901,12,17,22600
1901,12,18,17100
1901,12,19,13000
1901,12,20,10100
1901,12,21,8270
1901,12,22,8060
1901,12,23,7370
1901,12,24,6040
1901,12,25,4960
1901,12,26,6460
1901,12,27,5150
1901,12,28,5030
1901,12,29,4690
1901,12,30,12400
1901,12,31,8910
1902,1,1,4200
1902,1,2,5500
1902,1,3,5500
1902,1,4,5000
1902,1,5,3800
1902,1,6,5500
1902,1,7,5500
1902,1,8,5500
1902,1,9,5500
1902,1,10,5500
1902,1,11,5500
1902,1,12,3800
1902,1,13,4400
1902,1,14,3600
1902,1,15,3400
1902,1,16,5000
1902,1,17,4000
1902,1,18,4000
1902,1,19,3400
1902,1,20,4000
1902,1,21,3400
1902,1,22,3400
1902,1,23,10000
1902,1,24,7000
1902,1,25,6000
1902,1,26,5500
1902,1,27,7500
1902,1,28,9500
1902,1,29,6500
1902,1,30,6000
1902,1,31,5500
1902,2,1,5020
1902,2,2,5050
1902,2,3,5700
1902,2,4,4160
1902,2,5,3750
1902,2,6,3620
1902,2,7,3660
1902,2,8,3360
1902,2,9,3920
1902,2,10,4310
1902,2,11,3510
1902,2,12,3890
1902,2,13,4030
1902,2,14,3960
1902,2,15,3820
1902,2,16,3940
1902,2,17,5350
1902,2,18,4100
1902,2,19,4780
1902,2,20,5040
1902,2,21,5130
1902,2,22,5310
1902,2,23,5790
1902,2,24,6210
1902,2,25,4340
1902,2,26,4490
1902,2,27,7350
1902,2,28,9160
1902,3,1,37100
1902,3,2,27300
1902,3,3,41400
1902,3,4,32900
1902,3,5,29500
1902,3,6,21900
1902,3,7,21100
1902,3,8,19300
1902,3,9,15800
1902,3,10,16600
1902,3,11,14500
1902,3,12,17700
1902,3,13,23300
1902,3,14,26200
1902,3,15,25200
1902,3,16,28000
1902,3,17,33300
1902,3,18,42900
1902,3,19,37000
1902,3,20,30600
1902,3,21,26000
1902,3,22,24000
1902,3,23,21700
1902,3,24,22400
1902,3,25,19600
1902,3,26,18300
1902,3,27,16700
1902,3,28,16000
1902,3,29,19800
1902,3,30,26200
1902,3,31,29500
1902,4,1,28300
1902,4,2,24400
1902,4,3,20700
1902,4,4,17600
1902,4,5,15000
1902,4,6,13000
1902,4,7,12800
1902,4,8,10800
1902,4,9,11800
1902,4,10,22100
1902,4,11,26900
1902,4,12,25200
1902,4,13,24300
1902,4,14,21000
1902,4,15,16400
1902,4,16,13600
1902,4,17,13100
1902,4,18,11800
1902,4,19,10700
1902,4,20,8900
1902,4,21,11500
1902,4,22,10100
1902,4,23,9350
1902,4,24,9960
1902,4,25,8450
1902,4,26,8340
1902,4,27,9110
1902,4,28,13300
1902,4,29,12100
1902,4,30,13700
1902,5,1,18100
1902,5,2,18900
1902,5,3,15900
1902,5,4,14400
1902,5,5,16200
1902,5,6,14300
1902,5,7,14800
1902,5,8,12000
1902,5,9,11200
1902,5,10,10800
1902,5,11,9360
1902,5,12,8920
1902,5,13,7640
1902,5,14,7850
1902,5,15,7070
1902,5,16,6210
1902,5,17,6460
1902,5,18,5760
1902,5,19,4100
1902,5,20,5660
1902,5,21,6010
1902,5,22,6630
1902,5,23,4960
1902,5,24,4620
1902,5,25,4100
1902,5,26,7750
1902,5,27,8760
1902,5,28,13900
1902,5,29,9400
1902,5,30,9970
1902,5,31,10500
1902,6,1,6440
1902,6,2,7610
1902,6,3,6170
1902,6,4,6880
1902,6,5,6640
1902,6,6,6810
1902,6,7,6360
1902,6,8,5050
1902,6,9,7400
1902,6,10,5980
1902,6,11,6440
1902,6,12,6090
1902,6,13,5840
1902,6,14,5440
1902,6,15,4010
1902,6,16,6530
1902,6,17,7170
1902,6,18,6800
1902,6,19,6800
1902,6,20,6090
1902,6,21,5810
1902,6,22,5250
1902,6,23,6850
1902,6,24,6890
1902,6,25,6140
1902,6,26,5600
1902,6,27,6070
1902,6,28,6990
1902,6,29,5880
1902,6,30,7460
1902,7,1,6520
1902,7,2,6520
1902,7,3,6980
1902,7,4,10300
1902,7,5,14500
1902,7,6,12200
1902,7,7,11700
1902,7,8,9520
1902,7,9,8340
1902,7,10,8150
1902,7,11,7750
1902,7,12,6610
1902,7,13,4780
1902,7,14,6110
1902,7,15,4940
1902,7,16,5760
1902,7,17,6240
1902,7,18,6570
1902,7,19,5410
1902,7,20,5380
1902,7,21,14300
1902,7,22,13400
1902,7,23,12300
1902,7,24,11200
1902,7,25,12300
1902,7,26,11400
1902,7,27,9320
1902,7,28,11500
1902,7,29,10000
1902,7,30,8950
1902,7,31,7940
1902,8,1,6810
1902,8,2,8190
1902,8,3,7990
1902,8,4,9530
1902,8,5,8560
1902,8,6,6930
1902,8,7,8390
1902,8,8,9170
1902,8,9,9290
1902,8,10,8170
1902,8,11,9590
1902,8,12,8960
1902,8,13,8630
1902,8,14,7680
1902,8,15,8140
1902,8,16,6120
1902,8,17,4570
1902,8,18,5840
1902,8,19,4840
1902,8,20,4490
1902,8,21,4480
1902,8,22,4680
1902,8,23,4550
1902,8,24,3350
1902,8,25,5420
1902,8,26,4270
1902,8,27,4110
1902,8,28,3720
1902,8,29,3590
1902,8,30,3290
1902,8,31,1540
1902,9,1,2620
1902,9,2,4240
1902,9,3,3200
1902,9,4,2970
1902,9,5,3070
1902,9,6,3180
1902,9,7,1790
1902,9,8,5020
1902,9,9,4220
1902,9,10,4180
1902,9,11,4440
1902,9,12,4720
1902,9,13,4720
1902,9,14,3740
1902,9,15,5610
1902,9,16,3940
1902,9,17,3350
1902,9,18,3020
1902,9,19,2740
1902,9,20,2710
1902,9,21,1710
1902,9,22,4110
1902,9,23,3130
1902,9,24,2940
1902,9,25,2840
1902,9,26,2600
1902,9,27,2790
1902,9,28,2820
1902,9,29,6120
1902,9,30,6740
1902,10,1,6820
1902,10,2,6230
1902,10,3,6550
1902,10,4,5500
1902,10,5,4430
1902,10,6,6320
1902,10,7,5030
1902,10,8,5640
1902,10,9,5800
1902,10,10,5480
1902,10,11,5020
1902,10,12,3470
1902,10,13,6030
1902,10,14,4560
1902,10,15,4500
1902,10,16,4810
1902,10,17,4870
1902,10,18,4860
1902,10,19,3830
1902,10,20,7670
1902,10,21,7570
1902,10,22,7170
1902,10,23,6640
1902,10,24,5970
1902,10,25,5460
1902,10,26,3910
1902,10,27,6440
1902,10,28,10700
1902,10,29,17900
1902,10,30,17600
1902,10,31,17000
1902,11,1,14300
1902,11,2,11300
1902,11,3,12400
1902,11,4,10100
1902,11,5,8820
1902,11,6,8040
1902,11,7,7590
1902,11,8,7360
1902,11,9,6090
1902,11,10,7330
1902,11,11,5690
1902,11,12,5280
1902,11,13,5230
1902,11,14,5440
1902,11,15,6640
1902,11,16,6730
1902,11,17,8540
1902,11,18,7080
1902,11,19,6720
1902,11,20,6270
1902,11,21,6960
1902,11,22,6180
1902,11,23,4500
1902,11,24,6720
1902,11,25,5640
1902,11,26,5210
1902,11,27,5240
1902,11,28,5780
1902,11,29,5410
1902,11,30,3840
1902,12,1,6180
1902,12,2,4930
1902,12,3,4850
1902,12,4,5000
1902,12,5,6240
1902,12,6,5780
1902,12,7,3330
1902,12,8,5520
1902,12,9,5010
1902,12,10,4190
1902,12,11,5410
1902,12,12,5550
1902,12,13,5100
1902,12,14,6720
1902,12,15,6900
1902,12,16,5510
1902,12,17,15800
1902,12,18,13700
1902,12,19,12000
1902,12,20,10200
1902,12,21,8860
1902,12,22,21600
1902,12,23,21800
1902,12,24,16400
1902,12,25,12700
1902,12,26,13800
1902,12,27,12500
1902,12,28,10200
1902,12,29,10900
1902,12,30,8880
1902,12,31,8390
1903,1,1,7120
1903,1,2,7230
1903,1,3,7910
1903,1,4,9380
1903,1,5,10700
1903,1,6,9480
1903,1,7,8830
1903,1,8,8220
1903,1,9,7030
1903,1,10,6500
1903,1,11,6050
1903,1,12,6300
1903,1,13,5380
1903,1,14,5640
1903,1,15,5550
1903,1,16,5420
1903,1,17,5560
1903,1,18,5890
1903,1,19,5000
1903,1,20,4850
1903,1,21,5400
1903,1,22,7830
1903,1,23,7140
1903,1,24,6120
1903,1,25,5660
1903,1,26,5660
1903,1,27,5330
1903,1,28,5500
1903,1,29,6300
1903,1,30,12200
1903,1,31,12900
1903,2,1,11900
1903,2,2,11500
1903,2,3,10800
1903,2,4,12900
1903,2,5,16100
1903,2,6,12400
1903,2,7,11100
1903,2,8,9600
1903,2,9,9430
1903,2,10,8520
1903,2,11,8450
1903,2,12,14900
1903,2,13,13300
1903,2,14,11900
1903,2,15,9870
1903,2,16,10300
1903,2,17,7670
1903,2,18,7650
1903,2,19,7880
1903,2,20,7290
1903,2,21,7040
1903,2,22,7600
1903,2,23,7640
1903,2,24,6860
1903,2,25,6520
1903,2,26,6190
1903,2,27,6020
1903,2,28,15600
1903,3,1,28900
1903,3,2,20800
1903,3,3,16800
1903,3,4,16200
1903,3,5,15200
1903,3,6,15000
1903,3,7,13800
1903,3,8,15200
1903,3,9,29700
1903,3,10,28000
1903,3,11,33400
1903,3,12,44800
1903,3,13,45400
1903,3,14,41200
1903,3,15,36100
1903,3,16,32600
1903,3,17,28200
1903,3,18,25700
1903,3,19,24400
1903,3,20,25200
1903,3,21,28600
1903,3,22,40400
1903,3,23,42900
1903,3,24,54500
1903,3,25,56300
1903,3,26,50600
1903,3,27,41600
1903,3,28,32900
1903,3,29,28100
1903,3,30,22900
1903,3,31,23800
1903,4,1,23300
1903,4,2,21300
1903,4,3,20100
1903,4,4,22100
1903,4,5,24000
1903,4,6,24400
1903,4,7,22600
1903,4,8,20900
1903,4,9,20700
1903,4,10,19400
1903,4,11,18300
1903,4,12,17900
1903,4,13,16600
1903,4,14,15000
1903,4,15,12500
1903,4,16,12000
1903,4,17,11700
1903,4,18,11400
1903,4,19,10200
1903,4,20,10900
1903,4,21,8710
1903,4,22,7900
1903,4,23,7460
1903,4,24,6920
1903,4,25,6840
1903,4,26,5630
1903,4,27,6310
1903,4,28,4850
1903,4,29,5610
1903,4,30,4830
1903,5,1,5160
1903,5,2,4940
1903,5,3,3650
1903,5,4,4920
1903,5,5,4560
1903,5,6,4190
1903,5,7,4190
1903,5,8,3690
1903,5,9,4330
1903,5,10,2840
1903,5,11,4070
1903,5,12,4750
1903,5,13,2800
1903,5,14,3400
1903,5,15,3240
1903,5,16,3210
1903,5,17,2000
1903,5,18,3650
1903,5,19,3210
1903,5,20,3700
1903,5,21,4600
1903,5,22,3590
1903,5,23,2990
1903,5,24,2440
1903,5,25,3530
1903,5,26,2700
1903,5,27,2000
1903,5,28,1740
1903,5,29,1960
1903,5,30,1880
1903,5,31,1070
1903,6,1,2270
1903,6,2,2200
1903,6,3,2250
1903,6,4,2160
1903,6,5,2280
1903,6,6,2160
1903,6,7,1470
1903,6,8,3190
1903,6,9,2860
1903,6,10,2890
1903,6,11,3820
1903,6,12,6400
1903,6,13,11000
1903,6,14,9670
1903,6,15,13100
1903,6,16,11500
1903,6,17,8900
1903,6,18,9230
1903,6,19,7810
1903,6,20,6970
1903,6,21,7980
1903,6,22,19300
1903,6,23,17800
1903,6,24,16100
1903,6,25,17400
1903,6,26,16300
1903,6,27,15300
1903,6,28,12100
1903,6,29,10300
1903,6,30,9610
1903,7,1,8480
1903,7,2,8380
1903,7,3,8370
1903,7,4,6580
1903,7,5,5270
1903,7,6,6040
1903,7,7,5320
1903,7,8,4920
1903,7,9,4420
1903,7,10,4150
1903,7,11,3600
1903,7,12,2540
1903,7,13,4060
1903,7,14,3840
1903,7,15,3640
1903,7,16,3580
1903,7,17,3780
1903,7,18,3520
1903,7,19,2300
1903,7,20,3860
1903,7,21,3550
1903,7,22,3500
1903,7,23,3940
1903,7,24,7280
1903,7,25,6590
1903,7,26,6010
1903,7,27,5590
1903,7,28,4960
1903,7,29,4440
1903,7,30,4020
1903,7,31,4230
1903,8,1,4400
1903,8,2,3800
1903,8,3,5030
1903,8,4,4520
1903,8,5,4410
1903,8,6,6510
1903,8,7,6590
1903,8,8,7070
1903,8,9,6200
1903,8,10,6260
1903,8,11,5510
1903,8,12,5590
1903,8,13,7800
1903,8,14,7900
1903,8,15,7230
1903,8,16,5260
1903,8,17,5730
1903,8,18,4670
1903,8,19,4050
1903,8,20,4310
1903,8,21,5160
1903,8,22,3530
1903,8,23,3930
1903,8,24,5270
1903,8,25,4290
1903,8,26,8490
1903,8,27,8100
1903,8,28,7060
1903,8,29,6560
1903,8,30,6800
1903,8,31,8900
1903,9,1,9000
1903,9,2,8120
1903,9,3,7820
1903,9,4,6980
1903,9,5,5860
1903,9,6,4020
1903,9,7,4240
1903,9,8,4890
1903,9,9,3950
1903,9,10,3960
1903,9,11,3940
1903,9,12,3630
1903,9,13,2010
1903,9,14,3900
1903,9,15,3510
1903,9,16,3040
1903,9,17,3480
1903,9,18,3430
1903,9,19,3920
1903,9,20,2970
1903,9,21,3950
1903,9,22,3620
1903,9,23,3070
1903,9,24,2770
1903,9,25,3040
1903,9,26,2810
1903,9,27,2360
1903,9,28,3110
1903,9,29,3310
1903,9,30,2820
1903,10,1,2570
1903,10,2,2670
1903,10,3,2470
1903,10,4,705
1903,10,5,2930
1903,10,6,3120
1903,10,7,4110
1903,10,8,4250
1903,10,9,10800
1903,10,10,21300
1903,10,11,27300
1903,10,12,23000
1903,10,13,16000
1903,10,14,14600
1903,10,15,12200
1903,10,16,10700
1903,10,17,9440
1903,10,18,10800
1903,10,19,14700
1903,10,20,15000
1903,10,21,14200
1903,10,22,12600
1903,10,23,11500
1903,10,24,10900
1903,10,25,8860
1903,10,26,9640
1903,10,27,8490
1903,10,28,7940
1903,10,29,7320
1903,10,30,6870
1903,10,31,6680
1903,11,1,5660
1903,11,2,7170
1903,11,3,6080
1903,11,4,5560
1903,11,5,5640
1903,11,6,6270
1903,11,7,6140
1903,11,8,5470
1903,11,9,6340
1903,11,10,5650
1903,11,11,5440
1903,11,12,5810
1903,11,13,5420
1903,11,14,5060
1903,11,15,4300
1903,11,16,5820
1903,11,17,5940
1903,11,18,8560
1903,11,19,8030
1903,11,20,7500
1903,11,21,6380
1903,11,22,5110
1903,11,23,6090
1903,11,24,5940
1903,11,25,5830
1903,11,26,4590
1903,11,27,4000
1903,11,28,4030
1903,11,29,3800
1903,11,30,5470
1903,12,1,5560
1903,12,2,5030
1903,12,3,4810
1903,12,4,4640
1903,12,5,4530
1903,12,6,4980
1903,12,7,5380
1903,12,8,4690
1903,12,9,4280
1903,12,10,4120
1903,12,11,3940
1903,12,12,4140
1903,12,13,4660
1903,12,14,6020
1903,12,15,5050
1903,12,16,4310
1903,12,17,4190
1903,12,18,4140
1903,12,19,3800
1903,12,20,2310
1903,12,21,12800
1903,12,22,9030
1903,12,23,7300
1903,12,24,7040
1903,12,25,6700
1903,12,26,6910
1903,12,27,4850
1903,12,28,5000
1903,12,29,4710
1903,12,30,4520
1903,12,31,4760
1904,1,1,4410
1904,1,2,3970
1904,1,3,5550
1904,1,4,5450
1904,1,5,5350
1904,1,6,5250
1904,1,7,4330
1904,1,8,4910
1904,1,9,4930
1904,1,10,6920
1904,1,11,5870
1904,1,12,5780
1904,1,13,4730
1904,1,14,4840
1904,1,15,4550
1904,1,16,5840
1904,1,17,7140
1904,1,18,5640
1904,1,19,5510
1904,1,20,5850
1904,1,21,4600
1904,1,22,3390
1904,1,23,9310
1904,1,24,13000
1904,1,25,9340
1904,1,26,6800
1904,1,27,5790
1904,1,28,5190
1904,1,29,4770
1904,1,30,5070
1904,1,31,5910
1904,2,1,5770
1904,2,2,4730
1904,2,3,4320
1904,2,4,4370
1904,2,5,3560
1904,2,6,3980
1904,2,7,5500
1904,2,8,15100
1904,2,9,9910
1904,2,10,8020
1904,2,11,7680
1904,2,12,7770
1904,2,13,7270
1904,2,14,8060
1904,2,15,7380
1904,2,16,5410
1904,2,17,5580
1904,2,18,5500
1904,2,19,4270
1904,2,20,5320
1904,2,21,6660
1904,2,22,7310
1904,2,23,11800
1904,2,24,9780
1904,2,25,7770
1904,2,26,6700
1904,2,27,6290
1904,2,28,6450
1904,2,29,6550
1904,3,1,5770
1904,3,2,4930
1904,3,3,6030
1904,3,4,11200
1904,3,5,9130
1904,3,6,7970
1904,3,7,6730
1904,3,8,16500
1904,3,9,14500
1904,3,10,11600
1904,3,11,10600
1904,3,12,9300
1904,3,13,8830
1904,3,14,8650
1904,3,15,7880
1904,3,16,7380
1904,3,17,6910
1904,3,18,6160
1904,3,19,5750
1904,3,20,7270
1904,3,21,7580
1904,3,22,7680
1904,3,23,9790
1904,3,24,13800
1904,3,25,14100
1904,3,26,22800
1904,3,27,23400
1904,3,28,20400
1904,3,29,17500
1904,3,30,16100
1904,3,31,16600
1904,4,1,16800
1904,4,2,20700
1904,4,3,19300
1904,4,4,17600
1904,4,5,18400
1904,4,6,20000
1904,4,7,22700
1904,4,8,24400
1904,4,9,32100
1904,4,10,30000
1904,4,11,36300
1904,4,12,34400
1904,4,13,31100
1904,4,14,26500
1904,4,15,22400
1904,4,16,19500
1904,4,17,16000
1904,4,18,16000
1904,4,19,15400
1904,4,20,14500
1904,4,21,12900
1904,4,22,11800
1904,4,23,11200
1904,4,24,10700
1904,4,25,14000
1904,4,26,16800
1904,4,27,18000
1904,4,28,22400
1904,4,29,25600
1904,4,30,29100
1904,5,1,29000
1904,5,2,28400
1904,5,3,26400
1904,5,4,25400
1904,5,5,22700
1904,5,6,20900
1904,5,7,18300
1904,5,8,14500
1904,5,9,14400
1904,5,10,13200
1904,5,11,12300
1904,5,12,11400
1904,5,13,8730
1904,5,14,8510
1904,5,15,6900
1904,5,16,8490
1904,5,17,11000
1904,5,18,11800
1904,5,19,10400
1904,5,20,12300
1904,5,21,11800
1904,5,22,11400
1904,5,23,11200
1904,5,24,9240
1904,5,25,8600
1904,5,26,9090
1904,5,27,8870
1904,5,28,7960
1904,5,29,6340
1904,5,30,6700
1904,5,31,6930
1904,6,1,5620
1904,6,2,5610
1904,6,3,5600
1904,6,4,4520
1904,6,5,2950
1904,6,6,4960
1904,6,7,6380
1904,6,8,7350
1904,6,9,21600
1904,6,10,20200
1904,6,11,15000
1904,6,12,12700
1904,6,13,11700
1904,6,14,9350
1904,6,15,7790
1904,6,16,6820
1904,6,17,5840
1904,6,18,5530
1904,6,19,4400
1904,6,20,4970
1904,6,21,4020
1904,6,22,3910
1904,6,23,3900
1904,6,24,3970
1904,6,25,3670
1904,6,26,2510
1904,6,27,3070
1904,6,28,3430
1904,6,29,2840
1904,6,30,2580
1904,7,1,3800
1904,7,2,4600
1904,7,3,1000
1904,7,4,1100
1904,7,5,5500
1904,7,6,5500
1904,7,7,5500
1904,7,8,5500
1904,7,9,6000
1904,7,10,5000
1904,7,11,5500
1904,7,12,5500
1904,7,13,4600
1904,7,14,4600
1904,7,15,4600
1904,7,16,4600
1904,7,17,1100
1904,7,18,4600
1904,7,19,4600
1904,7,20,4600
1904,7,21,4600
1904,7,22,4600
1904,7,23,2610
1904,7,24,3000
1904,7,25,850
1904,7,26,2630
1904,7,27,2620
1904,7,28,2630
1904,7,29,4400
1904,7,30,4600
1904,7,31,2200
1904,8,1,5500
1904,8,2,4800
1904,8,3,3800
1904,8,4,4800
1904,8,5,3800
1904,8,6,3400
1904,8,7,6000
1904,8,8,8500
1904,8,9,4600
1904,8,10,3800
1904,8,11,3600
1904,8,12,3800
1904,8,13,3600
1904,8,14,3600
1904,8,15,2580
1904,8,16,2850
1904,8,17,2740
1904,8,18,2550
