STATION,NAME,DATE,YEAR,MONTH,DAY,TAVG,TMAX,TMIN
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/21/1968,1968,4,21.00,,73,39
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/22/1968,1968,4,22.00,,68,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/23/1968,1968,4,23.00,,67,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/24/1968,1968,4,24.00,,56,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/25/1968,1968,4,25.00,,54,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/26/1968,1968,4,26.00,,61,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/27/1968,1968,4,27.00,,54,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/28/1968,1968,4,28.00,,62,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/29/1968,1968,4,29.00,,66,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",4/30/1968,1968,4,30.00,,66,38
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/1/1968,1968,5,1.00,,58,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/2/1968,1968,5,2.00,,55,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/3/1968,1968,5,3.00,,68,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/4/1968,1968,5,4.00,,61,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/5/1968,1968,5,5.00,,61,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/6/1968,1968,5,6.00,,60,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/7/1968,1968,5,7.00,,64,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/8/1968,1968,5,8.00,,69,26
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/9/1968,1968,5,9.00,,72,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/10/1968,1968,5,10.00,,72,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/11/1968,1968,5,11.00,,70,39
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/12/1968,1968,5,12.00,,54,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/13/1968,1968,5,13.00,,72,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/14/1968,1968,5,14.00,,76,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/15/1968,1968,5,15.00,,78,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/16/1968,1968,5,16.00,,75,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/17/1968,1968,5,17.00,,64,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/18/1968,1968,5,18.00,,68,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/19/1968,1968,5,19.00,,70,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/20/1968,1968,5,20.00,,59,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/21/1968,1968,5,21.00,,69,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/22/1968,1968,5,22.00,,70,39
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/23/1968,1968,5,23.00,,69,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/24/1968,1968,5,24.00,,74,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/25/1968,1968,5,25.00,,72,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/26/1968,1968,5,26.00,,72,39
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/27/1968,1968,5,27.00,,72,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/28/1968,1968,5,28.00,,75,39
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/29/1968,1968,5,29.00,,58,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/30/1968,1968,5,30.00,,79,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/31/1968,1968,5,31.00,,61,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/1/1968,1968,6,1.00,,75,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/2/1968,1968,6,2.00,,63,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/3/1968,1968,6,3.00,,72,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/4/1968,1968,6,4.00,,76,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/5/1968,1968,6,5.00,,85,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/6/1968,1968,6,6.00,,90,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/7/1968,1968,6,7.00,,88,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/8/1968,1968,6,8.00,,90,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/9/1968,1968,6,9.00,,98,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/10/1968,1968,6,10.00,,67,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/11/1968,1968,6,11.00,,71,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/12/1968,1968,6,12.00,,81,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/13/1968,1968,6,13.00,,72,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/14/1968,1968,6,14.00,,82,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/15/1968,1968,6,15.00,,87,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/16/1968,1968,6,16.00,,72,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/17/1968,1968,6,17.00,,64,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/18/1968,1968,6,18.00,,78,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/19/1968,1968,6,19.00,,74,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/20/1968,1968,6,20.00,,65,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/21/1968,1968,6,21.00,,73,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/22/1968,1968,6,22.00,,88,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/23/1968,1968,6,23.00,,78,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/24/1968,1968,6,24.00,,82,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/25/1968,1968,6,25.00,,81,65
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/26/1968,1968,6,26.00,,65,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/27/1968,1968,6,27.00,,62,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/28/1968,1968,6,28.00,,60,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/29/1968,1968,6,29.00,,83,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/30/1968,1968,6,30.00,,89,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/1/1968,1968,7,1.00,,96,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/2/1968,1968,7,2.00,,90,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/3/1968,1968,7,3.00,,78,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/4/1968,1968,7,4.00,,75,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/5/1968,1968,7,5.00,,82,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/6/1968,1968,7,6.00,,79,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/7/1968,1968,7,7.00,,84,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/8/1968,1968,7,8.00,,89,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/9/1968,1968,7,9.00,,90,68
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/10/1968,1968,7,10.00,,82,61
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/11/1968,1968,7,11.00,,85,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/12/1968,1968,7,12.00,,89,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/13/1968,1968,7,13.00,,88,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/14/1968,1968,7,14.00,,91,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/15/1968,1968,7,15.00,,92,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/16/1968,1968,7,16.00,,95,69
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/17/1968,1968,7,17.00,,96,71
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/18/1968,1968,7,18.00,,95,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/19/1968,1968,7,19.00,,90,69
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/20/1968,1968,7,20.00,,84,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/21/1968,1968,7,21.00,,87,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/22/1968,1968,7,22.00,,90,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/23/1968,1968,7,23.00,,84,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/24/1968,1968,7,24.00,,72,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/25/1968,1968,7,25.00,,84,61
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/26/1968,1968,7,26.00,,83,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/27/1968,1968,7,27.00,,84,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/28/1968,1968,7,28.00,,82,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/29/1968,1968,7,29.00,,77,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/30/1968,1968,7,30.00,,76,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/31/1968,1968,7,31.00,,83,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/1/1968,1968,8,1.00,,77,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/2/1968,1968,8,2.00,,83,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/3/1968,1968,8,3.00,,87,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/4/1968,1968,8,4.00,,89,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/5/1968,1968,8,5.00,,87,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/6/1968,1968,8,6.00,,77,65
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/7/1968,1968,8,7.00,,86,66
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/8/1968,1968,8,8.00,,86,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/9/1968,1968,8,9.00,,87,66
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/10/1968,1968,8,10.00,,80,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/11/1968,1968,8,11.00,,73,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/12/1968,1968,8,12.00,,76,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/13/1968,1968,8,13.00,,81,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/14/1968,1968,8,14.00,,89,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/15/1968,1968,8,15.00,,77,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/16/1968,1968,8,16.00,,78,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/17/1968,1968,8,17.00,,88,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/18/1968,1968,8,18.00,,74,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/19/1968,1968,8,19.00,,74,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/20/1968,1968,8,20.00,,90,65
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/21/1968,1968,8,21.00,,84,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/22/1968,1968,8,22.00,,75,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/23/1968,1968,8,23.00,,81,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/24/1968,1968,8,24.00,,89,69
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/25/1968,1968,8,25.00,,93,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/26/1968,1968,8,26.00,,74,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/27/1968,1968,8,27.00,,71,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/28/1968,1968,8,28.00,,76,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/29/1968,1968,8,29.00,,75,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/30/1968,1968,8,30.00,,75,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/31/1968,1968,8,31.00,,81,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/1/1968,1968,9,1.00,,79,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/2/1968,1968,9,2.00,,83,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/3/1968,1968,9,3.00,,77,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/4/1968,1968,9,4.00,,80,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/5/1968,1968,9,5.00,,77,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/6/1968,1968,9,6.00,,68,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/7/1968,1968,9,7.00,,76,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/8/1968,1968,9,8.00,,77,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/9/1968,1968,9,9.00,,81,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/10/1968,1968,9,10.00,,80,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/11/1968,1968,9,11.00,,77,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/12/1968,1968,9,12.00,,70,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/13/1968,1968,9,13.00,,72,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/14/1968,1968,9,14.00,,75,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/15/1968,1968,9,15.00,,76,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/16/1968,1968,9,16.00,,79,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/17/1968,1968,9,17.00,,81,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/18/1968,1968,9,18.00,,82,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/19/1968,1968,9,19.00,,81,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/20/1968,1968,9,20.00,,85,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/21/1968,1968,9,21.00,,85,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/22/1968,1968,9,22.00,,84,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/23/1968,1968,9,23.00,,80,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/24/1968,1968,9,24.00,,83,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/25/1968,1968,9,25.00,,85,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/26/1968,1968,9,26.00,,74,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/27/1968,1968,9,27.00,,72,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/28/1968,1968,9,28.00,,67,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/29/1968,1968,9,29.00,,66,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/30/1968,1968,9,30.00,,74,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/1/1968,1968,10,1.00,,82,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/2/1968,1968,10,2.00,,84,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/3/1968,1968,10,3.00,,74,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/4/1968,1968,10,4.00,,60,39
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/5/1968,1968,10,5.00,,55,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/6/1968,1968,10,6.00,,60,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/7/1968,1968,10,7.00,,59,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/8/1968,1968,10,8.00,,57,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/9/1968,1968,10,9.00,,62,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/10/1968,1968,10,10.00,,62,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/11/1968,1968,10,11.00,,69,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/12/1968,1968,10,12.00,,71,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/13/1968,1968,10,13.00,,72,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/14/1968,1968,10,14.00,,73,38
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/15/1968,1968,10,15.00,,71,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/16/1968,1968,10,16.00,,72,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/17/1968,1968,10,17.00,,79,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/18/1968,1968,10,18.00,,82,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/19/1968,1968,10,19.00,,71,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/20/1968,1968,10,20.00,,68,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/21/1968,1968,10,21.00,,65,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/22/1968,1968,10,22.00,,65,38
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/23/1968,1968,10,23.00,,69,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/24/1968,1968,10,24.00,,55,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/25/1968,1968,10,25.00,,57,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/26/1968,1968,10,26.00,,54,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/27/1968,1968,10,27.00,,61,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/28/1968,1968,10,28.00,,58,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/29/1968,1968,10,29.00,,52,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/30/1968,1968,10,30.00,,47,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/31/1968,1968,10,31.00,,49,33
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/1/1968,1968,11,1.00,,58,23
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/2/1968,1968,11,2.00,,71,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/3/1968,1968,11,3.00,,60,38
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/4/1968,1968,11,4.00,,56,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/5/1968,1968,11,5.00,,55,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/6/1968,1968,11,6.00,,54,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/7/1968,1968,11,7.00,,43,38
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/8/1968,1968,11,8.00,,45,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/9/1968,1968,11,9.00,,43,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/10/1968,1968,11,10.00,,41,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/11/1968,1968,11,11.00,,48,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/12/1968,1968,11,12.00,,39,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/13/1968,1968,11,13.00,,36,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/14/1968,1968,11,14.00,,40,27
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/15/1968,1968,11,15.00,,41,21
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/16/1968,1968,11,16.00,,44,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/17/1968,1968,11,17.00,,32,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/18/1968,1968,11,18.00,,43,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/19/1968,1968,11,19.00,,46,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/20/1968,1968,11,20.00,,39,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/21/1968,1968,11,21.00,,41,23
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/22/1968,1968,11,22.00,,52,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/23/1968,1968,11,23.00,,52,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/24/1968,1968,11,24.00,,55,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/25/1968,1968,11,25.00,,47,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/26/1968,1968,11,26.00,,41,24
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/27/1968,1968,11,27.00,,45,20
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/28/1968,1968,11,28.00,,55,17
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/29/1968,1968,11,29.00,,57,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/30/1968,1968,11,30.00,,33,17
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/1/1968,1968,12,1.00,,37,15
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/2/1968,1968,12,2.00,,47,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/3/1968,1968,12,3.00,,48,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/4/1968,1968,12,4.00,,43,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/5/1968,1968,12,5.00,,41,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/6/1968,1968,12,6.00,,38,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/7/1968,1968,12,7.00,,37,20
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/8/1968,1968,12,8.00,,32,18
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/9/1968,1968,12,9.00,,19,2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/10/1968,1968,12,10.00,,15,-2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/11/1968,1968,12,11.00,,25,-2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/12/1968,1968,12,12.00,,42,20
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/13/1968,1968,12,13.00,,47,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/14/1968,1968,12,14.00,,46,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/15/1968,1968,12,15.00,,31,8
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/16/1968,1968,12,16.00,,16,9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/17/1968,1968,12,17.00,,24,7
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/18/1968,1968,12,18.00,,37,9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/19/1968,1968,12,19.00,,30,14
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/20/1968,1968,12,20.00,,37,27
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/21/1968,1968,12,21.00,,36,27
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/22/1968,1968,12,22.00,,34,25
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/23/1968,1968,12,23.00,,40,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/24/1968,1968,12,24.00,,31,7
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/25/1968,1968,12,25.00,,7,-5
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/26/1968,1968,12,26.00,,5,-12
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/27/1968,1968,12,27.00,,7,-12
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/28/1968,1968,12,28.00,,35,5
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/29/1968,1968,12,29.00,,38,15
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/30/1968,1968,12,30.00,,27,9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/31/1968,1968,12,31.00,,33,9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/1/1969,1969,1,1.00,,29,9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/2/1969,1969,1,2.00,,20,11
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/3/1969,1969,1,3.00,,26,10
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/4/1969,1969,1,4.00,,25,-2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/5/1969,1969,1,5.00,,24,-9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/6/1969,1969,1,6.00,,26,-3
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/7/1969,1969,1,7.00,,30,19
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/8/1969,1969,1,8.00,,25,14
