STATION,NAME,DATE,YEAR,MONTH,DAY,TAVG,TMAX,TMIN
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/12/1957,1957,5,12.00,,67,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/13/1957,1957,5,13.00,,70,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/14/1957,1957,5,14.00,,71,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/15/1957,1957,5,15.00,,84,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/16/1957,1957,5,16.00,,58,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/17/1957,1957,5,17.00,,64,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/18/1957,1957,5,18.00,,64,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/19/1957,1957,5,19.00,,52,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/20/1957,1957,5,20.00,,45,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/21/1957,1957,5,21.00,,68,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/22/1957,1957,5,22.00,,66,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/23/1957,1957,5,23.00,,80,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/24/1957,1957,5,24.00,,70,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/25/1957,1957,5,25.00,,77,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/26/1957,1957,5,26.00,,79,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/27/1957,1957,5,27.00,,80,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/28/1957,1957,5,28.00,,58,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/29/1957,1957,5,29.00,,73,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/30/1957,1957,5,30.00,,79,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",5/31/1957,1957,5,31.00,,82,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/1/1957,1957,6,1.00,,80,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/2/1957,1957,6,2.00,,65,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/3/1957,1957,6,3.00,,74,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/4/1957,1957,6,4.00,,77,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/5/1957,1957,6,5.00,,79,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/6/1957,1957,6,6.00,,71,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/7/1957,1957,6,7.00,,69,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/8/1957,1957,6,8.00,,71,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/9/1957,1957,6,9.00,,78,42
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/10/1957,1957,6,10.00,,81,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/11/1957,1957,6,11.00,,87,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/12/1957,1957,6,12.00,,84,66
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/13/1957,1957,6,13.00,,88,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/14/1957,1957,6,14.00,,88,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/15/1957,1957,6,15.00,,94,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/16/1957,1957,6,16.00,,93,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/17/1957,1957,6,17.00,,94,68
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/18/1957,1957,6,18.00,,97,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/19/1957,1957,6,19.00,,86,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/20/1957,1957,6,20.00,,76,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/21/1957,1957,6,21.00,,87,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/22/1957,1957,6,22.00,,91,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/23/1957,1957,6,23.00,,87,65
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/24/1957,1957,6,24.00,,89,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/25/1957,1957,6,25.00,,89,68
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/26/1957,1957,6,26.00,,84,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/27/1957,1957,6,27.00,,89,69
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/28/1957,1957,6,28.00,,87,70
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/29/1957,1957,6,29.00,,78,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",6/30/1957,1957,6,30.00,,77,61
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/1/1957,1957,7,1.00,,73,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/2/1957,1957,7,2.00,,75,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/3/1957,1957,7,3.00,,85,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/4/1957,1957,7,4.00,,85,65
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/5/1957,1957,7,5.00,,84,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/6/1957,1957,7,6.00,,78,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/7/1957,1957,7,7.00,,86,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/8/1957,1957,7,8.00,,90,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/9/1957,1957,7,9.00,,86,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/10/1957,1957,7,10.00,,69,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/11/1957,1957,7,11.00,,76,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/12/1957,1957,7,12.00,,81,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/13/1957,1957,7,13.00,,77,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/14/1957,1957,7,14.00,,88,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/15/1957,1957,7,15.00,,78,61
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/16/1957,1957,7,16.00,,80,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/17/1957,1957,7,17.00,,85,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/18/1957,1957,7,18.00,,88,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/19/1957,1957,7,19.00,,91,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/20/1957,1957,7,20.00,,95,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/21/1957,1957,7,21.00,,95,72
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/22/1957,1957,7,22.00,,88,72
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/23/1957,1957,7,23.00,,79,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/24/1957,1957,7,24.00,,79,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/25/1957,1957,7,25.00,,82,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/26/1957,1957,7,26.00,,86,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/27/1957,1957,7,27.00,,86,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/28/1957,1957,7,28.00,,80,68
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/29/1957,1957,7,29.00,,80,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/30/1957,1957,7,30.00,,88,66
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",7/31/1957,1957,7,31.00,,88,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/1/1957,1957,8,1.00,,85,66
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/2/1957,1957,8,2.00,,86,59
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/3/1957,1957,8,3.00,,93,61
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/4/1957,1957,8,4.00,,77,66
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/5/1957,1957,8,5.00,,73,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/6/1957,1957,8,6.00,,75,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/7/1957,1957,8,7.00,,77,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/8/1957,1957,8,8.00,,85,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/9/1957,1957,8,9.00,,85,65
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/10/1957,1957,8,10.00,,78,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/11/1957,1957,8,11.00,,86,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/12/1957,1957,8,12.00,,76,54
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/13/1957,1957,8,13.00,,75,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/14/1957,1957,8,14.00,,81,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/15/1957,1957,8,15.00,,88,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/16/1957,1957,8,16.00,,79,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/17/1957,1957,8,17.00,,76,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/18/1957,1957,8,18.00,,80,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/19/1957,1957,8,19.00,,79,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/20/1957,1957,8,20.00,,82,62
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/21/1957,1957,8,21.00,,75,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/22/1957,1957,8,22.00,,78,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/23/1957,1957,8,23.00,,82,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/24/1957,1957,8,24.00,,85,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/25/1957,1957,8,25.00,,74,61
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/26/1957,1957,8,26.00,,76,63
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/27/1957,1957,8,27.00,,78,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/28/1957,1957,8,28.00,,71,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/29/1957,1957,8,29.00,,71,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/30/1957,1957,8,30.00,,77,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",8/31/1957,1957,8,31.00,,80,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/1/1957,1957,9,1.00,,83,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/2/1957,1957,9,2.00,,78,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/3/1957,1957,9,3.00,,88,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/4/1957,1957,9,4.00,,85,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/5/1957,1957,9,5.00,,66,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/6/1957,1957,9,6.00,,76,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/7/1957,1957,9,7.00,,73,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/8/1957,1957,9,8.00,,74,49
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/9/1957,1957,9,9.00,,73,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/10/1957,1957,9,10.00,,70,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/11/1957,1957,9,11.00,,76,57
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/12/1957,1957,9,12.00,,81,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/13/1957,1957,9,13.00,,87,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/14/1957,1957,9,14.00,,78,55
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/15/1957,1957,9,15.00,,73,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/16/1957,1957,9,16.00,,86,64
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/17/1957,1957,9,17.00,,75,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/18/1957,1957,9,18.00,,76,44
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/19/1957,1957,9,19.00,,79,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/20/1957,1957,9,20.00,,78,60
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/21/1957,1957,9,21.00,,84,68
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/22/1957,1957,9,22.00,,88,67
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/23/1957,1957,9,23.00,,67,56
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/24/1957,1957,9,24.00,,63,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/25/1957,1957,9,25.00,,74,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/26/1957,1957,9,26.00,,60,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/27/1957,1957,9,27.00,,55,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/28/1957,1957,9,28.00,,62,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/29/1957,1957,9,29.00,,70,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",9/30/1957,1957,9,30.00,,66,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/1/1957,1957,10,1.00,,71,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/2/1957,1957,10,2.00,,62,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/3/1957,1957,10,3.00,,62,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/4/1957,1957,10,4.00,,59,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/5/1957,1957,10,5.00,,66,47
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/6/1957,1957,10,6.00,,74,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/7/1957,1957,10,7.00,,63,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/8/1957,1957,10,8.00,,65,58
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/9/1957,1957,10,9.00,,74,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/10/1957,1957,10,10.00,,62,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/11/1957,1957,10,11.00,,55,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/12/1957,1957,10,12.00,,57,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/13/1957,1957,10,13.00,,63,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/14/1957,1957,10,14.00,,63,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/15/1957,1957,10,15.00,,73,34
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/16/1957,1957,10,16.00,,72,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/17/1957,1957,10,17.00,,65,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/18/1957,1957,10,18.00,,64,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/19/1957,1957,10,19.00,,51,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/20/1957,1957,10,20.00,,57,40
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/21/1957,1957,10,21.00,,55,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/22/1957,1957,10,22.00,,63,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/23/1957,1957,10,23.00,,65,52
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/24/1957,1957,10,24.00,,62,48
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/25/1957,1957,10,25.00,,48,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/26/1957,1957,10,26.00,,39,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/27/1957,1957,10,27.00,,39,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/28/1957,1957,10,28.00,,46,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/29/1957,1957,10,29.00,,59,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/30/1957,1957,10,30.00,,56,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",10/31/1957,1957,10,31.00,,63,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/1/1957,1957,11,1.00,,56,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/2/1957,1957,11,2.00,,66,51
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/3/1957,1957,11,3.00,,54,50
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/4/1957,1957,11,4.00,,52,46
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/5/1957,1957,11,5.00,,51,41
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/6/1957,1957,11,6.00,,47,33
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/7/1957,1957,11,7.00,,56,27
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/8/1957,1957,11,8.00,,60,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/9/1957,1957,11,9.00,,58,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/10/1957,1957,11,10.00,,37,24
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/11/1957,1957,11,11.00,,40,17
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/12/1957,1957,11,12.00,,52,27
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/13/1957,1957,11,13.00,,55,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/14/1957,1957,11,14.00,,58,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/15/1957,1957,11,15.00,,62,45
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/16/1957,1957,11,16.00,,58,33
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/17/1957,1957,11,17.00,,57,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/18/1957,1957,11,18.00,,48,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/19/1957,1957,11,19.00,,62,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/20/1957,1957,11,20.00,,47,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/21/1957,1957,11,21.00,,47,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/22/1957,1957,11,22.00,,41,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/23/1957,1957,11,23.00,,40,24
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/24/1957,1957,11,24.00,,46,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/25/1957,1957,11,25.00,,37,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/26/1957,1957,11,26.00,,34,12
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/27/1957,1957,11,27.00,,38,8
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/28/1957,1957,11,28.00,,53,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/29/1957,1957,11,29.00,,56,37
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",11/30/1957,1957,11,30.00,,39,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/1/1957,1957,12,1.00,,34,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/2/1957,1957,12,2.00,,39,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/3/1957,1957,12,3.00,,34,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/4/1957,1957,12,4.00,,31,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/5/1957,1957,12,5.00,,32,15
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/6/1957,1957,12,6.00,,37,17
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/7/1957,1957,12,7.00,,50,36
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/8/1957,1957,12,8.00,,47,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/9/1957,1957,12,9.00,,32,26
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/10/1957,1957,12,10.00,,34,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/11/1957,1957,12,11.00,,35,20
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/12/1957,1957,12,12.00,,20,12
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/13/1957,1957,12,13.00,,24,5
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/14/1957,1957,12,14.00,,36,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/15/1957,1957,12,15.00,,41,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/16/1957,1957,12,16.00,,45,33
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/17/1957,1957,12,17.00,,39,24
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/18/1957,1957,12,18.00,,35,21
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/19/1957,1957,12,19.00,,53,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/20/1957,1957,12,20.00,,61,53
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/21/1957,1957,12,21.00,,59,43
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/22/1957,1957,12,22.00,,44,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/23/1957,1957,12,23.00,,51,26
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/24/1957,1957,12,24.00,,52,31
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/25/1957,1957,12,25.00,,36,23
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/26/1957,1957,12,26.00,,55,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/27/1957,1957,12,27.00,,39,30
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/28/1957,1957,12,28.00,,39,25
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/29/1957,1957,12,29.00,,40,23
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/30/1957,1957,12,30.00,,38,22
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",12/31/1957,1957,12,31.00,,40,23
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/1/1958,1958,1,1.00,,46,27
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/2/1958,1958,1,2.00,,27,17
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/3/1958,1958,1,3.00,,23,7
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/4/1958,1958,1,4.00,,12,0
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/5/1958,1958,1,5.00,,27,0
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/6/1958,1958,1,6.00,,35,13
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/7/1958,1958,1,7.00,,35,29
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/8/1958,1958,1,8.00,,31,12
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/9/1958,1958,1,9.00,,21,2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/10/1958,1958,1,10.00,,29,-2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/11/1958,1958,1,11.00,,36,9
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/12/1958,1958,1,12.00,,13,-3
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/13/1958,1958,1,13.00,,28,-2
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/14/1958,1958,1,14.00,,31,5
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/15/1958,1958,1,15.00,,33,26
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/16/1958,1958,1,16.00,,27,25
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/17/1958,1958,1,17.00,,28,23
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/18/1958,1958,1,18.00,,24,7
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/19/1958,1958,1,19.00,,9,-1
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/20/1958,1958,1,20.00,,15,-7
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/21/1958,1958,1,21.00,,28,11
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/22/1958,1958,1,22.00,,38,28
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/23/1958,1958,1,23.00,,32,19
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/24/1958,1958,1,24.00,,26,10
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/25/1958,1958,1,25.00,,38,21
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/26/1958,1958,1,26.00,,40,35
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/27/1958,1958,1,27.00,,36,33
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/28/1958,1958,1,28.00,,35,32
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",1/29/1958,1958,1,29.00,,37,31
