Year,Month,Avg_Temp_F,state_cd
2006,12,30.2,NE
2007,01,21.6,NE
2007,02,23.1,NE
2007,03,45.6,NE
2007,04,46.4,NE
2007,05,62.1,NE
2007,06,69.2,NE
2007,07,76.1,NE
2007,08,75.6,NE
2007,09,64.7,NE
2007,10,53.6,NE
2007,11,39.5,NE
2007,12,22,NE
2008,01,21.3,NE
2008,02,26.2,NE
2008,03,37.4,NE
2008,04,44.6,NE
2008,05,56.3,NE
2008,06,67.5,NE
2008,07,75,NE
2008,08,71.4,NE
2008,09,62.2,NE
2008,10,50.2,NE
2008,11,38.9,NE
2008,12,21.3,NE
2009,01,25.5,NE
2009,02,31.8,NE
2009,03,37.4,NE
2009,04,46.1,NE
2009,05,59.1,NE
2009,06,66.8,NE
2009,07,70.2,NE
2009,08,69.4,NE
2009,09,61.8,NE
2009,10,42.3,NE
2009,11,42.2,NE
2009,12,18.6,NE
2010,01,22.1,NE
2010,02,23,NE
2010,03,39.7,NE
2010,04,51.7,NE
2010,05,56.3,NE
2010,06,69.6,NE
2010,07,74.5,NE
2010,08,74.8,NE
2010,09,63.6,NE
2010,10,54,NE
2010,11,36.7,NE
2010,12,26.1,NE
2011,01,20.4,NE
2011,02,24.5,NE
2011,03,37.1,NE
2011,04,47.5,NE
2011,05,56,NE
2011,06,68.2,NE
2011,07,77.7,NE
2011,08,73.9,NE
2011,09,60.6,NE
2011,10,52.7,NE
2011,11,38.2,NE
2011,12,28.6,NE
2012,01,30.4,NE
2012,02,29.3,NE
2012,03,50.8,NE
2012,04,53.5,NE
2012,05,62.3,NE
2012,06,73.4,NE
2012,07,80,NE
2012,08,73,NE
2012,09,64.1,NE
2012,10,48.2,NE
2012,11,40,NE
2012,12,27.6,NE
2013,01,25.5,NE
2013,02,28.8,NE
2013,03,34.8,NE
2013,04,42.5,NE
2013,05,58.5,NE
2013,06,68.8,NE
2013,07,73.2,NE
2013,08,73.8,NE
2013,09,68,NE
2013,10,48.8,NE
2013,11,36,NE
2013,12,22.8,NE
2014,01,25.4,NE
2014,02,20.8,NE
2014,03,35.4,NE
2014,04,48.3,NE
2014,05,58.5,NE
2014,06,68.1,NE
2014,07,71.2,NE
2014,08,72.2,NE
2014,09,62.9,NE
2014,10,53.2,NE
2014,11,32.2,NE
2014,12,28,NE
2015,01,27.2,NE
2015,02,26.1,NE
2015,03,42.9,NE
2015,04,50.5,NE
2015,05,56.2,NE
2015,06,69.8,NE
2015,07,73.4,NE
2015,08,70.9,NE
2015,09,68.6,NE
2015,10,54.3,NE
2015,11,40.1,NE
2015,12,29.7,NE
2016,01,26,NE
2016,02,35,NE
2016,03,43.9,NE
2016,04,49.9,NE
2016,05,57.2,NE
2016,06,73.3,NE
2016,07,74.2,NE
2016,08,71.8,NE
2016,09,65,NE
2016,10,55.4,NE
2016,11,44.3,NE
2016,12,23.8,NE
2017,01,24.8,NE
2017,02,35.4,NE
2017,03,42.1,NE
2017,04,49.7,NE
2017,05,57,NE
2017,06,70.7,NE
2017,07,76.8,NE
2017,08,69,NE
2017,09,65,NE
2017,10,50.9,NE
2017,11,39.9,NE
2017,12,26.6,NE
2018,01,23,NE
2018,02,21.6,NE
2018,03,38.4,NE
2018,04,41.1,NE
2018,05,63.8,NE
2018,06,72.2,NE
2018,07,73.4,NE
2018,08,70.8,NE
2018,09,65.6,NE
2018,10,47.1,NE
1895,01,27.3,NV
1895,02,31.5,NV
1895,03,38.4,NV
1895,04,47.3,NV
1895,05,55.2,NV
1895,06,62.9,NV
1895,07,70.6,NV
1895,08,71.2,NV
1895,09,59.9,NV
1895,10,50.7,NV
1895,11,35.8,NV
1895,12,28,NV
1896,01,34.2,NV
1896,02,36.1,NV
1896,03,38.9,NV
1896,04,41.6,NV
1896,05,50.1,NV
1896,06,67.7,NV
1896,07,73.1,NV
1896,08,69.7,NV
1896,09,60.3,NV
1896,10,51.8,NV
1896,11,37.4,NV
1896,12,36.1,NV
1897,01,31.6,NV
1897,02,30.2,NV
1897,03,31.1,NV
1897,04,47.7,NV
1897,05,60.3,NV
1897,06,62.9,NV
1897,07,69.9,NV
1897,08,72.7,NV
1897,09,61,NV
1897,10,48.2,NV
1897,11,40.2,NV
1897,12,28.8,NV
1898,01,21.9,NV
1898,02,37.2,NV
1898,03,34.5,NV
1898,04,51.4,NV
1898,05,52.9,NV
1898,06,65.2,NV
1898,07,73.2,NV
1898,08,72.8,NV
1898,09,61.9,NV
1898,10,47.6,NV
1898,11,36.6,NV
1898,12,27,NV
1899,01,32.8,NV
1899,02,34.2,NV
1899,03,39,NV
1899,04,47.2,NV
1899,05,49.3,NV
1899,06,63,NV
1899,07,72.6,NV
1899,08,64.7,NV
1899,09,63.8,NV
1899,10,47.2,NV
1899,11,41.7,NV
1899,12,29.2,NV
1900,01,37,NV
1900,02,36.8,NV
1900,03,44.5,NV
1900,04,43.8,NV
1900,05,56.6,NV
1900,06,68.4,NV
1900,07,71.6,NV
1900,08,66,NV
1900,09,56.2,NV
1900,10,48.4,NV
1900,11,41.2,NV
1900,12,33.7,NV
1901,01,30.8,NV
1901,02,33,NV
1901,03,39,NV
1901,04,44.9,NV
1901,05,56.7,NV
1901,06,61.7,NV
1901,07,73.4,NV
1901,08,70.2,NV
1901,09,58.5,NV
1901,10,52.8,NV
1901,11,43.4,NV
1901,12,33.6,NV
1902,01,29.2,NV
1902,02,37.3,NV
1902,03,35,NV
1902,04,46.6,NV
1902,05,54,NV
1902,06,66.1,NV
1902,07,68.6,NV
1902,08,68.4,NV
1902,09,61.7,NV
1902,10,51,NV
1902,11,36.6,NV
1902,12,32.3,NV
1903,01,32.2,NV
1903,02,20.7,NV
1903,03,38.2,NV
1903,04,44.5,NV
1903,05,54.2,NV
1903,06,65.8,NV
1903,07,68.1,NV
1903,08,70.2,NV
1903,09,59.4,NV
1903,10,51.8,NV
1903,11,42,NV
1903,12,30.5,NV
1904,01,28.4,NV
1904,02,36.1,NV
1904,03,40.1,NV
1904,04,46.4,NV
1904,05,55.9,NV
1904,06,63.9,NV
1904,07,70.2,NV
1904,08,70.6,NV
1904,09,62.2,NV
1904,10,49,NV
1904,11,41.8,NV
1904,12,31.8,NV
1905,01,33.6,NV
1905,02,34.9,NV
1905,03,41.6,NV
1905,04,47,NV
1905,05,50.6,NV
1905,06,62.4,NV
1905,07,72.1,NV
1905,08,70.3,NV
1905,09,61.6,NV
1905,10,47.4,NV
1905,11,37.4,NV
1905,12,24.3,NV
1906,01,29.4,NV
1906,02,36.8,NV
1906,03,37.1,NV
1906,04,46.4,NV
1906,05,52.8,NV
1906,06,60.6,NV
1906,07,73.5,NV
1906,08,70.1,NV
1906,09,60.7,NV
1906,10,50.9,NV
1906,11,35.1,NV
1906,12,33.5,NV
1907,01,26.6,NV
1907,02,41.4,NV
1907,03,38.9,NV
1907,04,49.5,NV
1907,05,52.5,NV
1907,06,57.4,NV
1907,07,69.4,NV
1907,08,66.6,NV
1907,09,59.2,NV
1907,10,52.2,NV
1907,11,38.8,NV
1907,12,34.4,NV
1908,01,32.7,NV
1908,02,34.1,NV
1908,03,40.4,NV
1908,04,49,NV
1908,05,49.4,NV
1908,06,59.9,NV
1908,07,73.6,NV
1908,08,69.2,NV
1908,09,60.2,NV
1908,10,46.3,NV
1908,11,38.5,NV
1908,12,28.8,NV
1909,01,36.4,NV
1909,02,34.1,NV
1909,03,38,NV
1909,04,46.4,NV
1909,05,52.6,NV
1909,06,66.3,NV
1909,07,70.3,NV
1909,08,70.4,NV
1909,09,60.5,NV
1909,10,50.5,NV
1909,11,39.5,NV
1909,12,23.6,NV
1910,01,23.7,NV
1910,02,29.6,NV
1910,03,45.7,NV
1910,04,50.8,NV
1910,05,58.4,NV
1910,06,65.2,NV
1910,07,73,NV
1910,08,69.6,NV
1910,09,61.7,NV
1910,10,51.6,NV
1910,11,41.6,NV
1910,12,33.8,NV
1911,01,32.6,NV
1911,02,27.5,NV
1911,03,41.3,NV
1911,04,44.6,NV
1911,05,51.4,NV
1911,06,63.9,NV
1911,07,71.4,NV
1911,08,68.1,NV
1911,09,59,NV
1911,10,47.5,NV
1911,11,36.2,NV
1911,12,26.6,NV
1912,01,31.6,NV
1912,02,36.1,NV
1912,03,37.3,NV
1912,04,42.6,NV
1912,05,52.7,NV
1912,06,63.4,NV
1912,07,68.2,NV
1912,08,67.5,NV
1912,09,56.3,NV
1912,10,46.1,NV
1912,11,40.2,NV
1912,12,29.4,NV
1913,01,25.7,NV
1913,02,30.4,NV
1913,03,37.1,NV
1913,04,45.8,NV
1913,05,55.8,NV
1913,06,60.8,NV
1913,07,68.6,NV
1913,08,69.5,NV
1913,09,61.7,NV
1913,10,48.5,NV
1913,11,40.2,NV
1913,12,28.9,NV
1914,01,33.2,NV
1914,02,33.9,NV
1914,03,43.4,NV
1914,04,47.5,NV
1914,05,57.4,NV
1914,06,61.4,NV
1914,07,71.7,NV
1914,08,71.2,NV
1914,09,61,NV
1914,10,51.2,NV
1914,11,40.9,NV
1914,12,24,NV
1915,01,29.1,NV
1915,02,35.3,NV
1915,03,41.6,NV
1915,04,49.2,NV
1915,05,51.8,NV
1915,06,61.8,NV
1915,07,70.1,NV
1915,08,72.5,NV
1915,09,59.9,NV
1915,10,52.9,NV
1915,11,38.9,NV
1915,12,32,NV
1916,01,23.9,NV
1916,02,35.9,NV
1916,03,43.5,NV
1916,04,48.8,NV
1916,05,51.7,NV
1916,06,62.3,NV
1916,07,70.4,NV
1916,08,67.4,NV
1916,09,60.9,NV
1916,10,45.6,NV
1916,11,35,NV
1916,12,27,NV
1917,01,17.7,NV
1917,02,29.8,NV
1917,03,32.3,NV
1917,04,43.4,NV
1917,05,49.3,NV
1917,06,63.7,NV
1917,07,74.9,NV
1917,08,70.8,NV
1917,09,61.9,NV
1917,10,53.3,NV
1917,11,42.3,NV
1917,12,38.3,NV
1918,01,31.6,NV
1918,02,32.4,NV
1918,03,41.1,NV
1918,04,45.9,NV
1918,05,52.2,NV
1918,06,71.2,NV
1918,07,71.2,NV
1918,08,67.3,NV
1918,09,62.6,NV
1918,10,52.7,NV
1918,11,36.3,NV
1918,12,28,NV
1919,01,30.3,NV
1919,02,31.8,NV
1919,03,37,NV
1919,04,49.2,NV
1919,05,59.3,NV
1919,06,65,NV
1919,07,74.6,NV
1919,08,72.5,NV
1919,09,62,NV
1919,10,43.5,NV
1919,11,36.9,NV
1919,12,28.7,NV
1920,01,34,NV
1920,02,35.2,NV
1920,03,37.3,NV
1920,04,43.5,NV
1920,05,54.9,NV
1920,06,63,NV
1920,07,71.6,NV
1920,08,69.9,NV
1920,09,61.3,NV
1920,10,47.2,NV
1920,11,38.2,NV
1920,12,31.1,NV
1921,01,32.3,NV
1921,02,35.9,NV
1921,03,44.2,NV
1921,04,45.2,NV
1921,05,53.2,NV
1921,06,66.1,NV
1921,07,73.5,NV
1921,08,71.2,NV
1921,09,60.8,NV
1921,10,54.1,NV
1921,11,43.1,NV
1921,12,34.5,NV
1922,01,21.5,NV
1922,02,28.5,NV
1922,03,34.8,NV
1922,04,41.5,NV
1922,05,54.7,NV
1922,06,66.9,NV
1922,07,73,NV
1922,08,69.6,NV
1922,09,64.9,NV
1922,10,51.2,NV
1922,11,36,NV
1922,12,33.7,NV
1923,01,33.4,NV
1923,02,27.8,NV
1923,03,37.4,NV
1923,04,45,NV
1923,05,55.8,NV
1923,06,58.5,NV
1923,07,72.3,NV
1923,08,68.6,NV
1923,09,61.5,NV
1923,10,47.6,NV
1923,11,40.6,NV
1923,12,28.4,NV
1924,01,24.8,NV
1924,02,39.7,NV
1924,03,34.9,NV
1924,04,46.8,NV
1924,05,59.9,NV
1924,06,66.1,NV
1924,07,72,NV
1924,08,69.2,NV
1924,09,61.8,NV
1924,10,49.1,NV
1924,11,38.2,NV
1924,12,24.7,NV
1925,01,30.8,NV
1925,02,38.3,NV
1925,03,41.3,NV
1925,04,47.8,NV
1925,05,58.4,NV
1925,06,63.4,NV
1925,07,73.7,NV
1925,08,67.6,NV
1925,09,58.5,NV
1925,10,48.5,NV
1925,11,37.7,NV
1925,12,33.9,NV
1926,01,30.8,NV
1926,02,37.5,NV
1926,03,43.4,NV
1926,04,51.8,NV
1926,05,57.5,NV
1926,06,69.5,NV
1926,07,72.8,NV
1926,08,70.6,NV
1926,09,58.9,NV
1926,10,52.9,NV
1926,11,43.4,NV
1926,12,29.2,NV
1927,01,33.1,NV
1927,02,35.8,NV
1927,03,39.3,NV
1927,04,46.2,NV
1927,05,54.2,NV
1927,06,65.1,NV
1927,07,73.3,NV
1927,08,68.4,NV
1927,09,59,NV
1927,10,52.2,NV
1927,11,43.7,NV
1927,12,27.4,NV
1928,01,31.7,NV
1928,02,34.6,NV
1928,03,43.3,NV
1928,04,45.6,NV
1928,05,59.7,NV
1928,06,63.2,NV
1928,07,72.6,NV
1928,08,69.8,NV
1928,09,62.8,NV
1928,10,50.4,NV
1928,11,38.9,NV
1928,12,27.5,NV
1929,01,27.2,NV
1929,02,28.2,NV
1929,03,39.6,NV
1929,04,42.8,NV
1929,05,55.5,NV
1929,06,62.6,NV
1929,07,73.4,NV
1929,08,72.3,NV
1929,09,59.7,NV
1929,10,52.3,NV
1929,11,38.6,NV
1929,12,38.5,NV
1930,01,24.1,NV
1930,02,39,NV
1930,03,40.7,NV
1930,04,50.9,NV
1930,05,50.8,NV
1930,06,65.3,NV
1930,07,72.8,NV
1930,08,69.9,NV
1930,09,60.3,NV
1930,10,48.2,NV
1930,11,36.1,NV
1930,12,26.7,NV
1931,01,30.5,NV
1931,02,36.1,NV
1931,03,40.5,NV
1931,04,49.1,NV
1931,05,58.4,NV
1931,06,65.9,NV
1931,07,77.4,NV
1931,08,72.5,NV
1931,09,60.3,NV
1931,10,52.3,NV
1931,11,33.7,NV
1931,12,25.9,NV
1932,01,24.2,NV
1932,02,27.9,NV
1932,03,39.9,NV
1932,04,46.4,NV
1932,05,54.6,NV
1932,06,64.2,NV
1932,07,71.1,NV
1932,08,69.1,NV
1932,09,63.7,NV
1932,10,49.3,NV
1932,11,42.7,NV
1932,12,23.6,NV
1933,01,25.4,NV
1933,02,20.3,NV
1933,03,38.7,NV
1933,04,44.1,NV
1933,05,49,NV
1933,06,65.5,NV
1933,07,75.4,NV
1933,08,70.7,NV
1933,09,62.8,NV
1933,10,56,NV
1933,11,40.5,NV
1933,12,36.3,NV
1934,01,35.5,NV
1934,02,39.4,NV
1934,03,48.3,NV
1934,04,53.5,NV
1934,05,60.9,NV
1934,06,61.8,NV
1934,07,73.6,NV
1934,08,72.8,NV
1934,09,61.9,NV
1934,10,53.1,NV
1934,11,42,NV
1934,12,32.7,NV
1935,01,31.5,NV
1935,02,35.6,NV
1935,03,36,NV
1935,04,46.3,NV
1935,05,52.9,NV
1935,06,66.4,NV
1935,07,70.6,NV
1935,08,71.3,NV
1935,09,64.9,NV
1935,10,48.7,NV
1935,11,34.2,NV
1935,12,31,NV
1936,01,32.1,NV
1936,02,33.1,NV
1936,03,40.4,NV
1936,04,50.4,NV
1936,05,57.9,NV
1936,06,66.4,NV
1936,07,73.8,NV
1936,08,71,NV
1936,09,60.6,NV
1936,10,50.7,NV
1936,11,37.9,NV
1936,12,30.8,NV
1937,01,11.9,NV
1937,02,28.4,NV
1937,03,38.9,NV
1937,04,44.4,NV
1937,05,57.9,NV
1937,06,63.6,NV
1937,07,73.6,NV
1937,08,71.8,NV
1937,09,64.3,NV
1937,10,52.4,NV
1937,11,42,NV
1937,12,35,NV
1938,01,33.1,NV
1938,02,32.8,NV
1938,03,36,NV
1938,04,46.7,NV
1938,05,53.5,NV
1938,06,64.1,NV
1938,07,71.4,NV
1938,08,70.1,NV
1938,09,64.9,NV
1938,10,49.9,NV
1938,11,33.2,NV
1938,12,33.8,NV
1939,01,30.2,NV
1939,02,26,NV
1939,03,40.3,NV
1939,04,50.4,NV
1939,05,57.2,NV
1939,06,63.6,NV
1939,07,73.4,NV
1939,08,72.5,NV
1939,09,62,NV
1939,10,49.9,NV
1939,11,41.7,NV
1939,12,37.5,NV
1940,01,32.7,NV
1940,02,36.2,NV
1940,03,42.5,NV
1940,04,48,NV
1940,05,60.4,NV
1940,06,69.2,NV
1940,07,72,NV
1940,08,72.8,NV
1940,09,60.6,NV
1940,10,52.6,NV
1940,11,36.4,NV
1940,12,33.7,NV
1941,01,32.9,NV
1941,02,37.9,NV
1941,03,40.8,NV
1941,04,42.5,NV
1941,05,56.4,NV
1941,06,61.3,NV
1941,07,71.8,NV
1941,08,67.5,NV
1941,09,56.5,NV
1941,10,47,NV
1941,11,40.2,NV
1941,12,33.5,NV
1942,01,27.4,NV
1942,02,29.6,NV
1942,03,36.6,NV
1942,04,46.6,NV
1942,05,51.3,NV
1942,06,62.4,NV
1942,07,74.3,NV
1942,08,70.9,NV
1942,09,61.3,NV
1942,10,51.8,NV
1942,11,40.2,NV
1942,12,34.9,NV
1943,01,31.8,NV
1943,02,36.1,NV
1943,03,40.7,NV
1943,04,51.5,NV
1943,05,55,NV
1943,06,59.2,NV
1943,07,71.9,NV
1943,08,68.8,NV
1943,09,65.3,NV
1943,10,51.5,NV
1943,11,39.5,NV
1943,12,32.2,NV
1944,01,25.7,NV
1944,02,30.7,NV
1944,03,36.2,NV
1944,04,43.4,NV
1944,05,54.8,NV
1944,06,58.1,NV
1944,07,70,NV
1944,08,68.6,NV
1944,09,62.7,NV
1944,10,53.1,NV
1944,11,33.8,NV
1944,12,29.9,NV
1945,01,30.9,NV
1945,02,34.6,NV
1945,03,35.2,NV
1945,04,43.9,NV
1945,05,54.4,NV
1945,06,59.9,NV
1945,07,73.1,NV
1945,08,69.3,NV
1945,09,60.5,NV
1945,10,52.6,NV
1945,11,38.1,NV
1945,12,30.1,NV
1946,01,29.4,NV
1946,02,32.3,NV
1946,03,39.4,NV
1946,04,49.8,NV
1946,05,54.5,NV
1946,06,64,NV
1946,07,72.1,NV
1946,08,71.2,NV
1946,09,60.8,NV
1946,10,44.6,NV
1946,11,35.6,NV
1946,12,34.4,NV
1947,01,27.1,NV
1947,02,39,NV
1947,03,42.6,NV
1947,04,46.9,NV
1947,05,59.6,NV
1947,06,61.1,NV
1947,07,70.6,NV
1947,08,68.4,NV
1947,09,63.7,NV
1947,10,52,NV
1947,11,33.9,NV
1947,12,29.5,NV
1948,01,33.2,NV
1948,02,30.8,NV
1948,03,33.6,NV
1948,04,45.4,NV
1948,05,53.8,NV
1948,06,62.8,NV
1948,07,70.7,NV
1948,08,68.4,NV
1948,09,62.2,NV
1948,10,50.9,NV
1948,11,35.5,NV
1948,12,26.6,NV
1949,01,13.1,NV
1949,02,24.8,NV
1949,03,37.6,NV
1949,04,50.7,NV
1949,05,54.8,NV
1949,06,63.5,NV
1949,07,71.7,NV
1949,08,69,NV
1949,09,63.8,NV
1949,10,47.8,NV
1949,11,45.1,NV
1949,12,29.5,NV
1950,01,27,NV
1950,02,36.8,NV
1950,03,38.9,NV
1950,04,48,NV
1950,05,53.6,NV
1950,06,62.6,NV
1950,07,72.2,NV
1950,08,69.9,NV
1950,09,61.2,NV
1950,10,54.7,NV
1950,11,43.4,NV
1950,12,38.3,NV
1951,01,31.2,NV
1951,02,34.9,NV
1951,03,37.3,NV
1951,04,48.8,NV
1951,05,55.3,NV
1951,06,63.2,NV
1951,07,72.6,NV
1951,08,69.1,NV
1951,09,63.8,NV
1951,10,48.7,NV
1951,11,37.7,NV
1951,12,27.2,NV
1952,01,26.1,NV
1952,02,31.2,NV
1952,03,32,NV
1952,04,48,NV
1952,05,56.7,NV
1952,06,61.1,NV
1952,07,71.8,NV
1952,08,70.9,NV
1952,09,63.7,NV
1952,10,56,NV
1952,11,33.7,NV
1952,12,32,NV
1953,01,38.9,NV
1953,02,35,NV
1953,03,40.3,NV
1953,04,45.3,NV
1953,05,48.2,NV
1953,06,60.9,NV
1953,07,74,NV
1953,08,68.6,NV
1953,09,65.1,NV
1953,10,50.5,NV
1953,11,42.6,NV
1953,12,30.8,NV
1954,01,32.9,NV
1954,02,39.5,NV
1954,03,36.3,NV
1954,04,50.6,NV
1954,05,59.4,NV
1954,06,61.9,NV
1954,07,73.5,NV
1954,08,67.1,NV
1954,09,61,NV
1954,10,50.8,NV
1954,11,42.3,NV
1954,12,29.4,NV
1955,01,22.5,NV
1955,02,27.2,NV
1955,03,36.9,NV
1955,04,42.5,NV
1955,05,52.6,NV
1955,06,63.4,NV
1955,07,69.8,NV
1955,08,71.7,NV
1955,09,62.4,NV
1955,10,52.6,NV
1955,11,37.3,NV
1955,12,34.6,NV
1956,01,35.2,NV
1956,02,28.2,NV
1956,03,40.2,NV
1956,04,46.4,NV
1956,05,55.8,NV
1956,06,64.6,NV
1956,07,71.1,NV
1956,08,67.8,NV
1956,09,63.8,NV
1956,10,49,NV
1956,11,36.2,NV
1956,12,31.5,NV
1957,01,25,NV
1957,02,38.4,NV
1957,03,40.6,NV
1957,04,45.1,NV
1957,05,52.4,NV
1957,06,65.4,NV
1957,07,71.1,NV
1957,08,68.8,NV
1957,09,62.3,NV
1957,10,47.7,NV
1957,11,34.2,NV
1957,12,34,NV
1958,01,32.3,NV
1958,02,39.2,NV
1958,03,35,NV
1958,04,43.8,NV
1958,05,59.5,NV
1958,06,63.8,NV
1958,07,70.6,NV
1958,08,73.6,NV
1958,09,62.6,NV
1958,10,53.7,NV
1958,11,39.7,NV
1958,12,37.7,NV
1959,01,34.8,NV
1959,02,32.4,NV
1959,03,40.9,NV
1959,04,49.9,NV
1959,05,52,NV
1959,06,67.6,NV
1959,07,74.9,NV
1959,08,69.5,NV
1959,09,59.4,NV
1959,10,52.1,NV
1959,11,39.7,NV
1959,12,30.9,NV
1960,01,26.6,NV
1960,02,31.2,NV
1960,03,42.9,NV
1960,04,47.6,NV
1960,05,54.6,NV
1960,06,68.2,NV
1960,07,74.4,NV
1960,08,69.6,NV
1960,09,65,NV
1960,10,50.4,NV
1960,11,39.2,NV
1960,12,31.9,NV
1961,01,32.9,NV
1961,02,37.2,NV
1961,03,39.4,NV
1961,04,46.6,NV
1961,05,54.4,NV
1961,06,69.1,NV
1961,07,74,NV
1961,08,71.7,NV
1961,09,58,NV
1961,10,49.8,NV
1961,11,35.6,NV
1961,12,30.6,NV
1962,01,26.6,NV
1962,02,33,NV
1962,03,35.2,NV
1962,04,51.3,NV
1962,05,52.6,NV
1962,06,63.7,NV
1962,07,70,NV
1962,08,69.5,NV
1962,09,63.7,NV
1962,10,53.4,NV
1962,11,41.7,NV
1962,12,34,NV
1963,01,27.8,NV
1963,02,42.4,NV
1963,03,37.7,NV
1963,04,41.2,NV
1963,05,57.5,NV
1963,06,59.1,NV
1963,07,69.8,NV
1963,08,69.7,NV
1963,09,65.1,NV
1963,10,55.4,NV
1963,11,39.7,NV
1963,12,32.2,NV
1964,01,28.6,NV
1964,02,30.3,NV
1964,03,34.7,NV
1964,04,44.1,NV
1964,05,52.8,NV
1964,06,60.9,NV
1964,07,72.5,NV
1964,08,69.3,NV
1964,09,59.5,NV
1964,10,55.3,NV
1964,11,35.4,NV
1964,12,33.8,NV
1965,01,33.6,NV
1965,02,35.2,NV
1965,03,37.6,NV
1965,04,46,NV
1965,05,51.1,NV
1965,06,60.5,NV
1965,07,69.9,NV
1965,08,67.8,NV
1965,09,56.3,NV
1965,10,54.2,NV
1965,11,41.9,NV
1965,12,29.7,NV
1966,01,29.3,NV
1966,02,30.1,NV
1966,03,40.9,NV
1966,04,47.8,NV
1966,05,59.6,NV
1966,06,64.2,NV
1966,07,71.5,NV
1966,08,71.6,NV
1966,09,63.2,NV
1966,10,50.3,NV
1966,11,41.3,NV
1966,12,31.1,NV
1967,01,32.6,NV
1967,02,36.3,NV
1967,03,40.4,NV
1967,04,38.4,NV
1967,05,54.2,NV
1967,06,60.6,NV
1967,07,73.5,NV
1967,08,73.4,NV
1967,09,64,NV
1967,10,52.5,NV
1967,11,42.6,NV
1967,12,26.5,NV
1968,01,30.5,NV
1968,02,40.5,NV
1968,03,41.6,NV
1968,04,43.8,NV
1968,05,54.6,NV
1968,06,65.4,NV
1968,07,73.5,NV
1968,08,65.1,NV
1968,09,61,NV
1968,10,51,NV
1968,11,39,NV
1968,12,28.7,NV
1969,01,34.2,NV
1969,02,30.9,NV
1969,03,35.5,NV
1969,04,47.1,NV
1969,05,59.4,NV
1969,06,62.1,NV
1969,07,72.4,NV
1969,08,72.8,NV
1969,09,64.7,NV
1969,10,45.4,NV
1969,11,39,NV
1969,12,33.3,NV
1970,01,33.1,NV
1970,02,39.2,NV
1970,03,38.3,NV
1970,04,40.4,NV
1970,05,55.5,NV
1970,06,64.2,NV
1970,07,72.8,NV
1970,08,72.5,NV
1970,09,58.1,NV
1970,10,47.4,NV
1970,11,40.9,NV
1970,12,29.1,NV
1971,01,32.8,NV
1971,02,35.3,NV
1971,03,38.4,NV
1971,04,45,NV
1971,05,51.4,NV
1971,06,62.8,NV
1971,07,73.3,NV
1971,08,73.3,NV
1971,09,58.8,NV
1971,10,46.4,NV
1971,11,37,NV
1971,12,25.9,NV
1972,01,28.5,NV
1972,02,36.5,NV
1972,03,46,NV
1972,04,45.6,NV
1972,05,56.7,NV
1972,06,66.2,NV
1972,07,73.1,NV
1972,08,70,NV
1972,09,59.1,NV
1972,10,48.6,NV
1972,11,36,NV
1972,12,26,NV
1973,01,26.9,NV
1973,02,34.3,NV
1973,03,36.3,NV
1973,04,44.4,NV
1973,05,58.2,NV
1973,06,65.5,NV
1973,07,72.6,NV
1973,08,70.3,NV
1973,09,60.2,NV
1973,10,50.3,NV
1973,11,38.6,NV
1973,12,34.2,NV
1974,01,28.8,NV
1974,02,33.7,NV
1974,03,42.4,NV
1974,04,44.7,NV
1974,05,56.8,NV
1974,06,68.3,NV
1974,07,71.7,NV
1974,08,69.1,NV
1974,09,64.1,NV
1974,10,51.3,NV
1974,11,40,NV
1974,12,30.5,NV
1975,01,29.9,NV
1975,02,33.1,NV
1975,03,37.1,NV
1975,04,38.6,NV
1975,05,52.5,NV
1975,06,62.3,NV
1975,07,73,NV
1975,08,67.6,NV
1975,09,63.5,NV
1975,10,49.4,NV
1975,11,37.1,NV
1975,12,34.9,NV
1976,01,32.7,NV
1976,02,36.2,NV
1976,03,37,NV
1976,04,44.1,NV
1976,05,58.3,NV
1976,06,62.8,NV
1976,07,72.4,NV
1976,08,65.2,NV
1976,09,62,NV
1976,10,50,NV
1976,11,42.1,NV
1976,12,31.4,NV
1977,01,28.5,NV
1977,02,37.4,NV
1977,03,35.2,NV
1977,04,49.6,NV
1977,05,48.8,NV
1977,06,68.4,NV
1977,07,72.1,NV
1977,08,71.1,NV
1977,09,61.7,NV
1977,10,53.1,NV
1977,11,41,NV
1977,12,36.8,NV
1978,01,34.1,NV
1978,02,35.8,NV
1978,03,44.6,NV
1978,04,44.8,NV
1978,05,52.8,NV
1978,06,63.5,NV
1978,07,71.6,NV
1978,08,69.4,NV
1978,09,58.8,NV
1978,10,54.4,NV
1978,11,36.3,NV
1978,12,26.4,NV
1979,01,24.8,NV
1979,02,32.8,NV
1979,03,40.1,NV
1979,04,46.1,NV
1979,05,56.4,NV
1979,06,64.8,NV
1979,07,71.9,NV
1979,08,68.5,NV
1979,09,65.5,NV
1979,10,54.3,NV
1979,11,36,NV
1979,12,34.4,NV
1980,01,33.6,NV
1980,02,38.9,NV
1980,03,37,NV
1980,04,47.8,NV
1980,05,52.2,NV
1980,06,61.7,NV
1980,07,72.5,NV
1980,08,69,NV
1980,09,62.1,NV
1980,10,51.6,NV
1980,11,41,NV
1980,12,36.8,NV
1981,01,35.8,NV
1981,02,36.6,NV
1981,03,39.7,NV
1981,04,50,NV
1981,05,54.8,NV
1981,06,67.9,NV
1981,07,73,NV
1981,08,72.6,NV
1981,09,64.7,NV
