Year,Month,Avg_Temp_F,state_cd
1895,01,43.1,AL
1895,02,37.4,AL
1895,03,54.5,AL
1895,04,63.4,AL
1895,05,69.5,AL
1895,06,77.5,AL
1895,07,79.2,AL
1895,08,79.5,AL
1895,09,77.8,AL
1895,10,59.7,AL
1895,11,53.2,AL
1895,12,44.9,AL
1896,01,43.5,AL
1896,02,47.7,AL
1896,03,52.5,AL
1896,04,68,AL
1896,05,75.9,AL
1896,06,77.4,AL
1896,07,81.2,AL
1896,08,82.2,AL
1896,09,75.9,AL
1896,10,63.2,AL
1896,11,57.3,AL
1896,12,46.4,AL
1897,01,41.8,AL
1897,02,51.1,AL
1897,03,60.2,AL
1897,04,62.4,AL
1897,05,69,AL
1897,06,81.2,AL
1897,07,81.5,AL
1897,08,78.8,AL
1897,09,75.6,AL
1897,10,67.1,AL
1897,11,54.2,AL
1897,12,47.4,AL
1898,01,49,AL
1898,02,46.1,AL
1898,03,59.2,AL
1898,04,58.8,AL
1898,05,74.1,AL
1898,06,80.4,AL
1898,07,80,AL
1898,08,78.8,AL
1898,09,75.2,AL
1898,10,61,AL
1898,11,49.8,AL
1898,12,43.4,AL
1899,01,43.8,AL
1899,02,40,AL
1899,03,55.6,AL
1899,04,61.7,AL
1899,05,76.1,AL
1899,06,79.9,AL
1899,07,80.4,AL
1899,08,80.9,AL
1899,09,72.8,AL
1899,10,66,AL
1899,11,55.3,AL
1899,12,44.7,AL
1900,01,43.6,AL
1900,02,44.4,AL
1900,03,52.9,AL
1900,04,64.2,AL
1900,05,71.4,AL
1900,06,76.3,AL
1900,07,79.8,AL
1900,08,81.2,AL
1900,09,77.6,AL
1900,10,68.2,AL
1900,11,54.7,AL
1900,12,46.6,AL
1901,01,46,AL
1901,02,43.1,AL
1901,03,53.3,AL
1901,04,58.1,AL
1901,05,70.6,AL
1901,06,78.8,AL
1901,07,82.4,AL
1901,08,78.7,AL
1901,09,72.4,AL
1901,10,62.5,AL
1901,11,48.7,AL
1901,12,42.1,AL
1902,01,43.2,AL
1902,02,40.8,AL
1902,03,55.1,AL
1902,04,62.1,AL
1902,05,75.7,AL
1902,06,81.2,AL
1902,07,83.1,AL
1902,08,82.3,AL
1902,09,73.6,AL
1902,10,63.1,AL
1902,11,57.6,AL
1902,12,45.2,AL
1903,01,43.4,AL
1903,02,48.2,AL
1903,03,59.5,AL
1903,04,61.1,AL
1903,05,69.8,AL
1903,06,73.6,AL
1903,07,80.4,AL
1903,08,80.6,AL
1903,09,73.2,AL
1903,10,63.2,AL
1903,11,50.6,AL
1903,12,40.1,AL
1904,01,41.1,AL
1904,02,48.9,AL
1904,03,58.1,AL
1904,04,60,AL
1904,05,70.2,AL
1904,06,78.1,AL
1904,07,78.6,AL
1904,08,78.6,AL
1904,09,77,AL
1904,10,64.6,AL
1904,11,52.1,AL
1904,12,45.9,AL
1905,01,38.6,AL
1905,02,39.1,AL
1905,03,59.1,AL
1905,04,63.7,AL
1905,05,74.5,AL
1905,06,79.4,AL
1905,07,79.8,AL
1905,08,79.4,AL
1905,09,76.2,AL
1905,10,63.7,AL
1905,11,55.4,AL
1905,12,42.7,AL
1906,01,46.2,AL
1906,02,45.1,AL
1906,03,50.9,AL
1906,04,64.9,AL
1906,05,69.9,AL
1906,06,79.1,AL
1906,07,79.2,AL
1906,08,80.5,AL
1906,09,78.3,AL
1906,10,60.6,AL
1906,11,55,AL
1906,12,49.6,AL
1907,01,53.6,AL
1907,02,48.3,AL
1907,03,64.3,AL
1907,04,58.1,AL
1907,05,68.3,AL
1907,06,75.6,AL
1907,07,81.2,AL
1907,08,80.5,AL
1907,09,75.2,AL
1907,10,63.3,AL
1907,11,51,AL
1907,12,45.3,AL
1908,01,43.4,AL
1908,02,44,AL
1908,03,62.2,AL
1908,04,67.4,AL
1908,05,71.8,AL
1908,06,78,AL
1908,07,80.3,AL
1908,08,79.7,AL
1908,09,74.5,AL
1908,10,60.3,AL
1908,11,56.8,AL
1908,12,50.1,AL
1909,01,49.6,AL
1909,02,50.2,AL
1909,03,55.9,AL
1909,04,63.1,AL
1909,05,69,AL
1909,06,78.2,AL
1909,07,80.4,AL
1909,08,81,AL
1909,09,75.3,AL
1909,10,63.2,AL
1909,11,59.5,AL
1909,12,40.8,AL
1910,01,45.3,AL
1910,02,44.9,AL
1910,03,60.6,AL
1910,04,61.7,AL
1910,05,69,AL
1910,06,75.5,AL
1910,07,78.8,AL
1910,08,79.6,AL
1910,09,77.4,AL
1910,10,66.4,AL
1910,11,50.9,AL
1910,12,41.9,AL
1911,01,49.9,AL
1911,02,54.2,AL
1911,03,57.7,AL
1911,04,63.5,AL
1911,05,72.7,AL
1911,06,80.7,AL
1911,07,78.1,AL
1911,08,79,AL
1911,09,80.2,AL
1911,10,68.5,AL
1911,11,50.1,AL
1911,12,49.3,AL
1912,01,40.2,AL
1912,02,42.7,AL
1912,03,52.3,AL
1912,04,64.4,AL
1912,05,72,AL
1912,06,75.1,AL
1912,07,79.7,AL
1912,08,79.1,AL
1912,09,76.9,AL
1912,10,65.9,AL
1912,11,50.2,AL
1912,12,46.9,AL
1913,01,51.2,AL
1913,02,46.8,AL
1913,03,55,AL
1913,04,62,AL
1913,05,71.4,AL
1913,06,77.8,AL
1913,07,81.3,AL
1913,08,80.6,AL
1913,09,73.2,AL
1913,10,60.8,AL
1913,11,55.8,AL
1913,12,47.4,AL
1914,01,47,AL
1914,02,45.4,AL
1914,03,50,AL
1914,04,63.8,AL
1914,05,71.6,AL
1914,06,83.1,AL
1914,07,81.8,AL
1914,08,79.2,AL
1914,09,73.2,AL
1914,10,63.8,AL
1914,11,52.3,AL
1914,12,42.8,AL
1915,01,42.5,AL
1915,02,47.8,AL
1915,03,46.4,AL
1915,04,64.3,AL
1915,05,74.3,AL
1915,06,78.5,AL
1915,07,80.4,AL
1915,08,79.1,AL
1915,09,76.4,AL
1915,10,66.3,AL
1915,11,56.3,AL
1915,12,46.1,AL
1916,01,51.8,AL
1916,02,46.8,AL
1916,03,53.8,AL
1916,04,61.8,AL
1916,05,73,AL
1916,06,77.1,AL
1916,07,78.6,AL
1916,08,79.8,AL
1916,09,73.6,AL
1916,10,64.2,AL
1916,11,54,AL
1916,12,46.8,AL
1917,01,49.7,AL
1917,02,48.4,AL
1917,03,56.4,AL
1917,04,63.6,AL
1917,05,66,AL
1917,06,77.8,AL
1917,07,79.8,AL
1917,08,78.4,AL
1917,09,73.2,AL
1917,10,58.5,AL
1917,11,50.6,AL
1917,12,39.8,AL
1918,01,37.4,AL
1918,02,53.2,AL
1918,03,61.8,AL
1918,04,60.9,AL
1918,05,72.6,AL
1918,06,79.6,AL
1918,07,78.2,AL
1918,08,80.3,AL
1918,09,70.4,AL
1918,10,68.6,AL
1918,11,52.6,AL
1918,12,49.8,AL
1919,01,44,AL
1919,02,47.5,AL
1919,03,56.1,AL
1919,04,62.3,AL
1919,05,69,AL
1919,06,78.2,AL
1919,07,79.7,AL
1919,08,79.2,AL
1919,09,75.1,AL
1919,10,74,AL
1919,11,57,AL
1919,12,47,AL
1920,01,46.9,AL
1920,02,46.2,AL
1920,03,52.1,AL
1920,04,62.2,AL
1920,05,70.4,AL
1920,06,76.9,AL
1920,07,79.4,AL
1920,08,77.6,AL
1920,09,76.8,AL
1920,10,63.8,AL
1920,11,50.6,AL
1920,12,44.7,AL
1921,01,49.3,AL
1921,02,50.3,AL
1921,03,63.4,AL
1921,04,61.8,AL
1921,05,69.9,AL
1921,06,80.5,AL
1921,07,81.4,AL
1921,08,80.4,AL
1921,09,80.9,AL
1921,10,62.4,AL
1921,11,57.6,AL
1921,12,50.6,AL
1922,01,46.4,AL
1922,02,53.8,AL
1922,03,55.4,AL
1922,04,66.3,AL
1922,05,71.6,AL
1922,06,78.5,AL
1922,07,79.8,AL
1922,08,78.8,AL
1922,09,77,AL
1922,10,64.6,AL
1922,11,56.5,AL
1922,12,53.3,AL
1923,01,50.9,AL
1923,02,46.8,AL
1923,03,54.2,AL
1923,04,62.8,AL
1923,05,69.1,AL
1923,06,76.6,AL
1923,07,78.5,AL
1923,08,78.7,AL
1923,09,75.8,AL
1923,10,63,AL
1923,11,51.1,AL
1923,12,53.5,AL
1924,01,40.6,AL
1924,02,46.5,AL
1924,03,50.4,AL
1924,04,62.6,AL
1924,05,67.3,AL
1924,06,79.5,AL
1924,07,79.7,AL
1924,08,81.5,AL
1924,09,72.4,AL
1924,10,64,AL
1924,11,55.1,AL
1924,12,47.4,AL
1925,01,47.1,AL
1925,02,52.2,AL
1925,03,57.2,AL
1925,04,67.3,AL
1925,05,69.4,AL
1925,06,80.6,AL
1925,07,81.6,AL
1925,08,80.4,AL
1925,09,83.1,AL
1925,10,64.8,AL
1925,11,51.8,AL
1925,12,44,AL
1926,01,43.8,AL
1926,02,50.1,AL
1926,03,49,AL
1926,04,60.4,AL
1926,05,70,AL
1926,06,77.3,AL
1926,07,79.1,AL
1926,08,80.3,AL
1926,09,79,AL
1926,10,66,AL
1926,11,49.4,AL
1926,12,50.4,AL
1927,01,47.8,AL
1927,02,57.7,AL
1927,03,56,AL
1927,04,67.6,AL
1927,05,72.6,AL
1927,06,78,AL
1927,07,80.6,AL
1927,08,78,AL
1927,09,77.1,AL
1927,10,66.5,AL
1927,11,59.3,AL
1927,12,45.8,AL
1928,01,44,AL
1928,02,47.3,AL
1928,03,55.2,AL
1928,04,59.2,AL
1928,05,69.1,AL
1928,06,75.8,AL
1928,07,80.5,AL
1928,08,80.6,AL
1928,09,72.9,AL
1928,10,67.2,AL
1928,11,52.3,AL
1928,12,45.7,AL
1929,01,48.1,AL
1929,02,45.4,AL
1929,03,58.7,AL
1929,04,66.4,AL
1929,05,71.1,AL
1929,06,77,AL
1929,07,79.8,AL
1929,08,79.9,AL
1929,09,74.4,AL
1929,10,62.3,AL
1929,11,53.9,AL
1929,12,44.2,AL
1930,01,44.8,AL
1930,02,53.1,AL
1930,03,51.6,AL
1930,04,64.6,AL
1930,05,72.3,AL
1930,06,76.8,AL
1930,07,83.4,AL
1930,08,79.1,AL
1930,09,76.4,AL
1930,10,61.5,AL
1930,11,52.9,AL
1930,12,42.7,AL
1931,01,43.7,AL
1931,02,48.9,AL
1931,03,49.1,AL
1931,04,60.8,AL
1931,05,67.9,AL
1931,06,79.2,AL
1931,07,81.2,AL
1931,08,77.4,AL
1931,09,78.9,AL
1931,10,67.5,AL
1931,11,59.7,AL
1931,12,54.3,AL
1932,01,51.9,AL
1932,02,56.9,AL
1932,03,50.7,AL
1932,04,63.9,AL
1932,05,69.4,AL
1932,06,78.5,AL
1932,07,82.4,AL
1932,08,80.2,AL
1932,09,74.3,AL
1932,10,62,AL
1932,11,48.9,AL
1932,12,49.1,AL
1933,01,51.4,AL
1933,02,48.1,AL
1933,03,54.9,AL
1933,04,62,AL
1933,05,75.6,AL
1933,06,78,AL
1933,07,79,AL
1933,08,79.6,AL
1933,09,78.8,AL
1933,10,65.2,AL
1933,11,53.7,AL
1933,12,54.9,AL
1934,01,48.3,AL
1934,02,43.8,AL
1934,03,53,AL
1934,04,63.4,AL
1934,05,71.2,AL
1934,06,79.4,AL
1934,07,81.2,AL
1934,08,80.1,AL
1934,09,74,AL
1934,10,65.8,AL
1934,11,55.8,AL
1934,12,44.8,AL
1935,01,46.7,AL
1935,02,48.5,AL
1935,03,60.4,AL
1935,04,63.7,AL
1935,05,71.9,AL
1935,06,76.3,AL
1935,07,80.6,AL
1935,08,80.9,AL
1935,09,74.1,AL
1935,10,66,AL
1935,11,54.7,AL
1935,12,39.1,AL
1936,01,43.1,AL
1936,02,44.5,AL
1936,03,58.3,AL
1936,04,61.2,AL
1936,05,72.7,AL
1936,06,80.3,AL
1936,07,81.2,AL
1936,08,80.2,AL
1936,09,77.7,AL
1936,10,66,AL
1936,11,51.8,AL
1936,12,48.7,AL
1937,01,57,AL
1937,02,47.5,AL
1937,03,52.1,AL
1937,04,62.5,AL
1937,05,72.2,AL
1937,06,79.6,AL
1937,07,79.4,AL
1937,08,80.3,AL
1937,09,72.8,AL
1937,10,61.8,AL
1937,11,50.1,AL
1937,12,45.4,AL
1938,01,46.2,AL
1938,02,54,AL
1938,03,62,AL
1938,04,63,AL
1938,05,72.1,AL
1938,06,76.6,AL
1938,07,79.8,AL
1938,08,80.8,AL
1938,09,74.2,AL
1938,10,65.2,AL
1938,11,54.8,AL
1938,12,45.8,AL
1939,01,48.8,AL
1939,02,51.7,AL
1939,03,57.8,AL
1939,04,61.4,AL
1939,05,70,AL
1939,06,78.3,AL
1939,07,80.1,AL
1939,08,77.8,AL
1939,09,76.4,AL
1939,10,65.5,AL
1939,11,50.9,AL
1939,12,47.8,AL
1940,01,32.1,AL
1940,02,44.4,AL
1940,03,53.9,AL
1940,04,61.3,AL
1940,05,68,AL
1940,06,76.4,AL
1940,07,77.9,AL
1940,08,79.6,AL
1940,09,72.6,AL
1940,10,64.7,AL
1940,11,53.1,AL
1940,12,50.1,AL
1941,01,46.2,AL
1941,02,42.7,AL
1941,03,49,AL
1941,04,64.8,AL
1941,05,72.7,AL
1941,06,78,AL
1941,07,80,AL
1941,08,80.1,AL
1941,09,77.3,AL
1941,10,70.9,AL
1941,11,52.8,AL
1941,12,48.7,AL
1942,01,42.5,AL
1942,02,43.2,AL
1942,03,53.9,AL
1942,04,63.6,AL
1942,05,70.5,AL
1942,06,77.8,AL
1942,07,80.3,AL
1942,08,77.8,AL
1942,09,72.4,AL
1942,10,64.6,AL
1942,11,56,AL
1942,12,47.4,AL
1943,01,47.7,AL
1943,02,49.4,AL
1943,03,52.8,AL
1943,04,62.9,AL
1943,05,73.3,AL
1943,06,80.9,AL
1943,07,81.1,AL
1943,08,81.4,AL
1943,09,71.7,AL
1943,10,61.5,AL
1943,11,50.8,AL
1943,12,45.4,AL
1944,01,45.2,AL
1944,02,54,AL
1944,03,56,AL
1944,04,61.6,AL
1944,05,72.1,AL
1944,06,80.2,AL
1944,07,79.3,AL
1944,08,78.8,AL
1944,09,75.3,AL
1944,10,63,AL
1944,11,53.4,AL
1944,12,44.4,AL
1945,01,44.8,AL
1945,02,51.4,AL
1945,03,63.4,AL
1945,04,65.4,AL
1945,05,68.4,AL
1945,06,78.2,AL
1945,07,79.4,AL
1945,08,79.4,AL
1945,09,77.1,AL
1945,10,62.6,AL
1945,11,55.6,AL
1945,12,40.5,AL
1946,01,46.5,AL
1946,02,49.8,AL
1946,03,59.9,AL
1946,04,65.9,AL
1946,05,69.8,AL
1946,06,75.7,AL
1946,07,78.6,AL
1946,08,77.3,AL
1946,09,72.4,AL
1946,10,63.8,AL
1946,11,59.3,AL
1946,12,50.3,AL
1947,01,49.3,AL
1947,02,41.1,AL
1947,03,48.7,AL
1947,04,65,AL
1947,05,69.5,AL
1947,06,76.7,AL
1947,07,76.9,AL
1947,08,80.6,AL
1947,09,76.1,AL
1947,10,68.9,AL
1947,11,51.8,AL
1947,12,47.2,AL
1948,01,38.5,AL
1948,02,50.2,AL
1948,03,57.9,AL
1948,04,66.7,AL
1948,05,71.3,AL
1948,06,78.8,AL
1948,07,80.5,AL
1948,08,78.4,AL
1948,09,72.5,AL
1948,10,61,AL
1948,11,55.5,AL
1948,12,49.5,AL
1949,01,52.7,AL
1949,02,52.6,AL
1949,03,53.7,AL
1949,04,61.4,AL
1949,05,72.1,AL
1949,06,77.2,AL
1949,07,80.3,AL
1949,08,78.9,AL
1949,09,72.4,AL
1949,10,69,AL
1949,11,51.8,AL
1949,12,48.6,AL
1950,01,58.9,AL
1950,02,53.2,AL
1950,03,52.2,AL
1950,04,59.2,AL
1950,05,73.7,AL
1950,06,77.6,AL
1950,07,77.5,AL
1950,08,77.1,AL
1950,09,72.1,AL
1950,10,66.1,AL
1950,11,48.6,AL
1950,12,41.2,AL
1951,01,46.8,AL
1951,02,49.3,AL
1951,03,56.1,AL
1951,04,61.1,AL
1951,05,70.2,AL
1951,06,78.4,AL
1951,07,80.8,AL
1951,08,82.4,AL
1951,09,75.6,AL
1951,10,65.9,AL
1951,11,48.7,AL
1951,12,49.9,AL
1952,01,52.4,AL
1952,02,51.1,AL
1952,03,53.3,AL
1952,04,61,AL
1952,05,71.5,AL
1952,06,82,AL
1952,07,82.3,AL
1952,08,79.7,AL
1952,09,72.1,AL
1952,10,57.6,AL
1952,11,51.9,AL
1952,12,45.3,AL
1953,01,49,AL
1953,02,48.9,AL
1953,03,58.1,AL
1953,04,60.6,AL
1953,05,73.8,AL
1953,06,80.6,AL
1953,07,79.6,AL
1953,08,79,AL
1953,09,73.7,AL
1953,10,65.3,AL
1953,11,52.1,AL
1953,12,44.4,AL
1954,01,46.9,AL
1954,02,52,AL
1954,03,53.8,AL
1954,04,67.5,AL
1954,05,66.2,AL
1954,06,79,AL
1954,07,82.4,AL
1954,08,83.4,AL
1954,09,78.2,AL
1954,10,65.2,AL
1954,11,50.9,AL
1954,12,44.6,AL
1955,01,44,AL
1955,02,49.1,AL
1955,03,58.6,AL
1955,04,66.2,AL
1955,05,73.3,AL
1955,06,73.3,AL
1955,07,79.8,AL
1955,08,80.3,AL
1955,09,76.8,AL
1955,10,62,AL
1955,11,51.8,AL
1955,12,46,AL
1956,01,42.2,AL
1956,02,53.5,AL
1956,03,54.6,AL
1956,04,61.2,AL
1956,05,73.3,AL
1956,06,76.2,AL
1956,07,79.6,AL
1956,08,80.1,AL
1956,09,72.1,AL
1956,10,65,AL
1956,11,51,AL
1956,12,54.2,AL
1957,01,48.4,AL
1957,02,56.4,AL
1957,03,52.7,AL
1957,04,65,AL
1957,05,71.8,AL
1957,06,78.2,AL
1957,07,79.7,AL
1957,08,79.5,AL
1957,09,73.8,AL
1957,10,59.4,AL
1957,11,55,AL
1957,12,47.5,AL
1958,01,39.7,AL
1958,02,38.2,AL
1958,03,50.9,AL
1958,04,63.3,AL
1958,05,70.8,AL
1958,06,77.9,AL
1958,07,79,AL
1958,08,78.9,AL
1958,09,75.1,AL
1958,10,62.3,AL
1958,11,55.9,AL
1958,12,42.6,AL
1959,01,43.1,AL
1959,02,49.4,AL
1959,03,52.1,AL
1959,04,62.3,AL
1959,05,72.8,AL
1959,06,76.6,AL
1959,07,79.8,AL
1959,08,80.2,AL
1959,09,74.7,AL
1959,10,66.2,AL
1959,11,51.3,AL
1959,12,46.9,AL
1960,01,44.5,AL
1960,02,44.4,AL
1960,03,45.3,AL
1960,04,64.1,AL
1960,05,67.8,AL
1960,06,77.3,AL
1960,07,81.1,AL
1960,08,79.1,AL
1960,09,74.6,AL
1960,10,65.1,AL
1960,11,53.4,AL
1960,12,41.8,AL
1961,01,39.2,AL
1961,02,52,AL
1961,03,57.4,AL
1961,04,58.9,AL
1961,05,67.7,AL
1961,06,73.9,AL
1961,07,77.9,AL
1961,08,77.4,AL
1961,09,74.4,AL
1961,10,62,AL
1961,11,55.4,AL
1961,12,47,AL
1962,01,42.6,AL
1962,02,55.4,AL
1962,03,50.9,AL
1962,04,60,AL
1962,05,75.3,AL
1962,06,77,AL
1962,07,80.8,AL
1962,08,80.3,AL
1962,09,74.6,AL
1962,10,65.6,AL
1962,11,51.2,AL
1962,12,42.9,AL
1963,01,39.1,AL
1963,02,41.8,AL
1963,03,58.3,AL
1963,04,65.8,AL
1963,05,71.7,AL
1963,06,77.1,AL
1963,07,78.1,AL
1963,08,79.3,AL
1963,09,73.1,AL
1963,10,65.7,AL
1963,11,53.1,AL
1963,12,37.6,AL
1964,01,42.4,AL
1964,02,42.5,AL
1964,03,54.1,AL
1964,04,65,AL
1964,05,71.1,AL
1964,06,78.4,AL
1964,07,78.1,AL
1964,08,78.1,AL
1964,09,74.6,AL
1964,10,59.8,AL
1964,11,56.3,AL
1964,12,48.3,AL
1965,01,46.5,AL
1965,02,46.3,AL
1965,03,51.3,AL
1965,04,66.1,AL
1965,05,72.6,AL
1965,06,75.7,AL
1965,07,78.8,AL
1965,08,78.4,AL
1965,09,74.8,AL
1965,10,62.1,AL
1965,11,56.9,AL
1965,12,46.6,AL
1966,01,40,AL
1966,02,46.6,AL
1966,03,53.2,AL
1966,04,63.4,AL
1966,05,69.3,AL
1966,06,74.2,AL
1966,07,80.9,AL
1966,08,77.5,AL
1966,09,72.9,AL
1966,10,61.5,AL
1966,11,54.4,AL
1966,12,45.8,AL
1967,01,45.4,AL
1967,02,44.3,AL
1967,03,58.7,AL
1967,04,67.9,AL
1967,05,68.8,AL
1967,06,76.3,AL
1967,07,76.1,AL
1967,08,75.2,AL
1967,09,68.8,AL
1967,10,60.7,AL
1967,11,50.4,AL
1967,12,50.4,AL
1968,01,42.3,AL
1968,02,40,AL
1968,03,52,AL
1968,04,63.8,AL
1968,05,69,AL
1968,06,77.6,AL
1968,07,78.7,AL
1968,08,79.4,AL
1968,09,72.3,AL
1968,10,63.6,AL
1968,11,50.8,AL
1968,12,42.5,AL
1969,01,43.3,AL
1969,02,45.8,AL
1969,03,47.6,AL
1969,04,64,AL
1969,05,69.9,AL
1969,06,77.8,AL
1969,07,81.1,AL
1969,08,77.1,AL
1969,09,72,AL
1969,10,64.1,AL
1969,11,50.2,AL
1969,12,43.5,AL
1970,01,38,AL
1970,02,44.3,AL
1970,03,52.7,AL
1970,04,65.8,AL
1970,05,70.8,AL
1970,06,75.3,AL
1970,07,79,AL
1970,08,79.1,AL
1970,09,77.4,AL
1970,10,64.2,AL
1970,11,49.3,AL
1970,12,49.5,AL
1971,01,45,AL
1971,02,45.8,AL
1971,03,50,AL
1971,04,61.2,AL
1971,05,66.5,AL
1971,06,78,AL
1971,07,78,AL
1971,08,77.7,AL
1971,09,75.2,AL
1971,10,67.7,AL
1971,11,52.2,AL
1971,12,54.9,AL
1972,01,49.1,AL
1972,02,47,AL
1972,03,55.1,AL
1972,04,63.5,AL
1972,05,68.7,AL
1972,06,75,AL
1972,07,77.6,AL
1972,08,79.1,AL
1972,09,77.2,AL
1972,10,63.4,AL
1972,11,50.7,AL
1972,12,49.1,AL
1973,01,43.2,AL
1973,02,44.6,AL
1973,03,59.9,AL
1973,04,60.1,AL
1973,05,67.7,AL
1973,06,76.9,AL
1973,07,79.9,AL
1973,08,77.6,AL
1973,09,76.5,AL
1973,10,66.7,AL
1973,11,57.6,AL
1973,12,46,AL
1974,01,55,AL
1974,02,47.7,AL
1974,03,60.1,AL
1974,04,62,AL
1974,05,71.8,AL
1974,06,73.4,AL
1974,07,78.9,AL
1974,08,77.8,AL
1974,09,70.9,AL
1974,10,60.3,AL
1974,11,52.6,AL
1974,12,46.7,AL
1975,01,49,AL
1975,02,51.1,AL
1975,03,53.7,AL
1975,04,60.9,AL
1975,05,72.3,AL
1975,06,76.1,AL
1975,07,78,AL
1975,08,78.5,AL
1975,09,70.4,AL
1975,10,64.3,AL
1975,11,54.4,AL
1975,12,45.2,AL
1976,01,40.6,AL
1976,02,53,AL
1976,03,58.2,AL
1976,04,62.7,AL
1976,05,65.4,AL
1976,06,74.6,AL
1976,07,78.6,AL
1976,08,77.1,AL
1976,09,72,AL
1976,10,57.9,AL
1976,11,45.9,AL
1976,12,42.1,AL
1977,01,33.3,AL
1977,02,45.2,AL
1977,03,57.5,AL
1977,04,64.9,AL
1977,05,71.9,AL
1977,06,79.1,AL
1977,07,81.3,AL
1977,08,79.6,AL
1977,09,75.7,AL
1977,10,60.3,AL
1977,11,55.9,AL
1977,12,44.8,AL
1978,01,35.6,AL
1978,02,38.8,AL
1978,03,51.2,AL
1978,04,63.9,AL
1978,05,70,AL
1978,06,78,AL
1978,07,80.7,AL
1978,08,79.3,AL
1978,09,76.9,AL
1978,10,62.2,AL
1978,11,59.2,AL
1978,12,46.6,AL
1979,01,37.8,AL
1979,02,43.6,AL
1979,03,55.8,AL
1979,04,63.6,AL
1979,05,69.5,AL
1979,06,75.2,AL
1979,07,79,AL
1979,08,78.4,AL
1979,09,72.6,AL
1979,10,62.4,AL
1979,11,52.8,AL
1979,12,45.6,AL
1980,01,46.7,AL
1980,02,42.7,AL
1980,03,52.6,AL
1980,04,60.6,AL
1980,05,70.2,AL
1980,06,77.4,AL
1980,07,82.6,AL
1980,08,81.5,AL
1980,09,78.1,AL
1980,10,60.2,AL
1980,11,52,AL
1980,12,45,AL
1981,01,39.5,AL
1981,02,47.2,AL
1981,03,52.2,AL
1981,04,66.8,AL
1981,05,67.3,AL
1981,06,79.9,AL
1981,07,81.4,AL
1981,08,78.3,AL
1981,09,71.5,AL
1981,10,61.8,AL
1981,11,54.8,AL
1981,12,43.1,AL
1982,01,42.9,AL
1982,02,48.4,AL
1982,03,58.5,AL
1982,04,60.4,AL
1982,05,71.7,AL
1982,06,76.3,AL
1982,07,79.5,AL
1982,08,78.6,AL
1982,09,72.2,AL
1982,10,64.1,AL
1982,11,55.1,AL
1982,12,52.4,AL
1983,01,42.1,AL
1983,02,46.6,AL
1983,03,52,AL
1983,04,57.8,AL
1983,05,68.6,AL
1983,06,74.5,AL
1983,07,80.6,AL
1983,08,81.1,AL
1983,09,72,AL
1983,10,64,AL
1983,11,53.2,AL
1983,12,41.8,AL
1984,01,40.3,AL
1984,02,48.6,AL
1984,03,53.7,AL
1984,04,61,AL
1984,05,68.8,AL
1984,06,77,AL
1984,07,78.2,AL
1984,08,77.3,AL
1984,09,72.5,AL
1984,10,69.5,AL
1984,11,51.8,AL
1984,12,55.1,AL
1985,01,37.2,AL
1985,02,45.5,AL
1985,03,58.7,AL
1985,04,64,AL
1985,05,70.6,AL
1985,06,77.5,AL
1985,07,78.5,AL
1985,08,78.4,AL
1985,09,72.7,AL
1985,10,67.6,AL
1985,11,61.2,AL
1985,12,41.6,AL
1986,01,43.1,AL
1986,02,51.5,AL
1986,03,55.4,AL
1986,04,62.5,AL
1986,05,71.4,AL
1986,06,79,AL
1986,07,82.3,AL
1986,08,78.4,AL
1986,09,76.4,AL
1986,10,64.4,AL
1986,11,58.8,AL
1986,12,45.9,AL
1987,01,43,AL
1987,02,48.2,AL
1987,03,55.7,AL
1987,04,60.2,AL
1987,05,73.4,AL
1987,06,77,AL
1987,07,80.2,AL
1987,08,81.3,AL
1987,09,73.6,AL
1987,10,57.8,AL
1987,11,55.7,AL
1987,12,50.4,AL
1988,01,40.7,AL
1988,02,45.4,AL
1988,03,54.3,AL
1988,04,62.8,AL
1988,05,68.3,AL
1988,06,77.1,AL
1988,07,78.9,AL
1988,08,80.4,AL
1988,09,74.5,AL
1988,10,59.2,AL
1988,11,56.5,AL
1988,12,46.8,AL
1989,01,50.6,AL
1989,02,48.1,AL
1989,03,57.3,AL
1989,04,61.1,AL
1989,05,68.6,AL
1989,06,76,AL
1989,07,78.6,AL
1989,08,78.6,AL
1989,09,72.9,AL
1989,10,62.3,AL
1989,11,54,AL
1989,12,38.3,AL
1990,01,49.8,AL
1990,02,54.7,AL
1990,03,58.1,AL
1990,04,61.4,AL
1990,05,69.4,AL
1990,06,77.6,AL
1990,07,79.5,AL
1990,08,80.9,AL
1990,09,76.3,AL
1990,10,64,AL
1990,11,56.4,AL
1990,12,50.9,AL
1991,01,45.8,AL
1991,02,50.4,AL
1991,03,56.9,AL
1991,04,65.9,AL
1991,05,73.2,AL
1991,06,76.8,AL
1991,07,80.5,AL
1991,08,78.8,AL
1991,09,74.4,AL
1991,10,64.6,AL
1991,11,50.4,AL
1991,12,49.8,AL
1992,01,44.1,AL
1992,02,51.4,AL
1992,03,54.9,AL
1992,04,61.5,AL
1992,05,68,AL
1992,06,74.9,AL
1992,07,79.9,AL
1992,08,75.8,AL
1992,09,73.4,AL
1992,10,61.9,AL
1992,11,52.4,AL
1992,12,47.1,AL
1993,01,48.8,AL
1993,02,46.2,AL
1993,03,51.7,AL
1993,04,58.7,AL
1993,05,68.8,AL
1993,06,77.6,AL
1993,07,82.2,AL
1993,08,80.1,AL
1993,09,74,AL
1993,10,62.8,AL
