SAMPLE_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH_m,DIVISION,DISTRICT,THANA,UNION,MOUZA,As_ugL,Al_mgL,B__mgL,Ba_mgL,Ca_mgL,Co_mgL,Cr_mgL,Cu_mgL,Fe_mgL,K__mgL,Li_mgL,Mg_mgL,Mn_mgL,Na_mgL,P__mgL,Si_mgL,SO4_mgL,Sr_mgL,V__mgL,Zn_mgL
S99_06099,24.8369,90.3404,1997,TARA,48.2,Dhaka,Mymensingh,Mymensingh Sadar,Paranganj,Mirkandapur,0.7,0.38,0.1,0.036,33.7,0.003,0.002,0.008,0.408,1.2,0.004,12.4,0.191,13.7,0.1,23.2,2.1,0.126,0.005,0.102
S99_06100,24.7709,90.388,1992,DTW,115.8,Dhaka,Mymensingh,Mymensingh Sadar,Paurashava ward 1,Police line,0.5,0.04,0.1,0.069,34.6,0.003,0.002,0.008,0.05,2,0.01,16.6,0.238,25.6,0.1,30.1,3.7,0.188,0.006,0.02
S99_06101,24.578,89.9731,1998,HTW,36,Dhaka,Tangail,Gopalpur,Dhopakandi,Sajanpur,39.9,0.02,0.1,0.107,25.6,0.003,0.002,0.008,7.22,4.3,0.004,13.5,1.86,10.6,0.5,28.6,0.4,0.0958,0.002,0.039
S99_06102,24.5708,89.8565,1997,HTW,36,Dhaka,Tangail,Gopalpur,Hemnagar,Banipara,11.8,0.02,0.1,0.11,37.2,0.003,0.002,0.008,8.42,3.6,0.004,12.7,0.442,9.3,0.7,21.9,19.5,0.119,0.002,0.043
S99_06103,24.5885,89.864,1997,HTW,36,Dhaka,Tangail,Gopalpur,Jhaoail,Moail,1.8,0.02,0.1,0.071,23.4,0.003,0.002,0.008,7.07,3.2,0.004,14.2,0.392,13.4,0.2,20.7,7.5,0.0702,0.002,0.034
S99_06104,24.6017,89.8819,1990,HTW,27.4,Dhaka,Tangail,Gopalpur,Nagdasimla,Chhota Hari,33.8,0.02,0.1,0.056,23.8,0.003,0.002,0.019,6.05,2.2,0.004,12.9,0.904,10.3,1.1,27.5,0.4,0.0776,0.002,0.039
S99_06105,24.6176,89.8903,1992,HTW,18.3,Dhaka,Tangail,Gopalpur,Hadira,Chatutia,2.8,0.02,0.1,0.04,19.6,0.003,0.002,0.011,0.581,2.4,0.004,11.3,0.156,12.1,0.1,22.5,2.2,0.0558,0.002,0.019
S99_06106,24.5482,89.9262,1984,DTW,76.2,Dhaka,Tangail,Gopalpur,Paurashava ward 03,Suti,33.5,0.02,0.1,0.071,31.9,0.003,0.002,0.008,3.07,3.1,0.004,15.6,1.33,11.5,0.3,27,7.8,0.119,0.002,0.15
S99_06107,24.5404,89.8984,1996,HTW,32.6,Dhaka,Tangail,Gopalpur,Alamnagar,Alamnagar,6.6,0.02,0.1,0.084,20.4,0.003,0.002,0.008,5.17,2.6,0.004,12.2,0.252,16.6,0.3,25.3,1.7,0.0718,0.002,0.028
S99_06108,24.5113,89.89,1999,HTW,36.3,Dhaka,Tangail,Gopalpur,Mirzapur,Daulatpur,4.1,0.02,0.1,0.127,27.6,0.003,0.002,0.008,10.9,3.4,0.004,16,0.574,9.1,1.2,27.2,7.6,0.0828,0.002,0.056
S99_06109,24.3595,90.0447,1980,HTW,36.6,Dhaka,Tangail,Kalihati,Birbasinda,Bhandeshwar,39.3,0.02,0.1,0.114,34.1,0.003,0.002,0.008,5.28,1.8,0.004,12,1.35,19.1,0.5,32,0.5,0.175,0.002,0.025
S99_06110,24.3083,90.0311,1996,HTW,36.6,Dhaka,Tangail,Kalihati,Balla,Rampur,17.3,0.02,0.1,0.111,32.8,0.003,0.002,0.008,4.75,3.3,0.004,14.1,0.897,12.7,0.3,22.6,59.3,0.109,0.002,0.022
S99_06111,24.3873,89.991,1985,HTW,36.6,Dhaka,Tangail,Kalihati,Kalihati,Kalihati,14.1,0.02,0.1,0.092,27.3,0.003,0.002,0.019,3.56,3.5,0.008,17.1,1.11,20.8,0.3,25.1,10.8,0.0974,0.002,0.026
S99_06112,24.389,89.9906,1995,DTW,106.7,Dhaka,Tangail,Kalihati,Kalihati,Kalihati,9.7,0.02,0.1,0.076,43.6,0.008,0.002,0.008,2.22,3.4,0.009,18.2,3.5,13.5,0.1,30.5,6.9,0.242,0.002,0.088
S99_06113,24.389,89.9906,1998,HTW,56.4,Dhaka,Tangail,Kalihati,Kalihati,Kalihati,16.7,0.01,0.1,0.071,39.2,0.003,0.002,0.008,0.13,3.4,0.008,16.3,0.699,13.9,0.1,31.9,26.8,0.171,0.002,0.011
S99_06114,24.372,89.9611,1974,HTW,36.6,Dhaka,Tangail,Kalihati,Bangra,Haldia,45.5,0.03,0.1,0.117,30.5,0.003,0.002,0.008,17.6,2.1,0.004,10.3,0.7,10.7,0.9,27.1,0.4,0.107,0.002,0.05
S99_06115,24.4068,89.9116,1984,HTW,24.4,Dhaka,Tangail,Kalihati,Narandia,Daulatpur,14.7,0.02,0.1,0.046,25.4,0.003,0.002,0.008,1.3,3.3,0.004,14.4,0.276,6.5,0.1,22.5,8.5,0.078,0.002,0.018
S99_06116,24.3833,89.8675,1982,HTW,36.6,Dhaka,Tangail,Kalihati,Salla,Salla,7,0.04,0.1,0.165,83.1,0.003,0.002,0.008,3.6,6.3,0.004,46.7,1.53,27.6,0.3,9.58,72.3,0.349,0.002,0.029
S99_06117,24.3353,89.9191,1989,HTW,36.6,Dhaka,Tangail,Kalihati,Elenga,Elenga,4,0.02,0.1,0.135,29,0.003,0.002,0.008,13.2,3.8,0.006,14.6,0.525,21.3,0.8,20.6,9.8,0.0921,0.002,0.02
S99_06118,24.2403,89.9353,1999,HTW,35.7,Dhaka,Tangail,Tangail Sadar,Karatia,Jalfai,1.3,0.02,0.1,0.144,34.5,0.003,0.002,0.008,18.6,3.4,0.004,9.99,2.15,11.8,0.9,23.4,6.4,0.121,0.002,0.037
S99_06119,24.2827,89.9546,1980,HTW,31.4,Dhaka,Tangail,Tangail Sadar,Gharinda,Baruria,21.5,0.02,0.1,0.14,35.1,0.003,0.002,0.008,10.1,4.5,0.004,19.4,1.98,19.6,0.7,23.6,28.5,0.157,0.002,0.023
S99_06120,24.2582,89.904,1994,HTW,21.3,Dhaka,Tangail,Tangail Sadar,Paurashava ward-05,Kagmara (Dakshin),144,0.04,0.1,0.088,49.4,0.003,0.002,0.008,8.99,2.7,0.004,11,0.987,7.2,1.4,22.8,0.3,0.16,0.002,0.039
S99_06121,24.204,89.8893,1999,HTW,35.7,Dhaka,Tangail,Tangail Sadar,Silimpur,Char Para,17.4,0.02,0.2,0.121,32.3,0.003,0.002,0.008,17.5,3,0.005,9.81,1.1,12.4,1.2,24.6,8.6,0.101,0.002,0.036
S99_06122,24.2293,89.8663,1997,HTW,35.7,Dhaka,Tangail,Tangail Sadar,Danya,Porabari,30.6,0.03,0.1,0.082,62.2,0.003,0.002,0.008,8.46,3.9,0.005,21.6,1.26,16,0.8,25.7,2.2,0.182,0.002,0.023
S99_06123,24.2302,89.8498,1996,HTW,18.3,Dhaka,Tangail,Tangail Sadar,Katuli,Ghoanpara,0.6,0.08,0.1,0.096,104,0.003,0.002,0.008,0.119,5.3,0.004,25.5,1.74,4.7,0.1,14,1.4,0.333,0.002,0.024
S99_06124,24.248,89.8688,1999,HTW,23.2,Dhaka,Tangail,Tangail Sadar,Danya,Bara Binyafair,1.3,0.05,0.1,0.089,55.1,0.003,0.002,0.008,1.17,4.1,0.005,25.4,0.403,18.7,0.1,17.2,6.4,0.177,0.002,0.093
S99_06125,24.2593,89.8477,1998,HTW,40.5,Dhaka,Tangail,Tangail Sadar,Hugra,Begantala,83.6,0.03,0.1,0.093,69,0.003,0.002,0.008,9.63,4.1,0.004,26,1.89,7.1,0.9,25.6,19.2,0.233,0.002,0.027
S99_06126,24.3242,89.8861,1992,HTW,17.1,Dhaka,Tangail,Tangail Sadar,Magra,Kuchbari,21.8,0.02,0.1,0.063,34.3,0.003,0.002,0.009,1.42,3.7,0.005,15.4,0.582,9.8,0.2,24.7,11.1,0.121,0.002,0.016
S99_06127,24.2942,89.9195,1997,HTW,51.8,Dhaka,Tangail,Tangail Sadar,Gala,Pachh Bikramhati,40.4,0.02,0.1,0.045,35,0.003,0.002,0.008,1.45,3.1,0.006,13.4,1.34,8.2,0.3,23.7,10.4,0.119,0.002,0.019
S99_06128,24.2468,89.9359,1990,PW,24.4,Dhaka,Tangail,Tangail Sadar,Paurashava-ward-01,Asekpur,14.7,0.03,0.1,0.052,28.1,0.003,0.002,0.008,0.888,3.4,0.004,15.2,0.365,12.5,0.2,20,4.7,0.0825,0.002,0.064
S99_06129,24.3191,90.1725,1997,HTW,37.2,Dhaka,Tangail,Sakhipur,Gazaria,Sakhipur,0.6,0.03,0.1,0.041,41.3,0.003,0.002,0.008,0.466,2,0.009,15.9,0.341,23.6,0.1,21.9,0.8,0.197,0.002,0.023
S99_06130,24.3168,90.1717,1989,DTW,76.2,Dhaka,Tangail,Sakhipur,Gazaria,Sakhipur,0.5,0.02,0.1,0.04,33.9,0.003,0.002,0.023,0.215,1,0.005,12,0.893,24.9,0.1,31.3,0.9,0.191,0.003,0.036
S99_06131,24.2109,90.1758,1998,TARA,54,Dhaka,Tangail,Sakhipur,Hatibandha,Taktar Chala,0.5,0.02,0.1,0.038,20.5,0.003,0.002,0.008,0.087,1,0.005,7.36,0.263,15.5,0.1,39.3,0.6,0.118,0.007,0.071
S99_06132,24.2762,90.1654,1981,HTW,52.4,Dhaka,Tangail,Sakhipur,Jadabpur,Boali,0.5,0.04,0.1,0.026,24,0.003,0.002,0.008,0.563,0.8,0.012,9.4,0.998,21.9,0.1,32.9,0.4,0.141,0.003,0.147
S99_06133,24.3455,90.1572,1999,TARA,54.9,Dhaka,Tangail,Sakhipur,Baheratail,Baheratail,0.5,0.52,0.1,0.028,277,0.003,0.007,0.008,0.679,2.1,0.018,11.5,0.563,19.7,0.3,36.9,3.4,0.522,0.004,0.841
S99_06134,24.3523,90.2015,1993,TARA,51.8,Dhaka,Tangail,Sakhipur,Kalia,Kachua,0.5,0.02,0.1,0.02,32.7,0.003,0.002,0.008,0.06,1,0.004,10,0.309,23.9,0.1,30.3,0.4,0.197,0.004,0.024
S99_06135,24.3964,90.1916,1997,TARA,45.1,Dhaka,Tangail,Sakhipur,Kalia,Bara Chaona,0.5,0.01,0.1,0.007,7.8,0.003,0.009,0.008,0.03,1.6,0.005,2.33,0.018,9.7,0.2,32.2,0.3,0.0674,0.003,0.041
S99_06136,24.1526,89.9904,1997,HTW,22.9,Dhaka,Tangail,Delduar,Dubail,Dakshin Bathuli,16.2,0.03,0.1,0.102,50,0.005,0.002,0.008,11.3,3.3,0.005,18.1,0.815,11.3,0.2,19.6,6.4,0.136,0.002,0.025
S99_06137,24.1751,89.952,1974,HTW,40.2,Dhaka,Tangail,Delduar,Delduar,Jangalia,38.9,0.02,0.1,0.079,31.3,0.003,0.002,0.008,10.2,3.2,0.007,14.5,1.53,11.2,0.6,26.2,7.7,0.103,0.002,0.022
S99_06138,24.2051,89.9368,1976,HTW,40.5,Dhaka,Tangail,Delduar,Pathrail,Pathrail,153,0.07,0.1,0.19,92.2,0.003,0.002,0.008,11.7,5.4,0.005,22,1.93,24.3,1.1,19.8,0.5,0.324,0.002,0.03
S99_06139,24.1856,89.913,1982,HTW,34.1,Dhaka,Tangail,Delduar,Atia,Chala Atia,73.7,0.02,0.1,0.081,37.9,0.003,0.002,0.008,6.73,4.9,0.004,12.9,0.84,7.2,1.4,23,0.3,0.112,0.002,0.023
S99_06140,24.1403,89.9007,1982,HTW,37.2,Dhaka,Tangail,Delduar,Elasin,Panch Elasin,4.6,0.02,0.1,0.081,46.2,0.003,0.002,0.008,8.51,2.9,0.004,19.1,0.627,11,0.8,26.5,4.6,0.14,0.002,0.021
S99_06143,24.0611,89.882,1998,HTW,22.9,Dhaka,Tangail,Nagarpur,Nagarpur,Badnapara,149,0.03,0.1,0.08,54.2,0.003,0.002,0.008,8.54,2.5,0.004,14.6,0.983,5.4,1.2,25.4,0.2,0.149,0.002,0.14
S99_06144,24.0868,89.8785,1999,HTW,31.4,Dhaka,Tangail,Nagarpur,Sahabatpur,Sahabatpur,30.3,0.01,0.1,0.21,82.8,0.003,0.002,0.008,9.03,3.8,0.004,29.7,1.48,26.1,1.3,26.6,5.6,0.294,0.002,0.021
S99_06145,24.2469,89.9108,,DTW,0,Dhaka,Tangail,Tangail Sadar,Paurashava ward-03,Collegepara,20.1,0.01,0.1,0.195,82.8,0.003,0.002,0.008,6.22,7.4,0.005,27.5,1.21,34.1,0.5,23,22.7,0.279,0.002,0.015
S99_06146,24.0922,90.5973,1997,TARA,52.7,Dhaka,Gazipur,Kapasia,Durgapur,Raonat,0.8,0.01,0.1,0.021,26.1,0.003,0.002,0.008,0.065,1.3,0.004,7.65,0.042,24.7,0.2,34.2,1.3,0.166,0.008,0.009
S99_06147,24.0456,90.5739,1996,TARA,36.6,Dhaka,Gazipur,Kapasia,Chandpur,Chandpur,0.5,0.01,0.1,0.132,46.8,0.003,0.002,0.008,1.45,2.1,0.004,18.7,0.217,37.8,0.1,34,3.3,0.285,0.002,0.015
S99_06148,24.1121,90.5726,1978,miniTARA,46.3,Dhaka,Gazipur,Kapasia,Kapasia,Saphaisri,0.5,0.01,0.1,0.045,26.9,0.003,0.002,0.008,0.044,1.7,0.004,11,0.025,26.7,0.4,33.6,1.2,0.161,0.009,0.025
S99_06149,24.1117,90.6298,1980,HTW,53.3,Dhaka,Gazipur,Kapasia,Karihata,Ekuria,0.5,0.02,0.1,0.008,26.2,0.003,0.002,0.008,0.234,2.5,0.005,10.5,0.006,24.9,0.2,39.6,1.4,0.156,0.002,0.039
S99_06150,24.1879,90.657,1995,TARA,54.9,Dhaka,Gazipur,Kapasia,Batrisab,Batrisab,0.5,0.08,0.1,0.025,13.5,0.003,0.006,0.008,0.68,2.6,0.004,3.64,0.009,14.5,0.2,36.3,2.4,0.132,0.002,0.08
S99_06151,24.156,90.6298,1975,HTW,47.5,Dhaka,Gazipur,Kapasia,Karihata,Merua,0.5,0.04,0.1,0.018,19.4,0.003,0.012,0.008,0.615,1.6,0.004,4.91,0.01,23.5,0.2,37.7,0.4,0.138,0.002,0.04
S99_06153,24.1401,90.5795,1992,TARA,48.2,Dhaka,Gazipur,Kapasia,Targaon,Sonaura,0.5,0.01,0.1,0.013,27.3,0.003,0.002,0.008,0.03,1.1,0.008,8.4,0.042,25.9,0.1,36.3,0.4,0.168,0.003,0.032
S99_06155,24.2234,90.5775,1997,HTW,46.3,Dhaka,Gazipur,Kapasia,Singsree,Singsree,0.5,0.01,0.1,0.032,6.7,0.003,0.015,0.008,0.124,2.1,0.004,2.11,0.002,8.5,0.1,26,1.6,0.078,0.002,0.022
S99_06156,24.1543,90.6705,,HTW,29,Dhaka,Gazipur,Kapasia,Gagutia,Gagutia,0.5,0.01,0.1,0.051,4.8,0.003,0.005,0.008,0.112,2,0.004,1.43,0.002,4.9,0.1,17.4,0.3,0.0557,0.002,0.024
S99_06157,23.9936,90.4521,1998,TARA,57.3,Dhaka,Gazipur,Gazipur Sadar,Baria,Dari Baldha,0.5,0.01,0.1,0.035,19.9,0.003,0.002,0.008,0.172,0.5,0.018,9.32,0.781,27,0.1,36,0.2,0.123,0.004,0.018
S99_06158,24.0007,90.4173,1998,DTW,138.7,Dhaka,Gazipur,Gazipur Sadar,Joydevpur,Paurashava ward01,0.5,0.01,0.1,0.074,31.5,0.003,0.002,0.008,0.041,1.7,0.008,15,0.019,28.4,0.1,33.2,0.4,0.182,0.002,0.014
S99_06159,23.9834,90.4253,1994,TARA,62.2,Dhaka,Gazipur,Gazipur Sadar,Joydevpur,Bhora,0.5,0.01,0.1,0.106,34,0.003,0.002,0.008,0.041,1.2,0.006,14.8,0.368,33.6,0.2,29.7,2.3,0.207,0.002,0.018
S99_06160,24.0268,90.3812,1997,TARA s/force,55.2,Dhaka,Gazipur,Gazipur Sadar,Kayaltia,Dakshin Salna,0.5,0.01,0.1,0.075,43.9,0.003,0.002,0.008,0.087,1.4,0.012,15,0.208,28.6,0.1,24.1,0.2,0.203,0.002,0.013
S99_06161,24.0905,90.3452,1997,TARA,48.8,Dhaka,Gazipur,Gazipur Sadar,Mirzapur,Painsail,0.5,0.01,0.1,0.017,9.9,0.003,0.012,0.008,0.031,1.9,0.004,3.02,0.011,11.1,0.2,33.2,0.3,0.0941,0.004,0.098
S99_06162,23.9996,90.3996,1996,TARA,65.8,Dhaka,Gazipur,Gazipur Sadar,Basan,Telipara,0.5,0.02,0.1,0.144,76.4,0.003,0.002,0.008,0.083,1.5,0.015,24,0.271,71.1,0.1,20.2,0.6,0.425,0.002,0.018
S99_06163,24.0115,90.3241,1998,TARA,54.9,Dhaka,Gazipur,Gazipur Sadar,Konabari,Mirpur,0.5,0.01,0.1,0.007,9.6,0.003,0.015,0.008,0.029,1.7,0.004,3.44,0.01,10.8,0.1,36,0.3,0.0795,0.003,0.048
S99_06164,23.9456,90.3827,1994,TARA,65.8,Dhaka,Gazipur,Gazipur Sadar,Gachha,Kalemeswar,0.6,0.03,0.1,0.136,41.7,0.003,0.002,0.008,0.57,1.6,0.009,16.7,0.111,51.4,0.1,23.3,0.3,0.259,0.002,0.023
S99_06165,23.8937,90.402,1993,HTW,41.1,Dhaka,Gazipur,Gazipur Sadar,Tongi PSA ward -02,Machimpur,0.5,0.02,0.1,0.061,20.8,0.003,0.002,0.008,0.175,0.8,0.004,12.4,0.171,38.9,0.1,24,0.7,0.154,0.002,0.015
S99_06166,23.8955,90.4003,1998,DTW,155.4,Dhaka,Gazipur,Gazipur Sadar,Tongi PSA ward-02,Bhoram,0.5,0.02,0.1,0.031,17.4,0.003,0.002,0.008,0.326,1.2,0.004,5.99,0.155,21.4,0.1,29.6,0.7,0.117,0.002,0.48
S99_06167,23.9829,90.6003,1998,TARA,64,Dhaka,Gazipur,Kaliganj (G),Jamalpur,Jamalpur,2.1,0.01,0.1,0.089,22.2,0.003,0.002,0.008,0.14,1.2,0.004,9.38,0.024,24.1,0.2,22.8,0.2,0.154,0.003,0.042
S99_06168,24.0111,90.5764,1996,TARA,57.9,Dhaka,Gazipur,Kaliganj (G),Noktarpur,Potan,1.1,0.02,0.1,0.076,21.6,0.003,0.002,0.008,1.28,1,0.004,10.5,0.096,25.9,0.3,25,0.2,0.155,0.002,0.025
S99_06169,24.0078,90.5421,1993,TARA,44.8,Dhaka,Gazipur,Kaliganj (G),Jangalia,Jangalia,0.5,0.03,0.1,0.123,72.5,0.003,0.002,0.008,0.434,2,0.008,22.1,0.323,46.2,0.1,23.3,0.7,0.327,0.002,0.035
S99_06170,23.9882,90.5453,1991,TARA,89.9,Dhaka,Gazipur,Kaliganj (G),Baktarpur,Kalun,0.5,0.02,0.1,0.034,26.9,0.003,0.002,0.008,0.054,0.8,0.004,11.4,0.449,32,0.1,27.5,0.2,0.164,0.006,0.019
S99_06171,23.9778,90.5538,1996,HTW,24.4,Dhaka,Gazipur,Kaliganj (G),Baktarpur,Phuldi,0.5,0.03,0.1,0.09,28.4,0.003,0.002,0.008,0.54,0.9,0.004,11.2,0.585,15.1,0.2,27.8,7.5,0.246,0.002,0.027
S99_06172,23.9277,90.4474,1998,TARA,66.4,Dhaka,Gazipur,Gazipur Sadar,Pubail,Talatia,2.4,0.02,0.1,0.075,16.9,0.003,0.002,0.008,1.53,1,0.004,8.43,0.322,30.6,0.2,32.6,0.5,0.11,0.002,0.035
S99_06173,24.882,89.4492,1992,HTW,14,Rajshahi,Bogra,Gabtali,Gabtali,Gabtali,0.5,0.02,0.1,0.08,54.1,0.003,0.002,0.008,0.09,2.9,0.005,32.5,0.006,26.2,0.1,17.2,150,0.256,0.002,0.021
S99_06174,24.9388,89.4081,1994,HTW,19.8,Rajshahi,Bogra,Gabtali,Ramashwarpur,Satihara,632,0.02,0.2,0.525,74.4,0.004,0.002,0.008,18,6.3,0.007,26.3,2.24,46.8,0.8,20.5,20.2,0.461,0.002,0.033
S99_06175,24.967,89.4357,1994,HTW,21.9,Rajshahi,Bogra,Gabtali,Sonarai,Khupi,20.1,0.01,0.1,0.071,34.8,0.003,0.002,0.008,0.442,3.2,0.005,17.4,0.484,17.2,0.1,29.5,0.5,0.128,0.002,0.02
S99_06176,24.9051,89.5066,1996,HTW,21.9,Rajshahi,Bogra,Gabtali,Nepaltali,Kadamtali,10.8,0.01,0.1,0.037,14.4,0.003,0.002,0.008,1.43,3.1,0.004,7.08,0.313,13.1,0.3,17.1,3.7,0.0549,0.002,0.01
S99_06177,24.8636,89.4956,1997,HTW,14,Rajshahi,Bogra,Gabtali,Durgahata,Hatibandha,35.2,0.01,0.1,0.238,40.5,0.003,0.002,0.01,18.7,10.5,0.004,17,0.93,35.3,1.4,26.6,22,0.119,0.002,0.031
S99_06178,24.8796,89.4467,1993,TARA,32,Rajshahi,Bogra,Gabtali,Gabtali,Gabtali,19.4,0.01,0.1,0.137,34.5,0.006,0.002,0.008,9.11,3.3,0.004,16.6,0.662,16.7,1,27.6,2.1,0.157,0.002,0.024
S99_06179,24.8352,89.4611,1992,HTW,15.2,Rajshahi,Bogra,Gabtali,Mahishaban,Maria,0.7,0.01,0.1,0.043,17.8,0.003,0.002,0.008,0.313,1.7,0.004,8.04,0.968,7.9,0.1,18.4,2.4,0.0849,0.002,0.012
S99_06180,24.811,89.4849,1990,HTW,22.9,Rajshahi,Bogra,Gabtali,Baliadighi,Baliadighi,8.6,0.01,0.1,0.02,6.5,0.003,0.002,0.008,1.16,1.9,0.004,3.28,0.188,6.1,0.3,20.6,1.9,0.0274,0.002,0.01
S99_06181,24.7839,89.4751,1998,HTW,22.9,Rajshahi,Bogra,Gabtali,Nasipur,Nasipur,1.7,0.01,0.1,0.047,14.2,0.003,0.002,0.008,1.43,1.7,0.004,6.49,0.149,11.7,0.1,23.6,8.5,0.0648,0.002,0.011
S99_06182,24.8214,89.0438,1978,HTW,18.9,Rajshahi,Bogra,Adamdighi,Adamdighi,Adamdighi,0.5,0.01,0.1,0.029,26.1,0.003,0.002,0.008,0.039,0.5,0.011,9.21,0.292,25.3,0.1,28.4,10.6,0.0954,0.002,0.012
S99_06183,24.8217,89.0418,1984,DTW,0,Rajshahi,Bogra,Adamdighi,Adamdighi,Adamdighi,1.4,0.14,0.1,0.053,93.1,0.003,0.002,0.008,0.298,2.1,0.012,14.9,0.352,30.1,0.1,28.2,4.6,0.225,0.002,0.195
S99_06184,24.8394,89.0222,1990,TARA,25.3,Rajshahi,Bogra,Adamdighi,Chhatiangram,Kaikuri,1.2,0.01,0.1,0.04,41.7,0.003,0.002,0.008,0.837,2.3,0.01,14.7,0.428,22.9,0.1,29.7,6.8,0.15,0.002,0.024
S99_06185,24.7877,88.9936,1995,TARA,25.3,Rajshahi,Bogra,Adamdighi,Santahar,Sandira,1,0.02,0.1,0.048,58,0.003,0.002,0.008,0.187,2.5,0.013,21,0.426,31.7,0.1,31.4,22.6,0.202,0.002,0.026
S99_06186,24.8312,89.0749,1992,TARA,25.3,Rajshahi,Bogra,Adamdighi,Nasratpur,Murail,1.4,0.02,0.1,0.058,60.1,0.003,0.002,0.008,0.577,2.5,0.01,15.5,0.41,23.6,0.1,26.8,3.8,0.184,0.002,0.222
S99_06187,24.7612,89.1017,1994,TARA,25.3,Rajshahi,Bogra,Adamdighi,Champapur,Bihigram,0.5,0.01,0.1,0.023,23.5,0.003,0.002,0.008,0.07,0.5,0.007,7.93,0.555,12.9,0.1,28.8,0.7,0.0666,0.002,0.046
S99_06188,24.7973,89.134,1991,TARA,25.3,Rajshahi,Bogra,Adamdighi,Kundagram,Kunagram,0.5,0.02,0.1,0.042,43.7,0.003,0.002,0.008,0.143,1.3,0.005,9.21,0.187,23.8,0.1,24.1,2.5,0.156,0.002,0.027
S99_06189,24.7918,89.2755,1994,HTW,25.3,Rajshahi,Bogra,Kahaloo,Malancha,Aghor,2,0.02,0.1,0.046,44.7,0.003,0.002,0.008,0.555,2.7,0.008,14.1,0.682,19.1,0.1,28.3,4.8,0.141,0.002,0.02
S99_06190,24.7627,89.248,1992,HTW,18.9,Rajshahi,Bogra,Kahaloo,Jamgaon,Jamgaon,0.5,0.03,0.1,0.04,64.5,0.003,0.002,0.008,0.043,2.8,0.009,12,0.479,24,0.1,19.1,10.8,0.252,0.002,0.019
S99_06191,24.8216,89.209,1992,HTW,21.3,Rajshahi,Bogra,Kahaloo,Durgapur,Pratapur,0.5,0.06,0.1,0.068,92.7,0.003,0.002,0.008,0.048,2.9,0.013,18.8,0.711,43.9,0.1,23.8,9.7,0.355,0.002,0.066
S99_06192,24.8369,89.2685,1976,HTW,18.9,Rajshahi,Bogra,Kahaloo,Kahaloo,Kahaloo,0.5,0.02,0.1,0.035,54.3,0.003,0.002,0.008,0.217,0.9,0.004,9.23,0.204,25.8,0.1,17.6,8.6,0.232,0.002,0.022
S99_06193,24.867,89.2462,1993,TARA,25.3,Rajshahi,Bogra,Kahaloo,Narahatta,Silkonar,0.5,0.01,0.1,0.02,24.9,0.003,0.002,0.008,0.705,1.2,0.004,7.91,0.366,22,0.1,25.8,2.1,0.0859,0.002,0.017
S99_06194,24.8696,89.2154,1990,HTW,18.9,Rajshahi,Bogra,Kahaloo,Birkedar,Sekahar Shyampur,0.5,0.09,0.1,0.023,66.1,0.003,0.002,0.008,0.078,1,0.006,9.84,0.233,23.5,0.1,21.9,2.4,0.176,0.002,0.12
S99_06195,24.896,89.2212,1994,HTW,18.9,Rajshahi,Bogra,Kahaloo,Kalaimajpara,Kalai,1.6,0.02,0.1,0.056,44.3,0.003,0.002,0.008,0.58,2.4,0.008,12.9,0.296,21.8,0.2,25.5,9.4,0.124,0.002,0.018
S99_06196,24.8909,89.2988,1996,HTW,14,Rajshahi,Bogra,Kahaloo,Paikar,Maligachha,0.6,0.04,0.1,0.042,50.5,0.003,0.002,0.008,0.741,1.5,0.004,11.8,0.204,22.8,0.1,22.8,2.9,0.147,0.002,0.046
S99_06197,24.8583,89.2969,1985,HTW,18.9,Rajshahi,Bogra,Kahaloo,Murail,Murail,0.5,0.02,0.1,0.045,49.7,0.003,0.002,0.008,0.035,1.5,0.013,18.4,1.07,33,0.1,24.8,4.2,0.156,0.002,0.018
S99_06198,25.0069,89.3176,1983,HTW,26.5,Rajshahi,Bogra,Shibganj (B),Bihar,Banail,88,0.01,0.1,0.069,29.2,0.003,0.002,0.008,10.4,3.2,0.005,6.51,0.199,8.7,1.1,22.2,0.2,0.0898,0.002,0.018
S99_06199,24.981,89.2047,1996,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Pirab,Palikanda,2,0.02,0.1,0.052,35,0.003,0.002,0.008,0.579,1.4,0.006,11.2,0.395,21.7,0.1,27.6,2.5,0.124,0.002,0.018
S99_06200,24.9739,89.2582,1998,TARA,25.3,Rajshahi,Bogra,Shibganj (B),Buriganj,Panchadah,1.4,0.02,0.1,0.036,26.7,0.003,0.002,0.008,0.291,1.4,0.004,8.79,0.195,21.4,0.1,28.9,1,0.0974,0.002,0.014
S99_06201,25.0165,89.2838,1998,HTW,36.6,Rajshahi,Bogra,Shibganj (B),Atmul,Betgari,6.3,0.01,0.1,0.037,25.2,0.003,0.002,0.008,1.35,1.6,0.004,8.35,0.381,14.4,0.1,27.2,8.9,0.095,0.002,0.012
S99_06202,25.0544,89.2679,1998,TARA,36.6,Rajshahi,Bogra,Shibganj (B),Kichak,Chinal,1.9,0.01,0.1,0.057,24,0.003,0.002,0.008,0.867,1.8,0.004,7.96,0.311,18.6,0.1,30.3,0.7,0.0815,0.002,0.212
