SAMPLE_ID,LAT_LONG,WELL_DEPTH_m,DIVISION_DISTRICT,PARAMETER,CONC
S98_03316,23.636/89.374,43,Khulna-Magura,Mn_mgL,0.656
S98_03317,23.594/89.369,47,Khulna-Magura,Mn_mgL,0.161
S98_03318,23.809/89.23,35,Khulna-Kushtia,Mn_mgL,0.385
S98_03319,23.772/89.194,42,Khulna-Kushtia,Mn_mgL,0.099
S98_03320,24.011/88.877,39,Khulna-Kushtia,Mn_mgL,0.871
S98_03321,24.096/88.924,31,Khulna-Kushtia,Mn_mgL,NA
S98_03322,24.015/88.944,42,Khulna-Kushtia,Mn_mgL,0.494
S98_03323,24.05/88.766,35,Khulna-Kushtia,Mn_mgL,0.382
S98_03324,24.046/88.836,44,Khulna-Kushtia,Mn_mgL,0.774
S98_03325,23.952/88.881,34,Khulna-Kushtia,Mn_mgL,0.903
S98_03326,23.982/88.838,40,Khulna-Kushtia,Mn_mgL,1.5
S98_03327,22.715/90.352,292,Barisal-Barisal,Mn_mgL,0.02
S98_03328,22.736/90.381,22,Barisal-Barisal,Mn_mgL,0.589
S98_03329,22.739/90.379,322,Barisal-Barisal,Mn_mgL,0.028
S98_03330,22.696/90.377,27,Barisal-Barisal,Mn_mgL,0.321
S98_03331,22.696/90.373,315,Barisal-Barisal,Mn_mgL,0.028
S98_03332,22.702/90.357,331,Barisal-Barisal,Mn_mgL,0.016
S98_03333,22.893/90.506,14,Barisal-Barisal,Mn_mgL,0.664
S98_03334,22.884/90.568,15,Barisal-Barisal,Mn_mgL,0.042
S98_03335,23.546/89.163,45,Khulna-Jhenaidah,Mn_mgL,0.49
S98_03336,23.664/89.132,30,Khulna-Jhenaidah,Mn_mgL,0.399
S98_03337,23.765/89.302,43,Khulna-Kushtia,Mn_mgL,0.566
S98_03338,23.84/89.32,38,Khulna-Kushtia,Mn_mgL,1.1
S98_03339,23.869/89.346,38,Khulna-Kushtia,Mn_mgL,1.31
S98_03340,23.807/89.285,98,Khulna-Kushtia,Mn_mgL,0.677
S98_03341,23.807/89.285,37,Khulna-Kushtia,Mn_mgL,1.1
S98_03342,24.058/88.992,49,Khulna-Kushtia,Mn_mgL,1.22
S98_03343,24.102/88.985,35,Khulna-Kushtia,Mn_mgL,1.18
S98_03344,24.102/88.985,97,Khulna-Kushtia,Mn_mgL,0.377
S98_03345,24.01/88.931,41,Khulna-Kushtia,Mn_mgL,0.487
S98_03346,24.07/88.96,45,Khulna-Kushtia,Mn_mgL,0.234
S98_03347,24.024/88.959,36,Khulna-Kushtia,Mn_mgL,0.944
S98_03348,23.816/88.981,42,Khulna-Kushtia,Mn_mgL,0.496
S98_03349,23.863/88.975,41,Khulna-Kushtia,Mn_mgL,0.157
S98_03350,23.891/89.064,36,Khulna-Kushtia,Mn_mgL,0.182
S98_03351,23.008/89.584,66,Khulna-Narail,Mn_mgL,1.44
S98_03352,23.044/89.603,51,Khulna-Narail,Mn_mgL,0.082
S98_03353,23.118/88.93,40,Khulna-Jessore,Mn_mgL,0.1
S98_03354,23.056/88.953,199,Khulna-Jessore,Mn_mgL,0.166
S98_03355,23.056/88.953,39,Khulna-Jessore,Mn_mgL,0.089
S98_03356,23.044/88.901,44,Khulna-Jessore,Mn_mgL,0.663
S98_03357,23.011/88.9,41,Khulna-Jessore,Mn_mgL,0.17
S98_03358,22.945/88.936,39,Khulna-Jessore,Mn_mgL,0.088
S98_03359,23.015/88.964,44,Khulna-Jessore,Mn_mgL,0.08
S98_03360,22.855/89.19,26,Khulna-Jessore,Mn_mgL,0.137
S98_03361,22.826/89.161,51,Khulna-Jessore,Mn_mgL,0.074
S98_03362,22.907/89.168,39,Khulna-Jessore,Mn_mgL,0.099
S98_03363,22.891/89.267,39,Khulna-Jessore,Mn_mgL,0.068
S98_03364,22.912/89.324,203,Khulna-Jessore,Mn_mgL,0.163
S98_03365,22.912/89.324,50,Khulna-Jessore,Mn_mgL,0.395
S98_03366,22.872/89.317,49,Khulna-Jessore,Mn_mgL,0.817
S98_03367,23.262/89.178,34,Khulna-Jessore,Mn_mgL,0.302
S98_03368,23.222/89.149,49,Khulna-Jessore,Mn_mgL,0.574
S98_03369,23.17/89.138,25,Khulna-Jessore,Mn_mgL,0.892
S98_03370,23.127/89.18,49,Khulna-Jessore,Mn_mgL,0.955
S98_03371,23.178/89.195,148,Khulna-Jessore,Mn_mgL,0.174
S98_03372,23.179/89.197,49,Khulna-Jessore,Mn_mgL,NA
S98_03373,23.15/89.209,49,Khulna-Jessore,Mn_mgL,0.276
S98_03374,23.162/89.209,50,Khulna-Jessore,Mn_mgL,0.772
S98_03375,23.601/88.775,92,Khulna-Chuadanga,Mn_mgL,0.177
S98_03376,23.544/88.758,38,Khulna-Chuadanga,Mn_mgL,0.276
S98_03377,23.498/88.749,45,Khulna-Chuadanga,Mn_mgL,0.208
S98_03378,23.617/88.658,40,Khulna-Chuadanga,Mn_mgL,0.356
S98_03379,23.599/88.728,30,Khulna-Chuadanga,Mn_mgL,0.529
S98_03380,23.693/88.799,45,Khulna-Chuadanga,Mn_mgL,0.162
S98_03381,23.654/88.713,37,Khulna-Chuadanga,Mn_mgL,0.43
S98_03382,23.579/88.947,42,Khulna-Chuadanga,Mn_mgL,1.34
S98_03383,23.618/88.92,39,Khulna-Chuadanga,Mn_mgL,0.6
S98_03384,23.67/88.82,43,Khulna-Chuadanga,Mn_mgL,0.384
S98_03385,23.644/88.844,115,Khulna-Chuadanga,Mn_mgL,0.666
S98_03386,23.644/88.844,30,Khulna-Chuadanga,Mn_mgL,0.388
S98_03387,23.816/88.748,20,Khulna-Meherpur,Mn_mgL,0.248
S98_03388,23.816/88.748,105,Khulna-Meherpur,Mn_mgL,0.01
S98_03389,23.824/88.811,44,Khulna-Meherpur,Mn_mgL,2.35
S98_03390,23.91/88.855,39,Khulna-Meherpur,Mn_mgL,0.615
S98_03391,23.898/88.734,33,Khulna-Meherpur,Mn_mgL,0.576
S98_03392,23.851/88.654,39,Khulna-Meherpur,Mn_mgL,0.654
S98_03393,23.364/89.193,51,Khulna-Jhenaidah,Mn_mgL,0.363
S98_03394,23.363/89.157,50,Khulna-Jhenaidah,Mn_mgL,0.458
S98_03395,23.295/89.159,51,Khulna-Jhenaidah,Mn_mgL,0.886
S98_03396,23.336/89.084,54,Khulna-Jhenaidah,Mn_mgL,0.839
S98_03397,23.395/89.08,55,Khulna-Jhenaidah,Mn_mgL,0.783
S98_03398,23.406/89.131,55,Khulna-Jhenaidah,Mn_mgL,0.157
S98_03399,23.406/89.131,134,Khulna-Jhenaidah,Mn_mgL,0.53
S98_03400,23.551/89.015,44,Khulna-Jhenaidah,Mn_mgL,1.2
S98_03401,23.505/89.046,49,Khulna-Jhenaidah,Mn_mgL,0.346
S98_03402,23.566/89.048,49,Khulna-Jhenaidah,Mn_mgL,0.144
S98_03403,23.543/89.074,30,Khulna-Jhenaidah,Mn_mgL,0.122
S98_03404,23.044/89.679,49,Khulna-Narail,Mn_mgL,0.084
S98_03405,23.239/89.62,58,Khulna-Narail,Mn_mgL,1.11
S98_03406,23.258/89.591,61,Khulna-Narail,Mn_mgL,0.349
S98_03407,23.21/89.594,53,Khulna-Narail,Mn_mgL,1.17
S98_03408,23.181/89.645,60,Khulna-Narail,Mn_mgL,0.107
S98_03409,23.267/89.021,45,Khulna-Jessore,Mn_mgL,0.501
S98_03410,23.3/88.99,44,Khulna-Jessore,Mn_mgL,0.255
S98_03411,23.274/88.992,48,Khulna-Jessore,Mn_mgL,0.48
S98_03412,23.324/89.031,51,Khulna-Jessore,Mn_mgL,0.408
S98_03413,23.3/89.068,42,Khulna-Jessore,Mn_mgL,0.486
S98_03414,23.221/89.048,54,Khulna-Jessore,Mn_mgL,0.124
S98_03415,23.248/89.061,40,Khulna-Jessore,Mn_mgL,0.095
S98_03416,23.24/89.097,47,Khulna-Jessore,Mn_mgL,2.6
S98_03417,22.925/89.354,173,Khulna-Jessore,Mn_mgL,0.097
S98_03418,22.924/89.354,33,Khulna-Jessore,Mn_mgL,0.153
S98_03419,23.001/89.311,57,Khulna-Jessore,Mn_mgL,0.098
S98_03420,23.066/89.285,43,Khulna-Jessore,Mn_mgL,0.069
S98_03421,23.066/89.23,53,Khulna-Jessore,Mn_mgL,0.078
S98_03422,23.018/89.139,34,Khulna-Jessore,Mn_mgL,0.09
S98_03423,23.067/89.118,60,Khulna-Jessore,Mn_mgL,0.039
S98_03424,22.959/89.136,44,Khulna-Jessore,Mn_mgL,0.1
S98_03425,23.181/89.4,46,Khulna-Jessore,Mn_mgL,0.311
S98_03426,23.166/89.375,51,Khulna-Jessore,Mn_mgL,1.51
S98_03427,23.219/89.346,40,Khulna-Jessore,Mn_mgL,0.234
S98_03428,23.276/89.351,48,Khulna-Jessore,Mn_mgL,0.001
S98_03429,23.276/89.381,51,Khulna-Jessore,Mn_mgL,0.12
S98_03430,23.255/89.298,47,Khulna-Jessore,Mn_mgL,0.749
S98_03431,23.321/89.267,47,Khulna-Jessore,Mn_mgL,0.29
S98_03432,23.76/88.942,39,Khulna-Chuadanga,Mn_mgL,0.445
S98_03433,23.721/89.001,43,Khulna-Chuadanga,Mn_mgL,1.22
S98_03434,23.675/88.943,44,Khulna-Chuadanga,Mn_mgL,0.148
S98_03435,23.714/88.913,39,Khulna-Chuadanga,Mn_mgL,0.426
S98_03436,23.732/88.87,42,Khulna-Chuadanga,Mn_mgL,0.245
S98_03437,23.694/88.802,37,Khulna-Chuadanga,Mn_mgL,0.731
S98_03438,23.761/88.829,41,Khulna-Chuadanga,Mn_mgL,0.307
S98_03439,23.808/88.856,39,Khulna-Chuadanga,Mn_mgL,NA
S98_03440,23.794/88.905,45,Khulna-Chuadanga,Mn_mgL,NA
S98_03441,23.564/88.884,13,Khulna-Chuadanga,Mn_mgL,0.476
S98_03442,23.523/88.918,13,Khulna-Chuadanga,Mn_mgL,NA
S98_03443,23.536/88.851,40,Khulna-Chuadanga,Mn_mgL,0.534
S98_03444,23.596/88.842,14,Khulna-Chuadanga,Mn_mgL,0.334
S98_03445,23.678/88.684,16,Khulna-Meherpur,Mn_mgL,1.67
S98_03446,23.628/88.627,148,Khulna-Meherpur,Mn_mgL,0.168
S98_03447,23.628/88.627,43,Khulna-Meherpur,Mn_mgL,0.806
S98_03448,23.717/88.615,40,Khulna-Meherpur,Mn_mgL,0.771
S98_03449,23.817/88.676,44,Khulna-Meherpur,Mn_mgL,0.954
S98_03450,23.838/88.642,42,Khulna-Meherpur,Mn_mgL,0.49
S98_03451,23.769/88.598,39,Khulna-Meherpur,Mn_mgL,0.578
S98_03452,23.352/88.918,25,Khulna-Jhenaidah,Mn_mgL,NA
S98_03453,23.3/88.91,43,Khulna-Jhenaidah,Mn_mgL,0.001
S98_03454,23.255/88.886,44,Khulna-Jhenaidah,Mn_mgL,0.349
S98_03455,23.282/88.818,44,Khulna-Jhenaidah,Mn_mgL,0.183
S98_03456,23.247/88.782,44,Khulna-Jhenaidah,Mn_mgL,0.466
S98_03457,23.295/88.753,38,Khulna-Jhenaidah,Mn_mgL,0.463
S98_03458,23.37/88.802,23,Khulna-Jhenaidah,Mn_mgL,0.292
S98_03459,23.388/88.909,50,Khulna-Jhenaidah,Mn_mgL,0.27
S98_03460,23.37/88.974,34,Khulna-Jhenaidah,Mn_mgL,0.51
S98_03461,23.462/89.22,49,Khulna-Jhenaidah,Mn_mgL,0.714
S98_03462,23.491/89.28,44,Khulna-Jhenaidah,Mn_mgL,0.156
S98_03463,23.524/89.299,52,Khulna-Jhenaidah,Mn_mgL,0.173
S98_03464,23.562/89.277,44,Khulna-Jhenaidah,Mn_mgL,0.147
S98_03465,23.54/89.209,37,Khulna-Jhenaidah,Mn_mgL,0.499
S98_03466,23.861/89.037,38,Khulna-Kushtia,Mn_mgL,0.416
S98_03467,23.79/89.007,41,Khulna-Kushtia,Mn_mgL,1.02
S98_03468,23.744/89.059,36,Khulna-Kushtia,Mn_mgL,0.732
S98_03469,23.775/89.061,47,Khulna-Kushtia,Mn_mgL,0.459
S98_03470,23.793/89.104,34,Khulna-Kushtia,Mn_mgL,0.919
S98_03471,23.753/89.127,56,Khulna-Kushtia,Mn_mgL,0.279
S98_03472,23.84/89.102,39,Khulna-Kushtia,Mn_mgL,1.26
S98_03473,23.844/89.155,39,Khulna-Kushtia,Mn_mgL,1.01
S98_03474,23.903/89.121,115,Khulna-Kushtia,Mn_mgL,0.479
S98_03475,23.903/89.121,41,Khulna-Kushtia,Mn_mgL,0.302
S98_03476,23.924/88.969,45,Khulna-Kushtia,Mn_mgL,0.244
S98_03477,23.892/88.935,37,Khulna-Kushtia,Mn_mgL,1.2
S98_03478,23.84/88.913,45,Khulna-Kushtia,Mn_mgL,0.188
S98_03479,22.694/90.369,308,Barisal-Barisal,Mn_mgL,0.027
S98_03480,22.72/90.349,301,Barisal-Barisal,Mn_mgL,0.017
S98_03481,22.713/90.297,28,Barisal-Barisal,Mn_mgL,0.474
S98_03482,22.67/90.325,32,Barisal-Barisal,Mn_mgL,0.223
S98_03483,22.997/90.228,20,Barisal-Barisal,Mn_mgL,0.143
S98_03484,22.996/90.213,22,Barisal-Barisal,Mn_mgL,0.089
S98_03485,22.965/90.199,23,Barisal-Barisal,Mn_mgL,0.184
S98_03486,22.972/90.225,273,Barisal-Barisal,Mn_mgL,0.068
S98_03487,22.964/90.262,276,Barisal-Barisal,Mn_mgL,0.054
S98_03488,22.939/90.24,22,Barisal-Barisal,Mn_mgL,0.057
S98_03489,22.929/90.242,22,Barisal-Barisal,Mn_mgL,0.086
S98_03490,22.899/90.3,273,Barisal-Barisal,Mn_mgL,0.058
S98_03491,22.908/90.251,273,Barisal-Barisal,Mn_mgL,0.013
S98_03492,22.532/90.342,17,Barisal-Barisal,Mn_mgL,0.059
S98_03493,22.507/90.346,338,Barisal-Barisal,Mn_mgL,0.014
S98_03494,22.566/90.338,17,Barisal-Barisal,Mn_mgL,0.134
S98_03495,22.589/90.35,339,Barisal-Barisal,Mn_mgL,0.018
S98_03496,22.518/90.309,330,Barisal-Barisal,Mn_mgL,0.017
S98_03497,22.511/90.283,318,Barisal-Barisal,Mn_mgL,0.025
S98_03498,22.505/90.268,331,Barisal-Barisal,Mn_mgL,0.027
S98_03499,22.496/90.246,351,Barisal-Barisal,Mn_mgL,0.02
S98_03500,22.774/90.159,22,Barisal-Barisal,Mn_mgL,0.026
S98_03501,22.786/90.183,275,Barisal-Barisal,Mn_mgL,0.035
S98_03502,22.798/90.187,23,Barisal-Barisal,Mn_mgL,0.06
S98_03503,22.808/90.187,272,Barisal-Barisal,Mn_mgL,0.058
S98_03504,22.789/90.152,18,Barisal-Barisal,Mn_mgL,0.037
S98_03505,22.806/90.127,266,Barisal-Barisal,Mn_mgL,0.008
S98_03506,22.282/90.568,260,Barisal-Patuakhali,Mn_mgL,0.027
S98_03507,22.284/90.551,290,Barisal-Patuakhali,Mn_mgL,0.009
S98_03508,22.267/90.533,278,Barisal-Patuakhali,Mn_mgL,0.01
S98_03509,22.276/90.546,254,Barisal-Patuakhali,Mn_mgL,0.009
S98_03510,22.302/90.577,259,Barisal-Patuakhali,Mn_mgL,0.02
S98_03511,22.971/90.153,15,Barisal-Barisal,Mn_mgL,0.044
S98_03512,23.015/90.166,29,Barisal-Barisal,Mn_mgL,0.05
S98_03513,23.014/90.182,96,Barisal-Barisal,Mn_mgL,0.013
S98_03514,22.989/90.135,34,Barisal-Barisal,Mn_mgL,0.112
S98_03515,22.986/90.136,238,Barisal-Barisal,Mn_mgL,0.184
S98_03516,22.966/90.084,244,Barisal-Barisal,Mn_mgL,0.22
S98_03517,22.965/90.086,38,Barisal-Barisal,Mn_mgL,0.059
S98_03518,22.931/90.199,23,Barisal-Barisal,Mn_mgL,0.09
S98_03519,22.961/90.191,22,Barisal-Barisal,Mn_mgL,0.056
S98_03520,22.821/90.252,17,Barisal-Barisal,Mn_mgL,0.519
S98_03521,22.875/90.267,291,Barisal-Barisal,Mn_mgL,0.015
S98_03522,22.881/90.246,16,Barisal-Barisal,Mn_mgL,0.088
S98_03523,22.892/90.199,318,Barisal-Barisal,Mn_mgL,0.01
S98_03524,22.892/90.2,23,Barisal-Barisal,Mn_mgL,0.08
S98_03525,22.835/90.213,23,Barisal-Barisal,Mn_mgL,0.054
S98_03526,22.836/90.212,275,Barisal-Barisal,Mn_mgL,0.053
S98_03527,22.373/90.585,282,Barisal-Patuakhali,Mn_mgL,0.045
S98_03528,22.378/90.544,259,Barisal-Patuakhali,Mn_mgL,0.016
S98_03529,22.52/90.52,272,Barisal-Patuakhali,Mn_mgL,0.02
S98_03530,22.475/90.559,295,Barisal-Patuakhali,Mn_mgL,0.005
S98_03531,22.432/90.558,277,Barisal-Patuakhali,Mn_mgL,0.03
S98_03532,22.427/90.457,254,Barisal-Patuakhali,Mn_mgL,0.013
S98_03533,22.357/90.352,17,Barisal-Patuakhali,Mn_mgL,0.377
S98_03534,22.359/90.351,308,Barisal-Patuakhali,Mn_mgL,0.019
S98_03535,22.375/90.514,295,Barisal-Patuakhali,Mn_mgL,0.014
S98_03536,22.463/90.344,308,Barisal-Patuakhali,Mn_mgL,NA
S98_03537,22.433/90.442,292,Barisal-Patuakhali,Mn_mgL,0.016
S98_03538,22.432/90.335,312,Barisal-Patuakhali,Mn_mgL,0.012
S98_03539,22.36/90.296,315,Barisal-Patuakhali,Mn_mgL,0.015
S98_03540,22.351/90.356,319,Barisal-Patuakhali,Mn_mgL,0.012
S98_03541,22.1/90.016,310,Barisal-Barguna,Mn_mgL,0.013
S98_03542,22.116/90.003,301,Barisal-Barguna,Mn_mgL,0.018
S98_03543,22.181/90.02,320,Barisal-Barguna,Mn_mgL,0.012
S98_03544,22.185/89.993,321,Barisal-Barguna,Mn_mgL,0.025
S98_03545,22.172/90.18,287,Barisal-Barguna,Mn_mgL,0.019
S98_03546,22.179/90.17,282,Barisal-Barguna,Mn_mgL,0.042
S98_03547,22.626/90.061,16,Barisal-Pirojpur,Mn_mgL,0.017
S98_03549,22.638/90.078,15,Barisal-Pirojpur,Mn_mgL,0.16
S98_03550,22.604/90.082,14,Barisal-Pirojpur,Mn_mgL,NA
S98_03551,22.575/90.057,17,Barisal-Pirojpur,Mn_mgL,0.066
S98_03552,22.577/90.053,313,Barisal-Pirojpur,Mn_mgL,0.026
S98_03553,22.822/90.433,289,Barisal-Barisal,Mn_mgL,0.027
S98_03554,22.907/90.379,312,Barisal-Barisal,Mn_mgL,0.029
S98_03555,22.911/90.411,315,Barisal-Barisal,Mn_mgL,0.002
S98_03556,22.918/90.415,312,Barisal-Barisal,Mn_mgL,0.017
S98_03557,22.953/90.415,311,Barisal-Barisal,Mn_mgL,0.06
S98_03558,22.966/90.342,282,Barisal-Barisal,Mn_mgL,0.019
S98_03559,22.992/90.339,243,Barisal-Barisal,Mn_mgL,0.002
S98_03560,22.993/90.34,15,Barisal-Barisal,Mn_mgL,1.46
S98_03561,22.733/90.442,322,Barisal-Barisal,Mn_mgL,0.024
S98_03562,22.706/90.395,16,Barisal-Barisal,Mn_mgL,0.037
S98_03563,22.325/90.192,314,Barisal-Patuakhali,Mn_mgL,0.012
S98_03564,22.302/90.192,288,Barisal-Patuakhali,Mn_mgL,0.002
S98_03565,22.279/90.181,354,Barisal-Patuakhali,Mn_mgL,0.011
S98_03566,22.37/90.222,311,Barisal-Patuakhali,Mn_mgL,0.02
S98_03567,22.356/90.259,308,Barisal-Patuakhali,Mn_mgL,0.015
S98_03568,22.358/90.342,306,Barisal-Patuakhali,Mn_mgL,0.017
S98_03569,22.35/90.347,273,Barisal-Patuakhali,Mn_mgL,0.015
S98_03570,21.893/90.141,247,Barisal-Patuakhali,Mn_mgL,0.016
S98_03571,21.816/90.126,266,Barisal-Patuakhali,Mn_mgL,0.013
S98_03572,21.814/90.124,9,Barisal-Patuakhali,Mn_mgL,0.946
S98_03573,21.98/90.232,266,Barisal-Patuakhali,Mn_mgL,0.014
S98_03574,21.996/90.211,296,Barisal-Patuakhali,Mn_mgL,0.018
S98_03575,22.008/90.285,271,Barisal-Patuakhali,Mn_mgL,0.016
S98_03576,22.051/90.117,310,Barisal-Barguna,Mn_mgL,0.009
S98_03577,22.066/90.207,299,Barisal-Patuakhali,Mn_mgL,0.009
S98_03578,22.094/90.207,312,Barisal-Barguna,Mn_mgL,0.012
S98_03579,22.156/90.297,304,Barisal-Barguna,Mn_mgL,0.011
S98_03580,22.183/90.278,302,Barisal-Barguna,Mn_mgL,0.008
S98_03581,22.243/90.318,285,Barisal-Barguna,Mn_mgL,0.014
S98_03582,22.215/90.304,308,Barisal-Barguna,Mn_mgL,0.011
S98_03583,22.133/90.231,305,Barisal-Barguna,Mn_mgL,0.012
S98_03584,22.417/90.166,21,Barisal-Barguna,Mn_mgL,0.141
S98_03585,22.374/90.131,292,Barisal-Barguna,Mn_mgL,0.027
S98_03586,22.338/90.142,292,Barisal-Barguna,Mn_mgL,0.023
S98_03587,22.322/90.112,295,Barisal-Barguna,Mn_mgL,0.013
S98_03588,22.289/89.962,13,Barisal-Pirojpur,Mn_mgL,0.101
S98_03589,22.223/89.972,311,Barisal-Pirojpur,Mn_mgL,0.164
S98_03590,22.217/89.921,13,Barisal-Pirojpur,Mn_mgL,0.159
S98_03591,22.257/89.946,13,Barisal-Pirojpur,Mn_mgL,0.135
S98_03592,22.296/89.979,15,Barisal-Pirojpur,Mn_mgL,0.175
S98_03593,22.346/89.939,11,Barisal-Pirojpur,Mn_mgL,0.088
S98_03594,22.367/89.967,21,Barisal-Pirojpur,Mn_mgL,0.12
S98_03595,22.743/90.099,14,Barisal-Pirojpur,Mn_mgL,0.001
S98_03596,22.76/90.094,241,Barisal-Pirojpur,Mn_mgL,0.052
S98_03597,22.806/90.193,302,Barisal-Barisal,Mn_mgL,0.031
S98_03598,22.742/90.134,45,Barisal-Pirojpur,Mn_mgL,0.114
S98_03599,22.73/90.105,16,Barisal-Pirojpur,Mn_mgL,0.041
S98_03600,22.727/90.089,13,Barisal-Pirojpur,Mn_mgL,0.062
S98_03601,22.73/90.089,312,Barisal-Pirojpur,Mn_mgL,0.035
S98_03602,22.669/90.082,295,Barisal-Pirojpur,Mn_mgL,0.009
S98_03603,22.684/90.071,279,Barisal-Pirojpur,Mn_mgL,0.013
S98_03604,22.37/90.07,11,Barisal-Jhalakati,Mn_mgL,0.086
S98_03605,22.369/90.081,344,Barisal-Jhalakati,Mn_mgL,0.196
S98_03606,22.496/90.137,335,Barisal-Jhalakati,Mn_mgL,0.036
S98_03607,23.34/90.173,20,Dhaka-Madaripur,Mn_mgL,1.84
S98_03608,23.287/90.17,19,Dhaka-Madaripur,Mn_mgL,1.8
S98_03609,23.329/90.209,20,Dhaka-Madaripur,Mn_mgL,0.887
S98_03610,23.378/90.16,21,Dhaka-Madaripur,Mn_mgL,0.016
S98_03611,23.411/90.176,19,Dhaka-Madaripur,Mn_mgL,1.37
S98_03612,23.387/90.111,18,Dhaka-Madaripur,Mn_mgL,0.959
S98_03613,23.365/90.11,21,Dhaka-Madaripur,Mn_mgL,1.35
S98_03614,23.073/90.433,320,Dhaka-Shariatpur,Mn_mgL,0.124
S98_03615,23.084/90.407,22,Dhaka-Shariatpur,Mn_mgL,0.262
S98_03616,23.08/90.406,285,Dhaka-Shariatpur,Mn_mgL,0.025
S98_03617,23.076/90.384,30,Dhaka-Shariatpur,Mn_mgL,0.09
S98_03618,23.038/90.438,24,Dhaka-Shariatpur,Mn_mgL,0.122
S98_03619,23.087/90.462,29,Dhaka-Shariatpur,Mn_mgL,0.838
S98_03620,23.099/90.483,30,Dhaka-Shariatpur,Mn_mgL,2.97
S98_03621,22.246/90.411,283,Barisal-Patuakhali,Mn_mgL,0.021
S98_03622,22.24/90.399,302,Barisal-Patuakhali,Mn_mgL,0.015
S98_03623,22.248/90.4,293,Barisal-Patuakhali,Mn_mgL,0.013
S98_03624,22.142/90.066,304,Barisal-Barguna,Mn_mgL,0.008
S98_03625,22.147/90.111,311,Barisal-Barguna,Mn_mgL,0.011
S98_03626,22.091/90.084,313,Barisal-Barguna,Mn_mgL,0.015
S98_03627,22.042/90.042,315,Barisal-Barguna,Mn_mgL,0.015
S98_03628,22.156/90.13,315,Barisal-Barguna,Mn_mgL,0.017
S98_03629,22.296/90.06,286,Barisal-Barguna,Mn_mgL,0.037
S98_03630,22.288/90.045,16,Barisal-Barguna,Mn_mgL,0.009
S98_03631,22.26/90.029,306,Barisal-Barguna,Mn_mgL,0.103
S98_03632,22.25/90.076,296,Barisal-Barguna,Mn_mgL,0.026
S98_03633,22.264/90.079,301,Barisal-Barguna,Mn_mgL,0.01
S98_03634,22.486/90.063,296,Barisal-Pirojpur,Mn_mgL,NA
S98_03635,22.471/90.055,16,Barisal-Pirojpur,Mn_mgL,0.13
S98_03636,22.471/90.036,280,Barisal-Pirojpur,Mn_mgL,0.028
S98_03637,22.489/90.022,17,Barisal-Pirojpur,Mn_mgL,0.06
S98_03638,22.533/89.992,22,Barisal-Pirojpur,Mn_mgL,0.235
S98_03639,22.55/89.983,33,Barisal-Pirojpur,Mn_mgL,0.069
S98_03640,22.582/89.999,14,Barisal-Pirojpur,Mn_mgL,0.549
S98_03641,22.58/89.966,19,Barisal-Pirojpur,Mn_mgL,0.042
S98_03642,22.683/89.963,19,Barisal-Pirojpur,Mn_mgL,0.06
S98_03643,22.618/89.96,17,Barisal-Pirojpur,Mn_mgL,0.101
S98_03644,22.606/89.993,17,Barisal-Pirojpur,Mn_mgL,0.033
S98_03645,22.653/90,275,Barisal-Pirojpur,Mn_mgL,0.033
S98_03646,22.622/89.99,20,Barisal-Pirojpur,Mn_mgL,0.037
S98_03647,22.518/90.11,351,Barisal-Jhalakati,Mn_mgL,0.109
S98_03648,22.556/90.137,16,Barisal-Jhalakati,Mn_mgL,0.028
S98_03649,22.559/90.188,295,Barisal-Jhalakati,Mn_mgL,0.02
S98_03650,22.555/90.086,13,Barisal-Jhalakati,Mn_mgL,0.075
S98_03651,22.579/90.095,322,Barisal-Jhalakati,Mn_mgL,0.011
S98_03652,22.578/90.114,282,Barisal-Jhalakati,Mn_mgL,0.019
S98_03653,22.68/90.285,15,Barisal-Jhalakati,Mn_mgL,0.113
S98_03654,22.707/89.977,257,Barisal-Pirojpur,Mn_mgL,0.043
S98_03655,22.815/89.947,17,Barisal-Pirojpur,Mn_mgL,0.094
S98_03656,22.803/89.953,270,Barisal-Pirojpur,Mn_mgL,0.018
S98_03657,22.791/89.956,18,Barisal-Pirojpur,Mn_mgL,0.047
S98_03658,22.698/89.998,260,Barisal-Pirojpur,Mn_mgL,0.021
S98_03659,22.698/89.998,21,Barisal-Pirojpur,Mn_mgL,0.079
S98_03660,22.713/89.953,19,Barisal-Pirojpur,Mn_mgL,0.057
S98_03661,22.64/90.181,17,Barisal-Jhalakati,Mn_mgL,0.089
S98_03662,22.647/90.196,327,Barisal-Jhalakati,Mn_mgL,0.01
S98_03663,22.727/90.212,311,Barisal-Jhalakati,Mn_mgL,0.016
S98_03664,22.723/90.233,323,Barisal-Jhalakati,Mn_mgL,0.015
S98_03665,22.724/90.234,15,Barisal-Jhalakati,Mn_mgL,0.08
S98_03666,22.688/90.203,317,Barisal-Jhalakati,Mn_mgL,0.038
S98_03667,22.688/90.204,16,Barisal-Jhalakati,Mn_mgL,0.025
S98_03668,22.681/90.175,332,Barisal-Jhalakati,Mn_mgL,0.011
S98_03669,22.68/90.175,20,Barisal-Jhalakati,Mn_mgL,0.044
S98_03670,22.398/90.126,258,Barisal-Jhalakati,Mn_mgL,0.099
S98_03671,22.444/90.116,346,Barisal-Jhalakati,Mn_mgL,0.093
S98_03672,22.465/90.066,13,Barisal-Jhalakati,Mn_mgL,0.038
