SAMPLE_ID,LAT_LONG,WELL_DEPTH_m,DIVISION_DISTRICT,PARAMETER,CONC
S98_00701,22.8731/90.7844,10.7,Chittagong-Lakshmipur,As_ugL,13
S98_00718,23.0194/90.8786,12.2,Chittagong-Lakshmipur,As_ugL,256
S98_00724,22.965/90.9597,12.2,Chittagong-Lakshmipur,As_ugL,38
S98_00727,22.9253/90.9744,262.1,Chittagong-Lakshmipur,As_ugL,8
S98_00733,22.8653/90.9372,7.9,Chittagong-Lakshmipur,As_ugL,6
S98_00734,22.8525/90.9058,182.9,Chittagong-Lakshmipur,As_ugL,6
S98_00736,22.8567/90.8642,7.9,Chittagong-Lakshmipur,As_ugL,15
S98_00749,22.9322/90.7767,7.9,Chittagong-Lakshmipur,As_ugL,65
S98_00752,22.9347/90.8294,318,Chittagong-Lakshmipur,As_ugL,6
S98_00756,22.9414/90.8644,14,Chittagong-Lakshmipur,As_ugL,142
S98_00777,23.5331/89.79,26.2,Dhaka-Faridpur,As_ugL,41
S98_00781,23.5347/89.8675,32,Dhaka-Faridpur,As_ugL,162
S98_00784,23.5969/89.8769,20.1,Dhaka-Faridpur,As_ugL,57
S98_00791,23.6603/89.7639,28,Dhaka-Faridpur,As_ugL,245
S98_00796,23.5825/89.8403,137.2,Dhaka-Faridpur,As_ugL,6
S98_00798,23.5872/89.8133,213.4,Dhaka-Faridpur,As_ugL,6
S98_00818,23.6669/89.8369,21.9,Dhaka-Faridpur,As_ugL,6
S98_00821,23.5753/89.7178,18.3,Dhaka-Faridpur,As_ugL,132
S98_00824,23.6139/89.7936,15.8,Dhaka-Faridpur,As_ugL,10
S98_00829,23.5819/89.835,36.6,Dhaka-Faridpur,As_ugL,6
S98_00854,24.6017/88.2767,34,Rajshahi-Nawabganj,As_ugL,35
S98_00858,24.6403/88.3783,42.7,Rajshahi-Nawabganj,As_ugL,6
S98_00871,24.6372/88.2381,29,Rajshahi-Nawabganj,As_ugL,6
S98_00877,24.6883/88.2633,29,Rajshahi-Nawabganj,As_ugL,6
S98_00881,24.6525/88.3139,38.1,Rajshahi-Nawabganj,As_ugL,6
S98_00883,24.5736/88.2067,33.5,Rajshahi-Nawabganj,As_ugL,8
S98_00890,24.5228/88.2683,19.8,Rajshahi-Nawabganj,As_ugL,6
S98_00891,24.5022/88.1817,21.3,Rajshahi-Nawabganj,As_ugL,14
S98_00894,24.4844/88.245,21.3,Rajshahi-Nawabganj,As_ugL,6
S98_00910,24.6114/88.3478,41.1,Rajshahi-Nawabganj,As_ugL,6
S98_02451,23.642/90.609,41,Dhaka-Narayanganj,As_ugL,324
S98_02452,23.723/90.522,59,Dhaka-Narayanganj,As_ugL,6
S98_02453,23.84/90.634,36,Dhaka-Narayanganj,As_ugL,6
S98_02454,23.688/90.522,66,Dhaka-Narayanganj,As_ugL,6
S98_02455,23.667/90.48,31,Dhaka-Narayanganj,As_ugL,6
S98_02456,23.812/90.217,58,Dhaka-Manikganj,As_ugL,6
S98_02457,23.617/90.499,62,Dhaka-Narayanganj,As_ugL,9
S98_02458,23.615/90.51,61,Dhaka-Narayanganj,As_ugL,6
S98_02459,23.902/89.986,15,Dhaka-Manikganj,As_ugL,NA
S98_02460,23.847/89.829,52,Dhaka-Manikganj,As_ugL,41
S98_02461,23.968/89.83,82,Dhaka-Manikganj,As_ugL,46
S98_02462,23.771/89.915,31,Dhaka-Manikganj,As_ugL,60
S98_02463,23.856/89.939,44,Dhaka-Manikganj,As_ugL,89
S98_02464,23.99/90.044,24,Dhaka-Manikganj,As_ugL,20
S98_02465,23.919/90.214,65,Dhaka-Dhaka,As_ugL,NA
S98_02466,23.835/90.261,115,Dhaka-Dhaka,As_ugL,6
S98_02467,23.696/90.347,43,Dhaka-Dhaka,As_ugL,6
S98_02468,23.616/90.125,60,Dhaka-Dhaka,As_ugL,184
S98_02469,23.651/90.132,20,Dhaka-Dhaka,As_ugL,133
S98_02470,22.966/89.479,262,Khulna-Khulna,As_ugL,6
S98_02471,22.737/89.519,187,Khulna-Khulna,As_ugL,6
S98_02472,22.576/89.325,49,Khulna-Khulna,As_ugL,130
S98_02473,22.811/89.038,34,Khulna-Satkhira,As_ugL,NA
S98_02474,22.932/89.668,26,Khulna-Khulna,As_ugL,114
S98_02475,22.576/89.499,41,Khulna-Khulna,As_ugL,12
S98_02476,22.8/89.645,131,Khulna-Khulna,As_ugL,89
S98_02477,22.837/89.55,312,Khulna-Khulna,As_ugL,6
S98_02478,22.887/89.535,282,Khulna-Khulna,As_ugL,6
S98_02479,22.871/89.508,60,Khulna-Khulna,As_ugL,73
S98_02480,22.819/89.421,59,Khulna-Khulna,As_ugL,6
S98_02481,22.778/89.706,39,Khulna-Bagerhat,As_ugL,121
S98_02482,22.52/89.021,20,Khulna-Satkhira,As_ugL,100
S98_02483,22.639/89.041,39,Khulna-Satkhira,As_ugL,176
S98_02484,22.824/89.748,34,Khulna-Bagerhat,As_ugL,124
S98_02485,22.546/89.652,26,Khulna-Bagerhat,As_ugL,505
S98_02486,23.373/89.371,115,Khulna-Magura,As_ugL,78
S98_02487,22.86/89.04,39,Khulna-Satkhira,As_ugL,147
S98_02488,22.343/89.112,13,Khulna-Satkhira,As_ugL,6
S98_02489,22.75/89.259,22,Khulna-Satkhira,As_ugL,106
S98_02490,22.538/89.24,56,Khulna-Satkhira,As_ugL,155
S98_02491,22.763/89.855,45,Khulna-Bagerhat,As_ugL,217
S98_02492,22.565/89.845,20,Khulna-Bagerhat,As_ugL,92
S98_02493,22.311/89.846,10,Khulna-Bagerhat,As_ugL,6
S98_02494,22.642/89.814,20,Khulna-Bagerhat,As_ugL,301
S98_02495,23.402/89.602,98,Khulna-Magura,As_ugL,61
S98_02496,23.17/89.042,45,Khulna-Jessore,As_ugL,111
S98_02497,23.042/89.391,50,Khulna-Jessore,As_ugL,136
S98_02498,23.27/89.246,51,Khulna-Jessore,As_ugL,9
S98_02499,23.419/88.821,94,Khulna-Chuadanga,As_ugL,30
S98_02500,23.399/88.977,44,Khulna-Jhenaidah,As_ugL,45
S98_02501,23.734/89.208,47,Khulna-Jhenaidah,As_ugL,6
S98_02502,23.611/89.021,39,Khulna-Jhenaidah,As_ugL,71
S98_02503,23.863/89.244,40,Khulna-Kushtia,As_ugL,6
S98_02504,22.722/89.847,18,Khulna-Bagerhat,As_ugL,59
S98_02505,22.55/89.59,18,Khulna-Bagerhat,As_ugL,6
S98_02506,23.121/89.649,50,Khulna-Narail,As_ugL,152
S98_02507,23.589/89.397,50,Khulna-Magura,As_ugL,6
S98_02508,24.009/88.876,100,Khulna-Kushtia,As_ugL,6
S98_02509,23.769/89.256,39,Khulna-Kushtia,As_ugL,6
S98_02510,24.018/89.007,39,Khulna-Kushtia,As_ugL,6
S98_02511,23.07/89.559,63,Khulna-Narail,As_ugL,6
S98_02512,23.12/88.974,22,Khulna-Jessore,As_ugL,54
S98_02513,22.906/89.216,49,Khulna-Jessore,As_ugL,166
S98_02514,23.603/88.774,40,Khulna-Chuadanga,As_ugL,50
S98_02515,23.678/88.869,39,Khulna-Chuadanga,As_ugL,41
S98_02516,23.781/88.734,39,Khulna-Meherpur,As_ugL,33
S98_02517,23.404/89.221,49,Khulna-Jhenaidah,As_ugL,55
S98_02518,23.181/89.543,54,Khulna-Narail,As_ugL,198
S98_02519,23.26/89.024,118,Khulna-Jessore,As_ugL,49
S98_02520,22.963/89.23,67,Khulna-Jessore,As_ugL,168
S98_02521,23.222/89.408,50,Khulna-Jessore,As_ugL,152
S98_02522,23.76/88.942,82,Khulna-Chuadanga,As_ugL,35
S98_02523,23.352/88.918,123,Khulna-Jhenaidah,As_ugL,74
S98_02524,23.659/88.62,39,Khulna-Meherpur,As_ugL,72
S98_02525,23.476/89.146,47,Khulna-Jhenaidah,As_ugL,6
S98_02526,23.93/89.083,37,Khulna-Kushtia,As_ugL,6
S98_02527,22.35/90.579,283,Barisal-Patuakhali,As_ugL,6
S98_02528,22.97/90.159,237,Barisal-Barisal,As_ugL,6
S98_02529,22.414/90.566,322,Barisal-Patuakhali,As_ugL,6
S98_02530,22.358/90.342,17,Barisal-Patuakhali,As_ugL,6
S98_02531,22.041/89.972,12,Barisal-Barguna,As_ugL,11
S98_02532,22.626/90.061,256,Barisal-Pirojpur,As_ugL,6
S98_02533,22.359/90.216,299,Barisal-Patuakhali,As_ugL,6
S98_02534,21.951/90.183,299,Barisal-Patuakhali,As_ugL,6
S98_02535,21.982/90.088,306,Barisal-Barguna,As_ugL,6
S98_02536,22.416/90.166,289,Barisal-Barguna,As_ugL,6
S98_02537,23.076/90.436,35,Dhaka-Shariatpur,As_ugL,248
S98_02538,22.257/90.416,300,Barisal-Patuakhali,As_ugL,6
S98_02539,22.172/90.092,302,Barisal-Barguna,As_ugL,6
S98_02540,22.308/90.096,285,Barisal-Barguna,As_ugL,6
S98_02541,22.488/90.067,22,Barisal-Pirojpur,As_ugL,6
S98_02542,22.516/89.996,15,Barisal-Pirojpur,As_ugL,6
S98_02543,22.568/90.148,12,Barisal-Jhalakati,As_ugL,17
S98_02544,22.647/90.231,15,Barisal-Jhalakati,As_ugL,16
S98_02545,22.639/90.18,306,Barisal-Jhalakati,As_ugL,7
S98_02546,22.402/90.127,13,Barisal-Jhalakati,As_ugL,6
S98_02547,23.138/90.444,63,Dhaka-Shariatpur,As_ugL,77
S98_02548,23.229/90.533,27,Dhaka-Shariatpur,As_ugL,30
S98_02549,23.2/90.469,33,Dhaka-Shariatpur,As_ugL,49
S98_02550,23.301/90.409,39,Dhaka-Shariatpur,As_ugL,275
S98_02551,22.906/89.899,14,Dhaka-Gopalganj,As_ugL,22
S98_02552,23.144/89.763,39,Dhaka-Gopalganj,As_ugL,76
S98_02553,23.186/90.339,246,Dhaka-Shariatpur,As_ugL,6
S98_02554,22.987/90.006,29,Dhaka-Gopalganj,As_ugL,193
S98_02555,23.317/89.871,281,Dhaka-Gopalganj,As_ugL,6
S98_02556,23.298/89.701,58,Dhaka-Faridpur,As_ugL,203
S98_02557,23.327/89.71,20,Dhaka-Faridpur,As_ugL,74
S98_02558,23.387/89.984,82,Dhaka-Faridpur,As_ugL,238
S98_02559,23.698/89.719,29,Dhaka-Rajbari,As_ugL,161
S98_02560,23.331/90.324,21,Dhaka-Shariatpur,As_ugL,72
S98_02561,22.994/89.816,22,Dhaka-Gopalganj,As_ugL,188
S98_02562,23.472/90.029,38,Dhaka-Faridpur,As_ugL,272
S98_02563,23.795/89.421,56,Dhaka-Rajbari,As_ugL,8
S98_02564,23.481/89.498,58,Dhaka-Faridpur,As_ugL,61
S98_02565,23.419/89.897,34,Dhaka-Faridpur,As_ugL,188
S98_02566,23.554/89.934,26,Dhaka-Faridpur,As_ugL,220
S98_02567,22.808/90.306,253,Barisal-Barisal,As_ugL,6
S98_02568,24.82/88.225,39,Rajshahi-Nawabganj,As_ugL,6
S98_02569,24.821/88.144,33,Rajshahi-Nawabganj,As_ugL,6
S98_02570,24.688/88.45,45,Rajshahi-Nawabganj,As_ugL,6
S98_02571,24.755/88.304,31,Rajshahi-Nawabganj,As_ugL,6
S98_02572,24.468/88.322,32,Rajshahi-Rajshahi,As_ugL,6
S98_02573,24.553/88.583,30,Rajshahi-Rajshahi,As_ugL,6
S98_02574,24.361/88.706,32,Rajshahi-Rajshahi,As_ugL,21
S98_02575,24.511/88.625,38,Rajshahi-Rajshahi,As_ugL,6
S98_02576,24.367/88.687,33,Rajshahi-Rajshahi,As_ugL,6
S98_02577,24.299/88.966,36,Rajshahi-Natore,As_ugL,6
S98_02578,24.202/88.999,41,Rajshahi-Natore,As_ugL,6
S98_02579,24.319/89.192,39,Rajshahi-Natore,As_ugL,6
S98_02580,24.368/89.237,36,Rajshahi-Natore,As_ugL,6
S98_02581,24.37/89.054,34,Rajshahi-Natore,As_ugL,6
S98_02582,24.225/89.296,42,Rajshahi-Pabna,As_ugL,6
S98_02583,24.087/89.227,14,Rajshahi-Pabna,As_ugL,6
S98_02584,24.072/89.626,26,Rajshahi-Pabna,As_ugL,10
S98_02585,24.159/89.448,39,Rajshahi-Pabna,As_ugL,6
S98_02586,24.218/89.396,39,Rajshahi-Pabna,As_ugL,6
S98_02587,24.028/89.251,31,Rajshahi-Pabna,As_ugL,6
S98_02588,24.16/89.026,24,Rajshahi-Pabna,As_ugL,9
S98_02589,23.614/91.102,125,Chittagong-Comilla,As_ugL,6
S98_02590,23.536/90.716,25,Chittagong-Comilla,As_ugL,411
S98_02591,23.489/91.007,125,Chittagong-Comilla,As_ugL,118
S98_02592,23.713/90.878,24,Chittagong-Comilla,As_ugL,278
S98_02593,23.18/91.244,23,Chittagong-Comilla,As_ugL,64
S98_02594,23.207/90.688,20,Chittagong-Chandpur,As_ugL,641
S98_02595,23.553/91.128,35,Chittagong-Comilla,As_ugL,9
S98_02596,23.702/91.047,30,Chittagong-Comilla,As_ugL,127
S98_02597,23.225/91.317,30,Chittagong-Comilla,As_ugL,6
S98_02598,23.682/90.784,25,Chittagong-Comilla,As_ugL,73
S98_02599,23.235/91.117,98,Chittagong-Comilla,As_ugL,98
S98_02600,23.425/91.134,49,Chittagong-Comilla,As_ugL,6
S98_02601,23.34/90.89,98,Chittagong-Chandpur,As_ugL,30
S98_02602,23.432/90.604,25,Chittagong-Chandpur,As_ugL,391
S98_02603,23.136/90.746,251,Chittagong-Chandpur,As_ugL,6
S98_02604,23.097/90.86,282,Chittagong-Lakshmipur,As_ugL,6
S98_02605,23.391/91.101,34,Chittagong-Comilla,As_ugL,6
S98_02606,23.25/90.878,98,Chittagong-Chandpur,As_ugL,194
S98_02607,23.086/90.644,221,Chittagong-Chandpur,As_ugL,6
S98_02608,22.651/90.92,308,Chittagong-Lakshmipur,As_ugL,6
S98_02609,23.031/90.694,14,Chittagong-Lakshmipur,As_ugL,375
S98_02610,22.381/90.686,330,Barisal-Bhola,As_ugL,6
S98_02611,22.829/91.094,14,Chittagong-Noakhali,As_ugL,143
S98_02612,23.191/90.958,23,Chittagong-Chandpur,As_ugL,233
S98_02613,22.87/91.276,9,Chittagong-Noakhali,As_ugL,33
S98_02614,23.039/91.52,244,Chittagong-Feni,As_ugL,13
S98_02615,22.413/90.851,285,Barisal-Bhola,As_ugL,6
S98_02616,22.945/91.06,14,Chittagong-Noakhali,As_ugL,66
S98_02617,23.061/90.969,14,Chittagong-Noakhali,As_ugL,71
S98_02618,22.879/91.235,292,Chittagong-Noakhali,As_ugL,6
S98_02619,23.029/91.404,18,Chittagong-Feni,As_ugL,16
S98_02620,23.188/91.435,22,Chittagong-Feni,As_ugL,22
S98_02621,22.958/91.289,15,Chittagong-Feni,As_ugL,98
S98_02622,21.971/91.955,203,Chittagong-Chittagong,As_ugL,6
S98_02623,22.343/91.804,184,Chittagong-Chittagong,As_ugL,6
S98_02624,22.349/91.837,52,Chittagong-Chittagong,As_ugL,6
S98_02625,23.067/91.4353,33,Chittagong-Feni,As_ugL,6
S98_02626,22.936/91.376,20,Chittagong-Feni,As_ugL,166
S98_02627,22.228/91.902,44,Chittagong-Chittagong,As_ugL,8
S98_02628,22.361/91.804,52,Chittagong-Chittagong,As_ugL,6
S98_02629,22.29/91.783,21,Chittagong-Chittagong,As_ugL,16
S98_02630,21.619/92.069,197,Chittagong-Cox's Bazar,As_ugL,6
S98_02631,21.247/92.138,164,Chittagong-Cox's Bazar,As_ugL,6
S98_02632,21.521/91.97,20,Chittagong-Cox's Bazar,As_ugL,6
S98_02633,22.368/91.843,64,Chittagong-Chittagong,As_ugL,6
S98_02634,22.347/91.852,30,Chittagong-Chittagong,As_ugL,80
S98_02635,20.875/92.295,8,Chittagong-Cox's Bazar,As_ugL,6
S98_02636,21.426/92.009,40,Chittagong-Cox's Bazar,As_ugL,6
S98_02637,24.43/91.904,49,Sylhet-Maulvibazar,As_ugL,254
S98_02638,24.431/91.934,54,Sylhet-Maulvibazar,As_ugL,8
S98_02639,24.814/91.759,56,Sylhet-Sylhet,As_ugL,53
S98_02640,24.88/92.369,27,Sylhet-Sylhet,As_ugL,80
S98_02641,24.593/91.691,113,Sylhet-Maulvibazar,As_ugL,133
S98_02642,24.522/91.859,58,Sylhet-Maulvibazar,As_ugL,91
S98_02643,24.652/91.823,91,Sylhet-Sylhet,As_ugL,139
S98_02644,24.822/92.122,51,Sylhet-Sylhet,As_ugL,6
S98_02645,24.308/91.738,105,Sylhet-Maulvibazar,As_ugL,15
S98_02646,24.691/92.188,49,Sylhet-Maulvibazar,As_ugL,6
S98_02647,24.697/91.937,34,Sylhet-Sylhet,As_ugL,6
S98_02648,24.831/92.044,38,Sylhet-Sylhet,As_ugL,6
S98_02649,25.01/92.258,47,Sylhet-Sylhet,As_ugL,151
S98_02650,25.089/91.76,79,Sylhet-Sylhet,As_ugL,73
S98_02651,25.057/91.39,134,Sylhet-Sunamganj,As_ugL,50
S98_02652,25.031/91.663,110,Sylhet-Sunamganj,As_ugL,246
S98_02653,25.135/92.132,10,Sylhet-Sylhet,As_ugL,6
S98_02654,24.99/92.046,38,Sylhet-Sylhet,As_ugL,6
S98_02655,24.89/91.873,64,Sylhet-Sylhet,As_ugL,6
S98_02656,24.794/91.578,126,Sylhet-Sunamganj,As_ugL,23
S98_02657,24.195/91.522,72,Sylhet-Habiganj,As_ugL,6
S98_02658,24.317/91.328,49,Sylhet-Habiganj,As_ugL,6
S98_02659,24.289/91.566,41,Sylhet-Habiganj,As_ugL,6
S98_02660,24.098/91.322,36,Sylhet-Habiganj,As_ugL,6
S98_02661,24.397/91.427,50,Sylhet-Habiganj,As_ugL,17
S98_02662,24.575/91.513,144,Sylhet-Habiganj,As_ugL,50
S98_02663,24.122/91.083,43,Chittagong-Brahamanbaria,As_ugL,8
S98_02664,23.984/91.109,53,Chittagong-Brahamanbaria,As_ugL,105
S98_02665,23.672/91.159,29,Chittagong-Brahamanbaria,As_ugL,8
S98_02666,24.196/91.198,49,Chittagong-Brahamanbaria,As_ugL,6
S98_02667,23.866/91.214,22,Chittagong-Brahamanbaria,As_ugL,6
S98_02668,23.467/90.334,92,Dhaka-Munshiganj,As_ugL,133
S98_02669,23.542/90.607,13,Dhaka-Munshiganj,As_ugL,120
S98_02670,23.572/90.374,55,Dhaka-Munshiganj,As_ugL,529
S98_02671,23.488/90.551,76,Dhaka-Munshiganj,As_ugL,6
S98_02672,23.552/90.209,60,Dhaka-Munshiganj,As_ugL,104
S98_02673,23.543/90.463,47,Dhaka-Munshiganj,As_ugL,263
S98_02674,23.769/90.76,28,Chittagong-Brahamanbaria,As_ugL,115
S98_02675,23.808/90.888,29,Chittagong-Brahamanbaria,As_ugL,326
S98_02676,22.613/91.645,19,Chittagong-Chittagong,As_ugL,151
S98_02677,22.777/91.57,15,Chittagong-Chittagong,As_ugL,229
S98_02678,21.427/92.083,225,Chittagong-Cox's Bazar,As_ugL,6
S98_02679,23.746/90.545,34,Dhaka-Narayanganj,As_ugL,0.5
S98_02680,25.091/91.984,63,Sylhet-Sylhet,As_ugL,21.3
S98_02681,22.803/89.579,213,Khulna-Khulna,As_ugL,0.5
S98_02682,23.041/89.635,57,Khulna-Narail,As_ugL,20.9
S98_02683,22.651/89.882,24,Khulna-Bagerhat,As_ugL,18.8
S98_02684,22.747/89.84,29,Khulna-Bagerhat,As_ugL,NA
S98_02685,23.113/89.5,53,Khulna-Narail,As_ugL,1.5
S98_02686,23.486/89.421,54,Khulna-Magura,As_ugL,37.5
S98_02687,22.715/90.352,22,Barisal-Barisal,As_ugL,279
S98_02688,22.893/90.506,30,Barisal-Barisal,As_ugL,1.5
S98_02689,23.546/89.163,125,Khulna-Jhenaidah,As_ugL,26.3
S98_02690,23.967/89.043,62,Khulna-Kushtia,As_ugL,NA
S98_02691,23.051/90.201,46,Barisal-Barisal,As_ugL,26.4
S98_02692,22.536/90.35,345,Barisal-Barisal,As_ugL,0.5
S98_02693,22.773/90.142,21,Barisal-Barisal,As_ugL,11.5
S98_02694,22.821/90.252,292,Barisal-Barisal,As_ugL,2
S98_02695,22.143/90.21,285,Barisal-Barguna,As_ugL,1.1
S98_02696,22.707/89.977,11,Barisal-Pirojpur,As_ugL,270
S98_02697,22.819/90.473,302,Barisal-Barisal,As_ugL,2.6
S98_02698,22.814/90.363,16,Barisal-Barisal,As_ugL,35.4
S98_02699,22.391/89.991,14,Barisal-Pirojpur,As_ugL,1.4
S98_02700,22.743/90.099,268,Barisal-Pirojpur,As_ugL,1.1
S98_02701,22.372/90.093,322,Barisal-Jhalakati,As_ugL,0.5
S98_02702,22.456/90.102,25,Barisal-Pirojpur,As_ugL,5.4
S98_02703,23.341/90.173,245,Dhaka-Madaripur,As_ugL,4.7
S98_02704,23.453/90.203,46,Dhaka-Madaripur,As_ugL,375
S98_02705,23.205/90.05,301,Dhaka-Madaripur,As_ugL,3.5
S98_02706,23.081/90.302,240,Dhaka-Madaripur,As_ugL,2
S98_02707,23.633/89.551,43,Dhaka-Rajbari,As_ugL,4.7
S98_02708,23.482/89.881,23,Dhaka-Faridpur,As_ugL,99.6
S98_02709,23.725/89.753,16,Dhaka-Rajbari,As_ugL,10.1
S98_02710,24.681/88.169,39,Rajshahi-Nawabganj,As_ugL,3.6
S98_02711,24.532/88.759,32,Rajshahi-Rajshahi,As_ugL,1.3
S98_02712,24.294/88.74,53,Rajshahi-Rajshahi,As_ugL,15.7
S98_02713,24.227/88.758,39,Rajshahi-Rajshahi,As_ugL,0.5
S98_02714,24.427/88.771,32,Rajshahi-Rajshahi,As_ugL,0.5
S98_02715,23.942/89.41,42,Rajshahi-Pabna,As_ugL,0.5
S98_02716,24.042/89.542,41,Rajshahi-Pabna,As_ugL,21
S98_02717,23.831/90.9,30,Chittagong-Brahamanbaria,As_ugL,406
S98_02718,23.169/91.129,20,Chittagong-Comilla,As_ugL,350
S98_02719,22.491/90.711,284,Barisal-Bhola,As_ugL,1
S98_02720,22.683/90.648,14,Barisal-Bhola,As_ugL,163
S98_02721,22.164/90.758,294,Barisal-Bhola,As_ugL,2.7
S98_02722,22.628/90.662,294,Barisal-Bhola,As_ugL,1.2
S98_02724,23.624/90.611,30,Dhaka-Narayanganj,As_ugL,224
S98_02725,23.673/90.631,30,Dhaka-Narayanganj,As_ugL,311
S98_02726,23.727/90.634,25,Dhaka-Narayanganj,As_ugL,175
S98_02727,23.754/90.582,25,Dhaka-Narayanganj,As_ugL,0.5
S98_02728,23.755/90.581,54,Dhaka-Narayanganj,As_ugL,0.5
S98_02729,23.778/90.526,48,Dhaka-Narayanganj,As_ugL,0.5
S98_02730,23.831/90.554,15,Dhaka-Narayanganj,As_ugL,0.5
S98_02731,23.875/90.581,39,Dhaka-Narayanganj,As_ugL,31.9
S98_02732,23.865/90.551,56,Dhaka-Narayanganj,As_ugL,NA
S98_02733,23.787/90.605,16,Dhaka-Narayanganj,As_ugL,180
S98_02734,23.787/90.659,39,Dhaka-Narayanganj,As_ugL,70.8
S98_02735,23.788/90.705,16,Dhaka-Narayanganj,As_ugL,1.1
S98_02736,23.779/90.678,15,Dhaka-Narayanganj,As_ugL,0.5
S98_02737,23.751/90.667,39,Dhaka-Narayanganj,As_ugL,76.6
S98_02738,23.7/90.516,135,Dhaka-Narayanganj,As_ugL,1.1
S98_02739,23.717/90.512,36,Dhaka-Narayanganj,As_ugL,0.5
S98_02740,23.649/90.476,52,Dhaka-Narayanganj,As_ugL,0.5
S98_02741,23.764/90.165,38,Dhaka-Manikganj,As_ugL,9.6
S98_02742,23.772/90.205,51,Dhaka-Manikganj,As_ugL,0.8
S98_02743,23.817/90.122,41,Dhaka-Manikganj,As_ugL,1.9
S98_02744,23.833/90.085,22,Dhaka-Manikganj,As_ugL,45.6
S98_02745,23.607/90.496,164,Dhaka-Narayanganj,As_ugL,0.5
S98_02746,23.591/90.501,46,Dhaka-Narayanganj,As_ugL,25.7
S98_02747,23.652/90.524,66,Dhaka-Narayanganj,As_ugL,3.1
S98_02748,23.869/90.023,17,Dhaka-Manikganj,As_ugL,12.9
S98_02749,23.851/90.001,115,Dhaka-Manikganj,As_ugL,43.6
S98_02750,23.88/90.071,34,Dhaka-Manikganj,As_ugL,12.8
S98_02751,23.816/90.062,23,Dhaka-Manikganj,As_ugL,4.6
S98_02752,23.802/90.02,18,Dhaka-Manikganj,As_ugL,9.1
S98_02753,23.757/90.019,24,Dhaka-Manikganj,As_ugL,51.9
S98_02754,23.847/89.829,118,Dhaka-Manikganj,As_ugL,14.8
S98_02755,23.897/89.8,47,Dhaka-Manikganj,As_ugL,43.2
S98_02756,23.867/89.775,39,Dhaka-Manikganj,As_ugL,5.9
S98_02757,23.823/89.792,59,Dhaka-Manikganj,As_ugL,30.4
S98_02758,23.836/89.872,38,Dhaka-Manikganj,As_ugL,4.7
S98_02759,23.968/89.83,20,Dhaka-Manikganj,As_ugL,0.5
S98_02760,23.744/89.978,105,Dhaka-Manikganj,As_ugL,65
S98_02761,23.748/90.016,34,Dhaka-Manikganj,As_ugL,12.9
S98_02762,23.764/89.962,39,Dhaka-Manikganj,As_ugL,82.7
S98_02763,23.771/89.91,36,Dhaka-Manikganj,As_ugL,88.8
S98_02764,23.774/89.9,39,Dhaka-Manikganj,As_ugL,1
S98_02765,23.877/89.91,50,Dhaka-Manikganj,As_ugL,20.2
S98_02766,23.893/89.878,112,Dhaka-Manikganj,As_ugL,15.4
S98_02767,23.926/89.859,39,Dhaka-Manikganj,As_ugL,35
S98_02768,23.893/89.89,42,Dhaka-Manikganj,As_ugL,18.6
S98_02769,23.871/89.839,52,Dhaka-Manikganj,As_ugL,30.6
S98_02770,23.801/89.96,35,Dhaka-Manikganj,As_ugL,20.1
S98_02771,23.975/89.906,34,Dhaka-Manikganj,As_ugL,14.7
S98_02772,23.947/89.931,20,Dhaka-Manikganj,As_ugL,0.8
S98_02773,23.919/89.835,49,Dhaka-Manikganj,As_ugL,13.2
S98_02774,23.937/89.783,18,Dhaka-Manikganj,As_ugL,12.2
S98_02775,23.991/90.044,92,Dhaka-Manikganj,As_ugL,2.9
S98_02776,23.972/90.041,28,Dhaka-Manikganj,As_ugL,18.2
S98_02777,23.972/89.992,25,Dhaka-Manikganj,As_ugL,3.6
S98_02778,23.994/89.96,23,Dhaka-Manikganj,As_ugL,8.2
S98_02779,23.969/89.967,15,Dhaka-Manikganj,As_ugL,0.5
S98_02780,23.95/90.023,26,Dhaka-Manikganj,As_ugL,31.2
S98_02781,23.917/90.034,23,Dhaka-Manikganj,As_ugL,0.5
S98_02782,23.918/89.979,26,Dhaka-Manikganj,As_ugL,62.8
S98_02783,23.899/90.041,20,Dhaka-Manikganj,As_ugL,14.9
S98_02784,23.906/90.194,26,Dhaka-Dhaka,As_ugL,0.5
S98_02785,23.926/90.179,71,Dhaka-Dhaka,As_ugL,3.6
S98_02786,23.995/90.081,62,Dhaka-Dhaka,As_ugL,21.2
S98_02787,23.961/90.082,53,Dhaka-Dhaka,As_ugL,5.9
S98_02788,23.946/90.115,55,Dhaka-Dhaka,As_ugL,29.9
S98_02789,23.92/90.139,57,Dhaka-Dhaka,As_ugL,3.6
S98_02790,23.893/90.13,38,Dhaka-Dhaka,As_ugL,107
S98_02791,23.834/90.26,41,Dhaka-Dhaka,As_ugL,1
S98_02792,23.88/90.268,115,Dhaka-Dhaka,As_ugL,0.5
S98_02793,23.91/90.301,59,Dhaka-Dhaka,As_ugL,0.5
S98_02794,23.933/90.308,34,Dhaka-Dhaka,As_ugL,0.5
S98_02795,23.991/90.248,56,Dhaka-Dhaka,As_ugL,0.5
S98_02796,23.911/90.234,43,Dhaka-Dhaka,As_ugL,0.5
S98_02797,23.79/90.269,43,Dhaka-Dhaka,As_ugL,0.5
S98_02798,23.794/90.293,43,Dhaka-Dhaka,As_ugL,NA
S98_02799,23.73/90.339,44,Dhaka-Dhaka,As_ugL,13.3
