Year,Month,Day,site_no,flow_cfs
1940,1,1,1351500,175
1940,1,2,1351500,160
1940,1,3,1351500,150
1940,1,4,1351500,140
1940,1,5,1351500,135
1940,1,6,1351500,130
1940,1,7,1351500,125
1940,1,8,1351500,122
1940,1,9,1351500,118
1940,1,10,1351500,114
1940,1,11,1351500,112
1940,1,12,1351500,112
1940,1,13,1351500,112
1940,1,14,1351500,118
1940,1,15,1351500,145
1940,1,16,1351500,235
1940,1,17,1351500,350
1940,1,18,1351500,280
1940,1,19,1351500,220
1940,1,20,1351500,180
1940,1,21,1351500,155
1940,1,22,1351500,135
1940,1,23,1351500,122
1940,1,24,1351500,112
1940,1,25,1351500,102
1940,1,26,1351500,94
1940,1,27,1351500,88
1940,1,28,1351500,84
1940,1,29,1351500,80
1940,1,30,1351500,78
1940,1,31,1351500,76
1940,2,1,1351500,74
1940,2,2,1351500,72
1940,2,3,1351500,70
1940,2,4,1351500,70
1940,2,5,1351500,68
1940,2,6,1351500,72
1940,2,7,1351500,80
1940,2,8,1351500,80
1940,2,9,1351500,78
1940,2,10,1351500,78
1940,2,11,1351500,120
1940,2,12,1351500,160
1940,2,13,1351500,195
1940,2,14,1351500,165
1940,2,15,1351500,145
1940,2,16,1351500,135
1940,2,17,1351500,130
1940,2,18,1351500,125
1940,2,19,1351500,125
1940,2,20,1351500,130
1940,2,21,1351500,120
1940,2,22,1351500,114
1940,2,23,1351500,112
1940,2,24,1351500,108
1940,2,25,1351500,104
1940,2,26,1351500,102
1940,2,27,1351500,98
1940,2,28,1351500,102
1940,2,29,1351500,102
1940,3,1,1351500,98
1940,3,2,1351500,98
1940,3,3,1351500,98
1940,3,4,1351500,108
1940,3,5,1351500,140
1940,3,6,1351500,195
1940,3,7,1351500,195
1940,3,8,1351500,160
1940,3,9,1351500,140
1940,3,10,1351500,125
1940,3,11,1351500,112
1940,3,12,1351500,104
1940,3,13,1351500,98
1940,3,14,1351500,98
1940,3,15,1351500,145
1940,3,16,1351500,235
1940,3,17,1351500,300
1940,3,18,1351500,270
1940,3,19,1351500,280
1940,3,20,1351500,360
1940,3,21,1351500,490
1940,3,22,1351500,470
1940,3,23,1351500,400
1940,3,24,1351500,340
1940,3,25,1351500,300
1940,3,26,1351500,280
1940,3,27,1351500,270
1940,3,28,1351500,260
1940,3,29,1351500,470
1940,3,30,1351500,2050
1940,3,31,1351500,19400
1940,4,1,1351500,15500
1940,4,2,1351500,7710
1940,4,3,1351500,8900
1940,4,4,1351500,11200
1940,4,5,1351500,15300
1940,4,6,1351500,11200
1940,4,7,1351500,9980
1940,4,8,1351500,10600
1940,4,9,1351500,17600
1940,4,10,1351500,11100
1940,4,11,1351500,8170
1940,4,12,1351500,8890
1940,4,13,1351500,8460
1940,4,14,1351500,5040
1940,4,15,1351500,3540
1940,4,16,1351500,3600
1940,4,17,1351500,3380
1940,4,18,1351500,5290
1940,4,19,1351500,7690
1940,4,20,1351500,6170
1940,4,21,1351500,8910
1940,4,22,1351500,6330
1940,4,23,1351500,4680
1940,4,24,1351500,4800
1940,4,25,1351500,5030
1940,4,26,1351500,5370
1940,4,27,1351500,4280
1940,4,28,1351500,3320
1940,4,29,1351500,2770
1940,4,30,1351500,2580
1940,5,1,1351500,2960
1940,5,2,1351500,3460
1940,5,3,1351500,3290
1940,5,4,1351500,2970
1940,5,5,1351500,2340
1940,5,6,1351500,1750
1940,5,7,1351500,1370
1940,5,8,1351500,1050
1940,5,9,1351500,902
1940,5,10,1351500,660
1940,5,11,1351500,541
1940,5,12,1351500,487
1940,5,13,1351500,435
1940,5,14,1351500,385
1940,5,15,1351500,398
1940,5,16,1351500,422
1940,5,17,1351500,1050
1940,5,18,1351500,1120
1940,5,19,1351500,836
1940,5,20,1351500,727
1940,5,21,1351500,1710
1940,5,22,1351500,1240
1940,5,23,1351500,972
1940,5,24,1351500,1450
1940,5,25,1351500,1400
1940,5,26,1351500,1640
1940,5,27,1351500,2220
1940,5,28,1351500,2480
1940,5,29,1351500,4320
1940,5,30,1351500,4.00E+03
1940,5,31,1351500,3310
1940,6,1,1351500,5900
1940,6,2,1351500,6140
1940,6,3,1351500,3730
1940,6,4,1351500,2710
1940,6,5,1351500,2180
1940,6,6,1351500,1770
1940,6,7,1351500,1400
1940,6,8,1351500,1170
1940,6,9,1351500,1040
1940,6,10,1351500,1290
1940,6,11,1351500,921
1940,6,12,1351500,610
1940,6,13,1351500,618
1940,6,14,1351500,655
1940,6,15,1351500,410
1940,6,16,1351500,335
1940,6,17,1351500,295
1940,6,18,1351500,245
1940,6,19,1351500,221
1940,6,20,1351500,194
1940,6,21,1351500,174
1940,6,22,1351500,158
1940,6,23,1351500,144
1940,6,24,1351500,139
1940,6,25,1351500,162
1940,6,26,1351500,215
1940,6,27,1351500,300
1940,6,28,1351500,335
1940,6,29,1351500,315
1940,6,30,1351500,275
1940,7,1,1351500,265
1940,7,2,1351500,305
1940,7,3,1351500,235
1940,7,4,1351500,221
1940,7,5,1351500,221
1940,7,6,1351500,194
1940,7,7,1351500,162
1940,7,8,1351500,139
1940,7,9,1351500,118
1940,7,10,1351500,108
1940,7,11,1351500,101
1940,7,12,1351500,101
1940,7,13,1351500,118
1940,7,14,1351500,130
1940,7,15,1351500,111
1940,7,16,1351500,91
1940,7,17,1351500,80
1940,7,18,1351500,76
1940,7,19,1351500,70
1940,7,20,1351500,70
1940,7,21,1351500,76
1940,7,22,1351500,73
1940,7,23,1351500,70
1940,7,24,1351500,75
1940,7,25,1351500,82
1940,7,26,1351500,80
1940,7,27,1351500,83
1940,7,28,1351500,73
1940,7,29,1351500,61
1940,7,30,1351500,95
1940,7,31,1351500,139
1940,8,1,1351500,104
1940,8,2,1351500,78
1940,8,3,1351500,66
1940,8,4,1351500,57
1940,8,5,1351500,54
1940,8,6,1351500,54
1940,8,7,1351500,54
1940,8,8,1351500,50
1940,8,9,1351500,54
1940,8,10,1351500,52
1940,8,11,1351500,44
1940,8,12,1351500,38
1940,8,13,1351500,35
1940,8,14,1351500,30
1940,8,15,1351500,29
1940,8,16,1351500,28
1940,8,17,1351500,27
1940,8,18,1351500,25
1940,8,19,1351500,24
1940,8,20,1351500,22
1940,8,21,1351500,21
1940,8,22,1351500,22
1940,8,23,1351500,20
1940,8,24,1351500,18
1940,8,25,1351500,17
1940,8,26,1351500,16
1940,8,27,1351500,16
1940,8,28,1351500,16
1940,8,29,1351500,16
1940,8,30,1351500,17
1940,8,31,1351500,26
1940,9,1,1351500,43
1940,9,2,1351500,227
1940,9,3,1351500,198
1940,9,4,1351500,135
1940,9,5,1351500,101
1940,9,6,1351500,80
1940,9,7,1351500,68
1940,9,8,1351500,59
1940,9,9,1351500,61
1940,9,10,1351500,59
1940,9,11,1351500,57
1940,9,12,1351500,57
1940,9,13,1351500,57
1940,9,14,1351500,55
1940,9,15,1351500,48
1940,9,16,1351500,44
1940,9,17,1351500,40
1940,9,18,1351500,36
1940,9,19,1351500,36
1940,9,20,1351500,35
1940,9,21,1351500,34
1940,9,22,1351500,32
1940,9,23,1351500,30
1940,9,24,1351500,30
1940,9,25,1351500,42
1940,9,26,1351500,52
1940,9,27,1351500,80
1940,9,28,1351500,83
1940,9,29,1351500,66
1940,9,30,1351500,55
1940,10,1,1351500,50
1940,10,2,1351500,44
1940,10,3,1351500,41
1940,10,4,1351500,38
1940,10,5,1351500,38
1940,10,6,1351500,36
1940,10,7,1351500,38
1940,10,8,1351500,48
1940,10,9,1351500,59
1940,10,10,1351500,80
1940,10,11,1351500,78
1940,10,12,1351500,66
1940,10,13,1351500,61
1940,10,14,1351500,52
1940,10,15,1351500,52
1940,10,16,1351500,48
1940,10,17,1351500,46
1940,10,18,1351500,46
1940,10,19,1351500,42
1940,10,20,1351500,44
1940,10,21,1351500,48
1940,10,22,1351500,42
1940,10,23,1351500,42
1940,10,24,1351500,41
1940,10,25,1351500,40
1940,10,26,1351500,38
1940,10,27,1351500,35
1940,10,28,1351500,34
1940,10,29,1351500,34
1940,10,30,1351500,35
1940,10,31,1351500,38
1940,11,1,1351500,40
1940,11,2,1351500,48
1940,11,3,1351500,72
1940,11,4,1351500,135
1940,11,5,1351500,126
1940,11,6,1351500,114
1940,11,7,1351500,104
1940,11,8,1351500,111
1940,11,9,1351500,104
1940,11,10,1351500,95
1940,11,11,1351500,91
1940,11,12,1351500,91
1940,11,13,1351500,104
1940,11,14,1351500,149
1940,11,15,1351500,619
1940,11,16,1351500,960
1940,11,17,1351500,590
1940,11,18,1351500,435
1940,11,19,1351500,348
1940,11,20,1351500,295
1940,11,21,1351500,275
1940,11,22,1351500,265
1940,11,23,1351500,235
1940,11,24,1351500,228
1940,11,25,1351500,208
1940,11,26,1351500,181
1940,11,27,1351500,158
1940,11,28,1351500,153
1940,11,29,1351500,145
1940,11,30,1351500,158
1940,12,1,1351500,165
1940,12,2,1351500,160
1940,12,3,1351500,150
1940,12,4,1351500,130
1940,12,5,1351500,135
1940,12,6,1351500,135
1940,12,7,1351500,160
1940,12,8,1351500,195
1940,12,9,1351500,340
1940,12,10,1351500,260
1940,12,11,1351500,280
1940,12,12,1351500,320
1940,12,13,1351500,1500
1940,12,14,1351500,1600
1940,12,15,1351500,760
1940,12,16,1351500,820
1940,12,17,1351500,2800
1940,12,18,1351500,1220
1940,12,19,1351500,940
1940,12,20,1351500,780
1940,12,21,1351500,720
1940,12,22,1351500,660
1940,12,23,1351500,560
1940,12,24,1351500,440
1940,12,25,1351500,420
1940,12,26,1351500,370
1940,12,27,1351500,470
1940,12,28,1351500,2200
1940,12,29,1351500,4330
1940,12,30,1351500,4450
1940,12,31,1351500,2550
1941,1,1,1351500,1640
1941,1,2,1351500,1120
1941,1,3,1351500,960
1941,1,4,1351500,940
1941,1,5,1351500,759
1941,1,6,1351500,660
1941,1,7,1351500,540
1941,1,8,1351500,500
1941,1,9,1351500,520
1941,1,10,1351500,640
1941,1,11,1351500,540
1941,1,12,1351500,450
1941,1,13,1351500,390
1941,1,14,1351500,350
1941,1,15,1351500,350
1941,1,16,1351500,400
1941,1,17,1351500,430
1941,1,18,1351500,420
1941,1,19,1351500,400
1941,1,20,1351500,320
1941,1,21,1351500,340
1941,1,22,1351500,370
1941,1,23,1351500,350
1941,1,24,1351500,330
1941,1,25,1351500,340
1941,1,26,1351500,330
1941,1,27,1351500,320
1941,1,28,1351500,300
1941,1,29,1351500,280
1941,1,30,1351500,260
1941,1,31,1351500,280
1941,2,1,1351500,300
1941,2,2,1351500,300
1941,2,3,1351500,280
1941,2,4,1351500,270
1941,2,5,1351500,260
1941,2,6,1351500,280
1941,2,7,1351500,350
1941,2,8,1351500,2700
1941,2,9,1351500,2400
1941,2,10,1351500,1400
1941,2,11,1351500,1040
1941,2,12,1351500,860
1941,2,13,1351500,760
1941,2,14,1351500,740
1941,2,15,1351500,1400
1941,2,16,1351500,1500
1941,2,17,1351500,820
1941,2,18,1351500,680
1941,2,19,1351500,560
1941,2,20,1351500,490
1941,2,21,1351500,460
1941,2,22,1351500,450
1941,2,23,1351500,420
1941,2,24,1351500,370
1941,2,25,1351500,350
1941,2,26,1351500,330
1941,2,27,1351500,320
1941,2,28,1351500,290
1941,3,1,1351500,280
1941,3,2,1351500,270
1941,3,3,1351500,280
1941,3,4,1351500,1200
1941,3,5,1351500,1400
1941,3,6,1351500,840
1941,3,7,1351500,490
1941,3,8,1351500,350
1941,3,9,1351500,280
1941,3,10,1351500,245
1941,3,11,1351500,230
1941,3,12,1351500,245
1941,3,13,1351500,245
1941,3,14,1351500,230
1941,3,15,1351500,230
1941,3,16,1351500,270
1941,3,17,1351500,300
1941,3,18,1351500,290
1941,3,19,1351500,250
1941,3,20,1351500,245
1941,3,21,1351500,235
1941,3,22,1351500,250
1941,3,23,1351500,400
1941,3,24,1351500,760
1941,3,25,1351500,600
1941,3,26,1351500,740
1941,3,27,1351500,1060
1941,3,28,1351500,1550
1941,3,29,1351500,1700
1941,3,30,1351500,1500
1941,3,31,1351500,1390
1941,4,1,1351500,1470
1941,4,2,1351500,1620
1941,4,3,1351500,3370
1941,4,4,1351500,4180
1941,4,5,1351500,4.00E+03
1941,4,6,1351500,4580
1941,4,7,1351500,4990
1941,4,8,1351500,3860
1941,4,9,1351500,3620
1941,4,10,1351500,3400
1941,4,11,1351500,3190
1941,4,12,1351500,2860
1941,4,13,1351500,2600
1941,4,14,1351500,2600
1941,4,15,1351500,2350
1941,4,16,1351500,1750
1941,4,17,1351500,1410
1941,4,18,1351500,1160
1941,4,19,1351500,1260
1941,4,20,1351500,1130
1941,4,21,1351500,917
1941,4,22,1351500,772
1941,4,23,1351500,668
1941,4,24,1351500,610
1941,4,25,1351500,568
1941,4,26,1351500,500
1941,4,27,1351500,460
1941,4,28,1351500,410
1941,4,29,1351500,348
1941,4,30,1351500,305
1941,5,1,1351500,275
1941,5,2,1351500,245
1941,5,3,1351500,228
1941,5,4,1351500,208
1941,5,5,1351500,194
1941,5,6,1351500,187
1941,5,7,1351500,174
1941,5,8,1351500,181
1941,5,9,1351500,221
1941,5,10,1351500,221
1941,5,11,1351500,245
1941,5,12,1351500,187
1941,5,13,1351500,158
1941,5,14,1351500,144
1941,5,15,1351500,135
1941,5,16,1351500,121
1941,5,17,1351500,118
1941,5,18,1351500,104
1941,5,19,1351500,98
1941,5,20,1351500,91
1941,5,21,1351500,88
1941,5,22,1351500,83
1941,5,23,1351500,78
1941,5,24,1351500,70
1941,5,25,1351500,68
1941,5,26,1351500,63
1941,5,27,1351500,61
1941,5,28,1351500,66
1941,5,29,1351500,68
1941,5,30,1351500,70
1941,5,31,1351500,76
1941,6,1,1351500,68
1941,6,2,1351500,66
1941,6,3,1351500,57
1941,6,4,1351500,54
1941,6,5,1351500,57
1941,6,6,1351500,61
1941,6,7,1351500,86
1941,6,8,1351500,78
1941,6,9,1351500,61
1941,6,10,1351500,50
1941,6,11,1351500,41
1941,6,12,1351500,38
1941,6,13,1351500,38
1941,6,14,1351500,41
1941,6,15,1351500,42
1941,6,16,1351500,44
1941,6,17,1351500,51
1941,6,18,1351500,95
1941,6,19,1351500,108
1941,6,20,1351500,86
1941,6,21,1351500,73
1941,6,22,1351500,59
1941,6,23,1351500,50
1941,6,24,1351500,44
1941,6,25,1351500,38
1941,6,26,1351500,34
1941,6,27,1351500,30
1941,6,28,1351500,27
1941,6,29,1351500,26
1941,6,30,1351500,24
1941,7,1,1351500,24
1941,7,2,1351500,36
1941,7,3,1351500,50
1941,7,4,1351500,52
1941,7,5,1351500,38
1941,7,6,1351500,32
1941,7,7,1351500,28
1941,7,8,1351500,27
1941,7,9,1351500,25
1941,7,10,1351500,21
1941,7,11,1351500,18
1941,7,12,1351500,22
1941,7,13,1351500,30
1941,7,14,1351500,20
1941,7,15,1351500,20
1941,7,16,1351500,21
1941,7,17,1351500,26
1941,7,18,1351500,25
1941,7,19,1351500,29
1941,7,20,1351500,29
1941,7,21,1351500,28
1941,7,22,1351500,26
1941,7,23,1351500,26
1941,7,24,1351500,22
1941,7,25,1351500,19
1941,7,26,1351500,15
1941,7,27,1351500,14
1941,7,28,1351500,15
1941,7,29,1351500,15
1941,7,30,1351500,30
1941,7,31,1351500,66
1941,8,1,1351500,88
1941,8,2,1351500,83
1941,8,3,1351500,88
1941,8,4,1351500,63
1941,8,5,1351500,48
1941,8,6,1351500,36
1941,8,7,1351500,30
1941,8,8,1351500,26
1941,8,9,1351500,22
1941,8,10,1351500,18
1941,8,11,1351500,15
1941,8,12,1351500,14
1941,8,13,1351500,12
1941,8,14,1351500,11
1941,8,15,1351500,11
1941,8,16,1351500,13
1941,8,17,1351500,14
1941,8,18,1351500,15
1941,8,19,1351500,16
1941,8,20,1351500,19
1941,8,21,1351500,20
1941,8,22,1351500,20
1941,8,23,1351500,19
1941,8,24,1351500,16
1941,8,25,1351500,18
1941,8,26,1351500,18
1941,8,27,1351500,20
1941,8,28,1351500,18
1941,8,29,1351500,16
1941,8,30,1351500,15
1941,8,31,1351500,20
1941,9,1,1351500,56
1941,9,2,1351500,35
1941,9,3,1351500,28
1941,9,4,1351500,40
1941,9,5,1351500,36
1941,9,6,1351500,29
1941,9,7,1351500,24
1941,9,8,1351500,19
1941,9,9,1351500,16
1941,9,10,1351500,16
1941,9,11,1351500,18
1941,9,12,1351500,16
1941,9,13,1351500,16
1941,9,14,1351500,15
1941,9,15,1351500,16
1941,9,16,1351500,15
1941,9,17,1351500,14
1941,9,18,1351500,12
1941,9,19,1351500,11
1941,9,20,1351500,11
1941,9,21,1351500,9.8
1941,9,22,1351500,9.4
1941,9,23,1351500,9.4
1941,9,24,1351500,9.4
1941,9,25,1351500,9.1
1941,9,26,1351500,8.8
1941,9,27,1351500,8.8
1941,9,28,1351500,8.2
1941,9,29,1351500,7.9
1941,9,30,1351500,7.6
1941,10,1,1351500,7.3
1941,10,2,1351500,7.3
1941,10,3,1351500,9.1
1941,10,4,1351500,10
1941,10,5,1351500,14
1941,10,6,1351500,17
1941,10,7,1351500,16
1941,10,8,1351500,15
1941,10,9,1351500,15
1941,10,10,1351500,14
1941,10,11,1351500,15
1941,10,12,1351500,14
1941,10,13,1351500,14
1941,10,14,1351500,14
1941,10,15,1351500,14
1941,10,16,1351500,15
1941,10,17,1351500,15
1941,10,18,1351500,15
1941,10,19,1351500,17
1941,10,20,1351500,16
1941,10,21,1351500,16
1941,10,22,1351500,16
1941,10,23,1351500,15
1941,10,24,1351500,15
1941,10,25,1351500,14
1941,10,26,1351500,14
1941,10,27,1351500,15
1941,10,28,1351500,17
1941,10,29,1351500,16
1941,10,30,1351500,17
1941,10,31,1351500,18
1941,11,1,1351500,24
1941,11,2,1351500,28
1941,11,3,1351500,32
1941,11,4,1351500,54
1941,11,5,1351500,57
1941,11,6,1351500,52
1941,11,7,1351500,50
1941,11,8,1351500,46
1941,11,9,1351500,55
1941,11,10,1351500,68
1941,11,11,1351500,59
1941,11,12,1351500,50
1941,11,13,1351500,44
1941,11,14,1351500,41
1941,11,15,1351500,40
1941,11,16,1351500,40
1941,11,17,1351500,36
1941,11,18,1351500,34
1941,11,19,1351500,34
1941,11,20,1351500,32
1941,11,21,1351500,34
1941,11,22,1351500,29
1941,11,23,1351500,30
1941,11,24,1351500,32
1941,11,25,1351500,34
1941,11,26,1351500,35
1941,11,27,1351500,36
1941,11,28,1351500,35
1941,11,29,1351500,34
1941,11,30,1351500,34
1941,12,1,1351500,30
1941,12,2,1351500,29
1941,12,3,1351500,29
1941,12,4,1351500,30
1941,12,5,1351500,30
1941,12,6,1351500,30
1941,12,7,1351500,26
1941,12,8,1351500,22
1941,12,9,1351500,26
1941,12,10,1351500,25
1941,12,11,1351500,22
1941,12,12,1351500,20
1941,12,13,1351500,21
1941,12,14,1351500,28
1941,12,15,1351500,27
1941,12,16,1351500,26
1941,12,17,1351500,27
1941,12,18,1351500,28
1941,12,19,1351500,36
1941,12,20,1351500,34
1941,12,21,1351500,26
1941,12,22,1351500,28
1941,12,23,1351500,32
1941,12,24,1351500,102
1941,12,25,1351500,920
1941,12,26,1351500,781
1941,12,27,1351500,487
1941,12,28,1351500,410
1941,12,29,1351500,300
1941,12,30,1351500,200
1941,12,31,1351500,160
1942,1,1,1351500,170
1942,1,2,1351500,260
1942,1,3,1351500,500
1942,1,4,1351500,360
1942,1,5,1351500,265
1942,1,6,1351500,174
1942,1,7,1351500,118
1942,1,8,1351500,108
1942,1,9,1351500,118
1942,1,10,1351500,125
1942,1,11,1351500,108
1942,1,12,1351500,88
1942,1,13,1351500,76
1942,1,14,1351500,70
1942,1,15,1351500,66
1942,1,16,1351500,62
1942,1,17,1351500,58
1942,1,18,1351500,62
1942,1,19,1351500,108
1942,1,20,1351500,280
1942,1,21,1351500,210
1942,1,22,1351500,150
1942,1,23,1351500,130
1942,1,24,1351500,120
1942,1,25,1351500,114
1942,1,26,1351500,108
1942,1,27,1351500,104
1942,1,28,1351500,98
1942,1,29,1351500,80
1942,1,30,1351500,72
1942,1,31,1351500,86
1942,2,1,1351500,165
1942,2,2,1351500,145
1942,2,3,1351500,102
1942,2,4,1351500,94
1942,2,5,1351500,98
1942,2,6,1351500,92
1942,2,7,1351500,88
1942,2,8,1351500,86
1942,2,9,1351500,78
1942,2,10,1351500,80
1942,2,11,1351500,76
1942,2,12,1351500,76
1942,2,13,1351500,72
1942,2,14,1351500,74
1942,2,15,1351500,70
1942,2,16,1351500,68
1942,2,17,1351500,125
1942,2,18,1351500,320
1942,2,19,1351500,280
1942,2,20,1351500,160
1942,2,21,1351500,135
1942,2,22,1351500,130
1942,2,23,1351500,122
1942,2,24,1351500,112
1942,2,25,1351500,102
1942,2,26,1351500,92
1942,2,27,1351500,84
1942,2,28,1351500,80
1942,3,1,1351500,94
1942,3,2,1351500,130
1942,3,3,1351500,185
1942,3,4,1351500,210
1942,3,5,1351500,165
1942,3,6,1351500,185
1942,3,7,1351500,230
1942,3,8,1351500,600
1942,3,9,1351500,11400
1942,3,10,1351500,4910
1942,3,11,1351500,1930
1942,3,12,1351500,1920
1942,3,13,1351500,1510
1942,3,14,1351500,1450
1942,3,15,1351500,1070
1942,3,16,1351500,1120
1942,3,17,1351500,12600
1942,3,18,1351500,7570
1942,3,19,1351500,3660
1942,3,20,1351500,2130
1942,3,21,1351500,1800
1942,3,22,1351500,3640
1942,3,23,1351500,2910
1942,3,24,1351500,1900
1942,3,25,1351500,1510
1942,3,26,1351500,1270
1942,3,27,1351500,1270
1942,3,28,1351500,1310
1942,3,29,1351500,1140
1942,3,30,1351500,1090
1942,3,31,1351500,1140
1942,4,1,1351500,1390
1942,4,2,1351500,1450
1942,4,3,1351500,1510
1942,4,4,1351500,1660
1942,4,5,1351500,1680
1942,4,6,1351500,1560
1942,4,7,1351500,1410
1942,4,8,1351500,2630
1942,4,9,1351500,2720
1942,4,10,1351500,1840
1942,4,11,1351500,1620
1942,4,12,1351500,1530
1942,4,13,1351500,1700
1942,4,14,1351500,1970
1942,4,15,1351500,1700
1942,4,16,1351500,2030
1942,4,17,1351500,1930
1942,4,18,1351500,1530
1942,4,19,1351500,1370
1942,4,20,1351500,1350
1942,4,21,1351500,1430
1942,4,22,1351500,1200
1942,4,23,1351500,951
1942,4,24,1351500,804
1942,4,25,1351500,682
1942,4,26,1351500,595
1942,4,27,1351500,514
1942,4,28,1351500,435
1942,4,29,1351500,385
1942,4,30,1351500,335
1942,5,1,1351500,305
1942,5,2,1351500,315
1942,5,3,1351500,315
1942,5,4,1351500,285
1942,5,5,1351500,245
1942,5,6,1351500,221
1942,5,7,1351500,235
1942,5,8,1351500,410
1942,5,9,1351500,398
1942,5,10,1351500,325
1942,5,11,1351500,265
1942,5,12,1351500,221
1942,5,13,1351500,208
1942,5,14,1351500,208
1942,5,15,1351500,208
1942,5,16,1351500,162
1942,5,17,1351500,153
1942,5,18,1351500,149
1942,5,19,1351500,144
1942,5,20,1351500,135
1942,5,21,1351500,177
1942,5,22,1351500,604
1942,5,23,1351500,2440
1942,5,24,1351500,2010
1942,5,25,1351500,1070
1942,5,26,1351500,804
1942,5,27,1351500,638
1942,5,28,1351500,514
1942,5,29,1351500,422
1942,5,30,1351500,348
1942,5,31,1351500,410
1942,6,1,1351500,528
1942,6,2,1351500,2870
1942,6,3,1351500,1920
1942,6,4,1351500,1460
1942,6,5,1351500,2230
1942,6,6,1351500,1230
1942,6,7,1351500,967
1942,6,8,1351500,2110
1942,6,9,1351500,1090
1942,6,10,1351500,756
1942,6,11,1351500,595
1942,6,12,1351500,1380
1942,6,13,1351500,1490
1942,6,14,1351500,3580
1942,6,15,1351500,4440
1942,6,16,1351500,1680
1942,6,17,1351500,1120
1942,6,18,1351500,1520
1942,6,19,1351500,1040
1942,6,20,1351500,740
1942,6,21,1351500,624
1942,6,22,1351500,668
1942,6,23,1351500,528
1942,6,24,1351500,398
1942,6,25,1351500,315
1942,6,26,1351500,265
1942,6,27,1351500,228
1942,6,28,1351500,194
1942,6,29,1351500,167
1942,6,30,1351500,149
1942,7,1,1351500,135
1942,7,2,1351500,158
1942,7,3,1351500,162
1942,7,4,1351500,144
1942,7,5,1351500,144
1942,7,6,1351500,144
1942,7,7,1351500,121
1942,7,8,1351500,114
1942,7,9,1351500,104
1942,7,10,1351500,91
1942,7,11,1351500,298
1942,7,12,1351500,466
1942,7,13,1351500,255
1942,7,14,1351500,162
1942,7,15,1351500,118
1942,7,16,1351500,95
1942,7,17,1351500,83
1942,7,18,1351500,80
1942,7,19,1351500,89
1942,7,20,1351500,398
1942,7,21,1351500,221
1942,7,22,1351500,130
1942,7,23,1351500,101
1942,7,24,1351500,86
1942,7,25,1351500,80
1942,7,26,1351500,80
1942,7,27,1351500,305
1942,7,28,1351500,480
1942,7,29,1351500,376
1942,7,30,1351500,462
1942,7,31,1351500,304
1942,8,1,1351500,591
1942,8,2,1351500,505
1942,8,3,1351500,348
1942,8,4,1351500,265
1942,8,5,1351500,187
1942,8,6,1351500,149
1942,8,7,1351500,126
1942,8,8,1351500,108
1942,8,9,1351500,114
1942,8,10,1351500,463
1942,8,11,1351500,846
1942,8,12,1351500,385
1942,8,13,1351500,215
1942,8,14,1351500,167
1942,8,15,1351500,361
1942,8,16,1351500,733
1942,8,17,1351500,2140
1942,8,18,1351500,833
1942,8,19,1351500,500
1942,8,20,1351500,360
1942,8,21,1351500,285
1942,8,22,1351500,235
1942,8,23,1351500,194
1942,8,24,1351500,162
1942,8,25,1351500,144
1942,8,26,1351500,126
1942,8,27,1351500,111
1942,8,28,1351500,101
1942,8,29,1351500,95
1942,8,30,1351500,95
1942,8,31,1351500,101
1942,9,1,1351500,86
1942,9,2,1351500,76
1942,9,3,1351500,70
1942,9,4,1351500,68
1942,9,5,1351500,63
1942,9,6,1351500,63
1942,9,7,1351500,63
1942,9,8,1351500,59
1942,9,9,1351500,110
1942,9,10,1351500,558
1942,9,11,1351500,360
1942,9,12,1351500,221
1942,9,13,1351500,174
1942,9,14,1351500,139
1942,9,15,1351500,114
1942,9,16,1351500,150
1942,9,17,1351500,250
1942,9,18,1351500,258
1942,9,19,1351500,167
1942,9,20,1351500,130
1942,9,21,1351500,114
1942,9,22,1351500,108
1942,9,23,1351500,98
1942,9,24,1351500,88
1942,9,25,1351500,80
1942,9,26,1351500,73
1942,9,27,1351500,303
1942,9,28,1351500,2620
1942,9,29,1351500,1120
1942,9,30,1351500,633
1942,10,1,1351500,458
1942,10,2,1351500,368
1942,10,3,1351500,297
1942,10,4,1351500,259
1942,10,5,1351500,250
1942,10,6,1351500,278
1942,10,7,1351500,379
1942,10,8,1351500,306
1942,10,9,1351500,250
1942,10,10,1351500,219
1942,10,11,1351500,205
1942,10,12,1351500,177
1942,10,13,1351500,160
1942,10,14,1351500,150
1942,10,15,1351500,141
1942,10,16,1351500,141
1942,10,17,1351500,136
1942,10,18,1351500,245
1942,10,19,1351500,379
1942,10,20,1351500,278
1942,10,21,1351500,226
1942,10,22,1351500,240
1942,10,23,1351500,368
1942,10,24,1351500,326
1942,10,25,1351500,288
1942,10,26,1351500,501
1942,10,27,1351500,2570
1942,10,28,1351500,1360
1942,10,29,1351500,940
1942,10,30,1351500,750
1942,10,31,1351500,651
1942,11,1,1351500,570
1942,11,2,1351500,624
1942,11,3,1351500,532
1942,11,4,1351500,482
1942,11,5,1351500,423
1942,11,6,1351500,390
1942,11,7,1351500,379
1942,11,8,1351500,368
1942,11,9,1351500,335
1942,11,10,1351500,326
1942,11,11,1351500,464
1942,11,12,1351500,495
1942,11,13,1351500,401
1942,11,14,1351500,401
1942,11,15,1351500,326
1942,11,16,1351500,326
1942,11,17,1351500,335
1942,11,18,1351500,401
1942,11,19,1351500,570
1942,11,20,1351500,482
1942,11,21,1351500,623
1942,11,22,1351500,855
1942,11,23,1351500,611
1942,11,24,1351500,694
