Year,Month,Day,site_no,flow_cfs
1952,1,27,1351500,8.00E+03
1952,1,28,1351500,4760
1952,1,29,1351500,2500
1952,1,30,1351500,1350
1952,1,31,1351500,1240
1952,2,1,1351500,1350
1952,2,2,1351500,2050
1952,2,3,1351500,1990
1952,2,4,1351500,1990
1952,2,5,1351500,4140
1952,2,6,1351500,2640
1952,2,7,1351500,1930
1952,2,8,1351500,1560
1952,2,9,1351500,1590
1952,2,10,1351500,1390
1952,2,11,1351500,1350
1952,2,12,1351500,1250
1952,2,13,1351500,800
1952,2,14,1351500,760
1952,2,15,1351500,760
1952,2,16,1351500,720
1952,2,17,1351500,680
1952,2,18,1351500,640
1952,2,19,1351500,580
1952,2,20,1351500,520
1952,2,21,1351500,450
1952,2,22,1351500,390
1952,2,23,1351500,340
1952,2,24,1351500,300
1952,2,25,1351500,280
1952,2,26,1351500,280
1952,2,27,1351500,280
1952,2,28,1351500,270
1952,2,29,1351500,260
1952,3,1,1351500,260
1952,3,2,1351500,250
1952,3,3,1351500,235
1952,3,4,1351500,225
1952,3,5,1351500,235
1952,3,6,1351500,250
1952,3,7,1351500,235
1952,3,8,1351500,225
1952,3,9,1351500,215
1952,3,10,1351500,215
1952,3,11,1351500,1200
1952,3,12,1351500,4370
1952,3,13,1351500,2640
1952,3,14,1351500,1660
1952,3,15,1351500,1080
1952,3,16,1351500,840
1952,3,17,1351500,784
1952,3,18,1351500,1010
1952,3,19,1351500,1080
1952,3,20,1351500,955
1952,3,21,1351500,1780
1952,3,22,1351500,3830
1952,3,23,1351500,3400
1952,3,24,1351500,5050
1952,3,25,1351500,5040
1952,3,26,1351500,5750
1952,3,27,1351500,7700
1952,3,28,1351500,5970
1952,3,29,1351500,4040
1952,3,30,1351500,3460
1952,3,31,1351500,3590
1952,4,1,1351500,4360
1952,4,2,1351500,10500
1952,4,3,1351500,9580
1952,4,4,1351500,5940
1952,4,5,1351500,7770
1952,4,6,1351500,21300
1952,4,7,1351500,8280
1952,4,8,1351500,5200
1952,4,9,1351500,3830
1952,4,10,1351500,3020
1952,4,11,1351500,2560
1952,4,12,1351500,2180
1952,4,13,1351500,1980
1952,4,14,1351500,3820
1952,4,15,1351500,5240
1952,4,16,1351500,3400
1952,4,17,1351500,2500
1952,4,18,1351500,2100
1952,4,19,1351500,1810
1952,4,20,1351500,1650
1952,4,21,1351500,1480
1952,4,22,1351500,1270
1952,4,23,1351500,1190
1952,4,24,1351500,1140
1952,4,25,1351500,1010
1952,4,26,1351500,1330
1952,4,27,1351500,1250
1952,4,28,1351500,1020
1952,4,29,1351500,4560
1952,4,30,1351500,3100
1952,5,1,1351500,2080
1952,5,2,1351500,1450
1952,5,3,1351500,1160
1952,5,4,1351500,958
1952,5,5,1351500,825
1952,5,6,1351500,650
1952,5,7,1351500,485
1952,5,8,1351500,423
1952,5,9,1351500,377
1952,5,10,1351500,342
1952,5,11,1351500,389
1952,5,12,1351500,5020
1952,5,13,1351500,9380
1952,5,14,1351500,4590
1952,5,15,1351500,3240
1952,5,16,1351500,2950
1952,5,17,1351500,2180
1952,5,18,1351500,1980
1952,5,19,1351500,1860
1952,5,20,1351500,1520
1952,5,21,1351500,1750
1952,5,22,1351500,2100
1952,5,23,1351500,1620
1952,5,24,1351500,1310
1952,5,25,1351500,1580
1952,5,26,1351500,2530
1952,5,27,1351500,1970
1952,5,28,1351500,1500
1952,5,29,1351500,1290
1952,5,30,1351500,1270
1952,5,31,1351500,1140
1952,6,1,1351500,2.00E+03
1952,6,2,1351500,7700
1952,6,3,1351500,3740
1952,6,4,1351500,2440
1952,6,5,1351500,2590
1952,6,6,1351500,2.00E+03
1952,6,7,1351500,2290
1952,6,8,1351500,1810
1952,6,9,1351500,1370
1952,6,10,1351500,1310
1952,6,11,1351500,1040
1952,6,12,1351500,889
1952,6,13,1351500,777
1952,6,14,1351500,655
1952,6,15,1351500,568
1952,6,16,1351500,485
1952,6,17,1351500,400
1952,6,18,1351500,306
1952,6,19,1351500,287
1952,6,20,1351500,223
1952,6,21,1351500,195
1952,6,22,1351500,171
1952,6,23,1351500,160
1952,6,24,1351500,155
1952,6,25,1351500,145
1952,6,26,1351500,125
1952,6,27,1351500,125
1952,6,28,1351500,118
1952,6,29,1351500,114
1952,6,30,1351500,114
1952,7,1,1351500,114
1952,7,2,1351500,107
1952,7,3,1351500,89
1952,7,4,1351500,80
1952,7,5,1351500,74
1952,7,6,1351500,65
1952,7,7,1351500,59
1952,7,8,1351500,55
1952,7,9,1351500,57
1952,7,10,1351500,201
1952,7,11,1351500,764
1952,7,12,1351500,347
1952,7,13,1351500,225
1952,7,14,1351500,165
1952,7,15,1351500,131
1952,7,16,1351500,105
1952,7,17,1351500,89
1952,7,18,1351500,79
1952,7,19,1351500,68
1952,7,20,1351500,65
1952,7,21,1351500,65
1952,7,22,1351500,75
1952,7,23,1351500,120
1952,7,24,1351500,102
1952,7,25,1351500,122
1952,7,26,1351500,102
1952,7,27,1351500,92
1952,7,28,1351500,79
1952,7,29,1351500,68
1952,7,30,1351500,58
1952,7,31,1351500,50
1952,8,1,1351500,45
1952,8,2,1351500,42
1952,8,3,1351500,38
1952,8,4,1351500,36
1952,8,5,1351500,42
1952,8,6,1351500,40
1952,8,7,1351500,36
1952,8,8,1351500,38
1952,8,9,1351500,38
1952,8,10,1351500,42
1952,8,11,1351500,50
1952,8,12,1351500,70
1952,8,13,1351500,83
1952,8,14,1351500,83
1952,8,15,1351500,70
1952,8,16,1351500,60
1952,8,17,1351500,55
1952,8,18,1351500,55
1952,8,19,1351500,55
1952,8,20,1351500,52
1952,8,21,1351500,45
1952,8,22,1351500,42
1952,8,23,1351500,36
1952,8,24,1351500,31
1952,8,25,1351500,29
1952,8,26,1351500,27
1952,8,27,1351500,24
1952,8,28,1351500,22
1952,8,29,1351500,21
1952,8,30,1351500,18
1952,8,31,1351500,17
1952,9,1,1351500,28
1952,9,2,1351500,520
1952,9,3,1351500,486
1952,9,4,1351500,311
1952,9,5,1351500,211
1952,9,6,1351500,159
1952,9,7,1351500,118
1952,9,8,1351500,95
1952,9,9,1351500,83
1952,9,10,1351500,73
1952,9,11,1351500,65
1952,9,12,1351500,60
1952,9,13,1351500,52
1952,9,14,1351500,47
1952,9,15,1351500,44
1952,9,16,1351500,45
1952,9,17,1351500,45
1952,9,18,1351500,44
1952,9,19,1351500,44
1952,9,20,1351500,44
1952,9,21,1351500,42
1952,9,22,1351500,40
1952,9,23,1351500,38
1952,9,24,1351500,36
1952,9,25,1351500,35
1952,9,26,1351500,31
1952,9,27,1351500,29
1952,9,28,1351500,27
1952,9,29,1351500,26
1952,9,30,1351500,24
1952,10,1,1351500,23
1952,10,2,1351500,23
1952,10,3,1351500,28
1952,10,4,1351500,31
1952,10,5,1351500,47
1952,10,6,1351500,52
1952,10,7,1351500,50
1952,10,8,1351500,47
1952,10,9,1351500,47
1952,10,10,1351500,42
1952,10,11,1351500,38
1952,10,12,1351500,36
1952,10,13,1351500,36
1952,10,14,1351500,35
1952,10,15,1351500,29
1952,10,16,1351500,27
1952,10,17,1351500,23
1952,10,18,1351500,22
1952,10,19,1351500,23
1952,10,20,1351500,23
1952,10,21,1351500,21
1952,10,22,1351500,21
1952,10,23,1351500,21
1952,10,24,1351500,20
1952,10,25,1351500,19
1952,10,26,1351500,20
1952,10,27,1351500,22
1952,10,28,1351500,26
1952,10,29,1351500,26
1952,10,30,1351500,25
1952,10,31,1351500,24
1952,11,1,1351500,25
1952,11,2,1351500,26
1952,11,3,1351500,26
1952,11,4,1351500,25
1952,11,5,1351500,26
1952,11,6,1351500,27
1952,11,7,1351500,28
1952,11,8,1351500,26
1952,11,9,1351500,26
1952,11,10,1351500,27
1952,11,11,1351500,27
1952,11,12,1351500,29
1952,11,13,1351500,28
1952,11,14,1351500,30
1952,11,15,1351500,32
1952,11,16,1351500,40
1952,11,17,1351500,41
1952,11,18,1351500,41
1952,11,19,1351500,47
1952,11,20,1351500,47
1952,11,21,1351500,45
1952,11,22,1351500,52
1952,11,23,1351500,198
1952,11,24,1351500,396
1952,11,25,1351500,261
1952,11,26,1351500,193
1952,11,27,1351500,170
1952,11,28,1351500,144
1952,11,29,1351500,131
1952,11,30,1351500,118
1952,12,1,1351500,92
1952,12,2,1351500,80
1952,12,3,1351500,80
1952,12,4,1351500,76
1952,12,5,1351500,81
1952,12,6,1351500,132
1952,12,7,1351500,347
1952,12,8,1351500,268
1952,12,9,1351500,225
1952,12,10,1351500,211
1952,12,11,1351500,3410
1952,12,12,1351500,6390
1952,12,13,1351500,2440
1952,12,14,1351500,2990
1952,12,15,1351500,2030
1952,12,16,1351500,1310
1952,12,17,1351500,889
1952,12,18,1351500,702
1952,12,19,1351500,500
1952,12,20,1351500,390
1952,12,21,1351500,365
1952,12,22,1351500,365
1952,12,23,1351500,356
1952,12,24,1351500,365
1952,12,25,1351500,488
1952,12,26,1351500,488
1952,12,27,1351500,410
1952,12,28,1351500,210
1952,12,29,1351500,220
1952,12,30,1351500,280
1952,12,31,1351500,250
1953,1,1,1351500,240
1953,1,2,1351500,230
1953,1,3,1351500,250
1953,1,4,1351500,240
1953,1,5,1351500,195
1953,1,6,1351500,210
1953,1,7,1351500,170
1953,1,8,1351500,155
1953,1,9,1351500,122
1953,1,10,1351500,220
1953,1,11,1351500,310
1953,1,12,1351500,340
1953,1,13,1351500,270
1953,1,14,1351500,220
1953,1,15,1351500,210
1953,1,16,1351500,680
1953,1,17,1351500,3.00E+03
1953,1,18,1351500,3800
1953,1,19,1351500,4500
1953,1,20,1351500,2250
1953,1,21,1351500,1450
1953,1,22,1351500,1080
1953,1,23,1351500,840
1953,1,24,1351500,4700
1953,1,25,1351500,8640
1953,1,26,1351500,2900
1953,1,27,1351500,1500
1953,1,28,1351500,1750
1953,1,29,1351500,2760
1953,1,30,1351500,1800
1953,1,31,1351500,1610
1953,2,1,1351500,2200
1953,2,2,1351500,1550
1953,2,3,1351500,1250
1953,2,4,1351500,1250
1953,2,5,1351500,1.00E+03
1953,2,6,1351500,940
1953,2,7,1351500,1750
1953,2,8,1351500,3060
1953,2,9,1351500,1860
1953,2,10,1351500,1390
1953,2,11,1351500,1040
1953,2,12,1351500,1040
1953,2,13,1351500,1.00E+03
1953,2,14,1351500,940
1953,2,15,1351500,900
1953,2,16,1351500,900
1953,2,17,1351500,860
1953,2,18,1351500,780
1953,2,19,1351500,716
1953,2,20,1351500,761
1953,2,21,1351500,6700
1953,2,22,1351500,7320
1953,2,23,1351500,3190
1953,2,24,1351500,2560
1953,2,25,1351500,2290
1953,2,26,1351500,1910
1953,2,27,1351500,1790
1953,2,28,1351500,1650
1953,3,1,1351500,1200
1953,3,2,1351500,880
1953,3,3,1351500,820
1953,3,4,1351500,1450
1953,3,5,1351500,2560
1953,3,6,1351500,1500
1953,3,7,1351500,1240
1953,3,8,1351500,1.00E+03
1953,3,9,1351500,880
1953,3,10,1351500,820
1953,3,11,1351500,700
1953,3,12,1351500,745
1953,3,13,1351500,975
1953,3,14,1351500,1880
1953,3,15,1351500,1880
1953,3,16,1351500,4010
1953,3,17,1351500,3960
1953,3,18,1351500,2580
1953,3,19,1351500,2750
1953,3,20,1351500,3650
1953,3,21,1351500,2700
1953,3,22,1351500,2180
1953,3,23,1351500,1960
1953,3,24,1351500,2270
1953,3,25,1351500,6420
1953,3,26,1351500,9960
1953,3,27,1351500,14800
1953,3,28,1351500,10100
1953,3,29,1351500,5740
1953,3,30,1351500,5080
1953,3,31,1351500,6150
1953,4,1,1351500,4220
1953,4,2,1351500,3590
1953,4,3,1351500,3180
1953,4,4,1351500,2560
1953,4,5,1351500,2340
1953,4,6,1351500,2060
1953,4,7,1351500,2880
1953,4,8,1351500,4320
1953,4,9,1351500,3020
1953,4,10,1351500,2610
1953,4,11,1351500,2840
1953,4,12,1351500,2260
1953,4,13,1351500,2330
1953,4,14,1351500,3460
1953,4,15,1351500,2500
1953,4,16,1351500,2260
1953,4,17,1351500,2500
1953,4,18,1351500,2210
1953,4,19,1351500,2080
1953,4,20,1351500,2100
1953,4,21,1351500,2030
1953,4,22,1351500,1770
1953,4,23,1351500,1540
1953,4,24,1351500,1390
1953,4,25,1351500,1270
1953,4,26,1351500,1330
1953,4,27,1351500,3820
1953,4,28,1351500,4320
1953,4,29,1351500,2870
1953,4,30,1351500,2210
1953,5,1,1351500,6170
1953,5,2,1351500,8390
1953,5,3,1351500,6100
1953,5,4,1351500,4290
1953,5,5,1351500,4450
1953,5,6,1351500,4050
1953,5,7,1351500,2960
1953,5,8,1351500,2700
1953,5,9,1351500,3900
1953,5,10,1351500,3290
1953,5,11,1351500,2340
1953,5,12,1351500,1930
1953,5,13,1351500,3080
1953,5,14,1351500,3940
1953,5,15,1351500,2900
1953,5,16,1351500,3140
1953,5,17,1351500,5150
1953,5,18,1351500,4530
1953,5,19,1351500,2990
1953,5,20,1351500,2310
1953,5,21,1351500,1860
1953,5,22,1351500,1580
1953,5,23,1351500,1390
1953,5,24,1351500,1330
1953,5,25,1351500,1080
1953,5,26,1351500,889
1953,5,27,1351500,1570
1953,5,28,1351500,1560
1953,5,29,1351500,1030
1953,5,30,1351500,809
1953,5,31,1351500,825
1953,6,1,1351500,745
1953,6,2,1351500,595
1953,6,3,1351500,485
1953,6,4,1351500,388
1953,6,5,1351500,333
1953,6,6,1351500,296
1953,6,7,1351500,251
1953,6,8,1351500,223
1953,6,9,1351500,209
1953,6,10,1351500,171
1953,6,11,1351500,155
1953,6,12,1351500,139
1953,6,13,1351500,129
1953,6,14,1351500,122
1953,6,15,1351500,118
1953,6,16,1351500,110
1953,6,17,1351500,103
1953,6,18,1351500,92
1953,6,19,1351500,86
1953,6,20,1351500,77
1953,6,21,1351500,76
1953,6,22,1351500,74
1953,6,23,1351500,64
1953,6,24,1351500,56
1953,6,25,1351500,52
1953,6,26,1351500,51
1953,6,27,1351500,48
1953,6,28,1351500,51
1953,6,29,1351500,97
1953,6,30,1351500,172
1953,7,1,1351500,125
1953,7,2,1351500,90
1953,7,3,1351500,74
1953,7,4,1351500,63
1953,7,5,1351500,61
1953,7,6,1351500,55
1953,7,7,1351500,49
1953,7,8,1351500,44
1953,7,9,1351500,39
1953,7,10,1351500,38
1953,7,11,1351500,36
1953,7,12,1351500,37
1953,7,13,1351500,41
1953,7,14,1351500,42
1953,7,15,1351500,39
1953,7,16,1351500,34
1953,7,17,1351500,31
1953,7,18,1351500,29
1953,7,19,1351500,33
1953,7,20,1351500,36
1953,7,21,1351500,46
1953,7,22,1351500,54
1953,7,23,1351500,49
1953,7,24,1351500,51
1953,7,25,1351500,45
1953,7,26,1351500,42
1953,7,27,1351500,38
1953,7,28,1351500,31
1953,7,29,1351500,27
1953,7,30,1351500,26
1953,7,31,1351500,22
1953,8,1,1351500,21
1953,8,2,1351500,20
1953,8,3,1351500,20
1953,8,4,1351500,24
1953,8,5,1351500,29
1953,8,6,1351500,25
1953,8,7,1351500,23
1953,8,8,1351500,21
1953,8,9,1351500,21
1953,8,10,1351500,26
1953,8,11,1351500,22
1953,8,12,1351500,21
1953,8,13,1351500,22
1953,8,14,1351500,78
1953,8,15,1351500,55
1953,8,16,1351500,33
1953,8,17,1351500,32
1953,8,18,1351500,29
1953,8,19,1351500,24
1953,8,20,1351500,21
1953,8,21,1351500,18
1953,8,22,1351500,16
1953,8,23,1351500,14
1953,8,24,1351500,13
1953,8,25,1351500,12
1953,8,26,1351500,12
1953,8,27,1351500,11
1953,8,28,1351500,10
1953,8,29,1351500,8.8
1953,8,30,1351500,7.9
1953,8,31,1351500,7.3
1953,9,1,1351500,7
1953,9,2,1351500,6.2
1953,9,3,1351500,6.2
1953,9,4,1351500,5.9
1953,9,5,1351500,5.2
1953,9,6,1351500,7.3
1953,9,7,1351500,9.2
1953,9,8,1351500,13
1953,9,9,1351500,22
1953,9,10,1351500,27
1953,9,11,1351500,29
1953,9,12,1351500,24
1953,9,13,1351500,26
1953,9,14,1351500,26
1953,9,15,1351500,27
1953,9,16,1351500,27
1953,9,17,1351500,27
1953,9,18,1351500,25
1953,9,19,1351500,25
1953,9,20,1351500,23
1953,9,21,1351500,22
1953,9,22,1351500,19
1953,9,23,1351500,17
1953,9,24,1351500,15
1953,9,25,1351500,14
1953,9,26,1351500,13
1953,9,27,1351500,13
1953,9,28,1351500,12
1953,9,29,1351500,11
1953,9,30,1351500,10
1953,10,1,1351500,9.6
1953,10,2,1351500,9.6
1953,10,3,1351500,8.8
1953,10,4,1351500,8.2
1953,10,5,1351500,7.9
1953,10,6,1351500,12
1953,10,7,1351500,22
1953,10,8,1351500,61
1953,10,9,1351500,86
1953,10,10,1351500,64
1953,10,11,1351500,50
1953,10,12,1351500,42
1953,10,13,1351500,36
1953,10,14,1351500,31
1953,10,15,1351500,29
1953,10,16,1351500,27
1953,10,17,1351500,26
1953,10,18,1351500,23
1953,10,19,1351500,22
1953,10,20,1351500,21
1953,10,21,1351500,20
1953,10,22,1351500,19
1953,10,23,1351500,18
1953,10,24,1351500,18
1953,10,25,1351500,18
1953,10,26,1351500,20
1953,10,27,1351500,20
1953,10,28,1351500,24
1953,10,29,1351500,33
1953,10,30,1351500,236
1953,10,31,1351500,354
1953,11,1,1351500,216
1953,11,2,1351500,165
1953,11,3,1351500,134
1953,11,4,1351500,114
1953,11,5,1351500,103
1953,11,6,1351500,88
1953,11,7,1351500,90
1953,11,8,1351500,99
1953,11,9,1351500,114
1953,11,10,1351500,134
1953,11,11,1351500,209
1953,11,12,1351500,251
1953,11,13,1351500,251
1953,11,14,1351500,251
1953,11,15,1351500,251
1953,11,16,1351500,260
1953,11,17,1351500,306
1953,11,18,1351500,278
1953,11,19,1351500,251
1953,11,20,1351500,230
1953,11,21,1351500,210
1953,11,22,1351500,195
1953,11,23,1351500,306
1953,11,24,1351500,655
1953,11,25,1351500,485
1953,11,26,1351500,655
1953,11,27,1351500,568
1953,11,28,1351500,458
1953,11,29,1351500,388
1953,11,30,1351500,342
1953,12,1,1351500,324
1953,12,2,1351500,306
1953,12,3,1351500,287
1953,12,4,1351500,251
1953,12,5,1351500,251
1953,12,6,1351500,319
1953,12,7,1351500,4510
1953,12,8,1351500,2340
1953,12,9,1351500,1430
1953,12,10,1351500,1590
1953,12,11,1351500,1380
1953,12,12,1351500,1010
1953,12,13,1351500,905
1953,12,14,1351500,857
1953,12,15,1351500,1230
1953,12,16,1351500,1040
1953,12,17,1351500,660
1953,12,18,1351500,520
1953,12,19,1351500,520
1953,12,20,1351500,560
1953,12,21,1351500,600
1953,12,22,1351500,873
1953,12,23,1351500,1040
1953,12,24,1351500,660
1953,12,25,1351500,520
1953,12,26,1351500,580
1953,12,27,1351500,500
1953,12,28,1351500,450
1953,12,29,1351500,435
1953,12,30,1351500,410
1953,12,31,1351500,370
1954,1,1,1351500,340
1954,1,2,1351500,320
1954,1,3,1351500,310
1954,1,4,1351500,300
1954,1,5,1351500,290
1954,1,6,1351500,280
1954,1,7,1351500,230
1954,1,8,1351500,215
1954,1,9,1351500,210
1954,1,10,1351500,245
1954,1,11,1351500,270
1954,1,12,1351500,230
1954,1,13,1351500,210
1954,1,14,1351500,190
1954,1,15,1351500,190
1954,1,16,1351500,180
1954,1,17,1351500,160
1954,1,18,1351500,140
1954,1,19,1351500,160
1954,1,20,1351500,180
1954,1,21,1351500,1900
1954,1,22,1351500,2040
1954,1,23,1351500,900
1954,1,24,1351500,740
1954,1,25,1351500,780
1954,1,26,1351500,760
1954,1,27,1351500,4700
1954,1,28,1351500,3390
1954,1,29,1351500,1500
1954,1,30,1351500,1200
1954,1,31,1351500,1.00E+03
1954,2,1,1351500,880
1954,2,2,1351500,800
1954,2,3,1351500,720
1954,2,4,1351500,660
1954,2,5,1351500,580
1954,2,6,1351500,520
1954,2,7,1351500,470
1954,2,8,1351500,430
1954,2,9,1351500,420
1954,2,10,1351500,400
1954,2,11,1351500,380
1954,2,12,1351500,320
1954,2,13,1351500,280
1954,2,14,1351500,270
1954,2,15,1351500,800
1954,2,16,1351500,3800
1954,2,17,1351500,9900
1954,2,18,1351500,5410
1954,2,19,1351500,3270
1954,2,20,1351500,2640
1954,2,21,1351500,2760
1954,2,22,1351500,4480
1954,2,23,1351500,2590
1954,2,24,1351500,1860
1954,2,25,1351500,1760
1954,2,26,1351500,1540
1954,2,27,1351500,1490
1954,2,28,1351500,1260
1954,3,1,1351500,1300
1954,3,2,1351500,2550
1954,3,3,1351500,1940
1954,3,4,1351500,2600
1954,3,5,1351500,1250
1954,3,6,1351500,980
1954,3,7,1351500,880
1954,3,8,1351500,920
1954,3,9,1351500,789
1954,3,10,1351500,917
1954,3,11,1351500,820
1954,3,12,1351500,620
1954,3,13,1351500,592
1954,3,14,1351500,577
1954,3,15,1351500,754
1954,3,16,1351500,580
1954,3,17,1351500,505
1954,3,18,1351500,438
1954,3,19,1351500,402
1954,3,20,1351500,1120
1954,3,21,1351500,1490
1954,3,22,1351500,800
1954,3,23,1351500,771
1954,3,24,1351500,722
1954,3,25,1351500,814
1954,3,26,1351500,1880
1954,3,27,1351500,1300
1954,3,28,1351500,993
1954,3,29,1351500,954
1954,3,30,1351500,900
1954,3,31,1351500,860
1954,4,1,1351500,940
1954,4,2,1351500,840
1954,4,3,1351500,1020
1954,4,4,1351500,760
1954,4,5,1351500,680
1954,4,6,1351500,720
1954,4,7,1351500,936
1954,4,8,1351500,881
1954,4,9,1351500,826
1954,4,10,1351500,688
1954,4,11,1351500,639
1954,4,12,1351500,862
1954,4,13,1351500,722
1954,4,14,1351500,606
1954,4,15,1351500,563
1954,4,16,1351500,563
1954,4,17,1351500,3700
1954,4,18,1351500,2730
1954,4,19,1351500,1740
1954,4,20,1351500,1400
1954,4,21,1351500,1110
1954,4,22,1351500,917
1954,4,23,1351500,1060
1954,4,24,1351500,1380
1954,4,25,1351500,1030
1954,4,26,1351500,881
1954,4,27,1351500,899
1954,4,28,1351500,2660
1954,4,29,1351500,2430
1954,4,30,1351500,1600
1954,5,1,1351500,1260
1954,5,2,1351500,1380
1954,5,3,1351500,1170
1954,5,4,1351500,2320
1954,5,5,1351500,1830
1954,5,6,1351500,1280
1954,5,7,1351500,1050
1954,5,8,1351500,1210
1954,5,9,1351500,2330
1954,5,10,1351500,2500
1954,5,11,1351500,5130
1954,5,12,1351500,2700
1954,5,13,1351500,2050
1954,5,14,1351500,1560
1954,5,15,1351500,1260
1954,5,16,1351500,1050
1954,5,17,1351500,862
1954,5,18,1351500,705
1954,5,19,1351500,622
1954,5,20,1351500,577
1954,5,21,1351500,1590
1954,5,22,1351500,7510
1954,5,23,1351500,4140
1954,5,24,1351500,2350
1954,5,25,1351500,1720
1954,5,26,1351500,1340
1954,5,27,1351500,1030
1954,5,28,1351500,862
1954,5,29,1351500,754
1954,5,30,1351500,771
1954,5,31,1351500,639
1954,6,1,1351500,505
1954,6,2,1351500,708
1954,6,3,1351500,705
1954,6,4,1351500,534
1954,6,5,1351500,450
1954,6,6,1351500,379
1954,6,7,1351500,343
1954,6,8,1351500,296
1954,6,9,1351500,245
1954,6,10,1351500,213
1954,6,11,1351500,202
1954,6,12,1351500,227
1954,6,13,1351500,213
1954,6,14,1351500,324
1954,6,15,1351500,235
1954,6,16,1351500,238
1954,6,17,1351500,199
1954,6,18,1351500,164
1954,6,19,1351500,137
1954,6,20,1351500,122
1954,6,21,1351500,109
1954,6,22,1351500,94
1954,6,23,1351500,96
1954,6,24,1351500,98
1954,6,25,1351500,102
1954,6,26,1351500,86
1954,6,27,1351500,75
1954,6,28,1351500,66
1954,6,29,1351500,75
1954,6,30,1351500,94
1954,7,1,1351500,109
1954,7,2,1351500,86
1954,7,3,1351500,72
1954,7,4,1351500,66
1954,7,5,1351500,59
1954,7,6,1351500,57
1954,7,7,1351500,52
1954,7,8,1351500,48
1954,7,9,1351500,42
1954,7,10,1351500,39
1954,7,11,1351500,39
1954,7,12,1351500,38
1954,7,13,1351500,35
1954,7,14,1351500,31
1954,7,15,1351500,35
1954,7,16,1351500,37
1954,7,17,1351500,40
1954,7,18,1351500,40
1954,7,19,1351500,36
1954,7,20,1351500,31
1954,7,21,1351500,29
1954,7,22,1351500,28
1954,7,23,1351500,26
1954,7,24,1351500,24
1954,7,25,1351500,25
1954,7,26,1351500,25
1954,7,27,1351500,25
1954,7,28,1351500,24
1954,7,29,1351500,26
1954,7,30,1351500,33
1954,7,31,1351500,56
1954,8,1,1351500,48
1954,8,2,1351500,40
1954,8,3,1351500,37
1954,8,4,1351500,36
1954,8,5,1351500,38
1954,8,6,1351500,41
1954,8,7,1351500,42
1954,8,8,1351500,36
1954,8,9,1351500,35
1954,8,10,1351500,30
1954,8,11,1351500,28
1954,8,12,1351500,26
1954,8,13,1351500,26
1954,8,14,1351500,23
1954,8,15,1351500,22
1954,8,16,1351500,21
1954,8,17,1351500,19
1954,8,18,1351500,17
1954,8,19,1351500,18
1954,8,20,1351500,17
1954,8,21,1351500,15
1954,8,22,1351500,14
1954,8,23,1351500,13
1954,8,24,1351500,14
1954,8,25,1351500,15
1954,8,26,1351500,17
1954,8,27,1351500,21
1954,8,28,1351500,20
1954,8,29,1351500,18
1954,8,30,1351500,17
1954,8,31,1351500,44
1954,9,1,1351500,442
1954,9,2,1351500,258
1954,9,3,1351500,150
1954,9,4,1351500,104
1954,9,5,1351500,80
1954,9,6,1351500,64
1954,9,7,1351500,56
1954,9,8,1351500,52
1954,9,9,1351500,48
1954,9,10,1351500,42
1954,9,11,1351500,44
1954,9,12,1351500,67
1954,9,13,1351500,122
1954,9,14,1351500,102
1954,9,15,1351500,81
1954,9,16,1351500,89
1954,9,17,1351500,305
1954,9,18,1351500,296
1954,9,19,1351500,188
1954,9,20,1351500,153
1954,9,21,1351500,124
1954,9,22,1351500,107
1954,9,23,1351500,94
1954,9,24,1351500,84
1954,9,25,1351500,75
1954,9,26,1351500,67
1954,9,27,1351500,63
1954,9,28,1351500,59
1954,9,29,1351500,53
1954,9,30,1351500,50
1954,10,1,1351500,48
1954,10,2,1351500,48
1954,10,3,1351500,48
1954,10,4,1351500,63
1954,10,5,1351500,72
1954,10,6,1351500,61
1954,10,7,1351500,55
1954,10,8,1351500,48
1954,10,9,1351500,45
1954,10,10,1351500,49
1954,10,11,1351500,51
1954,10,12,1351500,47
1954,10,13,1351500,43
1954,10,14,1351500,41
1954,10,15,1351500,41
1954,10,16,1351500,48
1954,10,17,1351500,79
1954,10,18,1351500,104
1954,10,19,1351500,91
1954,10,20,1351500,107
1954,10,21,1351500,184
1954,10,22,1351500,177
1954,10,23,1351500,145
1954,10,24,1351500,120
1954,10,25,1351500,106
1954,10,26,1351500,94
1954,10,27,1351500,89
1954,10,28,1351500,91
1954,10,29,1351500,120
1954,10,30,1351500,127
1954,10,31,1351500,132
1954,11,1,1351500,137
1954,11,2,1351500,151
1954,11,3,1351500,5130
1954,11,4,1351500,5630
1954,11,5,1351500,2760
1954,11,6,1351500,1760
1954,11,7,1351500,1300
1954,11,8,1351500,1010
1954,11,9,1351500,844
1954,11,10,1351500,705
1954,11,11,1351500,592
1954,11,12,1351500,520
1954,11,13,1351500,476
1954,11,14,1351500,414
1954,11,15,1351500,391
1954,11,16,1351500,355
1954,11,17,1351500,334
1954,11,18,1351500,334
1954,11,19,1351500,324
1954,11,20,1351500,343
1954,11,21,1351500,2240
1954,11,22,1351500,2820
1954,11,23,1351500,1580
1954,11,24,1351500,1230
1954,11,25,1351500,1170
1954,11,26,1351500,1090
1954,11,27,1351500,899
1954,11,28,1351500,808
1954,11,29,1351500,1240
1954,11,30,1351500,1930
1954,12,1,1351500,1360
1954,12,2,1351500,993
1954,12,3,1351500,780
1954,12,4,1351500,580
1954,12,5,1351500,560
1954,12,6,1351500,380
1954,12,7,1351500,430
1954,12,8,1351500,480
