Year,Month,Precip_inches,state_cd
1964,8,2.01,CT
1964,9,1.87,CT
1964,10,1.98,CT
1964,11,2.57,CT
1964,12,4.69,CT
1965,1,2.87,CT
1965,2,3.78,CT
1965,3,1.76,CT
1965,4,2.84,CT
1965,5,1.86,CT
1965,6,1.75,CT
1965,7,2.72,CT
1965,8,2.92,CT
1965,9,2.68,CT
1965,10,3.5,CT
1965,11,2.09,CT
1965,12,1.96,CT
1966,1,2.74,CT
1966,2,3.58,CT
1966,3,2.91,CT
1966,4,1.41,CT
1966,5,3.72,CT
1966,6,1.92,CT
1966,7,2.54,CT
1966,8,1.92,CT
1966,9,5.65,CT
1966,10,3.9,CT
1966,11,4.09,CT
1966,12,3.21,CT
1967,1,1.47,CT
1967,2,2.71,CT
1967,3,5.18,CT
1967,4,3.9,CT
1967,5,5.57,CT
1967,6,3.51,CT
1967,7,4.23,CT
1967,8,4.03,CT
1967,9,2.85,CT
1967,10,2.78,CT
1967,11,3.15,CT
1967,12,5.98,CT
1968,1,2.57,CT
1968,2,1.06,CT
1968,3,5.36,CT
1968,4,2.62,CT
1968,5,5.37,CT
1968,6,6.2,CT
1968,7,1.2,CT
1968,8,2.4,CT
1968,9,3.07,CT
1968,10,2.46,CT
1968,11,5.81,CT
1968,12,5.91,CT
1969,1,1.54,CT
1969,2,3.03,CT
1969,3,2.91,CT
1969,4,5.4,CT
1969,5,3.67,CT
1969,6,2.61,CT
1969,7,6.4,CT
1969,8,3.5,CT
1969,9,4.54,CT
1969,10,2.08,CT
1969,11,6.11,CT
1969,12,7.35,CT
1970,1,0.58,CT
1970,2,4.74,CT
1970,3,3.7,CT
1970,4,4.09,CT
1970,5,3.81,CT
1970,6,2.9,CT
1970,7,1.86,CT
1970,8,3.44,CT
1970,9,3.5,CT
1970,10,2.55,CT
1970,11,4.58,CT
1970,12,3.28,CT
1971,1,2.33,CT
1971,2,4.66,CT
1971,3,3.11,CT
1971,4,2.37,CT
1971,5,4.2,CT
1971,6,1.51,CT
1971,7,5.18,CT
1971,8,5.02,CT
1971,9,5,CT
1971,10,3.71,CT
1971,11,4.98,CT
1971,12,2.98,CT
1972,1,2.19,CT
1972,2,4.76,CT
1972,3,6.01,CT
1972,4,3.78,CT
1972,5,5.58,CT
1972,6,11.52,CT
1972,7,3.39,CT
1972,8,2.92,CT
1972,9,2.59,CT
1972,10,4.79,CT
1972,11,7.9,CT
1972,12,7.15,CT
1973,1,4.35,CT
1973,2,3.45,CT
1973,3,3.77,CT
1973,4,6.57,CT
1973,5,5.56,CT
1973,6,4.92,CT
1973,7,4.15,CT
1973,8,2.98,CT
1973,9,3.82,CT
1973,10,3.14,CT
1973,11,2.23,CT
1973,12,8.98,CT
1974,1,4.45,CT
1974,2,2.42,CT
1974,3,5.04,CT
1974,4,3.46,CT
1974,5,3.58,CT
1974,6,2.93,CT
1974,7,2.86,CT
1974,8,4.16,CT
1974,9,7.95,CT
1974,10,2.94,CT
1974,11,2.27,CT
1974,12,5.28,CT
1975,1,5.11,CT
1975,2,3.07,CT
1975,3,3.83,CT
1975,4,3.02,CT
1975,5,3.5,CT
1975,6,4.42,CT
1975,7,6.22,CT
1975,8,3.53,CT
1975,9,8.55,CT
1975,10,5.07,CT
1975,11,5.57,CT
1975,12,4.46,CT
1976,1,6.34,CT
1976,2,3.15,CT
1976,3,2.89,CT
1976,4,3.33,CT
1976,5,4.61,CT
1976,6,2.32,CT
1976,7,4.12,CT
1976,8,7.86,CT
1976,9,2.61,CT
1976,10,5.78,CT
1976,11,0.68,CT
1976,12,3.17,CT
1977,1,2.45,CT
1977,2,2.75,CT
1977,3,7.15,CT
1977,4,4.36,CT
1977,5,3.16,CT
1977,6,4.13,CT
1977,7,2.62,CT
1977,8,3.42,CT
1977,9,7.73,CT
1977,10,6.22,CT
1977,11,4.76,CT
1977,12,5.69,CT
1978,1,9.19,CT
1978,2,1.53,CT
1978,3,3.66,CT
1978,4,2.07,CT
1978,5,5.95,CT
1978,6,2.68,CT
1978,7,3.71,CT
1978,8,5.04,CT
1978,9,3.14,CT
1978,10,3.01,CT
1978,11,2.43,CT
1978,12,4.36,CT
1979,1,11.97,CT
1979,2,3.49,CT
1979,3,4.33,CT
1979,4,5.63,CT
1979,5,5.48,CT
1979,6,1.49,CT
1979,7,2.29,CT
1979,8,6.28,CT
1979,9,4.98,CT
1979,10,4.1,CT
1979,11,4.35,CT
1979,12,2.54,CT
1980,1,1.36,CT
1980,2,0.92,CT
1980,3,8.58,CT
1980,4,6.39,CT
1980,5,2.07,CT
1980,6,3.48,CT
1980,7,4.75,CT
1980,8,2.1,CT
1980,9,1.72,CT
1980,10,3.76,CT
1980,11,4.28,CT
1980,12,0.92,CT
1981,1,0.68,CT
1981,2,7.84,CT
1981,3,0.68,CT
1981,4,3.75,CT
1981,5,3.37,CT
1981,6,3.23,CT
1981,7,4.14,CT
1981,8,1.09,CT
1981,9,4.02,CT
1981,10,5.59,CT
1981,11,2.29,CT
1981,12,5.25,CT
1982,1,5.15,CT
1982,2,3.35,CT
1982,3,2.66,CT
1982,4,5.1,CT
1982,5,2.83,CT
1982,6,12.09,CT
1982,7,2.76,CT
1982,8,3.13,CT
1982,9,2.64,CT
1982,10,2.38,CT
1982,11,3.85,CT
1982,12,1.75,CT
1983,1,4.8,CT
1983,2,3.79,CT
1983,3,7.7,CT
1983,4,11.02,CT
1983,5,5.35,CT
1983,6,3.11,CT
1983,7,1.86,CT
1983,8,3.3,CT
1983,9,1.83,CT
1983,10,6.35,CT
1983,11,7.11,CT
1983,12,6.79,CT
1984,1,2.01,CT
1984,2,5.31,CT
1984,3,5.03,CT
1984,4,5.39,CT
1984,5,10.23,CT
1984,6,4,CT
1984,7,6.64,CT
1984,8,1.33,CT
1984,9,1.81,CT
1984,10,3.49,CT
1984,11,3.26,CT
1984,12,2.95,CT
1985,1,1.05,CT
1985,2,2.34,CT
1985,3,2.44,CT
1985,4,1.65,CT
1985,5,4.5,CT
1985,6,4.45,CT
1985,7,4.61,CT
1985,8,6.29,CT
1985,9,4.59,CT
1985,10,2.2,CT
1985,11,6.69,CT
1985,12,1.61,CT
1986,1,4.96,CT
1986,2,3.4,CT
1986,3,3.17,CT
1986,4,1.88,CT
1986,5,1.43,CT
1986,6,5.26,CT
1986,7,5.65,CT
1986,8,4.12,CT
1986,9,1.06,CT
1986,10,2.66,CT
1986,11,7.1,CT
1986,12,6,CT
1987,1,5.37,CT
1987,2,0.49,CT
1987,3,4.29,CT
1987,4,8.32,CT
1987,5,2.15,CT
1987,6,2.74,CT
1987,7,1.91,CT
1987,8,4.18,CT
1987,9,5.68,CT
1987,10,4.04,CT
1987,11,3.02,CT
1987,12,2.24,CT
1988,1,3.09,CT
1988,2,4,CT
1988,3,2.89,CT
1988,4,2.33,CT
1988,5,3.61,CT
1988,6,1.08,CT
1988,7,7.3,CT
1988,8,2.58,CT
1988,9,2.52,CT
1988,10,3,CT
1988,11,8.98,CT
1988,12,1.56,CT
1989,1,1.7,CT
1989,2,2.64,CT
1989,3,3.42,CT
1989,4,4.17,CT
1989,5,9.51,CT
1989,6,6.37,CT
1989,7,4.59,CT
1989,8,6.79,CT
1989,9,4.61,CT
1989,10,8.15,CT
1989,11,4.35,CT
1989,12,1.25,CT
1990,1,4.9,CT
1990,2,3.29,CT
1990,3,2.73,CT
1990,4,4.88,CT
1990,5,7.51,CT
1990,6,2.31,CT
1990,7,3.38,CT
1990,8,8.09,CT
1990,9,2.02,CT
1990,10,7.86,CT
1990,11,3.02,CT
1990,12,5.69,CT
1991,1,2.85,CT
1991,2,2,CT
1991,3,5.07,CT
1991,4,3.05,CT
1991,5,4.88,CT
1991,6,1.71,CT
1991,7,3.14,CT
1991,8,8.34,CT
1991,9,6.04,CT
1991,10,3.04,CT
1991,11,4.19,CT
1991,12,3.46,CT
1992,1,2.69,CT
1992,2,2.11,CT
1992,3,4.32,CT
1992,4,2.76,CT
1992,5,1.75,CT
1992,6,6.88,CT
1992,7,4.61,CT
1992,8,6.14,CT
1992,9,3.52,CT
1992,10,2.35,CT
1992,11,6.04,CT
1992,12,5.62,CT
1993,1,2.73,CT
1993,2,2.94,CT
1993,3,6.6,CT
1993,4,4.88,CT
1993,5,0.97,CT
1993,6,2.71,CT
1993,7,3.09,CT
1993,8,2.54,CT
1993,9,5.99,CT
1993,10,3.87,CT
1993,11,3.99,CT
1993,12,5.44,CT
1994,1,5.67,CT
1994,2,2.83,CT
1994,3,5.89,CT
1994,4,2.61,CT
1994,5,3.6,CT
1994,6,3.66,CT
1994,7,4.36,CT
1994,8,6.71,CT
1994,9,4.59,CT
1994,10,1.17,CT
1994,11,4.66,CT
1994,12,4.66,CT
1995,1,3.97,CT
1995,2,2.84,CT
1995,3,2.4,CT
1995,4,2.68,CT
1995,5,3.21,CT
1995,6,1.68,CT
1995,7,3.15,CT
1995,8,2.39,CT
1995,9,3.63,CT
1995,10,8.97,CT
1995,11,5.07,CT
1995,12,2.3,CT
1996,1,6.73,CT
1996,2,2.68,CT
1996,3,2.91,CT
1996,4,7.14,CT
1996,5,3.57,CT
1996,6,2.97,CT
1996,7,7.05,CT
1996,8,2.24,CT
1996,9,6.29,CT
1996,10,7.17,CT
1996,11,4.1,CT
1996,12,7.45,CT
1997,1,3.91,CT
1997,2,2.07,CT
1997,3,4.11,CT
1997,4,4.44,CT
1997,5,3.38,CT
1997,6,1.93,CT
1997,7,3.82,CT
1997,8,6.08,CT
1997,9,1.45,CT
1997,10,1.83,CT
1997,11,6.41,CT
1997,12,3.25,CT
1998,1,4.67,CT
1998,2,3.97,CT
1998,3,6.1,CT
1998,4,4.49,CT
1998,5,5.86,CT
1998,6,7.42,CT
1998,7,3.62,CT
1998,8,2.46,CT
1998,9,2.83,CT
1998,10,5.07,CT
1998,11,2.32,CT
1998,12,1.27,CT
1999,1,7.3,CT
1999,2,3.73,CT
1999,3,5.42,CT
1999,4,1.35,CT
1999,5,4.33,CT
1999,6,0.85,CT
1999,7,2.42,CT
1999,8,2.9,CT
1999,9,10.39,CT
1999,10,4.48,CT
1999,11,3.21,CT
1999,12,2.77,CT
2000,1,3.45,CT
2000,2,2.59,CT
2000,3,4.11,CT
2000,4,5.02,CT
2000,5,4.49,CT
2000,6,6.22,CT
2000,7,6.23,CT
2000,8,3.42,CT
2000,9,4.14,CT
2000,10,1.14,CT
2000,11,3.71,CT
2000,12,4.22,CT
2001,1,2.45,CT
2001,2,2.56,CT
2001,3,7.68,CT
2001,4,1.59,CT
2001,5,4.11,CT
2001,6,6.4,CT
2001,7,2.19,CT
2001,8,3.84,CT
2001,9,3.93,CT
2001,10,1.26,CT
2001,11,1.08,CT
2001,12,2.45,CT
2002,1,1.94,CT
2002,2,1.67,CT
2002,3,4.12,CT
2002,4,3.75,CT
2002,5,5.21,CT
2002,6,5.03,CT
2002,7,2.59,CT
2002,8,3.62,CT
2002,9,4.82,CT
2002,10,4.3,CT
2002,11,5.68,CT
2002,12,4.69,CT
2003,1,2.65,CT
2003,2,3.82,CT
2003,3,4.3,CT
2003,4,3.28,CT
2003,5,4.72,CT
2003,6,7.18,CT
2003,7,3.01,CT
2003,8,5.04,CT
2003,9,7.7,CT
2003,10,6.07,CT
2003,11,3.17,CT
2003,12,5.18,CT
2004,1,1.89,CT
2004,2,2.17,CT
2004,3,2.97,CT
2004,4,7.02,CT
2004,5,3.59,CT
2004,6,1.99,CT
2004,7,4.54,CT
2004,8,5.52,CT
2004,9,8.39,CT
2004,10,2.21,CT
2004,11,3.95,CT
2004,12,4.37,CT
2005,1,4.85,CT
2005,2,2.49,CT
2005,3,4.01,CT
2005,4,5.5,CT
2005,5,2.59,CT
2005,6,2.39,CT
2005,7,3.62,CT
2005,8,2.05,CT
2005,9,2.39,CT
2005,10,15.92,CT
2005,11,4.64,CT
2005,12,4.23,CT
2006,1,5.91,CT
2006,2,2.48,CT
2006,3,0.72,CT
2006,4,4.84,CT
2006,5,7.17,CT
2006,6,9.21,CT
2006,7,3.15,CT
2006,8,5.26,CT
2006,9,3,CT
2006,10,7.06,CT
2006,11,6.08,CT
2006,12,2.13,CT
2007,1,3.43,CT
2007,2,2.01,CT
2007,3,5.24,CT
2007,4,8.57,CT
2007,5,1.88,CT
2007,6,3.54,CT
2007,7,4.94,CT
2007,8,2.25,CT
2007,9,1.79,CT
2007,10,3.76,CT
2007,11,3.16,CT
2007,12,4.97,CT
2008,1,2.45,CT
2008,2,8.34,CT
2008,3,5.51,CT
2008,4,3.58,CT
2008,5,2.66,CT
2008,6,4.69,CT
2008,7,5.66,CT
2008,8,3.95,CT
2008,9,9.06,CT
2008,10,3.04,CT
2008,11,3.67,CT
2008,12,6.92,CT
2009,1,3,CT
2009,2,1.48,CT
2009,3,2.35,CT
2009,4,3.95,CT
2009,5,3.91,CT
2009,6,6.94,CT
2009,7,8.82,CT
2009,8,3.76,CT
2009,9,1.98,CT
2009,10,6.08,CT
2009,11,2.74,CT
2009,12,5.49,CT
2010,1,2.94,CT
2010,2,4.51,CT
2010,3,9.95,CT
2010,4,1.7,CT
2010,5,2.94,CT
2010,6,3.36,CT
2010,7,3.53,CT
2010,8,3.58,CT
2010,9,2.62,CT
2010,10,5.47,CT
2010,11,3.38,CT
2010,12,4.56,CT
2011,1,3.36,CT
2011,2,3.84,CT
2011,3,4.74,CT
2011,4,5.52,CT
2011,5,4.87,CT
2011,6,6.15,CT
2011,7,2.17,CT
2011,8,11.56,CT
2011,9,7.78,CT
2011,10,5.6,CT
2011,11,3.57,CT
2011,12,4.53,CT
2012,1,2.86,CT
2012,2,1.09,CT
2012,3,1.3,CT
2012,4,3,CT
2012,5,3.94,CT
2012,6,4.3,CT
2012,7,3.78,CT
2012,8,3.85,CT
2012,9,5.41,CT
2012,10,4.36,CT
2012,11,0.8,CT
2012,12,4.7,CT
2013,1,1.72,CT
2013,2,3.62,CT
2013,3,2.35,CT
2013,4,1.49,CT
2013,5,4.47,CT
2013,6,10.6,CT
2013,7,3.67,CT
2013,8,3.92,CT
2013,9,2.84,CT
2013,10,1.36,CT
2013,11,3.7,CT
2013,12,3.65,CT
2014,1,2.8,CT
2014,2,3.42,CT
2014,3,4.22,CT
2014,4,4.38,CT
2014,5,4.79,CT
2014,6,2.41,CT
2014,7,4.84,CT
2014,8,3.05,CT
2014,9,1.39,CT
2014,10,4.67,CT
2014,11,4.16,CT
2014,12,4.88,CT
2015,1,3.47,CT
2015,2,2.01,CT
2015,3,3.05,CT
2015,4,2.74,CT
2015,5,1.21,CT
2015,6,6.35,CT
2015,7,2.81,CT
2015,8,2.14,CT
2015,9,3.62,CT
2015,10,3.31,CT
2015,11,2.23,CT
2015,12,4.14,CT
2016,1,2.14,CT
2016,2,4.94,CT
2016,3,2.16,CT
2016,4,2.86,CT
2016,5,3.33,CT
2016,6,1.78,CT
2016,7,3.32,CT
2016,8,3.7,CT
2016,9,1.92,CT
2016,10,3.88,CT
2016,11,3.24,CT
2016,12,3.46,CT
2017,1,3.56,CT
2017,2,2.14,CT
2017,3,3.33,CT
2017,4,4.71,CT
2017,5,5.35,CT
2017,6,3.54,CT
2017,7,4.38,CT
2017,8,2.62,CT
2017,9,2.3,CT
2017,10,8.26,CT
2017,11,1.62,CT
2017,12,2.29,CT
1895,1,4.5,DE
1895,2,1.45,DE
1895,3,3.52,DE
1895,4,5.44,DE
1895,5,3.35,DE
1895,6,3.72,DE
1895,7,3.18,DE
1895,8,2.62,DE
1895,9,2.04,DE
1895,10,2.63,DE
1895,11,1.99,DE
1895,12,2.12,DE
1896,1,1.47,DE
1896,2,6.27,DE
1896,3,4.92,DE
1896,4,1.35,DE
1896,5,3.03,DE
1896,6,5.18,DE
1896,7,4.83,DE
1896,8,1.78,DE
1896,9,4.44,DE
1896,10,2.75,DE
1896,11,2.37,DE
1896,12,1.11,DE
1897,1,2.23,DE
1897,2,4.72,DE
1897,3,2.68,DE
1897,4,3.07,DE
1897,5,3.69,DE
1897,6,2.94,DE
1897,7,8.53,DE
1897,8,3.65,DE
1897,9,1.07,DE
1897,10,4.45,DE
1897,11,4.13,DE
1897,12,3.87,DE
1898,1,3,DE
1898,2,2.09,DE
1898,3,3.29,DE
1898,4,3.14,DE
1898,5,4.47,DE
1898,6,2.37,DE
1898,7,3.76,DE
1898,8,5.23,DE
1898,9,2.27,DE
1898,10,4.12,DE
1898,11,4.59,DE
1898,12,3.49,DE
1899,1,3.61,DE
1899,2,5.81,DE
1899,3,5.48,DE
1899,4,1.56,DE
1899,5,2.21,DE
1899,6,2.29,DE
1899,7,4.82,DE
1899,8,4.23,DE
1899,9,3.34,DE
1899,10,2.79,DE
1899,11,2.06,DE
1899,12,1.47,DE
1900,1,3.38,DE
1900,2,4.68,DE
1900,3,3.34,DE
1900,4,2,DE
1900,5,2.77,DE
1900,6,4.48,DE
1900,7,3.36,DE
1900,8,3.5,DE
1900,9,4.71,DE
1900,10,2.35,DE
1900,11,2.65,DE
1900,12,2.61,DE
1901,1,2.88,DE
1901,2,0.62,DE
1901,3,3.26,DE
1901,4,5.01,DE
1901,5,3.54,DE
1901,6,2.25,DE
1901,7,5.57,DE
1901,8,6.74,DE
1901,9,2.89,DE
1901,10,1.7,DE
1901,11,2.28,DE
1901,12,6.14,DE
1902,1,3.69,DE
1902,2,5.08,DE
1902,3,3.28,DE
1902,4,3.95,DE
1902,5,1.93,DE
1902,6,7.01,DE
1902,7,3.82,DE
1902,8,1.87,DE
1902,9,5.88,DE
1902,10,5.31,DE
1902,11,3.14,DE
1902,12,5.76,DE
1903,1,3.42,DE
1903,2,5.28,DE
1903,3,6.51,DE
1903,4,3.68,DE
1903,5,1.55,DE
1903,6,3.92,DE
1903,7,4.87,DE
1903,8,4.88,DE
1903,9,2.81,DE
1903,10,6.84,DE
1903,11,1.33,DE
1903,12,3.76,DE
1904,1,2.07,DE
1904,2,2.38,DE
1904,3,3.46,DE
1904,4,2.45,DE
1904,5,1.94,DE
1904,6,3.49,DE
1904,7,5.77,DE
1904,8,3.23,DE
1904,9,3.35,DE
1904,10,2.82,DE
1904,11,2.12,DE
1904,12,4.4,DE
1905,1,4.02,DE
1905,2,3.45,DE
1905,3,3.02,DE
1905,4,3.12,DE
1905,5,3.34,DE
1905,6,3.61,DE
1905,7,6.09,DE
1905,8,5.22,DE
1905,9,4.28,DE
1905,10,1.68,DE
1905,11,1.03,DE
1905,12,4.46,DE
1906,1,2.8,DE
1906,2,3.88,DE
1906,3,5.75,DE
1906,4,2.24,DE
1906,5,3.11,DE
1906,6,6.13,DE
1906,7,6.17,DE
1906,8,7.81,DE
1906,9,1.39,DE
1906,10,4.24,DE
1906,11,1.96,DE
1906,12,3.63,DE
1907,1,2.54,DE
1907,2,2.64,DE
1907,3,2.8,DE
1907,4,3.71,DE
1907,5,6.55,DE
1907,6,5.36,DE
1907,7,3.27,DE
1907,8,3.15,DE
1907,9,5.94,DE
1907,10,3.3,DE
1907,11,6.42,DE
1907,12,4.24,DE
1908,1,3.21,DE
1908,2,3.79,DE
1908,3,2.13,DE
1908,4,2.66,DE
1908,5,5.87,DE
1908,6,2.15,DE
1908,7,4.69,DE
1908,8,5.2,DE
1908,9,2.45,DE
1908,10,2.33,DE
1908,11,1.22,DE
1908,12,4.62,DE
1909,1,2.82,DE
1909,2,3.6,DE
1909,3,3.8,DE
1909,4,4.18,DE
1909,5,3.66,DE
1909,6,5.1,DE
1909,7,2.38,DE
1909,8,2.61,DE
1909,9,3.5,DE
1909,10,1.41,DE
1909,11,2.21,DE
1909,12,4.43,DE
1910,1,4.44,DE
1910,2,1.71,DE
1910,3,2.38,DE
1910,4,4.32,DE
1910,5,2.32,DE
1910,6,6.43,DE
1910,7,2.81,DE
1910,8,4.37,DE
1910,9,1.42,DE
1910,10,4.95,DE
1910,11,2.9,DE
1910,12,3.18,DE
1911,1,3.87,DE
1911,2,2.02,DE
1911,3,3.29,DE
1911,4,3.92,DE
1911,5,0.68,DE
1911,6,3.63,DE
1911,7,2.46,DE
1911,8,10.97,DE
1911,9,2.2,DE
1911,10,3.06,DE
1911,11,5.31,DE
1911,12,3.94,DE
1912,1,3.66,DE
1912,2,2.47,DE
1912,3,7.54,DE
1912,4,2.81,DE
1912,5,4.28,DE
1912,6,2.43,DE
1912,7,3.89,DE
1912,8,2.22,DE
1912,9,4.29,DE
1912,10,2.23,DE
1912,11,2.54,DE
1912,12,4.4,DE
1913,1,3.44,DE
1913,2,1.8,DE
1913,3,3.7,DE
1913,4,5.18,DE
1913,5,3.81,DE
1913,6,2.97,DE
1913,7,2.12,DE
1913,8,4.17,DE
1913,9,3.58,DE
1913,10,5.03,DE
1913,11,1.48,DE
1913,12,2.57,DE
1914,1,3.71,DE
1914,2,2.7,DE
1914,3,3.34,DE
1914,4,2.69,DE
1914,5,2.11,DE
1914,6,3.31,DE
1914,7,3.5,DE
1914,8,3.77,DE
1914,9,0.98,DE
1914,10,1.57,DE
1914,11,2.12,DE
1914,12,5.5,DE
1915,1,5.59,DE
1915,2,4.04,DE
1915,3,1.37,DE
1915,4,2.11,DE
1915,5,3.73,DE
1915,6,4.64,DE
1915,7,3.66,DE
1915,8,7.84,DE
1915,9,1.71,DE
1915,10,4.67,DE
1915,11,0.98,DE
1915,12,3.25,DE
1916,1,1.76,DE
1916,2,3.63,DE
1916,3,3.44,DE
1916,4,2.75,DE
1916,5,4.62,DE
1916,6,4.08,DE
1916,7,5.27,DE
1916,8,1.68,DE
1916,9,3.57,DE
1916,10,1.75,DE
1916,11,2.29,DE
1916,12,4.78,DE
1917,1,2.86,DE
1917,2,2.17,DE
1917,3,6.8,DE
1917,4,2.7,DE
1917,5,3,DE
1917,6,5.03,DE
1917,7,6.51,DE
1917,8,3.58,DE
1917,9,2.75,DE
1917,10,7.86,DE
1917,11,0.49,DE
1917,12,2.22,DE
1918,1,4.19,DE
1918,2,1.23,DE
1918,3,4.55,DE
1918,4,5.25,DE
1918,5,3.23,DE
1918,6,2.23,DE
1918,7,3.71,DE
1918,8,2.48,DE
1918,9,3.75,DE
1918,10,1.15,DE
1918,11,1.28,DE
1918,12,3.98,DE
1919,1,3.8,DE
1919,2,2.58,DE
1919,3,4.1,DE
1919,4,4.33,DE
1919,5,5.63,DE
1919,6,2.38,DE
1919,7,9.62,DE
1919,8,8.93,DE
1919,9,1.94,DE
1919,10,3.18,DE
1919,11,3.45,DE
1919,12,3.15,DE
1920,1,2.98,DE
1920,2,4.86,DE
1920,3,3.95,DE
1920,4,4.3,DE
1920,5,2.18,DE
1920,6,5.83,DE
1920,7,4.77,DE
1920,8,7.17,DE
1920,9,2.5,DE
1920,10,1.27,DE
1920,11,5.33,DE
1920,12,3.48,DE
1921,1,2.39,DE
1921,2,3.19,DE
1921,3,2.52,DE
1921,4,3.42,DE
1921,5,3.64,DE
1921,6,1.88,DE
1921,7,3.37,DE
1921,8,2.98,DE
1921,9,2.34,DE
1921,10,1.01,DE
1921,11,4.08,DE
1921,12,2.37,DE
1922,1,4.02,DE
1922,2,3.85,DE
1922,3,4.94,DE
1922,4,2.19,DE
1922,5,1.97,DE
1922,6,5.11,DE
1922,7,6.76,DE
1922,8,4.57,DE
1922,9,2.28,DE
1922,10,1.46,DE
1922,11,0.84,DE
1922,12,4.53,DE
1923,1,4.67,DE
1923,2,3.03,DE
1923,3,5.74,DE
1923,4,4.36,DE
1923,5,1.43,DE
1923,6,3.16,DE
1923,7,4.13,DE
1923,8,3.11,DE
1923,9,3.48,DE
1923,10,3.71,DE
1923,11,2.82,DE
1923,12,3.06,DE
1924,1,4.04,DE
1924,2,3.42,DE
1924,3,5.26,DE
1924,4,5.93,DE
1924,5,5.43,DE
1924,6,4.88,DE
1924,7,2.41,DE
1924,8,4.22,DE
1924,9,5.9,DE
1924,10,0.42,DE
1924,11,2.1,DE
1924,12,3.02,DE
1925,1,5.38,DE
1925,2,2.05,DE
1925,3,2.36,DE
1925,4,2.84,DE
1925,5,1.54,DE
1925,6,1.81,DE
1925,7,6.09,DE
1925,8,2.94,DE
1925,9,0.94,DE
1925,10,4.15,DE
1925,11,2.94,DE
1925,12,2.33,DE
1926,1,2.89,DE
1926,2,4.01,DE
1926,3,2.29,DE
1926,4,1.98,DE
1926,5,2.55,DE
1926,6,2.72,DE
1926,7,7.96,DE
1926,8,6.38,DE
1926,9,3.92,DE
1926,10,2.63,DE
1926,11,3.64,DE
1926,12,3.64,DE
1927,1,1.49,DE
1927,2,3.84,DE
1927,3,1.64,DE
1927,4,3.26,DE
1927,5,2.97,DE
1927,6,3.54,DE
1927,7,5.77,DE
1927,8,4.21,DE
1927,9,1.44,DE
1927,10,4.63,DE
1927,11,2.77,DE
1927,12,4.15,DE
1928,1,2.67,DE
1928,2,2.9,DE
1928,3,2.74,DE
1928,4,5.65,DE
1928,5,1.98,DE
1928,6,5.13,DE
1928,7,4.22,DE
1928,8,9.08,DE
1928,9,6.59,DE
1928,10,0.94,DE
1928,11,1.71,DE
1928,12,2.25,DE
1929,1,2.45,DE
1929,2,4.56,DE
1929,3,3.72,DE
1929,4,6.13,DE
1929,5,2.08,DE
1929,6,3.9,DE
1929,7,1.71,DE
1929,8,2.28,DE
1929,9,3.76,DE
1929,10,4.24,DE
1929,11,2.51,DE
1929,12,2.51,DE
1930,1,3.48,DE
1930,2,1.95,DE
1930,3,1.86,DE
1930,4,1.91,DE
1930,5,2.57,DE
1930,6,2.8,DE
1930,7,3.42,DE
1930,8,1.63,DE
1930,9,2.32,DE
1930,10,1.47,DE
1930,11,1.89,DE
1930,12,2.07,DE
1931,1,1.88,DE
1931,2,1.51,DE
1931,3,4.98,DE
1931,4,2.9,DE
1931,5,3.67,DE
1931,6,3.66,DE
1931,7,3.33,DE
1931,8,8.75,DE
1931,9,2.32,DE
1931,10,2.58,DE
1931,11,0.93,DE
1931,12,2.25,DE
1932,1,5.09,DE
1932,2,2.54,DE
1932,3,5.86,DE
1932,4,2.52,DE
1932,5,4.85,DE
1932,6,4.1,DE
1932,7,2.31,DE
1932,8,1.91,DE
1932,9,1.77,DE
1932,10,6.59,DE
1932,11,5.04,DE
1932,12,3.78,DE
1933,1,3.52,DE
1933,2,3.61,DE
1933,3,2.95,DE
1933,4,5.07,DE
1933,5,4.69,DE
1933,6,2.69,DE
1933,7,5.4,DE
1933,8,11.22,DE
1933,9,2.88,DE
1933,10,1.27,DE
1933,11,1.72,DE
1933,12,3.61,DE
1934,1,2.02,DE
1934,2,4.26,DE
1934,3,5.63,DE
1934,4,2.81,DE
1934,5,6.47,DE
1934,6,2.38,DE
1934,7,5.14,DE
1934,8,4.88,DE
1934,9,7.12,DE
1934,10,1.99,DE
1934,11,3.55,DE
1934,12,2.45,DE
1935,1,5.2,DE
1935,2,3.2,DE
1935,3,3.17,DE
1935,4,3.82,DE
1935,5,3.21,DE
1935,6,5.39,DE
1935,7,4.43,DE
1935,8,3.75,DE
1935,9,11.59,DE
1935,10,2.73,DE
1935,11,4.85,DE
1935,12,2.28,DE
1936,1,7.01,DE
1936,2,4.43,DE
1936,3,5.25,DE
1936,4,2.87,DE
1936,5,1.41,DE
1936,6,3.75,DE
1936,7,3.84,DE
1936,8,5.49,DE
1936,9,4.57,DE
1936,10,3.37,DE
1936,11,0.88,DE
1936,12,5.03,DE
1937,1,8.29,DE
1937,2,2.84,DE
1937,3,2.54,DE
1937,4,5.32,DE
1937,5,3.69,DE
1937,6,5.2,DE
1937,7,3.5,DE
1937,8,8,DE
1937,9,1.59,DE
1937,10,5.95,DE
1937,11,4.23,DE
1937,12,1.26,DE
1938,1,2.99,DE
1938,2,2.87,DE
1938,3,2.89,DE
1938,4,2.01,DE
1938,5,3.8,DE
1938,6,4.92,DE
1938,7,10.72,DE
1938,8,3.02,DE
1938,9,7.85,DE
1938,10,2.52,DE
