Year,Month,Precip_inches,state_cd
1916,6,1.82,TX
1916,7,2.53,TX
1916,8,2.88,TX
1916,9,1.81,TX
1916,10,2.07,TX
1916,11,1.27,TX
1916,12,0.53,TX
1917,1,0.83,TX
1917,2,0.75,TX
1917,3,0.73,TX
1917,4,1.73,TX
1917,5,2.31,TX
1917,6,0.72,TX
1917,7,1.99,TX
1917,8,1.9,TX
1917,9,1.88,TX
1917,10,0.27,TX
1917,11,0.8,TX
1917,12,0.15,TX
1918,1,0.76,TX
1918,2,0.81,TX
1918,3,1.09,TX
1918,4,2.93,TX
1918,5,2.26,TX
1918,6,2.23,TX
1918,7,1.06,TX
1918,8,1.52,TX
1918,9,1.92,TX
1918,10,3.36,TX
1918,11,3.58,TX
1918,12,2.93,TX
1919,1,2.34,TX
1919,2,1.52,TX
1919,3,2.75,TX
1919,4,2.38,TX
1919,5,4.36,TX
1919,6,5.05,TX
1919,7,3.85,TX
1919,8,2.99,TX
1919,9,5.04,TX
1919,10,6.26,TX
1919,11,2.07,TX
1919,12,0.84,TX
1920,1,3.11,TX
1920,2,0.63,TX
1920,3,1.02,TX
1920,4,0.87,TX
1920,5,4.42,TX
1920,6,3.09,TX
1920,7,2.45,TX
1920,8,5.46,TX
1920,9,2.19,TX
1920,10,2.96,TX
1920,11,2.3,TX
1920,12,1.11,TX
1921,1,1.4,TX
1921,2,1.36,TX
1921,3,2.18,TX
1921,4,2.71,TX
1921,5,1.97,TX
1921,6,5.82,TX
1921,7,2.26,TX
1921,8,1.12,TX
1921,9,2.95,TX
1921,10,0.44,TX
1921,11,0.61,TX
1921,12,1.07,TX
1922,1,1.8,TX
1922,2,1.29,TX
1922,3,2.85,TX
1922,4,5.48,TX
1922,5,3.64,TX
1922,6,2.97,TX
1922,7,1.8,TX
1922,8,1.18,TX
1922,9,1.72,TX
1922,10,1.72,TX
1922,11,2.2,TX
1922,12,0.41,TX
1923,1,1.48,TX
1923,2,3.65,TX
1923,3,2.39,TX
1923,4,3.63,TX
1923,5,1.65,TX
1923,6,2.88,TX
1923,7,1.56,TX
1923,8,2.23,TX
1923,9,4.09,TX
1923,10,4.8,TX
1923,11,2.51,TX
1923,12,4.24,TX
1924,1,1.24,TX
1924,2,1.95,TX
1924,3,1.94,TX
1924,4,1.98,TX
1924,5,3.59,TX
1924,6,1.67,TX
1924,7,1.18,TX
1924,8,1.59,TX
1924,9,2.68,TX
1924,10,0.74,TX
1924,11,0.54,TX
1924,12,1.34,TX
1925,1,1.14,TX
1925,2,0.35,TX
1925,3,0.56,TX
1925,4,1.94,TX
1925,5,2.64,TX
1925,6,1.23,TX
1925,7,2.14,TX
1925,8,2.35,TX
1925,9,3.89,TX
1925,10,3.91,TX
1925,11,2.14,TX
1925,12,0.84,TX
1926,1,2.46,TX
1926,2,0.25,TX
1926,3,4.09,TX
1926,4,3.34,TX
1926,5,3.01,TX
1926,6,2.91,TX
1926,7,3.58,TX
1926,8,2.31,TX
1926,9,2.16,TX
1926,10,3.79,TX
1926,11,1.16,TX
1926,12,3.4,TX
1927,1,0.98,TX
1927,2,1.69,TX
1927,3,1.99,TX
1927,4,2.41,TX
1927,5,1.43,TX
1927,6,3.99,TX
1927,7,2.77,TX
1927,8,1.09,TX
1927,9,2.67,TX
1927,10,2.53,TX
1927,11,0.43,TX
1927,12,2.1,TX
1928,1,0.52,TX
1928,2,2.11,TX
1928,3,1,TX
1928,4,1.76,TX
1928,5,3.31,TX
1928,6,3.47,TX
1928,7,2.94,TX
1928,8,2.52,TX
1928,9,2.58,TX
1928,10,1.8,TX
1928,11,2.25,TX
1928,12,2.1,TX
1929,1,1.65,TX
1929,2,1.18,TX
1929,3,2.37,TX
1929,4,1.97,TX
1929,5,6.45,TX
1929,6,1.46,TX
1929,7,2.36,TX
1929,8,0.85,TX
1929,9,2.73,TX
1929,10,2.52,TX
1929,11,2.49,TX
1929,12,1.41,TX
1930,1,1.52,TX
1930,2,1.18,TX
1930,3,1.48,TX
1930,4,1.73,TX
1930,5,4.33,TX
1930,6,2.23,TX
1930,7,0.98,TX
1930,8,1.42,TX
1930,9,1.64,TX
1930,10,5.79,TX
1930,11,2.41,TX
1930,12,1.66,TX
1931,1,2.44,TX
1931,2,2.61,TX
1931,3,2.15,TX
1931,4,2.49,TX
1931,5,2.41,TX
1931,6,2.04,TX
1931,7,2.77,TX
1931,8,2.03,TX
1931,9,0.57,TX
1931,10,2.17,TX
1931,11,2.04,TX
1931,12,3.45,TX
1932,1,3.74,TX
1932,2,2.91,TX
1932,3,1.22,TX
1932,4,2.13,TX
1932,5,2.89,TX
1932,6,2.93,TX
1932,7,2.23,TX
1932,8,3.54,TX
1932,9,5.31,TX
1932,10,0.82,TX
1932,11,0.64,TX
1932,12,3.18,TX
1933,1,1.48,TX
1933,2,1.78,TX
1933,3,1.54,TX
1933,4,1.16,TX
1933,5,3.32,TX
1933,6,0.71,TX
1933,7,3.4,TX
1933,8,3,TX
1933,9,2.2,TX
1933,10,1.17,TX
1933,11,0.95,TX
1933,12,1.52,TX
1934,1,2.88,TX
1934,2,1.3,TX
1934,3,2.7,TX
1934,4,2.65,TX
1934,5,1.87,TX
1934,6,0.88,TX
1934,7,1.62,TX
1934,8,1.31,TX
1934,9,2.2,TX
1934,10,0.36,TX
1934,11,3.16,TX
1934,12,1.48,TX
1935,1,1.23,TX
1935,2,1.92,TX
1935,3,1.5,TX
1935,4,2.08,TX
1935,5,6.38,TX
1935,6,4.68,TX
1935,7,2.2,TX
1935,8,1.6,TX
1935,9,5.04,TX
1935,10,2.14,TX
1935,11,1.72,TX
1935,12,2.52,TX
1936,1,0.65,TX
1936,2,0.57,TX
1936,3,0.99,TX
1936,4,1.48,TX
1936,5,5.64,TX
1936,6,1.64,TX
1936,7,3.39,TX
1936,8,1.33,TX
1936,9,6.55,TX
1936,10,2.16,TX
1936,11,1.22,TX
1936,12,1.63,TX
1937,1,1.76,TX
1937,2,0.51,TX
1937,3,2.37,TX
1937,4,0.9,TX
1937,5,2.39,TX
1937,6,2.43,TX
1937,7,1.81,TX
1937,8,2.07,TX
1937,9,2.02,TX
1937,10,2.54,TX
1937,11,1.73,TX
1937,12,3.45,TX
1938,1,2.48,TX
1938,2,1.89,TX
1938,3,1.85,TX
1938,4,2.83,TX
1938,5,2.6,TX
1938,6,3.02,TX
1938,7,3.36,TX
1938,8,1.17,TX
1938,9,1.43,TX
1938,10,0.89,TX
1938,11,1.23,TX
1938,12,1.44,TX
1939,1,2.89,TX
1939,2,1.54,TX
1939,3,0.88,TX
1939,4,1.27,TX
1939,5,2.78,TX
1939,6,2.69,TX
1939,7,2.34,TX
1939,8,2.33,TX
1939,9,0.94,TX
1939,10,1.45,TX
1939,11,1.96,TX
1939,12,1.46,TX
1940,1,0.72,TX
1940,2,2.01,TX
1940,3,0.91,TX
1940,4,2.7,TX
1940,5,3.27,TX
1940,6,4.87,TX
1940,7,1.76,TX
1940,8,2.93,TX
1940,9,1.22,TX
1940,10,2.28,TX
1940,11,5.17,TX
1940,12,3.02,TX
1941,1,1.54,TX
1941,2,2.5,TX
1941,3,2.79,TX
1941,4,4.19,TX
1941,5,5.45,TX
1941,6,5.25,TX
1941,7,3.4,TX
1941,8,2.7,TX
1941,9,4.29,TX
1941,10,5.68,TX
1941,11,0.98,TX
1941,12,1.45,TX
1942,1,0.53,TX
1942,2,0.99,TX
1942,3,0.92,TX
1942,4,4.73,TX
1942,5,2.34,TX
1942,6,2.95,TX
1942,7,2.79,TX
1942,8,4.38,TX
1942,9,3.62,TX
1942,10,3.19,TX
1942,11,0.91,TX
1942,12,1.86,TX
1943,1,1.02,TX
1943,2,0.37,TX
1943,3,1.7,TX
1943,4,1.11,TX
1943,5,3.72,TX
1943,6,2.29,TX
1943,7,2.76,TX
1943,8,0.48,TX
1943,9,3.14,TX
1943,10,1.11,TX
1943,11,1.75,TX
1943,12,2.48,TX
1944,1,3.01,TX
1944,2,2.35,TX
1944,3,1.97,TX
1944,4,1.76,TX
1944,5,5.25,TX
1944,6,1.94,TX
1944,7,1.65,TX
1944,8,3.87,TX
1944,9,2.68,TX
1944,10,1.19,TX
1944,11,3.06,TX
1944,12,2.97,TX
1945,1,1.72,TX
1945,2,2.21,TX
1945,3,3.08,TX
1945,4,2.84,TX
1945,5,1.35,TX
1945,6,2.81,TX
1945,7,3.36,TX
1945,8,2.8,TX
1945,9,2.55,TX
1945,10,3.3,TX
1945,11,0.69,TX
1945,12,1.33,TX
1946,1,3.11,TX
1946,2,1.72,TX
1946,3,1.82,TX
1946,4,2.12,TX
1946,5,4.3,TX
1946,6,2.79,TX
1946,7,1.24,TX
1946,8,2.84,TX
1946,9,3.68,TX
1946,10,2.9,TX
1946,11,3.41,TX
1946,12,1.72,TX
1947,1,2.25,TX
1947,2,0.44,TX
1947,3,1.98,TX
1947,4,1.93,TX
1947,5,4.64,TX
1947,6,2.01,TX
1947,7,0.95,TX
1947,8,2.43,TX
1947,9,0.99,TX
1947,10,1.06,TX
1947,11,2.29,TX
1947,12,2.28,TX
1948,1,1.21,TX
1948,2,2.18,TX
1948,3,1.08,TX
1948,4,1.61,TX
1948,5,3.06,TX
1948,6,2.29,TX
1948,7,2.25,TX
1948,8,1.54,TX
1948,9,1.73,TX
1948,10,1.37,TX
1948,11,1.38,TX
1948,12,0.72,TX
1949,1,3.52,TX
1949,2,2.3,TX
1949,3,1.69,TX
1949,4,4,TX
1949,5,3.13,TX
1949,6,3.32,TX
1949,7,2.62,TX
1949,8,2.29,TX
1949,9,2.74,TX
1949,10,5.03,TX
1949,11,0.12,TX
1949,12,2.25,TX
1950,1,1.48,TX
1950,2,2.02,TX
1950,3,0.57,TX
1950,4,2.67,TX
1950,5,3.81,TX
1950,6,2.97,TX
1950,7,3.96,TX
1950,8,2.13,TX
1950,9,3.84,TX
1950,10,0.5,TX
1950,11,0.32,TX
1950,12,0.24,TX
1951,1,0.95,TX
1951,2,1.3,TX
1951,3,1.86,TX
1951,4,1.04,TX
1951,5,3.36,TX
1951,6,3.15,TX
1951,7,1.4,TX
1951,8,1.12,TX
1951,9,3.36,TX
1951,10,1.25,TX
1951,11,0.86,TX
1951,12,0.7,TX
1952,1,0.74,TX
1952,2,1.56,TX
1952,3,1.42,TX
1952,4,3.35,TX
1952,5,3.48,TX
1952,6,1.11,TX
1952,7,2.13,TX
1952,8,0.55,TX
1952,9,1.86,TX
1952,10,0.02,TX
1952,11,3.29,TX
1952,12,2.1,TX
1953,1,0.57,TX
1953,2,1.27,TX
1953,3,1.66,TX
1953,4,2.21,TX
1953,5,3.16,TX
1953,6,1.04,TX
1953,7,2.11,TX
1953,8,3.33,TX
1953,9,1.3,TX
1953,10,3.49,TX
1953,11,1.05,TX
1953,12,1.66,TX
1954,1,0.96,TX
1954,2,0.29,TX
1954,3,0.38,TX
1954,4,2.82,TX
1954,5,3.75,TX
1954,6,1.73,TX
1954,7,1.01,TX
1954,8,1.43,TX
1954,9,0.93,TX
1954,10,2.78,TX
1954,11,1.12,TX
1954,12,0.75,TX
1955,1,1.48,TX
1955,2,1.77,TX
1955,3,0.76,TX
1955,4,1.45,TX
1955,5,3.69,TX
1955,6,2.41,TX
1955,7,2.44,TX
1955,8,2.54,TX
1955,9,2.98,TX
1955,10,1.29,TX
1955,11,0.64,TX
1955,12,0.66,TX
1956,1,1.16,TX
1956,2,1.55,TX
1956,3,0.43,TX
1956,4,1.31,TX
1956,5,2.51,TX
1956,6,1.17,TX
1956,7,1.05,TX
1956,8,1.07,TX
1956,9,0.54,TX
1956,10,1.64,TX
1956,11,1.14,TX
1956,12,1.41,TX
1957,1,0.92,TX
1957,2,2.07,TX
1957,3,2.87,TX
1957,4,6.19,TX
1957,5,5.69,TX
1957,6,3.04,TX
1957,7,0.99,TX
1957,8,1.25,TX
1957,9,3.46,TX
1957,10,4.64,TX
1957,11,3.71,TX
1957,12,0.95,TX
1958,1,2.88,TX
1958,2,2.27,TX
1958,3,1.85,TX
1958,4,2.54,TX
1958,5,2.88,TX
1958,6,2.62,TX
1958,7,2.52,TX
1958,8,2.11,TX
1958,9,5.86,TX
1958,10,3.01,TX
1958,11,1.2,TX
1958,12,0.84,TX
1959,1,0.45,TX
1959,2,2.13,TX
1959,3,0.59,TX
1959,4,2.61,TX
1959,5,3.54,TX
1959,6,4.05,TX
1959,7,3.72,TX
1959,8,2.33,TX
1959,9,1.85,TX
1959,10,4.54,TX
1959,11,1.19,TX
1959,12,2.69,TX
1960,1,1.94,TX
1960,2,1.83,TX
1960,3,1.01,TX
1960,4,1.53,TX
1960,5,1.51,TX
1960,6,3.69,TX
1960,7,3.95,TX
1960,8,3.39,TX
1960,9,1.91,TX
1960,10,5.22,TX
1960,11,1.52,TX
1960,12,3.86,TX
1961,1,2.4,TX
1961,2,2.14,TX
1961,3,1.67,TX
1961,4,0.82,TX
1961,5,1.68,TX
1961,6,5.5,TX
1961,7,3.83,TX
1961,8,1.59,TX
1961,9,3.37,TX
1961,10,1.57,TX
1961,11,2.71,TX
1961,12,1.37,TX
1962,1,0.97,TX
1962,2,0.73,TX
1962,3,0.85,TX
1962,4,2.6,TX
1962,5,1.13,TX
1962,6,4.38,TX
1962,7,2.18,TX
1962,8,1.19,TX
1962,9,4.33,TX
1962,10,2.27,TX
1962,11,1.81,TX
1962,12,1.62,TX
1963,1,0.5,TX
1963,2,1.16,TX
1963,3,0.52,TX
1963,4,1.83,TX
1963,5,2.93,TX
1963,6,2.8,TX
1963,7,1.61,TX
1963,8,1.65,TX
1963,9,2.07,TX
1963,10,0.89,TX
1963,11,2.47,TX
1963,12,1.28,TX
1964,1,1.58,TX
1964,2,1.53,TX
1964,3,1.72,TX
1964,4,1.67,TX
1964,5,2.35,TX
1964,6,1.84,TX
1964,7,1.07,TX
1964,8,2.51,TX
1964,9,4.85,TX
1964,10,0.91,TX
1964,11,2.03,TX
1964,12,1.2,TX
1965,1,1.49,TX
1965,2,2.88,TX
1965,3,1.14,TX
1965,4,1.25,TX
1965,5,5.24,TX
1965,6,2.75,TX
1965,7,0.85,TX
1965,8,2.03,TX
1965,9,3.05,TX
1965,10,1.95,TX
1965,11,1.59,TX
1965,12,2.47,TX
1966,1,1.68,TX
1966,2,1.88,TX
1966,3,0.73,TX
1966,4,4.76,TX
1966,5,3.05,TX
1966,6,2.36,TX
1966,7,1.31,TX
1966,8,4.91,TX
1966,9,3.48,TX
1966,10,1.49,TX
1966,11,0.35,TX
1966,12,0.8,TX
1967,1,0.51,TX
1967,2,0.81,TX
1967,3,1,TX
1967,4,2.19,TX
1967,5,2.96,TX
1967,6,1.99,TX
1967,7,2.61,TX
1967,8,2.13,TX
1967,9,5.6,TX
1967,10,2.25,TX
1967,11,1.43,TX
1967,12,1.85,TX
1968,1,3.66,TX
1968,2,1.64,TX
1968,3,2.26,TX
1968,4,2.73,TX
1968,5,4.47,TX
1968,6,3.94,TX
1968,7,3.09,TX
1968,8,2.01,TX
1968,9,3.32,TX
1968,10,1.44,TX
1968,11,3.1,TX
1968,12,1.29,TX
1969,1,0.71,TX
1969,2,2.27,TX
1969,3,2.47,TX
1969,4,3.01,TX
1969,5,4.18,TX
1969,6,1.81,TX
1969,7,1.34,TX
1969,8,2.63,TX
1969,9,3,TX
1969,10,4.16,TX
1969,11,1.83,TX
1969,12,2.28,TX
1970,1,0.84,TX
1970,2,2.19,TX
1970,3,2.58,TX
1970,4,1.8,TX
1970,5,3.38,TX
1970,6,1.78,TX
1970,7,1.06,TX
1970,8,1.8,TX
1970,9,4.74,TX
1970,10,2.75,TX
1970,11,0.4,TX
1970,12,0.49,TX
1971,1,0.16,TX
1971,2,1.15,TX
1971,3,0.28,TX
1971,4,1.49,TX
1971,5,2.21,TX
1971,6,2.27,TX
1971,7,2.51,TX
1971,8,5.14,TX
1971,9,4.76,TX
1971,10,3.95,TX
1971,11,1.3,TX
1971,12,2.8,TX
1972,1,1.4,TX
1972,2,0.52,TX
1972,3,0.83,TX
1972,4,1.48,TX
1972,5,4.01,TX
1972,6,2.91,TX
1972,7,2.48,TX
1972,8,3.49,TX
1972,9,3.63,TX
1972,10,3.21,TX
1972,11,2.05,TX
1972,12,0.83,TX
1973,1,2.58,TX
1973,2,2.23,TX
1973,3,2.93,TX
1973,4,3.44,TX
1973,5,1.68,TX
1973,6,4.96,TX
1973,7,3.81,TX
1973,8,1.83,TX
1973,9,5.19,TX
1973,10,4.63,TX
1973,11,1.09,TX
1973,12,0.93,TX
1974,1,1.99,TX
1974,2,0.53,TX
1974,3,1.44,TX
1974,4,1.78,TX
1974,5,2.94,TX
1974,6,1.94,TX
1974,7,1.2,TX
1974,8,5.49,TX
1974,9,6.32,TX
1974,10,3.99,TX
1974,11,2.61,TX
1974,12,1.65,TX
1975,1,1.18,TX
1975,2,2.09,TX
1975,3,1.06,TX
1975,4,2.08,TX
1975,5,5.1,TX
1975,6,2.95,TX
1975,7,3.59,TX
1975,8,2.49,TX
1975,9,2.55,TX
1975,10,1.6,TX
1975,11,1.37,TX
1975,12,1.21,TX
1976,1,0.48,TX
1976,2,0.44,TX
1976,3,1.58,TX
1976,4,4.09,TX
1976,5,3.39,TX
1976,6,2.45,TX
1976,7,4.96,TX
1976,8,1.46,TX
1976,9,4.14,TX
1976,10,4.22,TX
1976,11,1.49,TX
1976,12,1.95,TX
1977,1,1.59,TX
1977,2,1.3,TX
1977,3,2.05,TX
1977,4,3.91,TX
1977,5,2.28,TX
1977,6,2.52,TX
1977,7,1.24,TX
1977,8,2.24,TX
1977,9,1.48,TX
1977,10,1.56,TX
1977,11,1.91,TX
1977,12,0.56,TX
1978,1,1.65,TX
1978,2,1.74,TX
1978,3,0.84,TX
1978,4,1.07,TX
1978,5,3.03,TX
1978,6,2.97,TX
1978,7,1.34,TX
1978,8,2.87,TX
1978,9,4.6,TX
1978,10,1.17,TX
1978,11,3.16,TX
1978,12,1.25,TX
1979,1,2.46,TX
1979,2,1.76,TX
1979,3,2.9,TX
1979,4,2.98,TX
1979,5,3.87,TX
1979,6,3.48,TX
1979,7,3.72,TX
1979,8,2.96,TX
1979,9,2.7,TX
1979,10,1.2,TX
1979,11,0.87,TX
1979,12,2.09,TX
1980,1,1.67,TX
1980,2,1.04,TX
1980,3,1.51,TX
1980,4,1.41,TX
1980,5,4.54,TX
1980,6,1.28,TX
1980,7,0.65,TX
1980,8,2.4,TX
1980,9,5.51,TX
1980,10,1.18,TX
1980,11,2.07,TX
1980,12,1.11,TX
1981,1,1.18,TX
1981,2,1.1,TX
1981,3,2.22,TX
1981,4,2.65,TX
1981,5,4.33,TX
1981,6,5.26,TX
1981,7,2.39,TX
1981,8,3.22,TX
1981,9,2.33,TX
1981,10,5.86,TX
1981,11,1.16,TX
1981,12,0.48,TX
1982,1,0.99,TX
1982,2,1.69,TX
1982,3,1.1,TX
1982,4,2,TX
1982,5,5.38,TX
1982,6,3.69,TX
1982,7,1.73,TX
1982,8,1.24,TX
1982,9,1.25,TX
1982,10,1.84,TX
1982,11,3.05,TX
1982,12,2.72,TX
1983,1,1.51,TX
1983,2,2.3,TX
1983,3,2.32,TX
1983,4,0.57,TX
1983,5,3.62,TX
1983,6,2.84,TX
1983,7,1.98,TX
1983,8,2.14,TX
1983,9,2.06,TX
1983,10,3.4,TX
1983,11,1.92,TX
1983,12,1.09,TX
1984,1,1.49,TX
1984,2,1.26,TX
1984,3,1.53,TX
1984,4,0.59,TX
1984,5,2.2,TX
1984,6,2.47,TX
1984,7,1.67,TX
1984,8,1.99,TX
1984,9,2.04,TX
1984,10,5.95,TX
1984,11,2.08,TX
1984,12,2.91,TX
1985,1,1.49,TX
1985,2,1.98,TX
1985,3,2.61,TX
1985,4,2.36,TX
1985,5,2.68,TX
1985,6,3.62,TX
1985,7,2.15,TX
1985,8,1.04,TX
1985,9,3.99,TX
1985,10,4.55,TX
1985,11,2.43,TX
1985,12,0.98,TX
1986,1,0.48,TX
1986,2,1.59,TX
1986,3,0.58,TX
1986,4,1.74,TX
1986,5,4.49,TX
1986,6,4.97,TX
1986,7,1.2,TX
1986,8,2.99,TX
1986,9,3.88,TX
1986,10,5.38,TX
1986,11,2.93,TX
1986,12,3.3,TX
1987,1,1.15,TX
1987,2,3.16,TX
1987,3,1.34,TX
1987,4,0.9,TX
1987,5,5.47,TX
1987,6,5.23,TX
1987,7,2.03,TX
1987,8,2.43,TX
1987,9,2.82,TX
1987,10,0.74,TX
1987,11,2.48,TX
1987,12,2.61,TX
1988,1,0.59,TX
1988,2,0.86,TX
1988,3,1.67,TX
1988,4,1.48,TX
1988,5,1.98,TX
1988,6,2.45,TX
1988,7,3.32,TX
1988,8,1.66,TX
1988,9,3.52,TX
1988,10,1.17,TX
1988,11,0.89,TX
1988,12,1.37,TX
1989,1,2.34,TX
1989,2,1.9,TX
1989,3,1.86,TX
1989,4,1.13,TX
1989,5,3.95,TX
1989,6,4.93,TX
1989,7,1.73,TX
1989,8,2.45,TX
1989,9,2.12,TX
1989,10,1.41,TX
1989,11,0.75,TX
1989,12,0.67,TX
1990,1,2.23,TX
1990,2,2.53,TX
1990,3,3.14,TX
1990,4,3.56,TX
1990,5,3.2,TX
1990,6,1.18,TX
1990,7,4.16,TX
1990,8,2.13,TX
1990,9,3.73,TX
1990,10,2.2,TX
1990,11,2.31,TX
1990,12,1.07,TX
1991,1,3.53,TX
1991,2,1.65,TX
1991,3,1.01,TX
1991,4,2.92,TX
1991,5,3.62,TX
1991,6,4.14,TX
1991,7,3.08,TX
1991,8,3.03,TX
1991,9,4.8,TX
1991,10,2.33,TX
1991,11,1.5,TX
1991,12,5.59,TX
1992,1,3.15,TX
1992,2,3.98,TX
1992,3,2.24,TX
1992,4,2.31,TX
1992,5,5.09,TX
1992,6,4.31,TX
1992,7,2.42,TX
1992,8,1.98,TX
1992,9,1.86,TX
1992,10,0.93,TX
1992,11,3.08,TX
1992,12,2.25,TX
1993,1,2.16,TX
1993,2,1.91,TX
1993,3,2.42,TX
1993,4,2.39,TX
1993,5,3.46,TX
1993,6,4.34,TX
1993,7,1.28,TX
1993,8,1.61,TX
1993,9,2.09,TX
1993,10,3.01,TX
1993,11,1.25,TX
1993,12,1.45,TX
1994,1,1.48,TX
1994,2,1.51,TX
1994,3,1.77,TX
1994,4,1.96,TX
1994,5,4.52,TX
1994,6,1.91,TX
1994,7,2,TX
1994,8,2.07,TX
1994,9,2.5,TX
1994,10,5.04,TX
1994,11,1.8,TX
1994,12,2.75,TX
1995,1,1.61,TX
1995,2,1.02,TX
1995,3,2.21,TX
1995,4,2.47,TX
1995,5,4.67,TX
1995,6,2.97,TX
1995,7,2.11,TX
1995,8,2.75,TX
1995,9,3.66,TX
1995,10,1.14,TX
1995,11,1.5,TX
1995,12,1.57,TX
1996,1,0.49,TX
1996,2,0.25,TX
1996,3,0.75,TX
1996,4,1.51,TX
1996,5,1.34,TX
1996,6,2.96,TX
1996,7,2.51,TX
1996,8,5.23,TX
1996,9,4.08,TX
1996,10,1.72,TX
1996,11,2.71,TX
1996,12,1.05,TX
1997,1,1.24,TX
1997,2,3.79,TX
1997,3,2.42,TX
1997,4,4.91,TX
1997,5,3.52,TX
1997,6,4.55,TX
1997,7,1.37,TX
1997,8,2.32,TX
1997,9,2.15,TX
1997,10,3.27,TX
1997,11,1.81,TX
1997,12,2.84,TX
1998,1,2.16,TX
1998,2,2.64,TX
1998,3,2.35,TX
1998,4,0.67,TX
1998,5,0.7,TX
1998,6,1.14,TX
1998,7,1.2,TX
1998,8,3.69,TX
1998,9,3.39,TX
1998,10,5.18,TX
1998,11,3.15,TX
1998,12,1.72,TX
1999,1,1.72,TX
1999,2,0.23,TX
1999,3,2.84,TX
1999,4,1.95,TX
1999,5,3.66,TX
1999,6,3.89,TX
1999,7,2.04,TX
1999,8,1.35,TX
1999,9,1.57,TX
1999,10,1.34,TX
1999,11,0.26,TX
1999,12,1.2,TX
2000,1,1.05,TX
2000,2,1.01,TX
2000,3,2.36,TX
2000,4,1.91,TX
2000,5,3.13,TX
2000,6,5.03,TX
2000,7,0.7,TX
2000,8,0.47,TX
2000,9,1.18,TX
2000,10,4,TX
2000,11,5.24,TX
2000,12,1.75,TX
2001,1,2.35,TX
2001,2,2.03,TX
2001,3,3.25,TX
2001,4,0.79,TX
2001,5,3.02,TX
2001,6,2.55,TX
2001,7,0.97,TX
2001,8,3.6,TX
2001,9,3.23,TX
2001,10,1.74,TX
2001,11,3.31,TX
2001,12,2.27,TX
2002,1,0.96,TX
2002,2,1.05,TX
2002,3,1.98,TX
2002,4,1.79,TX
2002,5,1.9,TX
2002,6,2.39,TX
2002,7,4.73,TX
2002,8,1.75,TX
2002,9,2.99,TX
2002,10,6.17,TX
2002,11,1.83,TX
2002,12,3.11,TX
2003,1,0.58,TX
2003,2,2.4,TX
2003,3,1.13,TX
2003,4,0.77,TX
2003,5,1.5,TX
2003,6,4.48,TX
2003,7,2.36,TX
2003,8,2.09,TX
2003,9,3.91,TX
2003,10,2.71,TX
2003,11,1.56,TX
2003,12,0.71,TX
2004,1,2.17,TX
2004,2,2.81,TX
2004,3,2.35,TX
2004,4,3.94,TX
2004,5,2.39,TX
2004,6,6.66,TX
2004,7,2.37,TX
2004,8,3.18,TX
2004,9,2.55,TX
2004,10,3.95,TX
2004,11,6.18,TX
2004,12,0.81,TX
2005,1,1.89,TX
2005,2,2.51,TX
2005,3,1.8,TX
2005,4,0.7,TX
2005,5,2.89,TX
2005,6,1.24,TX
2005,7,3.01,TX
2005,8,3.42,TX
2005,9,1.41,TX
2005,10,2.15,TX
2005,11,0.73,TX
2005,12,0.45,TX
2006,1,1.06,TX
2006,2,1.14,TX
2006,3,2.07,TX
2006,4,1.51,TX
2006,5,2.2,TX
2006,6,1.96,TX
2006,7,2.31,TX
2006,8,2.36,TX
2006,9,3.27,TX
2006,10,4.03,TX
2006,11,0.72,TX
2006,12,2.5,TX
2007,1,3.55,TX
2007,2,0.48,TX
2007,3,4.47,TX
2007,4,2.15,TX
2007,5,5.54,TX
2007,6,5.33,TX
2007,7,5.37,TX
2007,8,2.92,TX
2007,9,2.68,TX
2007,10,1.15,TX
2007,11,1.34,TX
2007,12,1.22,TX
2008,1,0.94,TX
2008,2,1.1,TX
2008,3,2.34,TX
2008,4,1.87,TX
2008,5,2.29,TX
2008,6,1.93,TX
2008,7,2.29,TX
2008,8,4.52,TX
2008,9,2.85,TX
2008,10,2.16,TX
2008,11,0.99,TX
2008,12,0.52,TX
2009,1,0.4,TX
2009,2,0.62,TX
2009,3,2.21,TX
2009,4,3.2,TX
2009,5,2.3,TX
2009,6,1.87,TX
2009,7,3.09,TX
2009,8,1.62,TX
2009,9,4.2,TX
2009,10,5.55,TX
2009,11,1.26,TX
2009,12,2.22,TX
2010,1,2.37,TX
2010,2,2.59,TX
2010,3,1.87,TX
2010,4,2.69,TX
2010,5,2.27,TX
2010,6,2.78,TX
2010,7,5.12,TX
2010,8,1.28,TX
2010,9,4.31,TX
2010,10,0.76,TX
2010,11,1.04,TX
2010,12,0.73,TX
2011,1,1.55,TX
2011,2,0.65,TX
2011,3,0.27,TX
2011,4,0.7,TX
2011,5,1.56,TX
2011,6,0.98,TX
2011,7,0.74,TX
2011,8,0.74,TX
2011,9,1.14,TX
2011,10,2.23,TX
2011,11,1.28,TX
2011,12,2.86,TX
2012,1,2.27,TX
2012,2,2.29,TX
2012,3,3.07,TX
2012,4,1.27,TX
2012,5,2.88,TX
2012,6,1.86,TX
2012,7,2.7,TX
2012,8,1.84,TX
2012,9,3.95,TX
2012,10,0.69,TX
2012,11,0.31,TX
2012,12,0.97,TX
2013,1,2.46,TX
2013,2,1.21,TX
2013,3,0.66,TX
2013,4,1.77,TX
2013,5,2.42,TX
2013,6,2.33,TX
2013,7,3.1,TX
