Date,Year,Month,Precip_inches,Anomaly_inches,state_cd
192508,1925,08,1.91,-2.27,WV
192509,1925,09,2.24,-1.01,WV
192510,1925,10,7.01,4.06,WV
192511,1925,11,3.67,0.63,WV
192512,1925,12,1.23,-2.19,WV
192601,1926,01,4.12,0.49,WV
192602,1926,02,4.05,0.93,WV
192603,1926,03,2.9,-1.18,WV
192604,1926,04,2.55,-1.17,WV
192605,1926,05,2.84,-1.31,WV
192606,1926,06,3.34,-1.03,WV
192607,1926,07,4.57,-0.16,WV
192608,1926,08,6.94,2.76,WV
192609,1926,09,4.53,1.28,WV
192610,1926,10,4.9,1.95,WV
192611,1926,11,3.76,0.72,WV
192612,1926,12,5.55,2.13,WV
192701,1927,01,3.77,0.14,WV
192702,1927,02,4.7,1.58,WV
192703,1927,03,2.53,-1.55,WV
192704,1927,04,6.32,2.6,WV
192705,1927,05,3.99,-0.16,WV
192706,1927,06,4.01,-0.36,WV
192707,1927,07,5.08,0.35,WV
192708,1927,08,4.34,0.16,WV
192709,1927,09,2.14,-1.11,WV
192710,1927,10,4.09,1.14,WV
192711,1927,11,4.16,1.12,WV
192712,1927,12,3.78,0.36,WV
192801,1928,01,2.35,-1.28,WV
192802,1928,02,2.36,-0.76,WV
192803,1928,03,3.87,-0.21,WV
192804,1928,04,5.43,1.71,WV
192805,1928,05,2.65,-1.5,WV
192806,1928,06,7.4,3.03,WV
192807,1928,07,4.21,-0.52,WV
192808,1928,08,5.92,1.74,WV
192809,1928,09,3.19,-0.06,WV
192810,1928,10,1.96,-0.99,WV
192811,1928,11,3.33,0.29,WV
192812,1928,12,2,-1.42,WV
192901,1929,01,3.09,-0.54,WV
192902,1929,02,3.21,0.09,WV
192903,1929,03,3.94,-0.14,WV
192904,1929,04,4.33,0.61,WV
192905,1929,05,5.87,1.72,WV
192906,1929,06,3.82,-0.55,WV
192907,1929,07,4.37,-0.36,WV
192908,1929,08,3.3,-0.88,WV
192909,1929,09,2.5,-0.75,WV
192910,1929,10,6.25,3.3,WV
192911,1929,11,4.56,1.52,WV
192912,1929,12,2.49,-0.93,WV
193001,1930,01,1.95,-1.68,WV
193002,1930,02,2.59,-0.53,WV
193003,1930,03,3.12,-0.96,WV
193004,1930,04,1.99,-1.73,WV
193005,1930,05,2.27,-1.88,WV
193006,1930,06,2.59,-1.78,WV
193007,1930,07,1.75,-2.98,WV
193008,1930,08,2.47,-1.71,WV
193009,1930,09,1.37,-1.88,WV
193010,1930,10,0.91,-2.04,WV
193011,1930,11,1.52,-1.52,WV
193012,1930,12,2.77,-0.65,WV
193101,1931,01,1.39,-2.24,WV
193102,1931,02,2.6,-0.52,WV
193103,1931,03,3.69,-0.39,WV
193104,1931,04,4.19,0.47,WV
193105,1931,05,5.01,0.86,WV
193106,1931,06,3.16,-1.21,WV
193107,1931,07,5.35,0.62,WV
193108,1931,08,6.47,2.29,WV
193109,1931,09,3.67,0.42,WV
193110,1931,10,1.51,-1.44,WV
193111,1931,11,1.67,-1.37,WV
193112,1931,12,3.98,0.56,WV
193201,1932,01,4.8,1.17,WV
193202,1932,02,3.57,0.45,WV
193203,1932,03,5.51,1.43,WV
193204,1932,04,2.44,-1.28,WV
193205,1932,05,3.47,-0.68,WV
193206,1932,06,5.2,0.83,WV
193207,1932,07,5.88,1.15,WV
193208,1932,08,3.09,-1.09,WV
193209,1932,09,1.6,-1.65,WV
193210,1932,10,4.43,1.48,WV
193211,1932,11,3.4,0.36,WV
193212,1932,12,3.09,-0.33,WV
193301,1933,01,4.17,0.54,WV
193302,1933,02,3.43,0.31,WV
193303,1933,03,5.89,1.81,WV
193304,1933,04,4.39,0.67,WV
193305,1933,05,6.89,2.74,WV
193306,1933,06,2.83,-1.54,WV
193307,1933,07,5.67,0.94,WV
193308,1933,08,5.17,0.99,WV
193309,1933,09,3.23,-0.02,WV
193310,1933,10,1.68,-1.27,WV
193311,1933,11,1.94,-1.1,WV
193312,1933,12,4.15,0.73,WV
193401,1934,01,2.63,-1,WV
193402,1934,02,2.1,-1.02,WV
193403,1934,03,4.65,0.57,WV
193404,1934,04,2.72,-1,WV
193405,1934,05,2.19,-1.96,WV
193406,1934,06,3.42,-0.95,WV
193407,1934,07,4.63,-0.1,WV
193408,1934,08,5.55,1.37,WV
193409,1934,09,4.33,1.08,WV
193410,1934,10,1.24,-1.71,WV
193411,1934,11,3.65,0.61,WV
193412,1934,12,2.25,-1.17,WV
193501,1935,01,4.9,1.27,WV
193502,1935,02,2.44,-0.68,WV
193503,1935,03,6.28,2.2,WV
193504,1935,04,3.67,-0.05,WV
193505,1935,05,6.15,2,WV
193506,1935,06,5.22,0.85,WV
193507,1935,07,5.25,0.52,WV
193508,1935,08,5.85,1.67,WV
193509,1935,09,3.18,-0.07,WV
193510,1935,10,2.91,-0.04,WV
193511,1935,11,3.18,0.14,WV
193512,1935,12,3.72,0.3,WV
193601,1936,01,4.43,0.8,WV
193602,1936,02,2.96,-0.16,WV
193603,1936,03,6.17,2.09,WV
193604,1936,04,3.72,0,WV
193605,1936,05,1.93,-2.22,WV
193606,1936,06,2.43,-1.94,WV
193607,1936,07,5.21,0.48,WV
193608,1936,08,3.76,-0.42,WV
193609,1936,09,1.99,-1.26,WV
193610,1936,10,3.87,0.92,WV
193611,1936,11,2.45,-0.59,WV
193612,1936,12,4.21,0.79,WV
193701,1937,01,8.46,4.83,WV
193702,1937,02,3.43,0.31,WV
193703,1937,03,1.99,-2.09,WV
193704,1937,04,4.14,0.42,WV
193705,1937,05,3.29,-0.86,WV
193706,1937,06,4.91,0.54,WV
193707,1937,07,4.36,-0.37,WV
193708,1937,08,6.41,2.23,WV
193709,1937,09,2.11,-1.14,WV
193710,1937,10,7.35,4.4,WV
193711,1937,11,1.64,-1.4,WV
193712,1937,12,2.55,-0.87,WV
193801,1938,01,2.38,-1.25,WV
193802,1938,02,2.82,-0.3,WV
193803,1938,03,4.14,0.06,WV
193804,1938,04,3.06,-0.66,WV
193805,1938,05,5.95,1.8,WV
193806,1938,06,5.55,1.18,WV
193807,1938,07,5.95,1.22,WV
193808,1938,08,2.98,-1.2,WV
193809,1938,09,3.61,0.36,WV
193810,1938,10,0.86,-2.09,WV
193811,1938,11,4.04,1,WV
193812,1938,12,2.06,-1.36,WV
193901,1939,01,3.75,0.12,WV
193902,1939,02,5.84,2.72,WV
193903,1939,03,4.24,0.16,WV
193904,1939,04,5.01,1.29,WV
193905,1939,05,1.66,-2.49,WV
193906,1939,06,5.82,1.45,WV
193907,1939,07,6.35,1.62,WV
193908,1939,08,2.28,-1.9,WV
193909,1939,09,1.76,-1.49,WV
193910,1939,10,2.91,-0.04,WV
193911,1939,11,1.05,-1.99,WV
193912,1939,12,2.46,-0.96,WV
194001,1940,01,1.51,-2.12,WV
194002,1940,02,3.79,0.67,WV
194003,1940,03,3.55,-0.53,WV
194004,1940,04,4.95,1.23,WV
194005,1940,05,4.4,0.25,WV
194006,1940,06,6.23,1.86,WV
194007,1940,07,4.53,-0.2,WV
194008,1940,08,5.25,1.07,WV
194009,1940,09,2.72,-0.53,WV
194010,1940,10,1.65,-1.3,WV
194011,1940,11,3.21,0.17,WV
194012,1940,12,2.23,-1.19,WV
194101,1941,01,2.69,-0.94,WV
194102,1941,02,0.93,-2.19,WV
194103,1941,03,2.17,-1.91,WV
194104,1941,04,2.21,-1.51,WV
194105,1941,05,2.08,-2.07,WV
194106,1941,06,5.73,1.36,WV
194107,1941,07,5.7,0.97,WV
194108,1941,08,4.48,0.3,WV
194109,1941,09,2.41,-0.84,WV
194110,1941,10,2.67,-0.28,WV
194111,1941,11,2.32,-0.72,WV
194112,1941,12,2.37,-1.05,WV
194201,1942,01,2.07,-1.56,WV
194202,1942,02,2.17,-0.95,WV
194203,1942,03,3.81,-0.27,WV
194204,1942,04,1.65,-2.07,WV
194205,1942,05,4.71,0.56,WV
194206,1942,06,5.2,0.83,WV
194207,1942,07,4.45,-0.28,WV
194208,1942,08,7.2,3.02,WV
194209,1942,09,3.92,0.67,WV
194210,1942,10,3.93,0.98,WV
194211,1942,11,3.8,0.76,WV
194212,1942,12,5.6,2.18,WV
194301,1943,01,3.44,-0.19,WV
194302,1943,02,1.88,-1.24,WV
194303,1943,03,4.92,0.84,WV
194304,1943,04,3.9,0.18,WV
194305,1943,05,4.66,0.51,WV
194306,1943,06,3.9,-0.47,WV
194307,1943,07,6.04,1.31,WV
194308,1943,08,3.71,-0.47,WV
194309,1943,09,1.19,-2.06,WV
194310,1943,10,2.4,-0.55,WV
194311,1943,11,2.11,-0.93,WV
194312,1943,12,2.1,-1.32,WV
194401,1944,01,2.22,-1.41,WV
194402,1944,02,3.86,0.74,WV
194403,1944,03,5.28,1.2,WV
194404,1944,04,4.28,0.56,WV
194405,1944,05,4.44,0.29,WV
194406,1944,06,3.83,-0.54,WV
194407,1944,07,2.67,-2.06,WV
194408,1944,08,3,-1.18,WV
194409,1944,09,3.77,0.52,WV
194410,1944,10,4.01,1.06,WV
194411,1944,11,2.1,-0.94,WV
194412,1944,12,4.55,1.13,WV
194501,1945,01,3.32,-0.31,WV
194502,1945,02,4.29,1.17,WV
194503,1945,03,4.5,0.42,WV
194504,1945,04,3.23,-0.49,WV
194505,1945,05,4.96,0.81,WV
194506,1945,06,3.7,-0.67,WV
194507,1945,07,5.74,1.01,WV
194508,1945,08,3.47,-0.71,WV
194509,1945,09,6.61,3.36,WV
194510,1945,10,1.54,-1.41,WV
194511,1945,11,5.25,2.21,WV
194512,1945,12,2.68,-0.74,WV
194601,1946,01,2.69,-0.94,WV
194602,1946,02,3.13,0.01,WV
194603,1946,03,3.57,-0.51,WV
194604,1946,04,2.1,-1.62,WV
194605,1946,05,5.2,1.05,WV
194606,1946,06,5.09,0.72,WV
194607,1946,07,3.37,-1.36,WV
194608,1946,08,2.7,-1.48,WV
194609,1946,09,2.3,-0.95,WV
194610,1946,10,2.69,-0.26,WV
194611,1946,11,1.66,-1.38,WV
194612,1946,12,2.43,-0.99,WV
194701,1947,01,4.85,1.22,WV
194702,1947,02,1.56,-1.56,WV
194703,1947,03,2.28,-1.8,WV
194704,1947,04,2.06,-1.66,WV
194705,1947,05,3.55,-0.6,WV
194706,1947,06,3.77,-0.6,WV
194707,1947,07,4.43,-0.3,WV
194708,1947,08,4.87,0.69,WV
194709,1947,09,3.63,0.38,WV
194710,1947,10,1.64,-1.31,WV
194711,1947,11,3.15,0.11,WV
194712,1947,12,1.4,-2.02,WV
194801,1948,01,3.1,-0.53,WV
194802,1948,02,3.71,0.59,WV
194803,1948,03,4.31,0.23,WV
194804,1948,04,6.02,2.3,WV
194805,1948,05,4.42,0.27,WV
194806,1948,06,4.93,0.56,WV
194807,1948,07,5.54,0.81,WV
194808,1948,08,4.12,-0.06,WV
194809,1948,09,3.3,0.05,WV
194810,1948,10,2.39,-0.56,WV
194811,1948,11,4.48,1.44,WV
194812,1948,12,5.19,1.77,WV
194901,1949,01,5.1,1.47,WV
194902,1949,02,3.3,0.18,WV
194903,1949,03,2.62,-1.46,WV
194904,1949,04,3.61,-0.11,WV
194905,1949,05,3.97,-0.18,WV
194906,1949,06,4.4,0.03,WV
194907,1949,07,5.54,0.81,WV
194908,1949,08,4.55,0.37,WV
194909,1949,09,2.71,-0.54,WV
194910,1949,10,3.18,0.23,WV
194911,1949,11,2.63,-0.41,WV
194912,1949,12,4.02,0.6,WV
195001,1950,01,6.43,2.8,WV
195002,1950,02,3.57,0.45,WV
195003,1950,03,3.91,-0.17,WV
195004,1950,04,2.15,-1.57,WV
195005,1950,05,5.04,0.89,WV
195006,1950,06,6.15,1.78,WV
195007,1950,07,5.69,0.96,WV
195008,1950,08,3.28,-0.9,WV
195009,1950,09,5.94,2.69,WV
195010,1950,10,2.39,-0.56,WV
195011,1950,11,5.14,2.1,WV
195012,1950,12,2.69,-0.73,WV
195101,1951,01,3.78,0.15,WV
195102,1951,02,3.71,0.59,WV
195103,1951,03,5.12,1.04,WV
195104,1951,04,4.21,0.49,WV
195105,1951,05,4.22,0.07,WV
195106,1951,06,6.58,2.21,WV
195107,1951,07,3.11,-1.62,WV
195108,1951,08,2.72,-1.46,WV
195109,1951,09,3.22,-0.03,WV
195110,1951,10,1.25,-1.7,WV
195111,1951,11,4.45,1.41,WV
195112,1951,12,4.89,1.47,WV
195201,1952,01,5.69,2.06,WV
195202,1952,02,1.79,-1.33,WV
195203,1952,03,4.38,0.3,WV
195204,1952,04,4.41,0.69,WV
195205,1952,05,5.18,1.03,WV
195206,1952,06,3.78,-0.59,WV
195207,1952,07,3.09,-1.64,WV
195208,1952,08,4.99,0.81,WV
195209,1952,09,2.51,-0.74,WV
195210,1952,10,1.08,-1.87,WV
195211,1952,11,2.81,-0.23,WV
195212,1952,12,2.88,-0.54,WV
195301,1953,01,4.77,1.14,WV
195302,1953,02,2.91,-0.21,WV
195303,1953,03,4.22,0.14,WV
195304,1953,04,3.32,-0.4,WV
195305,1953,05,4.62,0.47,WV
195306,1953,06,4.44,0.07,WV
195307,1953,07,3.27,-1.46,WV
195308,1953,08,2.59,-1.59,WV
195309,1953,09,2.15,-1.1,WV
195310,1953,10,0.91,-2.04,WV
195311,1953,11,1.27,-1.77,WV
195312,1953,12,2.85,-0.57,WV
195401,1954,01,3.47,-0.16,WV
195402,1954,02,1.49,-1.63,WV
195403,1954,03,4.51,0.43,WV
195404,1954,04,3.1,-0.62,WV
195405,1954,05,3.53,-0.62,WV
195406,1954,06,3.83,-0.54,WV
195407,1954,07,6.11,1.38,WV
195408,1954,08,6.99,2.81,WV
195409,1954,09,2.71,-0.54,WV
195410,1954,10,6.25,3.3,WV
195411,1954,11,2,-1.04,WV
195412,1954,12,3.68,0.26,WV
195501,1955,01,1.98,-1.65,WV
195502,1955,02,5.01,1.89,WV
195503,1955,03,6.94,2.86,WV
195504,1955,04,3.04,-0.68,WV
195505,1955,05,3.33,-0.82,WV
195506,1955,06,3.81,-0.56,WV
195507,1955,07,3.54,-1.19,WV
195508,1955,08,4.91,0.73,WV
195509,1955,09,1.75,-1.5,WV
195510,1955,10,2.79,-0.16,WV
195511,1955,11,2.17,-0.87,WV
195512,1955,12,1.24,-2.18,WV
195601,1956,01,2.57,-1.06,WV
195602,1956,02,6.19,3.07,WV
195603,1956,03,5.7,1.62,WV
195604,1956,04,3.91,0.19,WV
195605,1956,05,4.82,0.67,WV
195606,1956,06,4.63,0.26,WV
195607,1956,07,6.23,1.5,WV
195608,1956,08,4.69,0.51,WV
195609,1956,09,4.22,0.97,WV
195610,1956,10,2.23,-0.72,WV
195611,1956,11,1.79,-1.25,WV
195612,1956,12,4.57,1.15,WV
195701,1957,01,4.81,1.18,WV
195702,1957,02,4.44,1.32,WV
195703,1957,03,2.48,-1.6,WV
195704,1957,04,3.88,0.16,WV
195705,1957,05,2.78,-1.37,WV
195706,1957,06,4.54,0.17,WV
195707,1957,07,2.92,-1.81,WV
195708,1957,08,1.47,-2.71,WV
195709,1957,09,4.57,1.32,WV
195710,1957,10,3.42,0.47,WV
195711,1957,11,2.48,-0.56,WV
195712,1957,12,4.54,1.12,WV
195801,1958,01,3.21,-0.42,WV
195802,1958,02,2.99,-0.13,WV
195803,1958,03,3.44,-0.64,WV
195804,1958,04,4.8,1.08,WV
195805,1958,05,5.35,1.2,WV
195806,1958,06,4.31,-0.06,WV
195807,1958,07,8.12,3.39,WV
195808,1958,08,5.63,1.45,WV
195809,1958,09,2.77,-0.48,WV
195810,1958,10,1.56,-1.39,WV
195811,1958,11,2.55,-0.49,WV
195812,1958,12,1.37,-2.05,WV
195901,1959,01,3.33,-0.3,WV
195902,1959,02,2.38,-0.74,WV
195903,1959,03,2.7,-1.38,WV
195904,1959,04,4.27,0.55,WV
195905,1959,05,3.7,-0.45,WV
195906,1959,06,2.77,-1.6,WV
195907,1959,07,4.63,-0.1,WV
195908,1959,08,3.38,-0.8,WV
195909,1959,09,1.24,-2.01,WV
195910,1959,10,5.07,2.12,WV
195911,1959,11,4.04,1,WV
195912,1959,12,2.83,-0.59,WV
196001,1960,01,3.17,-0.46,WV
196002,1960,02,3.88,0.76,WV
196003,1960,03,2.61,-1.47,WV
196004,1960,04,2.27,-1.45,WV
196005,1960,05,4.74,0.59,WV
196006,1960,06,3.41,-0.96,WV
196007,1960,07,4.23,-0.5,WV
196008,1960,08,4.46,0.28,WV
196009,1960,09,3.69,0.44,WV
196010,1960,10,2.34,-0.61,WV
196011,1960,11,2.05,-0.99,WV
196012,1960,12,2.2,-1.22,WV
196101,1961,01,2.6,-1.03,WV
196102,1961,02,4,0.88,WV
196103,1961,03,4.74,0.66,WV
196104,1961,04,4.63,0.91,WV
196105,1961,05,3.8,-0.35,WV
196106,1961,06,5.62,1.25,WV
196107,1961,07,5.91,1.18,WV
196108,1961,08,3.97,-0.21,WV
196109,1961,09,2.2,-1.05,WV
196110,1961,10,4.24,1.29,WV
196111,1961,11,2.93,-0.11,WV
196112,1961,12,4.47,1.05,WV
196201,1962,01,3.13,-0.5,WV
196202,1962,02,4.73,1.61,WV
196203,1962,03,4.08,0,WV
196204,1962,04,3.74,0.02,WV
196205,1962,05,3.18,-0.97,WV
196206,1962,06,3.6,-0.77,WV
196207,1962,07,5.34,0.61,WV
196208,1962,08,1.87,-2.31,WV
196209,1962,09,3.85,0.6,WV
196210,1962,10,3.21,0.26,WV
196211,1962,11,4.56,1.52,WV
196212,1962,12,3.51,0.09,WV
196301,1963,01,1.9,-1.73,WV
196302,1963,02,2.42,-0.7,WV
196303,1963,03,7.67,3.59,WV
196304,1963,04,1.74,-1.98,WV
196305,1963,05,2.93,-1.22,WV
196306,1963,06,4.23,-0.14,WV
196307,1963,07,3.59,-1.14,WV
196308,1963,08,3.92,-0.26,WV
196309,1963,09,2.24,-1.01,WV
196310,1963,10,0.24,-2.71,WV
196311,1963,11,4.44,1.4,WV
196312,1963,12,1.79,-1.63,WV
196401,1964,01,3.16,-0.47,WV
196402,1964,02,3.7,0.58,WV
196403,1964,03,3.96,-0.12,WV
196404,1964,04,4.47,0.75,WV
196405,1964,05,1.52,-2.63,WV
196406,1964,06,3.65,-0.72,WV
196407,1964,07,3.9,-0.83,WV
196408,1964,08,3.64,-0.54,WV
196409,1964,09,4.34,1.09,WV
196410,1964,10,1.55,-1.4,WV
196411,1964,11,2.83,-0.21,WV
196412,1964,12,3.83,0.41,WV
196501,1965,01,4.27,0.64,WV
196502,1965,02,2.51,-0.61,WV
196503,1965,03,4.58,0.5,WV
196504,1965,04,5.02,1.3,WV
196505,1965,05,2.01,-2.14,WV
196506,1965,06,2.48,-1.89,WV
196507,1965,07,3.74,-0.99,WV
196508,1965,08,3.13,-1.05,WV
196509,1965,09,3.53,0.28,WV
196510,1965,10,2.82,-0.13,WV
196511,1965,11,1.3,-1.74,WV
196512,1965,12,0.61,-2.81,WV
196601,1966,01,3.85,0.22,WV
196602,1966,02,3.31,0.19,WV
196603,1966,03,1.82,-2.26,WV
196604,1966,04,4.9,1.18,WV
196605,1966,05,2.62,-1.53,WV
196606,1966,06,1.31,-3.06,WV
196607,1966,07,3.65,-1.08,WV
196608,1966,08,3.75,-0.43,WV
196609,1966,09,5.37,2.12,WV
196610,1966,10,2.43,-0.52,WV
196611,1966,11,3.38,0.34,WV
196612,1966,12,2.9,-0.52,WV
196701,1967,01,1.3,-2.33,WV
196702,1967,02,2.76,-0.36,WV
196703,1967,03,6.83,2.75,WV
196704,1967,04,3.29,-0.43,WV
196705,1967,05,7.08,2.93,WV
196706,1967,06,2.12,-2.25,WV
196707,1967,07,4.88,0.15,WV
196708,1967,08,3.75,-0.43,WV
196709,1967,09,2.62,-0.63,WV
196710,1967,10,2.85,-0.1,WV
196711,1967,11,3.11,0.07,WV
196712,1967,12,4.66,1.24,WV
196801,1968,01,2.58,-1.05,WV
196802,1968,02,0.65,-2.47,WV
196803,1968,03,4.2,0.12,WV
196804,1968,04,3.01,-0.71,WV
196805,1968,05,6.68,2.53,WV
196806,1968,06,2.93,-1.44,WV
196807,1968,07,3.21,-1.52,WV
196808,1968,08,4.47,0.29,WV
196809,1968,09,2.64,-0.61,WV
196810,1968,10,3.4,0.45,WV
196811,1968,11,3.24,0.2,WV
196812,1968,12,2.57,-0.85,WV
196901,1969,01,2.24,-1.39,WV
196902,1969,02,1.63,-1.49,WV
196903,1969,03,2.04,-2.04,WV
196904,1969,04,3.1,-0.62,WV
196905,1969,05,2.49,-1.66,WV
196906,1969,06,3.72,-0.65,WV
196907,1969,07,5.94,1.21,WV
196908,1969,08,5.32,1.14,WV
196909,1969,09,3.23,-0.02,WV
196910,1969,10,1.59,-1.36,WV
196911,1969,11,2.43,-0.61,WV
196912,1969,12,5.64,2.22,WV
197001,1970,01,1.54,-2.09,WV
197002,1970,02,2.74,-0.38,WV
197003,1970,03,3.57,-0.51,WV
197004,1970,04,4.62,0.9,WV
197005,1970,05,2.17,-1.98,WV
197006,1970,06,4.07,-0.3,WV
197007,1970,07,5.13,0.4,WV
197008,1970,08,4.05,-0.13,WV
197009,1970,09,3.71,0.46,WV
197010,1970,10,3.86,0.91,WV
197011,1970,11,3.16,0.12,WV
197012,1970,12,3.94,0.52,WV
197101,1971,01,3.85,0.22,WV
197102,1971,02,3.66,0.54,WV
197103,1971,03,2.46,-1.62,WV
197104,1971,04,1.68,-2.04,WV
197105,1971,05,5.8,1.65,WV
197106,1971,06,3.39,-0.98,WV
197107,1971,07,5.59,0.86,WV
197108,1971,08,3.48,-0.7,WV
197109,1971,09,6.34,3.09,WV
197110,1971,10,2.56,-0.39,WV
197111,1971,11,2.75,-0.29,WV
197112,1971,12,1.89,-1.53,WV
197201,1972,01,4.67,1.04,WV
197202,1972,02,5.27,2.15,WV
197203,1972,03,2.75,-1.33,WV
197204,1972,04,5.73,2.01,WV
197205,1972,05,4.17,0.02,WV
197206,1972,06,6.39,2.02,WV
197207,1972,07,4.67,-0.06,WV
197208,1972,08,4.25,0.07,WV
197209,1972,09,3.24,-0.01,WV
197210,1972,10,3.53,0.58,WV
197211,1972,11,5.26,2.22,WV
197212,1972,12,5.99,2.57,WV
197301,1973,01,2.09,-1.54,WV
197302,1973,02,2.81,-0.31,WV
197303,1973,03,3.37,-0.71,WV
197304,1973,04,6.11,2.39,WV
197305,1973,05,4.65,0.5,WV
197306,1973,06,3.8,-0.57,WV
197307,1973,07,4.57,-0.16,WV
197308,1973,08,3.78,-0.4,WV
197309,1973,09,3.45,0.2,WV
197310,1973,10,4.19,1.24,WV
197311,1973,11,4.41,1.37,WV
197312,1973,12,4.28,0.86,WV
197401,1974,01,5.2,1.57,WV
197402,1974,02,2.02,-1.1,WV
197403,1974,03,4.25,0.17,WV
197404,1974,04,3.04,-0.68,WV
197405,1974,05,5.71,1.56,WV
197406,1974,06,6.88,2.51,WV
197407,1974,07,3.43,-1.3,WV
197408,1974,08,4.49,0.31,WV
197409,1974,09,3.47,0.22,WV
197410,1974,10,2.02,-0.93,WV
197411,1974,11,2.59,-0.45,WV
197412,1974,12,3.94,0.52,WV
197501,1975,01,4.15,0.52,WV
197502,1975,02,3.51,0.39,WV
197503,1975,03,6.2,2.12,WV
197504,1975,04,4.27,0.55,WV
197505,1975,05,5.58,1.43,WV
197506,1975,06,4.28,-0.09,WV
197507,1975,07,3.6,-1.13,WV
197508,1975,08,5.07,0.89,WV
197509,1975,09,5.62,2.37,WV
197510,1975,10,3.26,0.31,WV
197511,1975,11,2.3,-0.74,WV
197512,1975,12,3.2,-0.22,WV
197601,1976,01,3.91,0.28,WV
197602,1976,02,2.3,-0.82,WV
197603,1976,03,3.11,-0.97,WV
197604,1976,04,1.43,-2.29,WV
197605,1976,05,3.09,-1.06,WV
197606,1976,06,4.3,-0.07,WV
197607,1976,07,5.17,0.44,WV
197608,1976,08,2.92,-1.26,WV
197609,1976,09,4.77,1.52,WV
197610,1976,10,7.36,4.41,WV
197611,1976,11,1.2,-1.84,WV
197612,1976,12,2.42,-1,WV
197701,1977,01,1.89,-1.74,WV
197702,1977,02,1.16,-1.96,WV
197703,1977,03,3.37,-0.71,WV
197704,1977,04,4.22,0.5,WV
197705,1977,05,1.94,-2.21,WV
197706,1977,06,4.79,0.42,WV
197707,1977,07,4.43,-0.3,WV
197708,1977,08,5.57,1.39,WV
197709,1977,09,2.91,-0.34,WV
197710,1977,10,4.5,1.55,WV
197711,1977,11,3.98,0.94,WV
197712,1977,12,2.78,-0.64,WV
197801,1978,01,5.87,2.24,WV
197802,1978,02,0.96,-2.16,WV
197803,1978,03,3.04,-1.04,WV
197804,1978,04,3.17,-0.55,WV
197805,1978,05,4.59,0.44,WV
197806,1978,06,3.95,-0.42,WV
197807,1978,07,6.63,1.9,WV
197808,1978,08,5.11,0.93,WV
197809,1978,09,1.79,-1.46,WV
197810,1978,10,2.44,-0.51,WV
197811,1978,11,2.75,-0.29,WV
197812,1978,12,7.1,3.68,WV
197901,1979,01,6.25,2.62,WV
197902,1979,02,4.06,0.94,WV
197903,1979,03,2.69,-1.39,WV
197904,1979,04,3.78,0.06,WV
197905,1979,05,5.03,0.88,WV
197906,1979,06,4.6,0.23,WV
197907,1979,07,5.46,0.73,WV
197908,1979,08,5.43,1.25,WV
197909,1979,09,5.2,1.95,WV
197910,1979,10,4.23,1.28,WV
197911,1979,11,3.67,0.63,WV
197912,1979,12,2.33,-1.09,WV
198001,1980,01,2.83,-0.8,WV
198002,1980,02,1.66,-1.46,WV
198003,1980,03,4.85,0.77,WV
198004,1980,04,5.04,1.32,WV
198005,1980,05,3.61,-0.54,WV
198006,1980,06,3.35,-1.02,WV
198007,1980,07,7.07,2.34,WV
198008,1980,08,5.97,1.79,WV
198009,1980,09,2.47,-0.78,WV
198010,1980,10,2.27,-0.68,WV
198011,1980,11,3.23,0.19,WV
198012,1980,12,1.62,-1.8,WV
198101,1981,01,0.97,-2.66,WV
198102,1981,02,3.78,0.66,WV
198103,1981,03,2.56,-1.52,WV
198104,1981,04,4,0.28,WV
198105,1981,05,5.61,1.46,WV
198106,1981,06,6.53,2.16,WV
198107,1981,07,4.39,-0.34,WV
198108,1981,08,1.91,-2.27,WV
198109,1981,09,4.1,0.85,WV
198110,1981,10,3.54,0.59,WV
198111,1981,11,1.43,-1.61,WV
198112,1981,12,2.84,-0.58,WV
198201,1982,01,3.56,-0.07,WV
198202,1982,02,3.74,0.62,WV
198203,1982,03,4.99,0.91,WV
198204,1982,04,2.14,-1.58,WV
198205,1982,05,3.98,-0.17,WV
198206,1982,06,5.58,1.21,WV
198207,1982,07,5,0.27,WV
198208,1982,08,3.64,-0.54,WV
198209,1982,09,2.82,-0.43,WV
198210,1982,10,2.11,-0.84,WV
198211,1982,11,4.09,1.05,WV
198212,1982,12,2.83,-0.59,WV
198301,1983,01,1.39,-2.24,WV
198302,1983,02,2.4,-0.72,WV
198303,1983,03,3.65,-0.43,WV
198304,1983,04,5.26,1.54,WV
198305,1983,05,5.98,1.83,WV
198306,1983,06,3.34,-1.03,WV
198307,1983,07,4.05,-0.68,WV
198308,1983,08,2.79,-1.39,WV
198309,1983,09,1.52,-1.73,WV
198310,1983,10,5.79,2.84,WV
198311,1983,11,4.04,1,WV
198312,1983,12,4.22,0.8,WV
198401,1984,01,1.7,-1.93,WV
198402,1984,02,3.51,0.39,WV
198403,1984,03,4.26,0.18,WV
198404,1984,04,4.87,1.15,WV
198405,1984,05,4.38,0.23,WV
198406,1984,06,2.21,-2.16,WV
198407,1984,07,5.39,0.66,WV
198408,1984,08,5.38,1.2,WV
198409,1984,09,1.82,-1.43,WV
198410,1984,10,4.14,1.19,WV
198411,1984,11,4.22,1.18,WV
198412,1984,12,3.54,0.12,WV
198501,1985,01,2.78,-0.85,WV
198502,1985,02,2.57,-0.55,WV
198503,1985,03,3.56,-0.52,WV
