Date,Year,Month,Precip_inches,Anomaly_inches,state_cd
194410,1944,10,1.17,-1.68,IN
194411,1944,11,2.48,-0.54,IN
194412,1944,12,1.9,-0.95,IN
194501,1945,01,1.1,-1.64,IN
194502,1945,02,3.12,0.89,IN
194503,1945,03,7.83,4.32,IN
194504,1945,04,4.22,0.41,IN
194505,1945,05,4.61,0.48,IN
194506,1945,06,6.55,2.47,IN
194507,1945,07,3.37,-0.43,IN
194508,1945,08,3.43,-0.05,IN
194509,1945,09,6.34,3.11,IN
194510,1945,10,2.49,-0.36,IN
194511,1945,11,3.35,0.33,IN
194512,1945,12,2.38,-0.47,IN
194601,1946,01,1.5,-1.24,IN
194602,1946,02,3.03,0.8,IN
194603,1946,03,3.12,-0.39,IN
194604,1946,04,1.67,-2.14,IN
194605,1946,05,5.82,1.69,IN
194606,1946,06,4.27,0.19,IN
194607,1946,07,2.73,-1.07,IN
194608,1946,08,3.21,-0.27,IN
194609,1946,09,1.32,-1.91,IN
194610,1946,10,2.79,-0.06,IN
194611,1946,11,3.69,0.67,IN
194612,1946,12,2.81,-0.04,IN
194701,1947,01,3.73,0.99,IN
194702,1947,02,0.31,-1.92,IN
194703,1947,03,2.13,-1.38,IN
194704,1947,04,6.72,2.91,IN
194705,1947,05,5.12,0.99,IN
194706,1947,06,5.05,0.97,IN
194707,1947,07,3.17,-0.63,IN
194708,1947,08,3.44,-0.04,IN
194709,1947,09,4,0.77,IN
194710,1947,10,2.34,-0.51,IN
194711,1947,11,1.98,-1.04,IN
194712,1947,12,1.63,-1.22,IN
194801,1948,01,2.28,-0.46,IN
194802,1948,02,2.67,0.44,IN
194803,1948,03,4.84,1.33,IN
194804,1948,04,3.93,0.12,IN
194805,1948,05,3.91,-0.22,IN
194806,1948,06,4.37,0.29,IN
194807,1948,07,4.65,0.85,IN
194808,1948,08,1.89,-1.59,IN
194809,1948,09,2.68,-0.55,IN
194810,1948,10,2.16,-0.69,IN
194811,1948,11,5.27,2.25,IN
194812,1948,12,3.55,0.7,IN
194901,1949,01,7.7,4.96,IN
194902,1949,02,2.98,0.75,IN
194903,1949,03,3.79,0.28,IN
194904,1949,04,2,-1.81,IN
194905,1949,05,3.33,-0.8,IN
194906,1949,06,5.22,1.14,IN
194907,1949,07,3.75,-0.05,IN
194908,1949,08,3.43,-0.05,IN
194909,1949,09,2.54,-0.69,IN
194910,1949,10,5.01,2.16,IN
194911,1949,11,1.11,-1.91,IN
194912,1949,12,4.17,1.32,IN
195001,1950,01,10.11,7.37,IN
195002,1950,02,5.25,3.02,IN
195003,1950,03,3.41,-0.1,IN
195004,1950,04,5,1.19,IN
195005,1950,05,3.06,-1.07,IN
195006,1950,06,5.58,1.5,IN
195007,1950,07,3.88,0.08,IN
195008,1950,08,3.42,-0.06,IN
195009,1950,09,5.28,2.05,IN
195010,1950,10,1.48,-1.37,IN
195011,1950,11,5.1,2.08,IN
195012,1950,12,2.27,-0.58,IN
195101,1951,01,3.29,0.55,IN
195102,1951,02,3.49,1.26,IN
195103,1951,03,3.56,0.05,IN
195104,1951,04,3.53,-0.28,IN
195105,1951,05,3.34,-0.79,IN
195106,1951,06,4.67,0.59,IN
195107,1951,07,3.99,0.19,IN
195108,1951,08,2.49,-0.99,IN
195109,1951,09,2.63,-0.6,IN
195110,1951,10,2.78,-0.07,IN
195111,1951,11,4,0.98,IN
195112,1951,12,4.64,1.79,IN
195201,1952,01,3.42,0.68,IN
195202,1952,02,2.42,0.19,IN
195203,1952,03,4.56,1.05,IN
195204,1952,04,3.87,0.06,IN
195205,1952,05,4.23,0.1,IN
195206,1952,06,4.83,0.75,IN
195207,1952,07,2.45,-1.35,IN
195208,1952,08,2.95,-0.53,IN
195209,1952,09,3.36,0.13,IN
195210,1952,10,1.11,-1.74,IN
195211,1952,11,2.72,-0.3,IN
195212,1952,12,2.58,-0.27,IN
195301,1953,01,3.06,0.32,IN
195302,1953,02,1.39,-0.84,IN
195303,1953,03,4.4,0.89,IN
195304,1953,04,3.28,-0.53,IN
195305,1953,05,3.92,-0.21,IN
195306,1953,06,2.81,-1.27,IN
195307,1953,07,4.44,0.64,IN
195308,1953,08,1.91,-1.57,IN
195309,1953,09,1.17,-2.06,IN
195310,1953,10,1.26,-1.59,IN
195311,1953,11,1.35,-1.67,IN
195312,1953,12,1.85,-1,IN
195401,1954,01,2.7,-0.04,IN
195402,1954,02,2.45,0.22,IN
195403,1954,03,2.59,-0.92,IN
195404,1954,04,3.64,-0.17,IN
195405,1954,05,2.78,-1.35,IN
195406,1954,06,3.02,-1.06,IN
195407,1954,07,3.16,-0.64,IN
195408,1954,08,4.83,1.35,IN
195409,1954,09,1.72,-1.51,IN
195410,1954,10,6.15,3.3,IN
195411,1954,11,1.42,-1.6,IN
195412,1954,12,2.75,-0.1,IN
195501,1955,01,2.09,-0.65,IN
195502,1955,02,3.17,0.94,IN
195503,1955,03,3.95,0.44,IN
195504,1955,04,3.7,-0.11,IN
195505,1955,05,3.77,-0.36,IN
195506,1955,06,3.26,-0.82,IN
195507,1955,07,4.61,0.81,IN
195508,1955,08,2.45,-1.03,IN
195509,1955,09,4.21,0.98,IN
195510,1955,10,4.65,1.8,IN
195511,1955,11,4.19,1.17,IN
195512,1955,12,0.58,-2.27,IN
195601,1956,01,1.49,-1.25,IN
195602,1956,02,4.2,1.97,IN
195603,1956,03,2.49,-1.02,IN
195604,1956,04,3.9,0.09,IN
195605,1956,05,5.42,1.29,IN
195606,1956,06,3.33,-0.75,IN
195607,1956,07,3.63,-0.17,IN
195608,1956,08,2.88,-0.6,IN
195609,1956,09,1.5,-1.73,IN
195610,1956,10,1.05,-1.8,IN
195611,1956,11,2.28,-0.74,IN
195612,1956,12,3.04,0.19,IN
195701,1957,01,2.48,-0.26,IN
195702,1957,02,2.12,-0.11,IN
195703,1957,03,1.71,-1.8,IN
195704,1957,04,6.77,2.96,IN
195705,1957,05,5.72,1.59,IN
195706,1957,06,7.2,3.12,IN
195707,1957,07,4.21,0.41,IN
195708,1957,08,2.73,-0.75,IN
195709,1957,09,2.56,-0.67,IN
195710,1957,10,3.43,0.58,IN
195711,1957,11,4.35,1.33,IN
195712,1957,12,5.67,2.82,IN
195801,1958,01,1.59,-1.15,IN
195802,1958,02,0.77,-1.46,IN
195803,1958,03,1.55,-1.96,IN
195804,1958,04,2.83,-0.98,IN
195805,1958,05,3.7,-0.43,IN
195806,1958,06,8.14,4.06,IN
195807,1958,07,8.02,4.22,IN
195808,1958,08,4.16,0.68,IN
195809,1958,09,3.54,0.31,IN
195810,1958,10,1.46,-1.39,IN
195811,1958,11,3.99,0.97,IN
195812,1958,12,0.55,-2.3,IN
195901,1959,01,4.63,1.89,IN
195902,1959,02,3.27,1.04,IN
195903,1959,03,2.7,-0.81,IN
195904,1959,04,4.04,0.23,IN
195905,1959,05,4.34,0.21,IN
195906,1959,06,2.41,-1.67,IN
195907,1959,07,3.84,0.04,IN
195908,1959,08,2.96,-0.52,IN
195909,1959,09,3.47,0.24,IN
195910,1959,10,3.93,1.08,IN
195911,1959,11,2.88,-0.14,IN
195912,1959,12,2.82,-0.03,IN
196001,1960,01,2.37,-0.37,IN
196002,1960,02,3.1,0.87,IN
196003,1960,03,1.41,-2.1,IN
196004,1960,04,2.29,-1.52,IN
196005,1960,05,4.35,0.22,IN
196006,1960,06,5.97,1.89,IN
196007,1960,07,3.3,-0.5,IN
196008,1960,08,3.16,-0.32,IN
196009,1960,09,1.59,-1.64,IN
196010,1960,10,1.95,-0.9,IN
196011,1960,11,2.39,-0.63,IN
196012,1960,12,1.63,-1.22,IN
196101,1961,01,0.87,-1.87,IN
196102,1961,02,2.76,0.53,IN
196103,1961,03,5.1,1.59,IN
196104,1961,04,4.92,1.11,IN
196105,1961,05,5.35,1.22,IN
196106,1961,06,4,-0.08,IN
196107,1961,07,4.76,0.96,IN
196108,1961,08,3.17,-0.31,IN
196109,1961,09,3.62,0.39,IN
196110,1961,10,2.37,-0.48,IN
196111,1961,11,3.05,0.03,IN
196112,1961,12,2.69,-0.16,IN
196201,1962,01,3.76,1.02,IN
196202,1962,02,3.04,0.81,IN
196203,1962,03,2.94,-0.57,IN
196204,1962,04,1.33,-2.48,IN
196205,1962,05,4.48,0.35,IN
196206,1962,06,3.09,-0.99,IN
196207,1962,07,5.63,1.83,IN
196208,1962,08,3.1,-0.38,IN
196209,1962,09,2.49,-0.74,IN
196210,1962,10,3.03,0.18,IN
196211,1962,11,1.46,-1.56,IN
196212,1962,12,1.17,-1.68,IN
196301,1963,01,0.98,-1.76,IN
196302,1963,02,0.77,-1.46,IN
196303,1963,03,6.65,3.14,IN
196304,1963,04,3.2,-0.61,IN
196305,1963,05,2.85,-1.28,IN
196306,1963,06,2.46,-1.62,IN
196307,1963,07,5.24,1.44,IN
196308,1963,08,2.75,-0.73,IN
196309,1963,09,0.81,-2.42,IN
196310,1963,10,0.45,-2.4,IN
196311,1963,11,2.03,-0.99,IN
196312,1963,12,0.92,-1.93,IN
196401,1964,01,1.8,-0.94,IN
196402,1964,02,1.44,-0.79,IN
196403,1964,03,7.26,3.75,IN
196404,1964,04,6.22,2.41,IN
196405,1964,05,1.6,-2.53,IN
196406,1964,06,4.1,0.02,IN
196407,1964,07,4.09,0.29,IN
196408,1964,08,1.91,-1.57,IN
196409,1964,09,2.07,-1.16,IN
196410,1964,10,0.47,-2.38,IN
196411,1964,11,2.31,-0.71,IN
196412,1964,12,2.94,0.09,IN
196501,1965,01,3.73,0.99,IN
196502,1965,02,3.42,1.19,IN
196503,1965,03,2.6,-0.91,IN
196504,1965,04,4.79,0.98,IN
196505,1965,05,2.46,-1.67,IN
196506,1965,06,3.08,-1,IN
196507,1965,07,3.67,-0.13,IN
196508,1965,08,4.11,0.63,IN
196509,1965,09,5.63,2.4,IN
196510,1965,10,2.62,-0.23,IN
196511,1965,11,1.35,-1.67,IN
196512,1965,12,2.46,-0.39,IN
196601,1966,01,1.89,-0.85,IN
196602,1966,02,2.41,0.18,IN
196603,1966,03,1.71,-1.8,IN
196604,1966,04,4.65,0.84,IN
196605,1966,05,3.33,-0.8,IN
196606,1966,06,2.14,-1.94,IN
196607,1966,07,2.98,-0.82,IN
196608,1966,08,3.14,-0.34,IN
196609,1966,09,3.76,0.53,IN
196610,1966,10,1.55,-1.3,IN
196611,1966,11,4.66,1.64,IN
196612,1966,12,4.97,2.12,IN
196701,1967,01,1.74,-1,IN
196702,1967,02,1.67,-0.56,IN
196703,1967,03,3.44,-0.07,IN
196704,1967,04,4.13,0.32,IN
196705,1967,05,4.79,0.66,IN
196706,1967,06,2.86,-1.22,IN
196707,1967,07,2.62,-1.18,IN
196708,1967,08,2.48,-1,IN
196709,1967,09,1.7,-1.53,IN
196710,1967,10,4.54,1.69,IN
196711,1967,11,2.97,-0.05,IN
196712,1967,12,5.94,3.09,IN
196801,1968,01,2.18,-0.56,IN
196802,1968,02,1.56,-0.67,IN
196803,1968,03,2.74,-0.77,IN
196804,1968,04,3.5,-0.31,IN
196805,1968,05,6.98,2.85,IN
196806,1968,06,4.08,0,IN
196807,1968,07,3.84,0.04,IN
196808,1968,08,4.2,0.72,IN
196809,1968,09,2.77,-0.46,IN
196810,1968,10,1.46,-1.39,IN
196811,1968,11,4.51,1.49,IN
196812,1968,12,3.84,0.99,IN
196901,1969,01,5.09,2.35,IN
196902,1969,02,0.8,-1.43,IN
196903,1969,03,1.77,-1.74,IN
196904,1969,04,4.31,0.5,IN
196905,1969,05,3.29,-0.84,IN
196906,1969,06,4.73,0.65,IN
196907,1969,07,6.04,2.24,IN
196908,1969,08,2.26,-1.22,IN
196909,1969,09,3.38,0.15,IN
196910,1969,10,3.83,0.98,IN
196911,1969,11,3.46,0.44,IN
196912,1969,12,1.92,-0.93,IN
197001,1970,01,0.99,-1.75,IN
197002,1970,02,1.35,-0.88,IN
197003,1970,03,3.14,-0.37,IN
197004,1970,04,6.09,2.28,IN
197005,1970,05,3.49,-0.64,IN
197006,1970,06,3.86,-0.22,IN
197007,1970,07,4.4,0.6,IN
197008,1970,08,2.61,-0.87,IN
197009,1970,09,4.25,1.02,IN
197010,1970,10,3.92,1.07,IN
197011,1970,11,2.38,-0.64,IN
197012,1970,12,1.84,-1.01,IN
197101,1971,01,1.66,-1.08,IN
197102,1971,02,4.05,1.82,IN
197103,1971,03,1.67,-1.84,IN
197104,1971,04,1.3,-2.51,IN
197105,1971,05,4.11,-0.02,IN
197106,1971,06,3.96,-0.12,IN
197107,1971,07,5.12,1.32,IN
197108,1971,08,2.4,-1.08,IN
197109,1971,09,4.68,1.45,IN
197110,1971,10,2.11,-0.74,IN
197111,1971,11,1.36,-1.66,IN
197112,1971,12,4.69,1.84,IN
197201,1972,01,1.48,-1.26,IN
197202,1972,02,1.32,-0.91,IN
197203,1972,03,3.03,-0.48,IN
197204,1972,04,6.57,2.76,IN
197205,1972,05,3.36,-0.77,IN
197206,1972,06,3.3,-0.78,IN
197207,1972,07,3.51,-0.29,IN
197208,1972,08,3.35,-0.13,IN
197209,1972,09,6.41,3.18,IN
197210,1972,10,2.54,-0.31,IN
197211,1972,11,5.25,2.23,IN
197212,1972,12,3.84,0.99,IN
197301,1973,01,1.85,-0.89,IN
197302,1973,02,1.19,-1.04,IN
197303,1973,03,5.81,2.3,IN
197304,1973,04,4.48,0.67,IN
197305,1973,05,3.57,-0.56,IN
197306,1973,06,6.1,2.02,IN
197307,1973,07,5.41,1.61,IN
197308,1973,08,3.13,-0.35,IN
197309,1973,09,1.74,-1.49,IN
197310,1973,10,2.71,-0.14,IN
197311,1973,11,4.57,1.55,IN
197312,1973,12,3.83,0.98,IN
197401,1974,01,3.52,0.78,IN
197402,1974,02,2.04,-0.19,IN
197403,1974,03,4.07,0.56,IN
197404,1974,04,3.47,-0.34,IN
197405,1974,05,6.37,2.24,IN
197406,1974,06,4.15,0.07,IN
197407,1974,07,1.31,-2.49,IN
197408,1974,08,5.17,1.69,IN
197409,1974,09,4.34,1.11,IN
197410,1974,10,1.59,-1.26,IN
197411,1974,11,3.29,0.27,IN
197412,1974,12,2.78,-0.07,IN
197501,1975,01,3.84,1.1,IN
197502,1975,02,3.46,1.23,IN
197503,1975,03,4.18,0.67,IN
197504,1975,04,4.23,0.42,IN
197505,1975,05,3.66,-0.47,IN
197506,1975,06,5.15,1.07,IN
197507,1975,07,2.39,-1.41,IN
197508,1975,08,5.53,2.05,IN
197509,1975,09,2.7,-0.53,IN
197510,1975,10,2.83,-0.02,IN
197511,1975,11,3.24,0.22,IN
197512,1975,12,3.49,0.64,IN
197601,1976,01,2.44,-0.3,IN
197602,1976,02,2.82,0.59,IN
197603,1976,03,3.73,0.22,IN
197604,1976,04,1.69,-2.12,IN
197605,1976,05,3.44,-0.69,IN
197606,1976,06,5.13,1.05,IN
197607,1976,07,3.65,-0.15,IN
197608,1976,08,2.28,-1.2,IN
197609,1976,09,2.81,-0.42,IN
197610,1976,10,3.08,0.23,IN
197611,1976,11,0.97,-2.05,IN
197612,1976,12,0.58,-2.27,IN
197701,1977,01,1.3,-1.44,IN
197702,1977,02,1.96,-0.27,IN
197703,1977,03,4.93,1.42,IN
197704,1977,04,3.16,-0.65,IN
197705,1977,05,2.45,-1.68,IN
197706,1977,06,3.95,-0.13,IN
197707,1977,07,3.68,-0.12,IN
197708,1977,08,6.85,3.37,IN
197709,1977,09,3.83,0.6,IN
197710,1977,10,3.63,0.78,IN
197711,1977,11,2.83,-0.19,IN
197712,1977,12,3.79,0.94,IN
197801,1978,01,2.81,0.07,IN
197802,1978,02,0.48,-1.75,IN
197803,1978,03,3.13,-0.38,IN
197804,1978,04,3.83,0.02,IN
197805,1978,05,4.17,0.04,IN
197806,1978,06,3.22,-0.86,IN
197807,1978,07,5.14,1.34,IN
197808,1978,08,5.26,1.78,IN
197809,1978,09,1.39,-1.84,IN
197810,1978,10,2.78,-0.07,IN
197811,1978,11,3.18,0.16,IN
197812,1978,12,3.9,1.05,IN
197901,1979,01,3.52,0.78,IN
197902,1979,02,2.3,0.07,IN
197903,1979,03,3.27,-0.24,IN
197904,1979,04,4.49,0.68,IN
197905,1979,05,3.19,-0.94,IN
197906,1979,06,3.92,-0.16,IN
197907,1979,07,8.05,4.25,IN
197908,1979,08,6.09,2.61,IN
197909,1979,09,1.64,-1.59,IN
197910,1979,10,2.68,-0.17,IN
197911,1979,11,5.26,2.24,IN
197912,1979,12,2.49,-0.36,IN
198001,1980,01,1.35,-1.39,IN
198002,1980,02,1.53,-0.7,IN
198003,1980,03,4.23,0.72,IN
198004,1980,04,2.71,-1.1,IN
198005,1980,05,3.25,-0.88,IN
198006,1980,06,5.32,1.24,IN
198007,1980,07,3.97,0.17,IN
198008,1980,08,5.24,1.76,IN
198009,1980,09,3.11,-0.12,IN
198010,1980,10,2.3,-0.55,IN
198011,1980,11,1.46,-1.56,IN
198012,1980,12,1.53,-1.32,IN
198101,1981,01,0.42,-2.32,IN
198102,1981,02,2.53,0.3,IN
198103,1981,03,1.26,-2.25,IN
198104,1981,04,5.69,1.88,IN
198105,1981,05,7.32,3.19,IN
198106,1981,06,4.46,0.38,IN
198107,1981,07,4.94,1.14,IN
198108,1981,08,4.11,0.63,IN
198109,1981,09,3.3,0.07,IN
198110,1981,10,2.54,-0.31,IN
198111,1981,11,1.82,-1.2,IN
198112,1981,12,2.82,-0.03,IN
198201,1982,01,5.33,2.59,IN
198202,1982,02,1.8,-0.43,IN
198203,1982,03,4.49,0.98,IN
198204,1982,04,2.51,-1.3,IN
198205,1982,05,4.6,0.47,IN
198206,1982,06,4.26,0.18,IN
198207,1982,07,3.72,-0.08,IN
198208,1982,08,3.54,0.06,IN
198209,1982,09,2.57,-0.66,IN
198210,1982,10,1.61,-1.24,IN
198211,1982,11,4.96,1.94,IN
198212,1982,12,5.49,2.64,IN
198301,1983,01,1.12,-1.62,IN
198302,1983,02,0.97,-1.26,IN
198303,1983,03,2.57,-0.94,IN
198304,1983,04,5.66,1.85,IN
198305,1983,05,6.58,2.45,IN
198306,1983,06,3.25,-0.83,IN
198307,1983,07,2.24,-1.56,IN
198308,1983,08,2.45,-1.03,IN
198309,1983,09,1.72,-1.51,IN
198310,1983,10,5.86,3.01,IN
198311,1983,11,4.55,1.53,IN
198312,1983,12,3.74,0.89,IN
198401,1984,01,0.9,-1.84,IN
198402,1984,02,1.84,-0.39,IN
198403,1984,03,3.64,0.13,IN
198404,1984,04,4.81,1,IN
198405,1984,05,4.93,0.8,IN
198406,1984,06,2.04,-2.04,IN
198407,1984,07,3.78,-0.02,IN
198408,1984,08,2.21,-1.27,IN
198409,1984,09,4.01,0.78,IN
198410,1984,10,3.97,1.12,IN
198411,1984,11,4.52,1.5,IN
198412,1984,12,3.94,1.09,IN
198501,1985,01,1.88,-0.86,IN
198502,1985,02,3.6,1.37,IN
198503,1985,03,5.32,1.81,IN
198504,1985,04,2.13,-1.68,IN
198505,1985,05,3.94,-0.19,IN
198506,1985,06,3.58,-0.5,IN
198507,1985,07,3.14,-0.66,IN
198508,1985,08,5.45,1.97,IN
198509,1985,09,1.93,-1.3,IN
198510,1985,10,3.91,1.06,IN
198511,1985,11,8.2,5.18,IN
198512,1985,12,2.37,-0.48,IN
198601,1986,01,0.74,-2,IN
198602,1986,02,3.09,0.86,IN
198603,1986,03,2.7,-0.81,IN
198604,1986,04,2.39,-1.42,IN
198605,1986,05,4.93,0.8,IN
198606,1986,06,4.36,0.28,IN
198607,1986,07,5.51,1.71,IN
198608,1986,08,2.5,-0.98,IN
198609,1986,09,4.68,1.45,IN
198610,1986,10,4.4,1.55,IN
198611,1986,11,2.43,-0.59,IN
198612,1986,12,1.94,-0.91,IN
198701,1987,01,1.54,-1.2,IN
198702,1987,02,0.88,-1.35,IN
198703,1987,03,2.25,-1.26,IN
198704,1987,04,2.71,-1.1,IN
198705,1987,05,3.38,-0.75,IN
198706,1987,06,4.54,0.46,IN
198707,1987,07,5.39,1.59,IN
198708,1987,08,3.27,-0.21,IN
198709,1987,09,1.91,-1.32,IN
198710,1987,10,1.71,-1.14,IN
198711,1987,11,2.75,-0.27,IN
198712,1987,12,4.54,1.69,IN
198801,1988,01,1.77,-0.97,IN
198802,1988,02,3.11,0.88,IN
198803,1988,03,3.07,-0.44,IN
198804,1988,04,2.99,-0.82,IN
198805,1988,05,1.54,-2.59,IN
198806,1988,06,0.69,-3.39,IN
198807,1988,07,4.2,0.4,IN
198808,1988,08,2.92,-0.56,IN
198809,1988,09,2.74,-0.49,IN
198810,1988,10,3.35,0.5,IN
198811,1988,11,5.33,2.31,IN
198812,1988,12,2.54,-0.31,IN
198901,1989,01,2.39,-0.35,IN
198902,1989,02,2.65,0.42,IN
198903,1989,03,4.35,0.84,IN
198904,1989,04,4.29,0.48,IN
198905,1989,05,5.23,1.1,IN
198906,1989,06,3.67,-0.41,IN
198907,1989,07,5.39,1.59,IN
198908,1989,08,4.34,0.86,IN
198909,1989,09,4.95,1.72,IN
198910,1989,10,1.92,-0.93,IN
198911,1989,11,2.76,-0.26,IN
198912,1989,12,1.48,-1.37,IN
199001,1990,01,2.3,-0.44,IN
199002,1990,02,5.28,3.05,IN
199003,1990,03,2.85,-0.66,IN
199004,1990,04,2.89,-0.92,IN
199005,1990,05,7.49,3.36,IN
199006,1990,06,4.6,0.52,IN
199007,1990,07,4.87,1.07,IN
199008,1990,08,5.13,1.65,IN
199009,1990,09,2.59,-0.64,IN
199010,1990,10,5.14,2.29,IN
199011,1990,11,3.38,0.36,IN
199012,1990,12,7.02,4.17,IN
199101,1991,01,2.01,-0.73,IN
199102,1991,02,1.88,-0.35,IN
199103,1991,03,4.46,0.95,IN
199104,1991,04,3.63,-0.18,IN
199105,1991,05,4.03,-0.1,IN
199106,1991,06,1.54,-2.54,IN
199107,1991,07,2.44,-1.36,IN
199108,1991,08,3.25,-0.23,IN
199109,1991,09,2.34,-0.89,IN
199110,1991,10,5.14,2.29,IN
199111,1991,11,3.16,0.14,IN
199112,1991,12,2.43,-0.42,IN
199201,1992,01,1.54,-1.2,IN
199202,1992,02,1.24,-0.99,IN
199203,1992,03,3.15,-0.36,IN
199204,1992,04,3.42,-0.39,IN
199205,1992,05,2.46,-1.67,IN
199206,1992,06,2.87,-1.21,IN
199207,1992,07,8.55,4.75,IN
199208,1992,08,2.97,-0.51,IN
199209,1992,09,4.62,1.39,IN
199210,1992,10,1.68,-1.17,IN
199211,1992,11,5.8,2.78,IN
199212,1992,12,2.04,-0.81,IN
199301,1993,01,3.81,1.07,IN
199302,1993,02,2.02,-0.21,IN
199303,1993,03,2.8,-0.71,IN
199304,1993,04,4.74,0.93,IN
199305,1993,05,3.55,-0.58,IN
199306,1993,06,5.8,1.72,IN
199307,1993,07,4.37,0.57,IN
199308,1993,08,4.39,0.91,IN
199309,1993,09,6.24,3.01,IN
199310,1993,10,3.32,0.47,IN
199311,1993,11,5.43,2.41,IN
199312,1993,12,2.12,-0.73,IN
199401,1994,01,2.67,-0.07,IN
199402,1994,02,1.4,-0.83,IN
199403,1994,03,1.37,-2.14,IN
199404,1994,04,5.7,1.89,IN
199405,1994,05,2.68,-1.45,IN
199406,1994,06,4.18,0.1,IN
199407,1994,07,3.37,-0.43,IN
199408,1994,08,3.46,-0.02,IN
199409,1994,09,2.38,-0.85,IN
199410,1994,10,1.4,-1.45,IN
199411,1994,11,4.51,1.49,IN
199412,1994,12,2.44,-0.41,IN
199501,1995,01,2.86,0.12,IN
199502,1995,02,1.18,-1.05,IN
199503,1995,03,2.57,-0.94,IN
199504,1995,04,4.51,0.7,IN
199505,1995,05,7.26,3.13,IN
199506,1995,06,3.98,-0.1,IN
199507,1995,07,2.83,-0.97,IN
199508,1995,08,4.3,0.82,IN
199509,1995,09,1.07,-2.16,IN
199510,1995,10,2.99,0.14,IN
199511,1995,11,2.69,-0.33,IN
199512,1995,12,2.02,-0.83,IN
199601,1996,01,3.12,0.38,IN
199602,1996,02,1.2,-1.03,IN
199603,1996,03,2.58,-0.93,IN
199604,1996,04,6.64,2.83,IN
199605,1996,05,7.65,3.52,IN
199606,1996,06,5.03,0.95,IN
199607,1996,07,5.08,1.28,IN
199608,1996,08,1.62,-1.86,IN
199609,1996,09,4.94,1.71,IN
199610,1996,10,2.22,-0.63,IN
199611,1996,11,4.14,1.12,IN
199612,1996,12,3.45,0.6,IN
199701,1997,01,3.04,0.3,IN
199702,1997,02,3.28,1.05,IN
199703,1997,03,4.81,1.3,IN
199704,1997,04,2.07,-1.74,IN
199705,1997,05,5.71,1.58,IN
199706,1997,06,5.5,1.42,IN
199707,1997,07,2.95,-0.85,IN
199708,1997,08,3.96,0.48,IN
199709,1997,09,2.26,-0.97,IN
199710,1997,10,1.61,-1.24,IN
199711,1997,11,2.61,-0.41,IN
199712,1997,12,2,-0.85,IN
199801,1998,01,3.04,0.3,IN
199802,1998,02,1.82,-0.41,IN
199803,1998,03,4.24,0.73,IN
199804,1998,04,6.06,2.25,IN
199805,1998,05,4.59,0.46,IN
199806,1998,06,7.74,3.66,IN
199807,1998,07,4.96,1.16,IN
199808,1998,08,3.58,0.1,IN
199809,1998,09,1.06,-2.17,IN
199810,1998,10,3.55,0.7,IN
199811,1998,11,2.2,-0.82,IN
199812,1998,12,2.04,-0.81,IN
199901,1999,01,4.92,2.18,IN
199902,1999,02,3.41,1.18,IN
199903,1999,03,2,-1.51,IN
199904,1999,04,4.9,1.09,IN
199905,1999,05,3.12,-1.01,IN
199906,1999,06,4.13,0.05,IN
199907,1999,07,2.7,-1.1,IN
199908,1999,08,2.24,-1.24,IN
199909,1999,09,1.36,-1.87,IN
199910,1999,10,2.02,-0.83,IN
199911,1999,11,1.06,-1.96,IN
199912,1999,12,3.18,0.33,IN
200001,2000,01,2.54,-0.2,IN
200002,2000,02,3.46,1.23,IN
200003,2000,03,2.2,-1.31,IN
200004,2000,04,3.23,-0.58,IN
200005,2000,05,4.53,0.4,IN
200006,2000,06,6.21,2.13,IN
200007,2000,07,3.89,0.09,IN
200008,2000,08,4.41,0.93,IN
200009,2000,09,4.61,1.38,IN
200010,2000,10,2.33,-0.52,IN
200011,2000,11,2.98,-0.04,IN
200012,2000,12,3.01,0.16,IN
200101,2001,01,1.02,-1.72,IN
200102,2001,02,2.86,0.63,IN
200103,2001,03,0.97,-2.54,IN
200104,2001,04,2.75,-1.06,IN
200105,2001,05,4.32,0.19,IN
200106,2001,06,4.09,0.01,IN
200107,2001,07,5.46,1.66,IN
200108,2001,08,4.02,0.54,IN
200109,2001,09,3.76,0.53,IN
200110,2001,10,7.75,4.9,IN
200111,2001,11,3.34,0.32,IN
200112,2001,12,3.62,0.77,IN
200201,2002,01,2.24,-0.5,IN
200202,2002,02,2.32,0.09,IN
200203,2002,03,4.38,0.87,IN
200204,2002,04,5.59,1.78,IN
200205,2002,05,7.09,2.96,IN
200206,2002,06,3.28,-0.8,IN
200207,2002,07,2.64,-1.16,IN
200208,2002,08,2.82,-0.66,IN
200209,2002,09,3.75,0.52,IN
200210,2002,10,2.87,0.02,IN
200211,2002,11,2.35,-0.67,IN
200212,2002,12,2.86,0.01,IN
200301,2003,01,1.42,-1.32,IN
200302,2003,02,2.74,0.51,IN
200303,2003,03,2.16,-1.35,IN
200304,2003,04,3,-0.81,IN
200305,2003,05,6.56,2.43,IN
200306,2003,06,3.26,-0.82,IN
200307,2003,07,8.18,4.38,IN
200308,2003,08,3.54,0.06,IN
200309,2003,09,6.2,2.97,IN
200310,2003,10,2.4,-0.45,IN
200311,2003,11,4.26,1.24,IN
200312,2003,12,2.68,-0.17,IN
200401,2004,01,3.48,0.74,IN
200402,2004,02,0.83,-1.4,IN
200403,2004,03,3.46,-0.05,IN
200404,2004,04,1.83,-1.98,IN
200405,2004,05,7.17,3.04,IN
