 -15.00000, -78.95861,  37.63408
 -78.96352,  37.63752
 -78.96928,  37.65668
 -78.97512,  37.67921
 -78.99056,  37.69681
 -78.99311,  37.70192
 -79.01060,  37.72461
 -79.01801,  37.73975
 -79.01947,  37.74718
 -79.03094,  37.76980
 -79.03424,  37.79229
 -79.03618,  37.81477
 -79.03733,  37.83724
 -79.03686,  37.85969
 -79.03835,  37.88216
 -79.03604,  37.90459
 -79.03667,  37.92706
 -79.03786,  37.94953
 -79.04080,  37.97202
 -79.04137,  37.97483
 -79.04456,  37.99453
 -79.04054,  38.01364
 -79.03960,  38.01693
 -79.04036,  38.02193
 -79.04180,  38.03941
 -79.03971,  38.05205
 -79.03718,  38.06181
 -79.03936,  38.06842
 -79.04253,  38.08434
 -79.03857,  38.10530
 -79.03811,  38.10674
 -79.03851,  38.10830
 -79.04156,  38.12925
 -79.03764,  38.14843
 -79.03664,  38.15164
 -79.03745,  38.15692
 -79.03831,  38.17413
 -79.03775,  38.19658
 -79.03635,  38.20848
 -79.03393,  38.21899
 -79.03601,  38.22386
 -79.03889,  38.24152
 -79.03618,  38.26395
 -79.04234,  38.28650
 -79.04121,  38.30894
 -79.04550,  38.33147
 -79.05386,  38.35404
 -79.06166,  38.36255
 -79.09010,  38.37241
 -79.11879,  38.37078
 -79.14507,  38.37767
 -79.14728,  38.37912
 -79.15239,  38.37776
 -79.17601,  38.37535
 -79.17923,  38.37809
 -79.17907,  38.40054
 -79.18285,  38.42306
 -79.18472,  38.44555
 -79.18488,  38.46801
 -79.18899,  38.49052
 -79.19161,  38.51302
 -79.19464,  38.53553
 -79.20143,  38.54321
 -79.22881,  38.55839
 -79.22987,  38.55882
 -79.25729,  38.55872
 -79.25860,  38.55871
 -79.28561,  38.55904
 -79.28732,  38.55906
 -79.31605,  38.55949
 -79.32378,  38.55945
 -79.34479,  38.55913
 -79.35053,  38.55973
 -79.37348,  38.56126
 -79.40218,  38.56288
 -79.43089,  38.56491
 -79.45952,  38.57140
 -79.48820,  38.57495
 -79.51695,  38.57405
 -79.54557,  38.58242
 -79.57438,  38.57726
 -79.58975,  38.58445
 -79.60283,  38.59882
 -79.61047,  38.60709
 -79.62668,  38.62969
 -79.62527,  38.65215
