00003, -80.0524,  40.1529,      43.
00006, -80.0428,  40.0679,     671.
00009, -79.8582,  40.0415,      52.
00012, -80.1271,  40.1484,     242.
00015, -79.9772,  39.8704,     372.
00018, -80.0812,  39.7924,     554.
00021, -79.8815,  40.1552,     165.
00024, -80.1099,  39.7379,     607.
00027, -79.9467,  40.0246,     389.
00030, -79.8947,  39.8860,     330.
00033, -79.9987,  39.9598,     575.
00036, -79.9815,  40.0142,     639.
00039, -79.8752,  39.7547,     315.
00042, -79.6831,  39.7193,     397.
00045, -80.1161,  39.8663,     946.
00048, -79.9754,  40.0770,     383.
00051, -79.9236,  40.0542,     219.
00054, -79.9133,  39.9656,     439.
00057, -79.7073,  40.0388,     227.
00060, -80.0634,  39.9061,     309.
00063, -79.9952,  40.1291,     175.
00066, -80.0973,  40.0371,     695.
00069, -79.8478,  39.9381,     770.
00072, -79.7206,  40.0115,     549.
00075, -79.9189,  39.8776,     260.
00078, -79.8855,  39.7859,     780.
00081, -79.9747,  40.0217,     296.
00084, -80.0323,  40.0558,     217.
00087, -80.0658,  39.8243,     705.
00090, -79.8750,  39.9785,     534.
00093, -80.0238,  40.0976,     501.
00096, -79.9559,  40.1522,     101.
00099, -79.9732,  40.0112,     786.
00102, -79.9650,  40.1639,     140.
00105, -79.7817,  39.7258,     857.
00108, -79.8706,  40.1641,     401.
00111, -79.8973,  40.0093,     429.
00114, -79.9290,  40.0913,     421.
00117, -80.0343,  40.0399,     909.
00120, -79.9700,  39.9934,     656.
00123, -79.8294,  39.9292,     475.
00126, -79.8604,  40.2019,     398.
00129, -79.7575,  39.9265,     471.
00132, -80.1251,  40.0391,     604.
00135, -79.8905,  40.1477,     572.
00138, -79.9583,  40.1236,     140.
00141, -79.9703,  39.8542,     271.
00144, -80.0332,  39.7734,     335.
00147, -79.8098,  39.9247,     177.
00150, -79.7704,  39.9479,     451.
00153, -79.8517,  39.9513,     326.
00156, -80.1571,  40.0966,     325.
00159, -80.0326,  39.9867,      39.
00162, -79.7889,  39.8227,     739.
00165, -79.7211,  39.8934,     672.
00168, -79.9237,  39.9958,     690.
00171, -80.0588,  39.9628,     305.
00174, -80.1538,  40.1739,     492.
00177, -80.0235,  39.9704,     609.
00180, -79.7651,  39.9286,     812.
00183, -79.8872,  40.2067,     728.
00186, -80.1790,  40.1418,      32.
00189, -79.8100,  40.0201,     357.
00192, -80.1812,  40.0298,     772.
00195, -79.8317,  39.9886,     827.
00198, -80.0726,  39.9433,     365.
00201, -79.9527,  40.0469,     497.
00204, -79.8623,  39.9627,     195.
00207, -80.1351,  39.9812,     597.
00210, -80.0202,  40.0194,      95.
00213, -80.0651,  39.7614,     486.
00216, -79.9215,  39.7417,     783.
