 -15.00000, -78.90284,  37.81290
 -78.93101,  37.81877
 -78.94823,  37.83601
 -78.93967,  37.85835
 -78.93939,  37.88079
 -78.92922,  37.89640
 -78.90343,  37.90273
 -78.90059,  37.90374
 -78.87646,  37.92480
 -78.88384,  37.94736
 -78.89529,  37.96999
 -78.89626,  37.99246
 -78.89506,  38.01490
 -78.88729,  38.03725
 -78.89703,  38.05485
 -78.89829,  38.05987
 -78.90470,  38.08243
 -78.90869,  38.10494
 -78.91393,  38.12748
 -78.90431,  38.14980
 -78.89449,  38.16255
 -78.89006,  38.17205
 -78.88006,  38.19437
 -78.87670,  38.21679
 -78.86430,  38.23030
 -78.86158,  38.23903
 -78.86391,  38.24606
 -78.87882,  38.26174
 -78.87804,  38.28420
 -78.89061,  38.30684
 -78.89105,  38.30779
 -78.91531,  38.32967
 -78.91902,  38.33625
 -78.93816,  38.35246
 -78.94713,  38.35952
 -78.97548,  38.37269
 -78.97893,  38.37550
 -78.98463,  38.39804
 -78.99014,  38.42058
 -78.99616,  38.44313
 -79.00229,  38.45612
 -79.00451,  38.46571
 -79.02055,  38.48839
 -79.01640,  38.51080
 -79.02959,  38.51976
 -79.03484,  38.53352
 -79.04819,  38.55616
 -79.05745,  38.56002
 -79.08612,  38.56286
 -79.11489,  38.56100
 -79.14362,  38.56155
 -79.17230,  38.56368
 -79.20084,  38.57421
 -79.22952,  38.57721
 -79.23801,  38.58097
 -79.24875,  38.60356
 -79.25143,  38.62606
 -79.25543,  38.64857
 -79.25686,  38.65303
 -79.26861,  38.67119
 -79.28442,  38.69383
 -79.28488,  38.69414
 -79.31344,  38.70760
 -79.34217,  38.71080
 -79.37095,  38.71190
 -79.38916,  38.71741
 -79.39960,  38.72047
 -79.42820,  38.73323
 -79.43854,  38.74036
 -79.45679,  38.74658
 -79.48551,  38.75252
 -79.51428,  38.75515
 -79.54306,  38.75785
 -79.57182,  38.76172
 -79.57800,  38.76409
 -79.59480,  38.78670
 -79.57123,  38.80443
 -79.56241,  38.80890
 -79.54532,  38.83122
 -79.54184,  38.84301
 -79.53834,  38.85363
 -79.53587,  38.87608
 -79.52570,  38.89846
 -79.51205,  38.90664
 -79.49722,  38.92068
 -79.49148,  38.94310
 -79.51140,  38.95008
 -79.53310,  38.94347
 -79.54047,  38.93845
 -79.56171,  38.94372
 -79.56927,  38.94414
 -79.57844,  38.94386
 -79.59822,  38.94035
 -79.60217,  38.94406
 -79.62156,  38.96669
 -79.62138,  38.98915
 -79.62630,  39.00171
 -79.63098,  38.98923
 -79.63304,  38.96678
 -79.65588,  38.95015
 -79.68477,  38.95039
