00003, -67.9626,  44.2901,    3302.
00006, -66.6872,  47.0290,    5785.
00009, -71.0713,  43.1143,     518.
00012, -72.5665,  46.7876,     491.
00015, -69.6157,  47.3195,    1419.
00018, -74.9540,  42.8223,      75.
00021, -73.9358,  45.6434,      99.
00024, -67.6967,  46.3133,    2113.
00027, -68.9278,  42.5511,    2152.
00030, -70.7666,  39.7772,    1398.
00033, -69.8705,  42.7749,    2950.
00036, -67.6203,  45.2302,    3204.
00039, -68.3051,  42.6493,    2440.
00042, -74.4686,  40.7710,    1448.
00045, -71.7697,  42.5625,     232.
00048, -68.6073,  42.6555,    1592.
00051, -69.3908,  41.9373,    2789.
00054, -68.4631,  43.7595,    3284.
00057, -71.0396,  40.9483,    2120.
00060, -67.2872,  45.8719,    6372.
00063, -68.6845,  44.6161,     690.
00066, -67.1201,  45.0970,    4245.
00069, -70.7745,  41.5674,    1249.
00072, -71.9723,  39.8914,    2326.
00075, -70.1433,  43.3827,     672.
00078, -72.3871,  41.6293,     280.
00081, -73.4860,  45.6532,     245.
00084, -67.8658,  44.6305,    3724.
00087, -72.5301,  45.7528,     143.
00090, -70.7257,  42.9898,     450.
00093, -66.5859,  47.3786,    5694.
00096, -67.4832,  44.0110,    6163.
00099, -75.7321,  43.6472,     166.
00102, -72.1539,  46.3580,     293.
00105, -70.1017,  40.2826,    2490.
00108, -74.3951,  45.3667,     337.
00111, -72.4006,  42.9055,     331.
00114, -72.1831,  45.8410,    1324.
00117, -68.8430,  43.2871,    2812.
00120, -72.3478,  40.4205,    1098.
00123, -71.5243,  42.9298,     412.
00126, -71.0604,  42.5714,     406.
00129, -72.3887,  39.3236,    1461.
00132, -72.9792,  45.9894,    1180.
00135, -67.4861,  44.1601,    2836.
00138, -71.2941,  43.1685,     923.
00141, -69.9533,  43.8144,    1456.
00144, -70.0656,  39.7733,    1124.
00147, -68.2255,  42.5724,    2503.
00150, -74.2582,  42.6191,      62.
00153, -70.3526,  41.0377,    2376.
00156, -67.2597,  44.8381,    2149.
00159, -68.7516,  42.4030,    1014.
00162, -70.2145,  40.0368,    1467.
00165, -70.5880,  40.7350,    1945.
00168, -73.5248,  46.2551,     269.
00171, -72.8374,  43.9414,     792.
