00003, -49.8193,  52.8538,    3716.
00006,   4.9303,  56.0219,    8858.
00009, -50.7972,  44.0667,    1218.
00012, -55.2753,  42.5719,     331.
00015, -47.1658,  67.2892,    3655.
00018, -61.1220,  36.8931,    1289.
00021, -53.7465,  41.2348,    1087.
00024, -48.7401,  66.0748,    4126.
00027, -48.3849,  43.0273,    1451.
00030, -51.0589,  39.2571,      55.
00033, -45.3934,  47.9454,    2957.
00036, -51.8269,  56.6139,    3480.
00039, -45.4329,  46.4823,    2297.
00042, -52.1199,  39.2388,    2501.
00045, -52.6419,  40.6033,    2714.
00048, -45.9314,  44.5633,    1424.
00051, -43.9773,  45.3264,    2729.
00054, -48.9510,  50.1753,    2906.
00057, -45.3256,  41.8878,    1825.
00060,  -5.4464,  59.5566,    6023.
00063, -47.8965,  47.1482,    1931.
00066, -34.4245,  67.1076,    6510.
00069, -52.3588,  40.6051,     289.
00072, -42.8513,  43.5889,    2340.
00075, -49.7154,  45.2521,    3048.
00078, -55.2107,  37.1676,     768.
00081, -53.5596,  41.4522,    1551.
00084, -50.5522,  52.8349,    3109.
00087, -55.3921,  42.8648,     756.
00090, -52.5761,  41.9121,    2383.
00093,   6.4376,  54.4674,   10044.
00096, -10.7063,  62.8120,    8126.
00099, -62.0307,  36.1236,    1154.
00102, -52.3915,  44.3059,    1217.
00105, -50.2314,  40.6136,    2380.
00108, -55.3452,  39.4056,     203.
00111, -60.3169,  36.2830,     144.
00114, -49.3175,  46.5354,    1842.
00117, -46.5844,  49.2371,    3402.
00120, -52.7983,  38.0734,     787.
00123, -51.4547,  41.6353,      52.
00126, -52.4886,  41.5036,    1595.
00129, -47.2729,  41.2749,    7995.
00132, -50.4877,  45.4728,    1299.
00135, -49.7164,  51.9128,    3542.
00138, -51.9217,  42.4869,    2745.
00141, -48.0249,  44.0413,     116.
00144, -50.7627,  40.1564,    2995.
00147, -44.4699,  46.8307,    2813.
00150, -61.3902,  36.2286,     730.
00153, -44.2615,  42.7676,    1853.
00156, -49.2720,  49.3340,    2306.
00159, -50.5199,  44.1377,     479.
00162, -49.8238,  40.0006,     477.
