00003, -80.2749,  40.5170,     147.
00006, -80.2576,  40.4958,     193.
00009, -80.1578,  40.4592,     142.
00012, -80.2967,  40.5078,     160.
00015, -80.2304,  40.3607,     217.
00018, -80.2982,  40.3064,     635.
00021, -80.1679,  40.5011,     131.
00024, -80.3530,  40.2823,     561.
00027, -80.2123,  40.4499,      29.
00030, -80.1877,  40.3975,     197.
00033, -80.2928,  40.4141,     508.
00036, -80.2310,  40.4158,     629.
00039, -80.1936,  40.3319,     598.
00042, -80.1425,  40.2871,     163.
00045, -80.2932,  40.3782,     447.
00048, -80.2508,  40.5281,     262.
00051, -80.1559,  40.4049,      49.
00054, -80.2611,  40.4844,     489.
00057, -80.0899,  40.4512,     583.
00060, -80.3192,  40.3861,     195.
00063, -80.2816,  40.4833,      19.
00066, -80.3145,  40.4356,     111.
00069, -80.1845,  40.4111,     487.
00072, -80.1070,  40.4126,     329.
00075, -80.2333,  40.3717,     409.
00078, -80.2188,  40.3049,     375.
00081, -80.2430,  40.4107,     357.
00084, -80.2706,  40.4652,     452.
00087, -80.2774,  40.3621,      61.
00090, -80.2602,  40.4678,     121.
00093, -80.2779,  40.5223,      50.
00096, -80.2536,  40.5152,       3.
00099, -80.2542,  40.4761,     192.
00102, -80.2300,  40.4696,     272.
00105, -80.2059,  40.2954,     473.
00108, -80.1661,  40.5108,     107.
00111, -80.1762,  40.4329,     575.
00114, -80.1702,  40.4998,      14.
00117, -80.2765,  40.4086,     103.
00120, -80.2941,  40.4664,     182.
00123, -80.1725,  40.4361,     432.
00126, -80.2214,  40.5632,     227.
00129, -80.1791,  40.3914,     629.
00132, -80.3589,  40.5156,     144.
00135, -80.1557,  40.5539,      98.
00138, -80.1840,  40.4772,     269.
00141, -80.2529,  40.4121,       6.
00144, -80.2550,  40.2997,     153.
00147, -80.1246,  40.3902,     190.
00150, -80.1350,  40.4009,     604.
00153, -80.2046,  40.4168,     734.
00156, -80.3176,  40.4627,      51.
00159, -80.2468,  40.3924,      22.
00162, -80.1711,  40.3420,     676.
00165, -80.1357,  40.3300,     230.
00168, -80.2406,  40.4865,     263.
00171, -80.2982,  40.4123,      15.
00174, -80.3236,  40.5333,     143.
00177, -80.2252,  40.3635,     319.
00180, -80.1537,  40.4356,     458.
00183, -80.2057,  40.5827,     472.
00186, -80.3112,  40.4886,     261.
00189, -80.1601,  40.4782,       6.
00192, -80.3661,  40.4872,     399.
00195, -80.2143,  40.5055,       7.
00198, -80.3101,  40.3918,     520.
00201, -80.2518,  40.4548,     122.
00204, -80.1941,  40.4047,     249.
00207, -80.3307,  40.4211,      77.
00210, -80.2480,  40.4635,      16.
00213, -80.3206,  40.3325,     510.
00216, -80.2315,  40.2792,     269.
00219, -80.2195,  40.3621,     165.
00222, -80.3207,  40.5522,     161.
00225, -80.2791,  40.4321,     156.
00228, -80.1521,  40.3797,     546.
00231, -80.1433,  40.4884,     271.
00234, -80.3430,  40.5041,     490.
00237, -80.1599,  40.4587,     523.
00240, -80.3963,  40.3439,     430.
00243, -80.2232,  40.4199,     487.
00246, -80.1794,  40.5672,     236.
00249, -80.2218,  40.4624,      71.
00252, -80.2516,  40.4219,     873.
00255, -80.3381,  40.4503,     294.
00258, -80.2412,  40.4687,      19.
00261, -80.1849,  40.4580,      98.
00264, -80.2405,  40.5424,     111.
00267, -80.2223,  40.5156,     541.
00270, -80.2214,  40.3882,     311.
00273, -80.2888,  40.5206,      93.
00276, -80.0708,  40.4644,     312.
00279, -80.3709,  40.4357,     374.
00282, -80.2750,  40.4788,     249.
00285, -80.2199,  40.5980,     191.
00288, -80.2196,  40.3751,     292.
00291, -80.3394,  40.4581,     658.
00294, -80.3785,  40.3656,     596.
00297, -80.2771,  40.3760,     466.
00300, -80.3177,  40.4328,     301.
00303, -80.2175,  40.3885,     558.
00306, -80.2613,  40.5256,     141.
00309, -80.4253,  40.4285,     411.
00312, -80.3639,  40.4401,     294.
00315, -80.2180,  40.3802,     474.
00318, -80.3224,  40.3497,     572.
00321, -80.2903,  40.5196,     369.
00324, -80.3207,  40.5032,     377.
00327, -80.1822,  40.4903,     413.
00330, -80.2140,  40.5001,       2.
00333, -80.2179,  40.4605,      48.
00336, -80.2841,  40.5342,     216.
00339, -80.1952,  40.4810,      36.
00342, -80.3076,  40.4283,     392.
00345, -80.1737,  40.3367,     745.
00348, -80.3076,  40.5476,      29.
00351, -80.1960,  40.6198,      40.
00354, -80.2349,  40.3425,     474.
00357, -80.1825,  40.4607,     202.
00360, -80.2111,  40.3941,     447.
00363, -80.3180,  40.5978,     283.
00366, -80.3620,  40.5728,      15.
00369, -80.4361,  40.5374,     177.
00372, -80.2915,  40.4772,      38.
00375, -80.2992,  40.5674,     184.
00378, -80.1953,  40.4604,     184.
00381, -80.3872,  40.4712,     117.
00384, -80.3325,  40.5660,      83.
00387, -80.4114,  40.5393,     255.
00390, -80.4660,  40.3965,      26.
00393, -80.2562,  40.4098,     532.
00396, -80.1991,  40.5683,       2.
00399, -80.1299,  40.5452,      64.
00402, -80.1930,  40.5239,     235.
00405, -80.3338,  40.4465,      19.
00408, -80.4129,  40.5381,      47.
00411, -80.3531,  40.5148,     307.
00414, -80.3031,  40.4995,     341.
00417, -80.1140,  40.5250,       2.
00420, -80.2223,  40.6107,     564.
00423, -80.2943,  40.5086,      28.
00426, -80.2213,  40.4969,     107.
00429, -80.3108,  40.4574,     624.
00432, -80.2022,  40.4435,     232.
00435, -80.2421,  40.4051,      45.
00438, -80.2854,  40.3516,     402.
00441, -80.2404,  40.4114,     385.
00444, -80.2254,  40.4437,     566.
00447, -80.2423,  40.4361,     675.
00450, -80.3773,  40.3931,     183.
00453, -80.2901,  40.3813,      37.
00456, -80.2624,  40.5431,     418.
00459, -80.2618,  40.3730,     410.
00462, -80.2578,  40.4819,      74.
00465, -80.3312,  40.4397,     449.
00468, -80.2578,  40.5366,     497.
00471, -80.3315,  40.5008,      80.
00474, -80.1975,  40.4774,     366.
00477, -80.2963,  40.5199,     108.
00480, -80.2144,  40.6210,     204.
00483, -80.3707,  40.4557,     147.
00486, -80.3096,  40.4903,     421.
00489, -80.2982,  40.4547,      84.
00492, -80.3861,  40.5320,     308.
00495, -80.3024,  40.4501,     432.
00498, -80.2586,  40.5107,     308.
00501, -80.2760,  40.5790,     430.
00504, -80.3164,  40.4899,     378.
00507, -80.2778,  40.6048,      86.
