C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Pb
C-348754,8104,IL,40.3221,-91.2,07/31/10,Planted/Cultivated,Row Crops,120-158,17.7
C-348901,8168,IL,42.3644,-90.0343,08/06/10,Planted/Cultivated,Row Crops,119-150,18.3
C-348560,8200,IL,38.062,-90.0358,08/11/10,Planted/Cultivated,Row Crops,120-160,18.8
C-348884,8616,IL,41.0359,-88.2486,08/03/10,Planted/Cultivated,Row Crops,110-120,22.8
C-348575,8684,IL,38.9603,-87.9149,08/13/10,Planted/Cultivated,Row Crops,130-154,14.4
C-348748,8872,IL,39.9688,-89.3873,07/30/10,Planted/Cultivated,Row Crops,120-157,19.6
C-348899,9128,IL,41.8475,-89.0969,08/05/10,Planted/Cultivated,Pasture/Hay,130-155,11.4
C-348742,9192,IL,42.4849,-89.703,08/06/10,Planted/Cultivated,Row Crops,118-147,23.7
C-348572,9204,IL,38.501,-88.4292,08/13/10,Planted/Cultivated,Pasture/Hay,119-153,15.2
C-348484,9480,IL,39.5418,-90.034,08/15/10,Planted/Cultivated,Row Crops,124-157,16.3
C-348744,9640,IL,40.0874,-88.345,07/30/10,Planted/Cultivated,Row Crops,120-148,20.2
C-348888,9744,IL,40.7162,-87.6471,08/04/10,Planted/Cultivated,Row Crops,119-159,18.3
C-348596,9896,IL,39.9549,-90.9204,09/29/10,Planted/Cultivated,Row Crops,130-155,27.9
C-348565,9972,IL,37.6666,-88.5551,08/11/10,Planted/Cultivated,Pasture/Hay,130-159,15.4
C-348759,10152,IL,41.0237,-90.0622,08/01/10,Planted/Cultivated,Pasture/Hay,120-150,18
C-348489,10228,IL,39.4609,-89.0262,08/15/10,Planted/Cultivated,Row Crops,111-150,20.3
C-348751,10248,IL,39.7917,-90.6572,07/31/10,Planted/Cultivated,Row Crops,120-153,16.4
C-348895,10296,IL,42.0255,-87.992,08/05/10,Herbaceous Upland,Grasslands/Herbaceous,109-142,15.9
C-348892,10408,IL,41.8348,-88.3703,08/05/10,Herbaceous Upland,Grasslands/Herbaceous,60-107,18
C-348746,10664,IL,40.6165,-88.8123,07/30/10,Planted/Cultivated,Row Crops,124-159,15.9
C-348756,10920,IL,40.5935,-89.6424,07/31/10,Forested Upland,Deciduous Forest,123-157,17.9
C-348473,10996,IL,38.5833,-89.5635,08/14/10,Planted/Cultivated,Pasture/Hay,118-157,18.2
C-348578,11252,IL,38.817,-89.522,08/14/10,Planted/Cultivated,Row Crops,118-145,16.5
C-348883,11432,IL,41.1382,-88.5769,08/03/10,Planted/Cultivated,Row Crops,130-160,19.8
C-348491,11500,IL,39.4402,-87.8134,08/16/10,Planted/Cultivated,Urban/Recreational Grasses,116-153,15.2
C-348474,11688,IL,39.7184,-88.4092,08/16/10,Planted/Cultivated,Pasture/Hay,120-157,24.6
C-348749,11944,IL,39.7973,-89.7578,07/30/10,Planted/Cultivated,Pasture/Hay,126-153,16.4
C-348571,12020,IL,38.1839,-88.3259,08/13/10,Planted/Cultivated,Row Crops,119-150,15.8
C-348752,12200,IL,40.0222,-91.2606,07/31/10,Planted/Cultivated,Row Crops,132-163,19.8
C-348890,12712,IL,41.6085,-88.1795,08/04/10,Herbaceous Upland,Grasslands/Herbaceous,18-29,13.7
C-348764,12968,IL,40.5208,-90.7135,08/02/10,Barren,Transitional,122-159,17.6
C-348563,13044,IL,37.5943,-88.4315,08/11/10,Forested Upland,Deciduous Forest,89-115,15.6
C-348558,13128,IL,37.3097,-89.4474,08/11/10,Planted/Cultivated,Row Crops,125-163,30.2
C-351310,80,IN,41.0669,-86.2828,07/22/10,Planted/Cultivated,Row Crops,115-156,7.2
C-351311,528,IN,40.8654,-85.1391,07/21/10,Planted/Cultivated,Row Crops,101-139,13.6
C-351312,784,IN,40.3244,-84.8086,07/20/10,Planted/Cultivated,Pasture/Hay,70-90,15.6
C-351313,1260,IN,38.2085,-86.8537,07/15/10,Planted/Cultivated,Row Crops,113-137,20.6
C-351314,1552,IN,40.2075,-86.8382,07/20/10,Barren,Transitional,119-159,13.2
C-351315,1772,IN,38.7575,-85.4293,07/16/10,Forested Upland,Deciduous Forest,60-69,17.5
C-351316,1808,IN,39.5406,-85.5665,07/18/10,Planted/Cultivated,Row Crops,109-145,11.9
C-351317,1964,IN,38.2089,-86.3363,07/15/10,Forested Upland,Deciduous Forest,105-120,18.4
C-351318,2320,IN,41.0198,-85.2464,07/21/10,Forested Upland,Deciduous Forest,114-164,11.4
C-351320,2540,IN,39.2839,-86.6262,07/17/10,Planted/Cultivated,Pasture/Hay,109-127,29.9
C-351321,2576,IN,40.1106,-87.5147,07/19/10,Planted/Cultivated,Row Crops,112-164,18.6
C-351322,2832,IN,40.1845,-86.0017,07/20/10,Planted/Cultivated,Row Crops,25-35,24.5
C-351323,3344,IN,41.1478,-86.0771,07/22/10,Planted/Cultivated,Row Crops,106-139,14.8
C-351324,3564,IN,39.1872,-86.3802,07/17/10,Forested Upland,Deciduous Forest,85-105,16.2
C-351325,3600,IN,39.4848,-86.8849,07/17/10,Forested Upland,Deciduous Forest,100-137,16.5
C-351326,3856,IN,40.9983,-87.1995,07/23/10,Planted/Cultivated,Row Crops,121-159,13.3
C-351327,4176,IN,40.9256,-86.7739,07/23/10,Planted/Cultivated,Row Crops,116-156,7.8
C-351328,4624,IN,40.7275,-85.4121,07/21/10,Planted/Cultivated,Row Crops,98-150,13.5
C-351330,4844,IN,38.374,-85.8979,07/15/10,Planted/Cultivated,Row Crops,99-155,11.4
C-351331,4880,IN,39.9782,-84.9589,07/20/10,Planted/Cultivated,Pasture/Hay,60-82,11
C-351332,5200,IN,41.3535,-87.3287,07/23/10,Planted/Cultivated,Row Crops,112-151,18.9
C-351333,5392,IN,41.0528,-85.9458,07/22/10,Planted/Cultivated,Row Crops,115-164,10.4
C-351334,5612,IN,38.4209,-86.8956,07/15/10,Planted/Cultivated,Row Crops,103-158,14.2
C-351335,5648,IN,40.406,-87.4916,07/19/10,Planted/Cultivated,Row Crops,108-158,24.5
C-351336,5868,IN,38.2296,-86.0714,07/15/10,Planted/Cultivated,Pasture/Hay,98-107,19.9
C-351337,5904,IN,39.6553,-85.8339,07/18/10,Planted/Cultivated,Row Crops,118-135,12.7
C-351338,6636,IN,39.4165,-87.0578,07/17/10,Planted/Cultivated,Row Crops,132-157,14.5
C-354902,6928,IN,40.0825,-85.744,07/20/10,Planted/Cultivated,Pasture/Hay,110-152,18.5
C-351277,7440,IN,41.5814,-85.7888,07/22/10,Planted/Cultivated,Pasture/Hay,117-147,12.2
C-351278,7660,IN,39.1737,-85.8434,07/17/10,Planted/Cultivated,Row Crops,105-154,16.9
C-351279,7696,IN,39.9087,-86.7085,07/18/10,Planted/Cultivated,Row Crops,119-163,22.4
C-351280,8272,IN,41.274,-86.2895,07/22/10,Planted/Cultivated,Row Crops,117-164,16.8
C-351281,8428,IN,38.1803,-87.3548,07/14/10,Planted/Cultivated,Row Crops,97-139,20.8
C-351282,8720,IN,40.556,-86.9247,07/19/10,Planted/Cultivated,Pasture/Hay,113-160,13.7
C-351284,8940,IN,39.2326,-85.6902,07/16/10,Planted/Cultivated,Row Crops,85-101,12
C-351285,8976,IN,39.4342,-85.2561,07/18/10,Forested Upland,Deciduous Forest,93-124,12.6
C-351286,9040,IN,41.7304,-85.6208,07/21/10,Planted/Cultivated,Pasture/Hay,118-159,6.8
C-351287,9296,IN,41.4045,-86.9017,07/23/10,Planted/Cultivated,Urban/Recreational Grasses,125-163,12.7
C-351288,9452,IN,38.0645,-87.8145,07/14/10,Planted/Cultivated,Row Crops,85-109,16.9
C-351289,9488,IN,40.7162,-85.9359,07/21/10,Forested Upland,Deciduous Forest,85-117,16.1
C-351290,9708,IN,38.7843,-86.964,07/17/10,Planted/Cultivated,Pasture/Hay,102-135,11.6
C-351291,9964,IN,38.683,-86.1402,07/16/10,Forested Upland,Deciduous Forest,8-20,19.9
C-351292,10000,IN,39.4393,-85.8056,07/18/10,Planted/Cultivated,Row Crops,100-139,17.8
C-351294,10732,IN,38.961,-86.6193,07/17/10,Planted/Cultivated,Pasture/Hay,100-153,16.3
C-351295,10768,IN,39.7451,-87.2797,07/19/10,Planted/Cultivated,Row Crops,104-161,15.5
C-351296,11024,IN,40.4167,-85.6041,07/21/10,Planted/Cultivated,Row Crops,120-160,2.4
C-351297,11756,IN,38.8094,-85.9058,07/16/10,Planted/Cultivated,Row Crops,98-151,12.3
C-351298,11792,IN,39.6882,-86.6468,07/19/10,Planted/Cultivated,Pasture/Hay,127-155,17.8
C-351299,12028,IN,39.2886,-84.8989,07/16/10,Planted/Cultivated,Pasture/Hay,17-27,23.5
C-351300,12048,IN,41.0076,-87.4879,07/23/10,Herbaceous Upland,Grasslands/Herbaceous,117-157,8.8
C-351301,12368,IN,41.3677,-86.7049,07/23/10,Planted/Cultivated,Row Crops,117-159,8.5
C-351302,12524,IN,38.0661,-87.4459,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,19-29,20.3
C-351303,12780,IN,38.4208,-87.6115,07/14/10,Planted/Cultivated,Row Crops,89-120,16.1
C-351304,12816,IN,40.1619,-86.4237,07/20/10,Planted/Cultivated,Row Crops,110-159,17.6
C-351305,13036,IN,39.1777,-85.0902,07/16/10,Planted/Cultivated,Row Crops,119-158,12.4
C-351306,13072,IN,39.6165,-85.1672,07/18/10,Planted/Cultivated,Row Crops,80-98,17.7
C-310361,104,KS,37.8362,-95.806,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,35-45,31.1
C-310309,107,KS,37.3744,-101.7826,04/28/08,Planted/Cultivated,Small Grains,90-100,23.4
C-310447,171,KS,39.4386,-101.6219,04/14/08,Herbaceous Upland,Grasslands/Herbaceous,90-100,21.3
C-310398,216,KS,39.1624,-98.6952,04/18/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,16
C-310403,296,KS,37.3411,-100.0069,04/27/08,Planted/Cultivated,Small Grains,90-100,16.2
C-310364,427,KS,38.4401,-100.9129,04/28/08,Planted/Cultivated,Pasture/Hay,90-100,20.6
C-310378,472,KS,38.8897,-97.3539,04/19/08,Developed,Low Intensity Residential,50-60,22.3
C-310417,664,KS,37.9519,-95.7368,04/22/08,Planted/Cultivated,Pasture/Hay,55-65,10.2
N.S.,728,KS,38.8714,-99.0781,04/16/08,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-310435,920,KS,38.6401,-94.9183,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,26.7
C-310443,984,KS,37.3292,-98.0587,04/25/08,Planted/Cultivated,Pasture/Hay,70-80,13.7
C-310448,1128,KS,37.2237,-95.802,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,26.2
C-310420,1131,KS,37.3556,-101.5788,04/28/08,Planted/Cultivated,Row Crops,90-100,17.6
C-310445,1432,KS,39.5609,-95.5231,04/20/08,Planted/Cultivated,Pasture/Hay,40-50,25.9
C-310353,1451,KS,38.2773,-100.4605,04/27/08,Planted/Cultivated,Small Grains,80-90,20.7
C-310451,1496,KS,39.4389,-97.7115,04/19/08,Planted/Cultivated,Pasture/Hay,70-80,21.8
C-310399,1688,KS,38.4337,-96.5599,04/24/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,22.1
C-310337,1752,KS,38.4933,-98.9874,04/16/08,Planted/Cultivated,Pasture/Hay,70-80,19.8
C-310330,1899,KS,39.3038,-101.0548,04/15/08,Planted/Cultivated,Pasture/Hay,80-90,18.8
C-310332,2008,KS,37.623,-97.6248,04/25/08,Herbaceous Upland,Grasslands/Herbaceous,60-70,14.6
C-310347,2088,KS,37.1471,-99.6471,04/27/08,Planted/Cultivated,Pasture/Hay,90-100,13.1
C-310449,2152,KS,37.6885,-95.2364,04/22/08,Planted/Cultivated,Pasture/Hay,50-60,31.3
C-310402,2200,KS,39.8486,-95.3716,04/20/08,Planted/Cultivated,Row Crops,45-55,14.9
C-310429,2264,KS,38.3666,-98.2025,04/24/08,Planted/Cultivated,Pasture/Hay,65-75,21
C-310407,2456,KS,39.1331,-96.539,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,17.4
C-310318,2475,KS,38.5685,-100.4695,04/28/08,Planted/Cultivated,Pasture/Hay,80-90,19.8
C-310397,2520,KS,39.5123,-98.3395,04/18/08,Herbaceous Upland,Grasslands/Herbaceous,60-70,18.5
C-310431,2667,KS,37.833,-100.1545,04/27/08,Planted/Cultivated,Small Grains,30-40,24.7
C-310434,2712,KS,38.9024,-97.0191,04/19/08,Herbaceous Upland,Grasslands/Herbaceous,70-80,26.1
C-310331,2776,KS,38.7973,-99.8696,04/16/08,Shrubland,Shrubland,90-100,17.7
C-310404,2968,KS,39.2328,-99.9217,04/16/08,Planted/Cultivated,Small Grains,60-70,20.2
C-310355,3032,KS,37.7483,-97.7718,04/25/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,15.8
C-310333,3112,KS,37.3998,-98.593,04/26/08,Forested Upland,Deciduous Forest,30-40,16.1
C-310439,3176,KS,37.1265,-95.3593,04/22/08,Planted/Cultivated,Pasture/Hay,55-65,76.1
C-310339,3243,KS,38.8458,-101.1676,04/29/08,Planted/Cultivated,Row Crops,90-100,18.8
C-310425,3288,KS,38.3619,-97.0935,04/24/08,Herbaceous Upland,Grasslands/Herbaceous,90-100,19.8
C-310365,3480,KS,39.7756,-96.0361,04/20/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,90.6
C-310334,3544,KS,39.7408,-98.4114,04/18/08,Planted/Cultivated,Pasture/Hay,60-70,18.5
C-310386,3736,KS,37.9312,-95.189,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,29.2
C-310437,3800,KS,38.2832,-99.5476,04/26/08,Planted/Cultivated,Small Grains,80-90,22.1
C-310363,3947,KS,39.6339,-100.425,04/15/08,Planted/Cultivated,Row Crops,60-70,18.3
C-310369,4267,KS,39.5804,-101.8796,04/14/08,Planted/Cultivated,Small Grains,90-100,21.1
C-310426,4312,KS,39.6406,-99.0043,04/18/08,Planted/Cultivated,Fallow,70-80,13.3
C-310335,4392,KS,37.5881,-99.6399,04/27/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,19.7
C-310460,4504,KS,39.2708,-96.1755,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,23.8
C-310348,4523,KS,37.9253,-101.1577,04/28/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,18.4
C-310446,4568,KS,38.8295,-97.6391,04/19/08,Developed,Commercial/Industrial/Transportation,15-25,28.5
C-310346,4760,KS,37.988,-96.1589,04/24/08,Planted/Cultivated,Pasture/Hay,40-50,27.7
C-310418,4824,KS,38.7239,-98.7733,04/16/08,Herbaceous Upland,Grasslands/Herbaceous,60-70,25.9
C-310370,4971,KS,37.2695,-100.7256,04/28/08,Planted/Cultivated,Small Grains,60-70,20.5
C-310457,5016,KS,38.665,-95.5494,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,60-70,24.5
C-310342,5080,KS,37.0645,-98.1137,04/26/08,Planted/Cultivated,Small Grains,80-90,13.7
C-310360,5224,KS,37.6505,-96.925,04/25/08,Planted/Cultivated,Pasture/Hay,50-60,21.5
C-310340,5272,KS,39.1405,-95.4841,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,21
C-310406,5336,KS,39.713,-99.0267,04/18/08,Planted/Cultivated,Small Grains,60-70,19.2
C-310329,5528,KS,39.9608,-96.3517,04/20/08,Planted/Cultivated,Pasture/Hay,60-70,18.8
C-310421,5547,KS,38.4922,-100.7963,04/28/08,Planted/Cultivated,Row Crops,30-40,19.8
C-310327,5592,KS,39.1534,-97.5373,04/19/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,19.1
C-310458,5739,KS,37.3515,-101.3438,04/28/08,Planted/Cultivated,Row Crops,90-100,19.4
C-310408,5784,KS,38.6749,-95.6774,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,45-55,26.1
C-310390,5803,KS,38.0062,-101.7538,04/28/08,Planted/Cultivated,Small Grains,90-100,18.8
C-310377,5848,KS,38.1663,-98.8945,04/26/08,Planted/Cultivated,Small Grains,80-90,18.7
C-310453,5995,KS,39.8155,-101.4679,04/14/08,Planted/Cultivated,Pasture/Hay,80-90,19.7
C-310320,6104,KS,37.7966,-97.3198,04/25/08,Herbaceous Upland,Grasslands/Herbaceous,45-55,22.8
C-310463,6184,KS,37.1993,-99.7473,04/27/08,Herbaceous Upland,Grasslands/Herbaceous,35-45,14.2
C-310392,6248,KS,37.2682,-95.4715,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,28
C-310385,6296,KS,39.812,-95.0118,04/20/08,Herbaceous Upland,Grasslands/Herbaceous,45-55,24.4
C-310341,6360,KS,38.6003,-97.9691,04/24/08,Herbaceous Upland,Grasslands/Herbaceous,45-55,12.1
C-310412,6552,KS,39.1288,-96.4408,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,23.1
C-310316,6763,KS,37.6498,-100.1079,04/27/08,Planted/Cultivated,Small Grains,90-100,13.6
C-310440,6808,KS,38.7107,-97.076,04/19/08,Planted/Cultivated,Small Grains,20-30,23.5
C-310328,6872,KS,38.2001,-99.5269,04/26/08,Planted/Cultivated,Row Crops,80-90,17.1
C-310395,7064,KS,39.6972,-99.5766,04/15/08,Planted/Cultivated,Small Grains,90-100,19.2
C-310317,7128,KS,37.7768,-98.5574,04/26/08,Planted/Cultivated,Small Grains,90-100,19.6
C-310349,7339,KS,38.9639,-101.3692,04/29/08,Planted/Cultivated,Small Grains,90-100,18.9
C-310462,7384,KS,37.9977,-97.3322,04/25/08,Developed,Low Intensity Residential,45-55,25.7
C-310382,7576,KS,39.753,-95.6039,04/20/08,Planted/Cultivated,Row Crops,40-50,22.3
C-310311,7787,KS,37.1918,-101.1036,04/28/08,Shrubland,Shrubland,80-90,14
C-310315,7832,KS,38.2136,-95.2915,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,35.2
C-310325,7896,KS,37.281,-97.7089,04/25/08,Planted/Cultivated,Small Grains,65-75,13.6
N.S.,7976,KS,37.2459,-96.951,04/25/08,Developed,Low Intensity Residential,N.S.,
C-310376,8043,KS,39.3481,-100.1016,04/15/08,Planted/Cultivated,Small Grains,80-90,17.4
C-310371,8088,KS,39.7856,-99.9978,04/15/08,Herbaceous Upland,Grasslands/Herbaceous,80-90,18.4
C-310461,8296,KS,37.0099,-96.2258,04/23/08,Planted/Cultivated,Pasture/Hay,0-10,7.7
C-310427,8488,KS,37.6288,-99.3227,04/27/08,Planted/Cultivated,Small Grains,90-100,15
N.S.,8552,KS,37.4543,-94.7061,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
N.S.,8600,KS,39.5132,-96.0756,04/20/08,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-310324,8619,KS,38.0656,-100.557,04/27/08,Herbaceous Upland,Grasslands/Herbaceous,70-80,17.8
C-310373,8664,KS,38.7541,-97.686,04/19/08,Planted/Cultivated,Small Grains,40-50,24
C-310464,8856,KS,38.3613,-96.7907,04/24/08,Planted/Cultivated,Pasture/Hay,90-100,26.2
C-310336,8920,KS,38.7392,-99.0938,04/16/08,Planted/Cultivated,Row Crops,90-100,11.9
C-310362,9067,KS,39.5709,-101.1336,04/15/08,Shrubland,Shrubland,90-100,18.8
C-310319,9176,KS,37.2565,-98.5948,04/26/08,Developed,Low Intensity Residential,90-100,13.4
C-310394,9320,KS,37.545,-96.6971,04/25/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,17.5
C-310416,9323,KS,37.7374,-101.7692,04/28/08,Planted/Cultivated,Small Grains,90-100,15.5
N.S.,9368,KS,39.2914,-94.9838,04/21/08,Developed,Low Intensity Residential,N.S.,
C-310358,9387,KS,39.752,-101.8065,04/14/08,Planted/Cultivated,Pasture/Hay,90-100,17.7
C-310424,9432,KS,38.5236,-98.4068,04/24/08,Planted/Cultivated,Small Grains,55-65,21.6
C-310422,9643,KS,39.0003,-100.1574,04/16/08,Planted/Cultivated,Row Crops,80-90,18.9
C-310450,9688,KS,39.2033,-98.1242,04/18/08,Herbaceous Upland,Grasslands/Herbaceous,60-70,15.8
C-310396,9835,KS,37.5615,-101.0428,04/28/08,Planted/Cultivated,Small Grains,40-50,20.1
C-310321,9880,KS,39.0149,-96.1351,04/21/08,Planted/Cultivated,Pasture/Hay,40-50,23.7
C-310423,9944,KS,39.0448,-99.6836,04/16/08,Planted/Cultivated,Row Crops,70-80,19.8
C-310387,10200,KS,37.4851,-98.0811,04/25/08,Planted/Cultivated,Pasture/Hay,70-80,15.1
C-310312,10280,KS,37.9155,-98.6917,04/26/08,Planted/Cultivated,Row Crops,90-100,17.3
C-310405,10344,KS,37.2824,-94.9144,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,48.8
C-310310,10392,KS,39.882,-95.3678,04/30/08,Planted/Cultivated,Row Crops,40-50,23.4
C-310401,10456,KS,39.0328,-98.0125,04/18/08,Planted/Cultivated,Pasture/Hay,50-60,19.1
C-310384,10648,KS,39.6105,-96.9758,04/20/08,Planted/Cultivated,Row Crops,60-70,23.7
C-310357,10667,KS,38.7707,-101.6757,04/29/08,Herbaceous Upland,Grasslands/Herbaceous,90-100,19.5
C-310343,10712,KS,39.8741,-97.6329,04/19/08,Planted/Cultivated,Pasture/Hay,50-60,20.7
C-310414,10859,KS,37.9348,-100.5733,04/27/08,Planted/Cultivated,Small Grains,90-100,19.2
C-310442,10904,KS,38.9847,-96.3345,04/21/08,Planted/Cultivated,Pasture/Hay,40-50,25.4
C-310380,10968,KS,38.4515,-99.7064,04/26/08,Herbaceous Upland,Grasslands/Herbaceous,70-80,17.3
C-310379,11115,KS,39.763,-100.2925,04/15/08,Planted/Cultivated,Row Crops,80-90,19.7
C-310350,11160,KS,39.495,-99.8827,04/15/08,Planted/Cultivated,Small Grains,70-80,20.8
C-310359,11304,KS,37.0368,-98.6946,04/26/08,Planted/Cultivated,Fallow,90-100,15.2
C-310409,11435,KS,38.7438,-101.1044,04/29/08,Planted/Cultivated,Row Crops,90-100,17
C-310436,11480,KS,38.3208,-97.704,04/24/08,Planted/Cultivated,Pasture/Hay,60-70,22.5
C-310452,11672,KS,38.2596,-96.188,04/24/08,Developed,Low Intensity Residential,50-60,23
C-310354,11928,KS,38.0841,-95.7159,04/22/08,Planted/Cultivated,Small Grains,50-60,25.7
C-310314,11992,KS,37.1745,-97.1967,04/25/08,Herbaceous Upland,Grasslands/Herbaceous,65-75,18.4
C-310352,12072,KS,37.6452,-96.0665,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,55-65,19.3
C-310430,12139,KS,39.3357,-100.757,04/15/08,Planted/Cultivated,Row Crops,90-100,19.9
C-310381,12504,KS,39.9296,-98.6038,04/18/08,Planted/Cultivated,Row Crops,40-50,21.3
C-310372,12584,KS,37.8845,-100.0436,04/27/08,Planted/Cultivated,Pasture/Hay,70-80,11.7
C-310393,12696,KS,39.084,-95.938,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,35.4
C-310441,12715,KS,38.1711,-100.3352,04/27/08,Herbaceous Upland,Grasslands/Herbaceous,70-80,20.5
C-310415,12760,KS,39.1041,-97.5691,04/19/08,Herbaceous Upland,Grasslands/Herbaceous,30-40,3.9
C-310368,12952,KS,38.048,-96.8593,04/24/08,Planted/Cultivated,Pasture/Hay,90-100,27.2
C-310413,13016,KS,38.4983,-98.665,04/16/08,Herbaceous Upland,Grasslands/Herbaceous,70-80,17.9
C-310375,13163,KS,39.3373,-101.2421,04/15/08,Planted/Cultivated,Pasture/Hay,80-90,20.9
C-350542,172,KY,37.1,-84.2233,06/04/10,Forested Upland,Mixed Forest,95-110,22.1
C-350543,236,KY,37.6536,-86.7538,06/15/10,Forested Upland,Deciduous Forest,85-100,21.2
