Top5_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,Top5_Depth,Top5_Pb
C-351669,7060,AZ,33.8263,-109.4923,06/30/10,Forested Upland,Evergreen Forest,0-5,34.4
C-351475,7095,AZ,32.8427,-113.4354,07/09/10,Shrubland,Shrubland,0-5,18.6
C-343363,7343,AZ,36.9501,-113.7958,07/26/10,Shrubland,Shrubland,0-5,8.5
C-351670,7380,AZ,34.5154,-109.7206,07/01/10,Shrubland,Shrubland,0-5,20.3
C-351671,7444,AZ,31.843,-110.96,06/23/10,Shrubland,Shrubland,0-5,28.8
C-351672,7599,AZ,34.9623,-112.1353,07/16/10,Shrubland,Shrubland,0-5,14.5
C-339064,7607,AZ,34.7421,-111.7904,04/25/09,Shrubland,Shrubland,0-5,161
C-351673,7636,AZ,32.788,-109.7726,06/29/10,Shrubland,Shrubland,0-5,19.4
C-339065,7643,AZ,36.0181,-111.1126,04/20/09,Shrubland,Shrubland,0-5,12.7
C-343359,7855,AZ,36.991,-112.867,07/26/10,Shrubland,Shrubland,0-5,8.8
C-351589,7863,AZ,32.5669,-111.758,06/25/10,Shrubland,Shrubland,0-5,25.9
C-339066,7899,AZ,35.3809,-109.0848,04/19/09,Shrubland,Shrubland,0-5,18.9
C-351590,7927,AZ,32.5386,-114.5792,07/09/10,Shrubland,Shrubland,0-5,11.1
C-351674,8084,AZ,33.0267,-109.2619,06/29/10,Shrubland,Shrubland,0-5,24.5
C-343378,8119,AZ,34.4796,-114.2055,07/21/10,Shrubland,Shrubland,0-5,40.6
C-351675,8367,AZ,35.2804,-112.9266,07/18/10,Shrubland,Shrubland,0-5,9.7
C-351676,8439,AZ,34.7547,-113.0005,07/16/10,Shrubland,Shrubland,0-5,20.5
C-343362,8623,AZ,36.1319,-113.596,07/26/10,Forested Upland,Mixed Forest,0-5,18.7
C-339067,8660,AZ,34.691,-111.1113,04/25/09,Forested Upland,Evergreen Forest,0-5,18.2
C-351677,8715,AZ,31.9927,-112.8047,07/08/10,Shrubland,Shrubland,0-5,18.7
C-351710,8724,AZ,32.338,-110.9103,06/25/10,Shrubland,Shrubland,0-5,23.6
C-351711,8879,AZ,35.2101,-112.6237,07/18/10,Shrubland,Shrubland,0-5,16.2
C-351591,8887,AZ,33.8607,-111.7032,07/14/10,Shrubland,Shrubland,0-5,39.2
C-351712,8916,AZ,33.8129,-110.9766,07/03/10,Forested Upland,Mixed Forest,0-5,29.9
C-351592,9143,AZ,32.8742,-113.2115,07/09/10,Barren,Bare Rock/Sand/Clay,0-5,17.6
C-339068,9179,AZ,36.5904,-110.8902,04/21/09,Shrubland,Shrubland,0-5,12.2
C-339070,9259,AZ,36.806,-109.8851,04/22/09,Shrubland,Shrubland,0-5,10.4
C-343371,9391,AZ,35.5266,-114.2558,07/19/10,Shrubland,Shrubland,0-5,23.5
C-351713,9428,AZ,34.9521,-109.5407,07/01/10,Shrubland,Shrubland,0-5,10.4
C-351714,9463,AZ,34.1119,-112.936,07/13/10,Shrubland,Shrubland,0-5,24.5
C-343366,9647,AZ,36.5851,-114.0121,07/26/10,Shrubland,Shrubland,0-5,21.1
C-351715,9655,AZ,34.3397,-112.6308,07/13/10,Shrubland,Shrubland,0-5,16.9
C-351716,9684,AZ,34.6263,-110.1347,07/02/10,Shrubland,Shrubland,0-5,12.4
C-339071,9691,AZ,36.0281,-110.6989,04/23/09,Shrubland,Shrubland,0-5,12.8
C-351717,9739,AZ,32.0159,-112.7117,07/08/10,Shrubland,Shrubland,0-5,19.2
C-351719,9748,AZ,31.7115,-109.0705,06/22/10,Shrubland,Shrubland,0-5,27.8
C-343358,9903,AZ,36.4074,-112.8179,07/25/10,Shrubland,Shrubland,0-5,16.3
C-351594,9911,AZ,32.8452,-112.3169,07/06/10,Shrubland,Shrubland,0-5,17.1
C-351720,9940,AZ,34.2356,-110.1026,06/30/10,Forested Upland,Mixed Forest,0-5,18.2
C-339072,9947,AZ,35.7967,-109.9901,04/19/09,Shrubland,Shrubland,0-5,20
C-351721,10004,AZ,31.37,-110.813,06/23/10,Shrubland,Shrubland,0-5,15.3
C-351595,10167,AZ,33.4253,-113.6978,07/11/10,Shrubland,Shrubland,0-5,18.2
C-351722,10315,AZ,32.1853,-112.9212,07/08/10,Shrubland,Shrubland,0-5,19.3
C-343376,10415,AZ,34.8548,-114.0205,07/21/10,Shrubland,Shrubland,0-5,28.3
C-351723,10452,AZ,34.5213,-109.2721,07/01/10,Shrubland,Shrubland,0-5,21.7
C-351724,10516,AZ,31.8496,-109.9778,06/23/10,Shrubland,Shrubland,0-5,35.8
C-343379,10671,AZ,35.4388,-112.6087,07/21/10,Forested Upland,Mixed Forest,0-5,35.5
C-351596,10679,AZ,33.9743,-112.1108,07/14/10,Shrubland,Shrubland,0-5,22.4
C-351725,10708,AZ,34.1524,-109.8926,06/30/10,Forested Upland,Mixed Forest,0-5,24.7
C-339073,10715,AZ,35.4628,-110.3788,04/19/09,Shrubland,Shrubland,0-5,12
C-351597,10763,AZ,32.5284,-111.4498,06/25/10,Shrubland,Shrubland,0-5,104
C-343355,10927,AZ,36.9415,-112.0597,07/24/10,Shrubland,Shrubland,0-5,11.8
C-351598,10935,AZ,33.3086,-111.2474,06/17/10,Shrubland,Shrubland,0-5,42.5
C-339074,10971,AZ,35.5663,-109.3863,04/19/09,Shrubland,Shrubland,0-5,17
C-351726,11156,AZ,34.0074,-109.4851,06/30/10,Forested Upland,Mixed Forest,0-5,27.7
C-351599,11191,AZ,33.279,-113.0388,07/05/10,Shrubland,Shrubland,0-5,10.1
C-339075,11227,AZ,36.893,-111.4045,04/21/09,Shrubland,Shrubland,0-5,6.4
C-351728,11476,AZ,34.5013,-109.4319,07/01/10,Shrubland,Shrubland,0-5,19.7
C-351727,11531,AZ,31.6078,-111.2356,06/24/10,Shrubland,Shrubland,0-5,18.8
C-351730,11540,AZ,31.7787,-110.6447,06/23/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,27
C-343352,11695,AZ,35.92,-111.7448,07/24/10,Shrubland,Shrubland,0-5,13.6
C-351731,11703,AZ,34.4146,-111.789,07/15/10,Shrubland,Shrubland,0-5,9.2
C-351600,11732,AZ,32.9058,-110.4145,06/28/10,Forested Upland,Deciduous Forest,0-5,35.6
C-339076,11739,AZ,35.6719,-110.9637,04/20/09,Shrubland,Shrubland,0-5,13.7
C-343354,11951,AZ,36.6077,-111.8499,07/24/10,Shrubland,Shrubland,0-5,11
C-351601,11959,AZ,32.8869,-111.5453,07/06/10,Shrubland,Shrubland,0-5,22.4
C-351603,12023,AZ,33.0139,-114.232,07/10/10,Shrubland,Shrubland,0-5,59
C-343351,12143,AZ,35.9776,-112.8662,07/22/10,Shrubland,Shrubland,0-5,15.6
C-351732,12363,AZ,32.2339,-112.9053,07/08/10,Shrubland,Shrubland,0-5,21.2
C-351733,12463,AZ,34.8974,-112.9364,07/16/10,Forested Upland,Mixed Forest,0-5,24
C-351734,12535,AZ,34.3957,-112.954,07/13/10,Shrubland,Shrubland,0-5,40.6
C-343360,12719,AZ,36.441,-113.5953,07/26/10,Shrubland,Shrubland,0-5,20.2
C-351735,12756,AZ,34.4976,-110.9691,07/03/10,Forested Upland,Evergreen Forest,0-5,12.9
C-351604,12811,AZ,32.4501,-111.745,06/25/10,Planted/Cultivated,Fallow,0-5,27.9
C-351605,12820,AZ,32.5754,-110.5214,06/27/10,Shrubland,Shrubland,0-5,29.8
C-351736,12975,AZ,35.2626,-112.4258,07/18/10,Shrubland,Shrubland,0-5,17.2
C-351606,12983,AZ,33.0738,-111.9797,07/06/10,Planted/Cultivated,Fallow,0-5,35
C-339077,13012,AZ,33.4773,-110.851,04/27/09,Shrubland,Shrubland,0-5,50.8
C-355613,31,CA,35.608,-117.924,06/18/10,Barren,Transitional,0-5,14.9
C-355614,95,CA,40.3125,-123.4438,07/17/10,Forested Upland,Mixed Forest,0-5,10.5
C-343182,111,CA,34.67,-114.631,06/05/10,Shrubland,Shrubland,0-5,19.9
C-355615,207,CA,38.006,-119.154,07/01/10,Shrubland,Shrubland,0-5,33.2
C-355616,223,CA,40.485,-121.6317,07/23/10,Forested Upland,Evergreen Forest,0-5,17.3
C-355617,287,CA,35.017,-117.349,06/13/10,Shrubland,Shrubland,0-5,16.4
C-355618,351,CA,41.569,-124.0546,07/28/10,Forested Upland,Mixed Forest,0-5,10.2
C-355619,415,CA,38.674,-119.666,07/09/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,28
C-358486,439,CA,33.501,-117.6508,06/02/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,16.6
C-355620,463,CA,36.634,-117.657,06/29/10,Barren,Transitional,0-5,17.8
C-355622,503,CA,34.371,-114.52,06/07/10,Barren,Transitional,0-5,19.8
C-355623,543,CA,36.23,-120.571,06/25/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,12.7
C-355624,559,CA,35.203,-117.052,06/13/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.8
C-355625,607,CA,38.9538,-121.7548,07/14/10,Planted/Cultivated,Row Crops,0-5,14.2
C-355626,719,CA,36.72,-119.398,07/03/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.7
C-343187,759,CA,33.7111,-115.8067,06/03/10,Barren,Transitional,0-5,20.9
C-355627,799,CA,37.817,-121.173,07/08/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,0-5,17.6
C-355628,863,CA,40.226,-122.4422,07/19/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.3
C-355629,911,CA,37.7711,-120.8518,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,29.1
C-355630,975,CA,34.1391,-118.6026,06/11/10,Shrubland,Shrubland,0-5,16.5
C-355632,1055,CA,36.219,-118.814,06/28/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,16
C-355633,1119,CA,40.5185,-124.0078,07/17/10,Forested Upland,Mixed Forest,0-5,28.3
C-355634,1135,CA,35.153,-115.027,06/08/10,Shrubland,Shrubland,0-5,22.4
C-355635,1231,CA,37.5959,-118.3352,06/30/10,Barren,Transitional,0-5,22
C-355636,1247,CA,41.046,-120.452,07/24/10,Forested Upland,Evergreen Forest,0-5,15.6
C-355637,1311,CA,35.4011,-120.508,06/24/10,Forested Upland,Deciduous Forest,0-5,18.4
C-355638,1375,CA,41.76,-122.65,07/27/10,Forested Upland,Mixed Forest,0-5,3.5
C-355639,1439,CA,39.6926,-120.6559,07/21/10,Forested Upland,Evergreen Forest,0-5,16.2
C-355584,1487,CA,36.998,-118.963,07/02/10,Forested Upland,Mixed Forest,0-5,24.3
C-343167,1527,CA,33.2324,-115.4306,06/01/10,Shrubland,Shrubland,0-5,13.3
C-355585,1567,CA,36.3364,-121.2118,06/23/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,19.9
C-355586,1631,CA,40.036,-123.639,07/16/10,Forested Upland,Mixed Forest,0-5,9.6
C-355587,1743,CA,35.3084,-118.8592,06/19/10,Planted/Cultivated,Fallow,0-5,14.5
C-355588,1823,CA,40.996,-122.412,07/28/10,Forested Upland,Mixed Forest,0-5,9.3
C-355590,1839,CA,36.2153,-116.9411,06/16/10,Barren,Transitional,0-5,23.6
C-355591,1887,CA,39.8035,-121.4492,07/21/10,Forested Upland,Deciduous Forest,0-5,13.1
C-355592,1935,CA,38.278,-120.311,07/09/10,Forested Upland,Evergreen Forest,0-5,37.3
C-355593,1999,CA,34.572,-119.258,06/22/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,32.8
C-355594,2079,CA,34.9717,-118.0225,06/13/10,Shrubland,Shrubland,0-5,20.8
C-343181,2159,CA,34.771,-114.983,06/05/10,Shrubland,Shrubland,0-5,26.5
C-355595,2207,CA,38.758,-120.658,07/10/10,Forested Upland,Evergreen Forest,0-5,27.8
C-355596,2255,CA,37.8168,-118.7068,07/01/10,Shrubland,Shrubland,0-5,28.8
C-355597,2335,CA,35.0493,-120.3036,06/22/10,Planted/Cultivated,Fallow,0-5,14.6
C-355598,2351,CA,34.8625,-115.8209,06/09/10,Barren,Transitional,0-5,18.7
C-355600,2399,CA,38.6329,-121.2743,07/13/10,Forested Upland,Mixed Forest,0-5,21.3
C-355601,2463,CA,39.5264,-121.2999,07/20/10,Forested Upland,Evergreen Forest,0-5,20
C-355602,2511,CA,36.1106,-120.1226,06/26/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,0-5,11.1
C-358487,2551,CA,33.2079,-116.4908,06/01/10,Shrubland,Shrubland,0-5,92.7
C-355603,2591,CA,37.234,-121.719,07/07/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.8
C-355604,2655,CA,38.453,-122.8256,07/05/10,Planted/Cultivated,Fallow,0-5,18
C-355605,2767,CA,35.7319,-119.8198,06/26/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.3
C-358488,2807,CA,32.9608,-114.6319,05/30/10,Barren,Transitional,0-5,17.6
C-355606,2847,CA,40.813,-123.303,07/19/10,Forested Upland,Evergreen Forest,0-5,16.4
C-355607,2863,CA,35.879,-117.1834,06/16/10,Barren,Transitional,0-5,19.2
C-355608,2911,CA,39.9129,-122.0845,07/20/10,Forested Upland,Mixed Forest,0-5,8.3
C-355609,2927,CA,36.5001,-117.6065,06/29/10,Shrubland,Shrubland,0-5,20.5
C-355610,2959,CA,37.7864,-119.8909,07/01/10,Forested Upland,Mixed Forest,0-5,12
C-355671,2975,CA,41.785,-121.82,07/27/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.5
C-355672,3023,CA,34.501,-119.723,06/22/10,Forested Upland,Mixed Forest,0-5,21.5
C-355673,3103,CA,34.378,-118.403,06/12/10,Forested Upland,Mixed Forest,0-5,31.1
C-355674,3167,CA,41.8719,-123.1347,07/27/10,Forested Upland,Mixed Forest,0-5,4.8
C-355675,3231,CA,38.989,-121.134,07/12/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.3
C-358489,3255,CA,33.65,-117.6009,06/02/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,27.2
C-355676,3279,CA,37.1296,-118.1047,06/29/10,Shrubland,Shrubland,0-5,16.9
C-355677,3319,CA,34.4395,-115.5293,06/08/10,Barren,Transitional,0-5,18.2
C-355679,3359,CA,36.5709,-121.8552,06/25/10,Forested Upland,Mixed Forest,0-5,18
C-355680,3375,CA,34.311,-116.396,06/09/10,Shrubland,Shrubland,0-5,21.5
C-355681,3423,CA,39.0846,-122.3458,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.2
C-355682,3487,CA,40.475,-120.575,07/22/10,Forested Upland,Evergreen Forest,0-5,9.8
C-355683,3535,CA,36.156,-119.3,06/26/10,Planted/Cultivated,Row Crops,0-5,14.2
C-355684,3575,CA,34.0819,-116.5979,06/10/10,Shrubland,Shrubland,0-5,19.2
C-355685,3615,CA,37.079,-120.964,07/07/10,Planted/Cultivated,Row Crops,0-5,12.5
C-355686,3679,CA,39.188,-122.043,07/14/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,15.1
C-355688,3791,CA,35.667,-119.288,06/21/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,0-5,12.5
C-355689,3871,CA,40.648,-122.592,07/19/10,Forested Upland,Deciduous Forest,0-5,14.6
C-355690,3887,CA,35.091,-115.096,06/08/10,Shrubland,Shrubland,0-5,28.1
C-355691,3951,CA,37.0768,-117.4565,06/29/10,Barren,Transitional,0-5,19.6
C-355692,3999,CA,41.5112,-121.5968,07/24/10,Forested Upland,Evergreen Forest,0-5,18.1
C-355693,4047,CA,36.24,-118.059,06/28/10,Shrubland,Shrubland,0-5,24.7
C-355694,4127,CA,35.619,-117.37,06/17/10,Barren,Transitional,0-5,9.8
C-355695,4191,CA,40.467,-124.132,07/16/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.8
C-343189,4207,CA,34.825,-114.806,06/05/10,Barren,Transitional,0-5,24.6
C-355696,4303,CA,38.4479,-119.4566,07/08/10,Forested Upland,Evergreen Forest,0-5,21
C-355697,4319,CA,41.745,-120.739,07/26/10,Forested Upland,Evergreen Forest,0-5,14
C-355642,4383,CA,34.806,-117.435,06/13/10,Barren,Transitional,0-5,17
C-355643,4447,CA,41.487,-123.514,07/28/10,Forested Upland,Mixed Forest,0-5,6.3
C-355644,4511,CA,38.714,-120.2288,07/10/10,Forested Upland,Mixed Forest,0-5,17.6
C-358490,4535,CA,34.045,-118.063,06/11/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,173
C-355645,4559,CA,37.089,-117.964,06/29/10,Barren,Transitional,0-5,15.4
C-355647,4639,CA,35.995,-121.139,06/24/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,7.9
C-355648,4655,CA,35.082,-116.808,06/15/10,Barren,Transitional,0-5,12.3
C-355649,4703,CA,39.3164,-121.5093,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,32.1
C-355650,4767,CA,40.3777,-120.1914,07/22/10,Shrubland,Shrubland,0-5,15.3
C-355651,4815,CA,37.1111,-119.6346,06/02/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,48.6
C-343178,4855,CA,33.376,-115.646,06/01/10,Barren,Transitional,0-5,17.2
C-355652,4895,CA,37.2045,-122.1447,07/07/10,Forested Upland,Mixed Forest,0-5,17.3
C-355653,4959,CA,39.6784,-122.9721,07/16/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.6
C-355654,5007,CA,38.182,-120.385,07/10/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.2
C-355655,5071,CA,34.152,-118.964,06/11/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12
C-343173,5111,CA,32.8682,-116.6547,06/01/10,Shrubland,Shrubland,0-5,6.3
C-355656,5151,CA,35.969,-118.477,06/18/10,Shrubland,Shrubland,0-5,11.6
C-355658,5215,CA,40.2901,-123.7328,07/17/10,Forested Upland,Mixed Forest,0-5,9
C-355659,5327,CA,37.8276,-118.6544,07/01/10,Shrubland,Shrubland,0-5,26.6
C-355660,5343,CA,40.776,-120.785,07/24/10,Forested Upland,Evergreen Forest,0-5,16.7
C-355661,5407,CA,35.427,-120.752,06/23/10,Forested Upland,Mixed Forest,0-5,22.1
C-355662,5423,CA,34.3383,-116.493,06/09/10,Barren,Transitional,0-5,25.7
C-355663,5471,CA,38.541,-121.9767,07/05/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,45.8
C-355664,5535,CA,39.897,-120.476,07/21/10,Forested Upland,Evergreen Forest,0-5,16.3
C-355665,5583,CA,37.36,-118.69,06/30/10,Forested Upland,Mixed Forest,0-5,32.3
C-355666,5599,CA,41.5063,-120.6322,07/26/10,Forested Upland,Mixed Forest,0-5,7.1
C-358492,5623,CA,33.62,-114.784,06/04/10,Barren,Transitional,0-5,22
C-355667,5663,CA,37.5301,-121.9183,07/06/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,20.5
C-355668,5727,CA,39.237,-123.332,07/15/10,Forested Upland,Mixed Forest,0-5,8.6
C-355729,5839,CA,35.0588,-119.2799,06/21/10,Shrubland,Shrubland,0-5,17.3
C-355730,5919,CA,41.2724,-122.2172,07/23/10,Forested Upland,Mixed Forest,0-5,26.5
C-355731,5935,CA,36.345,-117.346,06/17/10,Barren,Transitional,0-5,20.4
C-355732,5983,CA,39.318,-121.808,07/14/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.5
C-355733,6031,CA,37.836,-120.053,07/01/10,Forested Upland,Mixed Forest,0-5,17.6
C-355734,6095,CA,34.8547,-119.1821,06/22/10,Forested Upland,Evergreen Forest,0-5,18
C-343170,6135,CA,32.681,-115.884,06/01/10,Barren,Transitional,0-5,13.2
C-355735,6175,CA,34.3802,-117.6953,06/12/10,Forested Upland,Mixed Forest,0-5,15.9
C-355736,6303,CA,39.4414,-120.0943,07/12/10,Forested Upland,Evergreen Forest,0-5,15.9
C-355737,6351,CA,36.7833,-118.639,07/03/10,Forested Upland,Mixed Forest,0-5,22.9
C-355739,6431,CA,34.632,-120.143,06/23/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.3
C-355740,6447,CA,35.0901,-116.3488,06/15/10,Barren,Transitional,0-5,17.5
C-355741,6495,CA,38.517,-121.694,07/13/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.3
C-355742,6559,CA,40.1117,-120.8038,07/22/10,Forested Upland,Mixed Forest,0-5,58.9
C-355743,6607,CA,36.674,-119.209,07/03/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.7
C-343175,6647,CA,33.3798,-116.7083,06/01/10,Shrubland,Shrubland,0-5,12.7
C-355744,6687,CA,37.1653,-121.639,07/07/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,19
C-355745,6751,CA,38.9043,-123.3384,07/15/10,Forested Upland,Mixed Forest,0-5,15.4
C-355746,6863,CA,35.9487,-119.7555,06/26/10,Planted/Cultivated,Fallow,0-5,14.1
C-343163,6903,CA,33.0139,-115.0995,05/30/10,Barren,Transitional,0-5,12.8
C-355747,6943,CA,40.97,-122.737,07/28/10,Forested Upland,Evergreen Forest,0-5,12.2
C-355749,6959,CA,36.1072,-116.0309,06/16/10,Barren,Transitional,0-5,16
C-355750,7023,CA,36.618,-117.065,06/17/10,Barren,Transitional,0-5,15.4
C-359052,7055,CA,37.121,-120.7084,07/07/10,Planted/Cultivated,Row Crops,0-5,18.1
C-355751,7071,CA,41.8772,-121.7266,07/27/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,3
C-355752,7119,CA,35.4599,-118.6575,06/19/10,Shrubland,Shrubland,0-5,39
C-355753,7199,CA,34.2326,-118.3111,06/11/10,Shrubland,Shrubland,0-5,17.7
C-355754,7327,CA,39.129,-120.807,07/12/10,Forested Upland,Mixed Forest,0-5,32.8
C-358493,7351,CA,33.9675,-117.2666,06/03/10,Shrubland,Shrubland,0-5,19.3
C-355755,7375,CA,37.2547,-118.1655,06/30/10,Shrubland,Shrubland,0-5,23.7
C-343179,7415,CA,34.4363,-114.8364,06/04/10,Barren,Transitional,0-5,18.2
C-355700,7455,CA,36.542,-121.284,06/25/10,Planted/Cultivated,Small Grains,0-5,20
C-355701,7471,CA,34.255,-116.723,06/10/10,Shrubland,Shrubland,0-5,18.6
C-355702,7519,CA,38.635,-121.971,07/05/10,Planted/Cultivated,Row Crops,0-5,16
C-355703,7583,CA,40.402,-121.0357,07/22/10,Forested Upland,Evergreen Forest,0-5,11.1
C-355704,7631,CA,36.7325,-120.3367,07/07/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.3
C-355706,7647,CA,41.2595,-120.0848,07/24/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.2
C-343188,7671,CA,33.9636,-116.8951,06/03/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.5
C-355707,7711,CA,37.3289,-121.4806,07/06/10,Shrubland,Shrubland,0-5,15.2
C-355708,7775,CA,39.426,-122.514,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,9
C-355709,7839,CA,41.7349,-121.2438,07/26/10,Forested Upland,Evergreen Forest,0-5,10.3
C-355710,7887,CA,35.205,-119.951,06/22/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.3
C-355711,7967,CA,40.7998,-122.3165,07/28/10,Forested Upland,Mixed Forest,0-5,263
C-355712,7983,CA,35.0466,-115.3934,06/08/10,Shrubland,Shrubland,0-5,14.5
C-355713,8095,CA,41.0041,-121.6407,07/23/10,Forested Upland,Mixed Forest,0-5,16.8
C-355714,8143,CA,36.3779,-117.8884,06/28/10,Shrubland,Shrubland,0-5,14.4
C-355715,8223,CA,35.8277,-117.3658,06/16/10,Shrubland,Shrubland,0-5,16
C-355717,8287,CA,40.491,-123.586,07/16/10,Forested Upland,Evergreen Forest,0-5,12.4
C-343180,8303,CA,34.481,-114.95,06/05/10,Barren,Transitional,0-5,19.1
C-355718,8399,CA,38.3599,-119.1387,07/08/10,Shrubland,Shrubland,0-5,27.8
C-355719,8415,CA,41.467,-120.521,07/26/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.6
C-355720,8479,CA,35.0015,-117.7436,06/13/10,Shrubland,Shrubland,0-5,15.7
C-355721,8543,CA,41.7351,-122.8065,07/27/10,Forested Upland,Deciduous Forest,0-5,7.2
C-355722,8607,CA,38.3962,-120.1749,07/08/10,Forested Upland,Evergreen Forest,0-5,22.7
C-343172,8631,CA,32.8464,-117.1292,06/01/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,70.1
C-355723,8655,CA,36.834,-118.085,06/29/10,Shrubland,Shrubland,0-5,20.7
C-358494,8695,CA,33.594,-114.712,06/04/10,Barren,Transitional,0-5,18.4
C-355724,8735,CA,36.049,-120.477,06/26/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.9
C-355725,8799,CA,39.647,-123.614,07/16/10,Forested Upland,Mixed Forest,0-5,14.8
C-355726,8911,CA,37.095,-119.24,07/02/10,Forested Upland,Evergreen Forest,0-5,17.7
C-343165,8951,CA,33.6751,-115.9103,06/03/10,Barren,Transitional,0-5,22.6
C-355813,8991,CA,41.303,-124.017,07/29/10,Forested Upland,Mixed Forest,0-5,17.2
C-355814,9007,CA,36.332,-116.351,06/16/10,Barren,Transitional,0-5,12.8
C-355815,9055,CA,39.462,-121.892,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.2
C-355816,9103,CA,38.178,-119.322,07/09/10,Forested Upland,Evergreen Forest,0-5,21.5
C-355817,9167,CA,34.4778,-118.7691,06/12/10,Planted/Cultivated,Urban/Recreational Grasses,0-5,14
C-343171,9207,CA,32.673,-116.098,06/01/10,Barren,Transitional,0-5,17.7
C-355819,9247,CA,34.541,-118.439,06/12/10,Shrubland,Shrubland,0-5,25.5
C-355820,9311,CA,40.234,-123.637,07/17/10,Forested Upland,Mixed Forest,0-5,8.5
C-355821,9327,CA,34.7477,-115.687,06/09/10,Barren,Transitional,0-5,20.3
C-355822,9375,CA,38.616,-121.143,07/13/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.8
C-355823,9423,CA,37.936,-119.251,07/01/10,Forested Upland,Evergreen Forest,0-5,28.6
C-355824,9439,CA,40.9526,-120.603,07/24/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.1
C-355825,9503,CA,34.9288,-120.5233,06/23/10,Planted/Cultivated,Row Crops,0-5,17.7
C-355826,9519,CA,34.766,-116.398,06/09/10,Shrubland,Shrubland,0-5,23.3
C-355827,9567,CA,38.0909,-121.6868,07/05/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,36.4
C-355829,9631,CA,39.889,-121.36,07/21/10,Forested Upland,Mixed Forest,0-5,10
C-355830,9679,CA,36.3847,-120.3673,06/25/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,0-5,14.4
C-343186,9719,CA,33.578,-115.053,06/04/10,Barren,Transitional,0-5,17.5
C-355831,9759,CA,37.868,-121.75,07/06/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.2
C-355832,9823,CA,39.073,-123.471,07/15/10,Forested Upland,Mixed Forest,0-5,12.4
C-355833,9935,CA,35.334,-119.464,06/21/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.6
C-355834,10015,CA,41.2479,-122.6437,07/28/10,Forested Upland,Evergreen Forest,0-5,17.5
C-355835,10031,CA,35.6399,-116.6472,06/15/10,Barren,Bare Rock/Sand/Clay,0-5,37.6
C-355836,10079,CA,40.279,-121.835,07/23/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.2
C-355837,10127,CA,37.5098,-119.6933,06/02/10,Forested Upland,Evergreen Forest,0-5,18.9
C-355838,10191,CA,34.753,-119.941,06/23/10,Forested Upland,Deciduous Forest,0-5,8.4
